,TumbleDryer,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.3463333333333333,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.11953827805880382,0.0,0.0,3.0
2024-01-01 00:30:00,0.001,0.0,0.0795521973529143,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.0795521973529143,0.0,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.13021886401958097,0.0,0.0,3.0
2024-01-01 01:15:00,0.001,0.0,0.38154029298038855,0.0,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.18733333333333332,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.048,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.048,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.048,0.0,0.0,2.6666666666666665
2024-01-01 02:30:00,0.001,0.0,0.18733333333333332,0.0,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.314,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.16199999999999998,0.0,2.6666666666666665,0.0
2024-01-01 03:15:00,0.001,0.0,0.048,0.0,0.0,1.0
2024-01-01 03:30:00,0.001,0.0,0.048,0.0,0.0,2.3333333333333335
2024-01-01 03:45:00,0.001,0.0,0.08600000000000001,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.238,0.0,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.17466666666666666,0.0,0.0,3.0
2024-01-01 04:30:00,0.001,0.0,0.21266666666666667,0.0,0.0,2.6666666666666665
2024-01-01 04:45:00,0.001,0.0,0.048,0.0,0.0,2.0
2024-01-01 05:00:00,0.001,0.0,0.44780000000000003,0.0,0.0,2.3333333333333335
2024-01-01 05:15:00,0.001,0.0,0.18333333333333332,0.0,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.251,0.0,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.061000000000000006,0.0,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.23833333333333334,0.0,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.07506666666666667,0.0,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.47313333333333335,0.0,0.0,1.0
2024-01-01 06:45:00,0.001,0.0,0.238,0.0,0.0,3.0
2024-01-01 07:00:00,0.001,0.0,0.5491333333333334,0.0,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.048,0.0,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.17466666666666666,0.0,0.0,0.6666666666666666
2024-01-01 07:45:00,0.001,0.0,0.12399999999999999,0.0,0.0,2.0
2024-01-01 08:00:00,0.001,0.0,0.16199999999999998,0.0,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.238,0.0,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.06066666666666667,0.0,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.048,0.0,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.12399999999999999,0.0,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.18733333333333332,0.0,0.0,2.6666666666666665
2024-01-01 09:30:00,0.001,0.0,0.238,0.0,0.0,1.3333333333333333
2024-01-01 09:45:00,0.001,0.0,0.16199999999999998,0.0,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.048,0.0,1.8666666666666667,0.0
2024-01-01 10:15:00,0.001,0.0,0.048,0.0,0.5333333333333333,0.0
2024-01-01 10:30:00,0.001,0.0,0.07333333333333333,0.0,0.0,2.6666666666666665
2024-01-01 10:45:00,0.001,0.0,0.3266666666666666,0.0,0.0,2.3333333333333335
2024-01-01 11:00:00,0.001,0.0,0.238,0.0,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.07333333333333333,0.0,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.1812666666666667,0.0,0.0,3.6666666666666665
2024-01-01 11:45:00,0.001,0.0,0.31453333333333333,0.0,0.0,0.0
2024-01-01 12:00:00,0.001,0.0,0.048,0.0,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.4026666666666667,0.0,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.21266666666666667,0.0,0.0,0.0
2024-01-01 12:45:00,0.001,0.0,0.048,0.0,0.0,0.0
2024-01-01 13:00:00,0.001,0.0,0.048,0.0,0.0,2.0
2024-01-01 13:15:00,0.001,0.0,0.048,0.0,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.13666666666666666,0.0,0.0,0.0
2024-01-01 13:45:00,0.001,0.0,0.35200000000000004,0.0,0.0,4.666666666666667
2024-01-01 14:00:00,0.001,0.0,0.17466666666666666,0.0,0.0,5.0
