,WasherDryer,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.7920347860576631,0.0,0.47609999999999997,0.0,0.0,0.0
2024-01-01 00:15:00,0.7920347860576631,0.0,0.2956333333333333,0.0,0.0,0.0
2024-01-01 00:30:00,0.7920347860576631,0.0,0.25676666666666664,0.0,0.0,0.0
2024-01-01 00:45:00,0.7920347860576631,0.0,1.2339472433896503,0.0,0.0,1.8
2024-01-01 01:00:00,0.05373565240384421,0.0,0.42438143447070015,0.0,0.0,1.2
2024-01-01 01:15:00,0.001,0.0,0.3763759397255878,0.0,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.3067092730589211,0.0,0.4,2.0
2024-01-01 01:45:00,0.001,0.0,0.26659536300260406,0.0,1.3333333333333333,3.0
2024-01-01 02:00:00,0.001,0.0,0.08755219735291431,0.0,0.0,2.6
2024-01-01 02:15:00,0.001,0.0,0.10821886401958097,0.0,0.0,1.4
2024-01-01 02:30:00,0.001,0.0,0.211,0.0,0.0,2.2
2024-01-01 02:45:00,0.001,0.0,0.11800000000000001,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.09266666666666667,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.5511333333333334,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.056,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.3158666666666667,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.25966666666666666,0.0,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.177,0.0,0.0,0.0
2024-01-01 04:30:00,0.001,0.0,0.2063333333333333,0.0,0.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.2716,0.0,0.0,0.4
2024-01-01 05:00:00,0.001,0.0,0.19033333333333333,0.0,0.0,2.6
2024-01-01 05:15:00,0.001,0.0,0.15933333333333335,0.0,0.5333333333333333,0.0
2024-01-01 05:30:00,0.001,0.0,0.056,0.0,1.2,0.0
2024-01-01 05:45:00,0.001,0.0,0.056,0.0,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.078,0.0,0.0,1.6
2024-01-01 06:15:00,0.001,0.0,0.2796666666666667,0.0,0.0,1.6
2024-01-01 06:30:00,0.001,0.0,0.18,0.0,0.0,1.0
2024-01-01 06:45:00,0.001,0.0,0.056,0.0,0.0,1.8
2024-01-01 07:00:00,0.001,0.0,0.056,0.0,0.0,2.2
2024-01-01 07:15:00,0.001,0.0,0.06813333333333334,0.0,0.0,1.6
2024-01-01 07:30:00,0.001,0.0,0.17666666666666667,0.0,0.0,3.0
2024-01-01 07:45:00,0.26467826201922107,0.0,0.3236666666666667,0.0,0.0,1.8
2024-01-01 08:00:00,0.7920347860576631,0.0,0.07633333333333334,0.0,0.0,0.0
2024-01-01 08:15:00,0.7920347860576631,0.0,0.06813333333333334,0.0,0.0,0.0
2024-01-01 08:30:00,0.7920347860576631,0.0,0.056,0.0,0.0,0.0
2024-01-01 08:45:00,0.7920347860576631,0.0,0.12833333333333333,0.0,0.0,0.0
2024-01-01 09:00:00,0.7920347860576631,0.0,0.33213333333333334,0.0,0.0,0.6
2024-01-01 09:15:00,0.7920347860576631,0.0,0.31033333333333335,0.0,0.0,2.6
2024-01-01 09:30:00,0.7920347860576631,0.0,0.23201190437252575,0.0,1.6,0.0
2024-01-01 09:45:00,0.7920347860576631,0.0,0.22155219735291432,0.0,0.13333333333333333,0.0
2024-01-01 10:00:00,0.7920347860576631,0.0,0.27235219735291427,0.0,0.0,2.4
2024-01-01 10:15:00,0.7920347860576631,0.0,0.25061886401958094,0.0,0.0,0.0
2024-01-01 10:30:00,0.7920347860576631,0.0,0.1185521973529143,0.0,0.0,0.0
2024-01-01 10:45:00,0.7920347860576631,0.0,0.18282783858822096,0.0,0.0,0.0
2024-01-01 11:00:00,0.7920347860576631,0.0,0.08431043947058287,0.0,0.0,0.0
2024-01-01 11:15:00,0.4756208716345978,0.0,0.12801119125105312,0.0,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,2.2535092730589215,0.0,0.0,0.0
2024-01-01 11:45:00,0.001,0.0,1.4260426063922547,0.0,0.0,0.0
2024-01-01 12:00:00,0.001,0.0,0.23337593972558782,0.0,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.42357435690074285,0.0,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.7942855306862477,0.0,0.0,0.0
2024-01-01 12:45:00,0.001,0.0,0.36701886401958095,0.0,0.0,0.0
2024-01-01 13:00:00,0.05373565240384421,0.0,0.2682646517450819,0.0,0.0,2.4
2024-01-01 13:15:00,0.7920347860576631,0.0,0.33866666666666667,0.0,0.0,2.0
2024-01-01 13:30:00,0.7920347860576631,0.0,0.24698824949151157,0.0,0.0,2.2
2024-01-01 13:45:00,0.7920347860576631,0.0,0.28515707570600685,0.0,0.0,0.0
2024-01-01 14:00:00,0.7920347860576631,0.0,0.5044237423726735,0.0,0.0,0.0
2024-01-01 14:15:00,0.7920347860576631,0.0,0.5617341818432564,0.0,0.0,2.4
2024-01-01 14:30:00,0.7920347860576631,0.0,0.23437593972558782,0.0,0.0,1.2
2024-01-01 14:45:00,0.7920347860576631,0.0,0.14490927305892112,0.0,0.0,2.8
2024-01-01 15:00:00,0.7920347860576631,0.0,0.19180711351109253,0.0,1.2,0.0
2024-01-01 15:15:00,0.7920347860576631,0.0,0.4473855306862477,0.0,0.5333333333333333,0.0
2024-01-01 15:30:00,0.7920347860576631,0.0,0.46778743964058617,0.0,0.0,1.2
2024-01-01 15:45:00,0.7920347860576631,0.0,0.3385237423726735,0.0,0.0,3.0
2024-01-01 16:00:00,0.7920347860576631,0.0,0.37885707570600685,0.0,0.0,1.0
2024-01-01 16:15:00,0.7920347860576631,0.0,0.4595237423726735,0.0,0.0,3.0
2024-01-01 16:30:00,0.1592069572115326,0.0,0.5628570757060067,0.0,0.0,0.2
2024-01-01 16:45:00,0.001,0.0,0.6674294969490694,0.0,0.0,0.0
2024-01-01 17:00:00,0.001,0.0,1.2275,0.0,0.0,1.4
2024-01-01 17:15:00,0.001,0.0,2.1680333333333333,0.0,0.0,2.2
2024-01-01 17:30:00,0.001,0.0,0.569413910056317,0.0,0.0,2.0
2024-01-01 17:45:00,0.001,0.0,0.6257904090393401,0.0,0.0,2.0
2024-01-01 18:00:00,0.001,0.0,0.534928687098144,0.0,0.0,0.0
2024-01-01 18:15:00,0.001,0.0,1.1054759397255878,0.0,0.0,0.0
2024-01-01 18:30:00,0.001,0.0,4.335695363002604,0.0,0.0,0.0
2024-01-01 18:45:00,0.001,0.0,2.3448797761098517,0.0,0.0,0.0
2024-01-01 19:00:00,0.001,0.0,0.8131814344707001,0.0,0.0,1.0
2024-01-01 19:15:00,0.001,0.0,3.4124570757060066,0.0,0.0,3.0
