,TumbleDryer,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.351,0.0
2024-01-01 00:15:00,0.001,0.29300000000000004,0.0
2024-01-01 00:30:00,0.001,0.202,0.0
2024-01-01 00:45:00,0.001,0.048,0.0
2024-01-01 01:00:00,0.001,0.07333333333333333,0.0
2024-01-01 01:15:00,0.001,0.238,0.0
2024-01-01 01:30:00,0.001,0.12399999999999999,0.0
2024-01-01 01:45:00,0.001,0.203,0.0
2024-01-01 02:00:00,0.001,0.13066666666666668,0.0
2024-01-01 02:15:00,0.001,0.048,0.0
2024-01-01 02:30:00,0.001,0.09866666666666667,0.0
2024-01-01 02:45:00,0.001,0.238,0.0
2024-01-01 03:00:00,0.001,0.12966666666666668,0.0
2024-01-01 03:15:00,0.001,0.203,0.0
2024-01-01 03:30:00,0.001,0.09966666666666667,0.0
2024-01-01 03:45:00,0.001,0.048,0.0
2024-01-01 04:00:00,0.001,0.12399999999999999,0.0
2024-01-01 04:15:00,0.001,0.238,0.0
2024-01-01 04:30:00,0.001,0.13533333333333336,0.0
2024-01-01 04:45:00,0.001,0.203,0.0
2024-01-01 05:00:00,0.001,0.06866666666666667,0.0
2024-01-01 05:15:00,0.001,0.048,0.0
2024-01-01 05:30:00,0.001,0.14933333333333332,0.4
2024-01-01 05:45:00,0.001,0.238,1.6
2024-01-01 06:00:00,0.001,0.14100000000000001,0.0
2024-01-01 06:15:00,0.001,0.7257333333333332,0.0
2024-01-01 06:30:00,0.001,0.048,0.0
2024-01-01 06:45:00,0.001,0.048,0.4
2024-01-01 07:00:00,0.001,0.17466666666666666,3.0
2024-01-01 07:15:00,0.001,0.21266666666666667,3.0
2024-01-01 07:30:00,0.001,0.17200000000000001,3.0
2024-01-01 07:45:00,0.001,0.16166666666666668,0.4
2024-01-01 08:00:00,0.001,0.04973333333333333,1.6
2024-01-01 08:15:00,0.001,0.061000000000000006,3.0
2024-01-01 08:30:00,0.001,0.213,0.8
2024-01-01 08:45:00,0.001,0.2045402929803886,0.0
2024-01-01 09:00:00,0.001,0.24321886401958098,0.0
2024-01-01 09:15:00,0.001,0.562018864019581,0.4
2024-01-01 09:30:00,0.001,0.0795521973529143,1.6
2024-01-01 09:45:00,0.001,0.0795521973529143,0.0
2024-01-01 10:00:00,0.001,0.23585073245097143,0.0
2024-01-01 10:15:00,0.001,0.193,0.0
2024-01-01 10:30:00,0.001,0.29132,0.0
2024-01-01 10:45:00,0.001,0.09966666666666667,0.0
2024-01-01 11:00:00,0.001,0.6126188640195809,0.0
2024-01-01 11:15:00,0.001,0.09221886401958096,0.0
2024-01-01 11:30:00,0.001,0.2695521973529143,0.0
2024-01-01 11:45:00,0.001,0.23021886401958097,0.0
2024-01-01 12:00:00,0.001,0.2345521973529143,0.0
2024-01-01 12:15:00,0.001,0.07077014649019428,2.6
2024-01-01 12:30:00,0.001,0.588,0.0
2024-01-01 12:45:00,0.001,0.09899999999999999,0.0
2024-01-01 13:00:00,0.001,0.342,0.0
2024-01-01 13:15:00,0.001,0.30833333333333335,0.0
2024-01-01 13:30:00,0.001,0.3726785710391924,0.6
2024-01-01 13:45:00,0.001,0.2915521973529143,1.8
2024-01-01 14:00:00,0.001,0.21961886401958094,0.2
2024-01-01 14:15:00,0.001,0.389818864019581,3.0
2024-01-01 14:30:00,0.001,0.9243521973529144,0.0
2024-01-01 14:45:00,0.001,0.5036464427765184,2.6
2024-01-01 15:00:00,0.001,0.3390426063922545,1.4
2024-01-01 15:15:00,0.001,0.21324260639225448,2.2
2024-01-01 15:30:00,0.001,0.1789759397255878,1.8
2024-01-01 15:45:00,0.001,0.40236260639225446,3.0
2024-01-01 16:00:00,0.001,0.4425159397255877,1.6
2024-01-01 16:15:00,0.001,0.5074509830444616,0.0
2024-01-01 16:30:00,0.001,0.40118633129937964,0.0
2024-01-01 16:45:00,0.001,0.4375237423726735,0.0
2024-01-01 17:00:00,0.001,0.4375237423726735,0.0
2024-01-01 17:15:00,0.001,0.4391904090393402,1.2
2024-01-01 17:30:00,0.001,0.5136570757060068,3.0
2024-01-01 17:45:00,0.001,0.37089258706275563,3.0
2024-01-01 18:00:00,0.001,0.5464521973529143,0.0
2024-01-01 18:15:00,0.001,0.510918864019581,0.0
2024-01-01 18:30:00,0.001,0.33885219735291433,0.0
2024-01-01 18:45:00,0.001,0.7421188640195809,0.0
2024-01-01 19:00:00,0.001,0.8696162750928749,0.0
2024-01-01 19:15:00,0.001,0.5177872221962011,0.0
2024-01-01 19:30:00,0.001,0.3017585406079497,0.0
2024-01-01 19:45:00,0.001,0.2270759397255878,0.0
2024-01-01 20:00:00,0.001,0.2270759397255878,0.0
2024-01-01 20:15:00,0.001,0.38701310944318507,2.8
2024-01-01 20:30:00,0.001,0.5397855306862476,3.0
2024-01-01 20:45:00,0.001,0.480918864019581,3.0
2024-01-01 21:00:00,0.001,0.7360521973529143,2.8
2024-01-01 21:15:00,0.001,0.3288833526628322,0.0
2024-01-01 21:30:00,0.001,0.3881437423726735,0.0
2024-01-01 21:45:00,0.001,0.4918237423726735,0.0
2024-01-01 22:00:00,0.001,0.4706904090393402,0.0
2024-01-01 22:15:00,0.001,0.3751570757060068,0.0
2024-01-01 22:30:00,0.001,0.8426904090393402,0.0
2024-01-01 22:45:00,0.001,0.3148237423726735,0.0
2024-01-01 23:00:00,0.001,0.3401570757060069,0.0
2024-01-01 23:15:00,0.001,0.38067074440662724,0.0
2024-01-01 23:30:00,0.001,0.36373333333333335,0.0
2024-01-01 23:45:00,0.001,0.27586666666666665,0.0
2024-01-02 00:00:00,0.001,0.29,0.0
