,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.154,0.0
2024-01-01 00:15:00,0.001,0.2823333333333334,0.0
2024-01-01 00:30:00,0.001,0.199,0.0
2024-01-01 00:45:00,0.001,0.05433333333333333,0.0
2024-01-01 01:00:00,0.001,0.044,0.0
2024-01-01 01:15:00,0.001,0.11,0.0
2024-01-01 01:30:00,0.001,0.264,0.0
2024-01-01 01:45:00,0.001,0.22433333333333336,0.0
2024-01-01 02:00:00,0.001,0.10600000000000001,0.0
2024-01-01 02:15:00,0.001,0.044,0.0
2024-01-01 02:30:00,0.001,0.051333333333333335,0.0
2024-01-01 02:45:00,0.001,0.24266666666666664,0.0
2024-01-01 03:00:00,0.001,0.25266666666666665,0.0
2024-01-01 03:15:00,0.001,0.5574666666666667,2.0
2024-01-01 03:30:00,0.001,0.044,2.6666666666666665
2024-01-01 03:45:00,0.001,0.044,0.0
2024-01-01 04:00:00,0.001,0.14066666666666666,0.0
2024-01-01 04:15:00,0.001,0.3103333333333333,0.0
2024-01-01 04:30:00,0.001,0.199,0.0
2024-01-01 04:45:00,0.001,0.05433333333333333,0.0
2024-01-01 05:00:00,0.001,0.044,0.0
2024-01-01 05:15:00,0.001,0.044,0.0
2024-01-01 05:30:00,0.001,0.3186666666666666,2.0
2024-01-01 05:45:00,0.001,0.23566666666666666,0.0
2024-01-01 06:00:00,0.001,0.10600000000000001,0.0
2024-01-01 06:15:00,0.001,0.05093333333333334,0.0
2024-01-01 06:30:00,0.001,0.057,0.0
2024-01-01 06:45:00,0.001,0.235,0.0
2024-01-01 07:00:00,0.001,0.2936666666666667,0.0
2024-01-01 07:15:00,0.001,0.17066666666666666,0.0
2024-01-01 07:30:00,0.001,0.044,0.0
2024-01-01 07:45:00,0.001,0.04833333333333333,0.0
2024-01-01 08:00:00,0.001,0.133,2.3333333333333335
2024-01-01 08:15:00,0.001,0.3,0.0
2024-01-01 08:30:00,0.001,0.256,3.0
2024-01-01 08:45:00,0.001,0.06733333333333333,3.0
2024-01-01 09:00:00,0.001,0.057,1.3333333333333333
2024-01-01 09:15:00,0.001,0.08233333333333334,0.0
2024-01-01 09:30:00,0.001,0.7734,0.0
2024-01-01 09:45:00,0.001,2.0122666666666666,3.0
2024-01-01 10:00:00,0.001,2.0508,0.6666666666666666
2024-01-01 10:15:00,0.001,0.165,0.0
2024-01-01 10:30:00,0.001,0.17453333333333332,0.0
2024-01-01 10:45:00,0.001,0.3658049447254704,0.0
2024-01-01 11:00:00,0.001,0.40821886401958096,0.0
2024-01-01 11:15:00,0.0836337114293139,0.3745521973529143,0.0
2024-01-01 11:30:00,0.35241852509254945,0.19341886401958097,0.0
2024-01-01 11:45:00,0.759159940451665,0.0885521973529143,0.0
2024-01-01 12:00:00,0.1313832674071484,0.1920347982352762,3.6666666666666665
2024-01-01 12:15:00,0.16556550051723923,0.196,0.0
2024-01-01 12:30:00,1.1133278462578373,0.45527362631372187,0.0
2024-01-01 12:45:00,0.6646948238997311,0.4318855306862476,2.6666666666666665
2024-01-01 13:00:00,0.12497312234815415,0.8213521973529142,2.3333333333333335
2024-01-01 13:15:00,0.2759831373647351,0.48315219735291426,0.0
2024-01-01 13:30:00,0.8756974757013526,0.43886202966927074,0.0
