,TumbleDryer,DishWasher,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.042,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.194,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.15600000000000003,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.11533333333333333,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.108,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.042,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.14333333333333334,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.20666666666666667,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.042,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.13733333333333334,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.08600000000000001,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.09266666666666667,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.232,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.06733333333333333,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.04933333333333333,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.152,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.064,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.232,1.3333333333333333,0.8
2024-01-01 04:30:00,0.001,0.0,0.11800000000000001,2.0,2.2
2024-01-01 04:45:00,0.001,0.0,0.042,0.4,0.0
2024-01-01 05:00:00,0.001,0.0,0.14393333333333336,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.273,1.3333333333333333,0.0
2024-01-01 05:30:00,0.001,0.0,0.30233333333333334,2.0,1.2
2024-01-01 05:45:00,0.001,0.0,0.28966666666666663,2.0,2.0
2024-01-01 06:00:00,0.001,0.0,0.163,1.0666666666666667,0.0
2024-01-01 06:15:00,0.001,0.0,0.08233333333333334,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.09333333333333332,0.0,1.6
2024-01-01 06:45:00,0.001,0.0,0.3519333333333333,0.0,2.2
2024-01-01 07:00:00,0.001,0.0,0.6191333333333333,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.042,0.0,0.6
2024-01-01 07:30:00,0.001,0.0,0.042,0.0,3.0
2024-01-01 07:45:00,0.001,0.0,0.042,0.0,2.4
2024-01-01 08:00:00,0.001,0.0,0.5531333333333334,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.30233333333333334,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.093,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.055,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.0914,0.0,2.0
2024-01-01 09:15:00,0.001,0.0,0.13733333333333334,0.0,3.0
2024-01-01 09:30:00,0.001,0.0,0.4056666666666667,0.0,2.4
2024-01-01 09:45:00,0.001,0.0,0.26566666666666666,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.12866666666666665,0.0,2.0
