,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.001,0.0,0.001,0.32355219735291435,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.32355219735291435,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.32355219735291435,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.35004871752938665,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.3508314151412014,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.18282374237267351,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.18282374237267351,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.18282374237267351,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.7158904090393402,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.18914916158178233,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.10866666666666668,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.05,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.11453333333333335,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.171,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.171,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.2516666666666667,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.7407333333333332,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.0742,2.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.05,3.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.5830666666666667,3.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.05,3.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.15266666666666667,0.4
2024-01-01 05:30:00,0.001,0.0,0.001,0.06466666666666668,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.05,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.05,1.4
2024-01-01 06:15:00,0.001,0.0,0.001,0.05,2.6
2024-01-01 06:30:00,0.001,0.0,0.001,0.06466666666666668,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.15266666666666667,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.05,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.5830666666666667,0.0
