,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.001,0.001,0.18482374237267354,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.001,0.25249808180786804,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.001,0.19133333333333333,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.001,0.21666666666666667,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.001,0.128,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.001,0.09,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.001,0.242,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.001,0.06466666666666666,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-01 04:30:00,0.001,0.001,0.001,0.15333333333333332,0.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.001,0.19133333333333333,0.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.001,0.052,0.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.001,0.21666666666666667,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.001,0.128,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.001,0.06066666666666667,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.001,0.065,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.001,0.065,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.001,0.103,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.001,0.2437333333333333,0.0,0.1
2024-01-01 07:45:00,0.001,0.001,0.001,0.06466666666666666,0.0,1.5
2024-01-01 08:00:00,0.001,0.001,0.001,0.052,0.0,1.5
2024-01-01 08:15:00,0.001,0.001,0.001,0.052,0.0,1.5
2024-01-01 08:30:00,0.001,0.001,0.001,0.054599999999999996,0.0,1.3
