,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.001,0.0,0.001,0.3293759397255878,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.001,0.31904260639225446,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.001,0.14936691726015677,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.001,0.12166666666666667,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.001,0.27599999999999997,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.0,0.001,0.352,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.001,0.31366666666666665,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.001,0.24566666666666667,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.001,0.041,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.001,0.041,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.001,0.041,0.0,2.6
2024-01-01 02:45:00,0.001,0.001,0.0,0.001,0.193,0.0,0.4
2024-01-01 03:00:00,0.001,0.001,0.0,0.001,0.33433333333333337,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.001,0.1753333333333333,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.001,0.041,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.001,0.041,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.0,0.001,0.041,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.0,0.001,0.041,0.0,0.0
2024-01-01 04:30:00,0.001,0.001,0.0,0.001,0.324,0.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.0,0.001,0.33766666666666667,0.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.001,0.041,0.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.0,0.001,0.041,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.001,0.041,0.0,1.6
2024-01-01 05:45:00,0.001,0.001,0.0,0.001,0.041,0.0,0.2
2024-01-01 06:00:00,0.001,0.001,0.0,0.001,0.16166666666666665,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.0,0.001,0.386,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.0,0.001,0.155,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.0,0.001,0.041,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.001,0.041,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.0,0.001,0.041,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.0,0.001,0.11333333333333334,0.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.0,0.001,0.272,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.0,0.001,0.24133333333333334,0.0,0.0
