,WasherDryer,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.6007333333333332,0.30441886401958096,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.1995521973529143,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,6.666666666666667e-05,0.364218864019581,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.419218864019581,0.0,0.0,1.6666666666666667
2024-01-01 01:00:00,0.001,0.0,0.8730785710391924,0.0,0.0,0.6666666666666666
2024-01-01 01:15:00,0.001,0.0,0.753,0.0,0.0,1.6666666666666667
2024-01-01 01:30:00,0.001,0.0,0.046,0.0,0.0,1.6666666666666667
2024-01-01 01:45:00,0.001,0.0,0.18533333333333332,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.21866666666666665,0.0,0.0,3.0
2024-01-01 02:15:00,0.001,0.0,0.201,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.10800000000000001,0.0,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.4458,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.2932666666666667,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.2233333333333333,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.14933333333333335,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.18033333333333335,0.0,1.0666666666666667,0.0
2024-01-01 04:00:00,0.001,0.0,0.44580000000000003,0.0,1.6,0.0
2024-01-01 04:15:00,0.001,0.0,1.0675333333333332,0.0,2.0,2.3333333333333335
2024-01-01 04:30:00,0.001,0.0,0.23600000000000002,0.0,2.0,1.3333333333333333
2024-01-01 04:45:00,0.001,0.0,0.3562,0.0,0.9333333333333333,0.0
2024-01-01 05:00:00,0.001,0.0,0.37460000000000004,0.0,0.6666666666666666,0.0
2024-01-01 05:15:00,0.001,0.0,0.21866666666666668,9.0,1.7333333333333334,0.0
2024-01-01 05:30:00,0.001,0.0,0.23033333333333333,1.0,0.0,2.0
2024-01-01 05:45:00,0.001,0.0,0.357,0.0,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.20500000000000002,0.0,0.6666666666666666,0.0
2024-01-01 06:15:00,0.001,0.0,0.7734000000000001,0.0,0.9333333333333333,0.0
2024-01-01 06:30:00,0.001,0.0,0.17,0.0,0.4,0.0
2024-01-01 06:45:00,0.001,0.0,0.084,0.0,0.13333333333333333,0.0
2024-01-01 07:00:00,0.001,0.0,0.27253333333333335,0.0,2.0,1.0
2024-01-01 07:15:00,0.001,0.0,0.6441333333333333,0.0,0.5333333333333333,3.3333333333333335
2024-01-01 07:30:00,0.001,0.0,0.42233333333333334,0.0,0.4,1.0
2024-01-01 07:45:00,0.001,0.0,0.427,0.0,2.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.326,0.0,2.0,2.3333333333333335
2024-01-01 08:15:00,0.001,0.0,0.39693333333333336,0.0,2.0,4.0
2024-01-01 08:30:00,0.001,0.0,0.18406666666666668,0.0,2.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.04686666666666666,0.0,0.0,2.0
2024-01-01 09:00:00,0.001,0.0,0.7160666666666666,0.0,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.17266666666666666,11.0,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.23633333333333334,0.0,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.173,0.0,0.0,2.0
2024-01-01 10:00:00,0.001,0.0,0.04773333333333333,0.0,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.09766666666666667,0.0,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.201,0.0,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.229,0.0,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.18533333333333332,0.0,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.046,0.0,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.046,0.0,0.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.18033333333333335,0.0,0.0,0.0
2024-01-01 12:00:00,0.001,0.0,0.27599999999999997,0.0,1.2,0.0
