,TumbleDryer,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.045,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.09633333333333334,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.13299999999999998,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.045,0.0,3.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.058138972704689554,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.0883759397255878,0.0,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.0883759397255878,0.0,0.0,0.3333333333333333
2024-01-01 01:45:00,0.001,0.0,0.0883759397255878,0.0,0.0,4.0
2024-01-01 02:00:00,0.001,0.0,0.19104260639225448,0.0,0.0,2.0
2024-01-01 02:15:00,0.001,0.0,0.10059798507841526,0.0,1.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.045,0.0,2.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.045,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.045,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.045,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.089,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.14033333333333334,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.045,0.0,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.045,0.0,2.3333333333333335,0.0
2024-01-01 04:30:00,0.001,0.0,0.045,0.0,0.6666666666666666,0.0
2024-01-01 04:45:00,0.001,0.0,0.045,0.0,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.045,0.0,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.14033333333333334,0.0,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.089,0.0,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.045,0.0,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.045,0.0,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.045,0.0,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.045,0.0,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.08166666666666668,0.0,3.3333333333333335,0.0
2024-01-01 07:00:00,0.001,0.0,0.14766666666666667,0.0,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.045,0.0,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.045,0.0,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.045,0.0,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.045,0.0,0.0,0.0
