,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.001,0.2086666666666667,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.044,0.0,0.8
2024-01-01 00:45:00,0.001,0.001,0.044,0.0,2.2
2024-01-01 01:00:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.1991529979660463,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.2078237423726735,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.0558237423726735,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.0558237423726735,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.0558237423726735,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.0487294969490694,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.2086666666666667,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.18333333333333332,0.0,3.0
2024-01-01 03:15:00,0.001,0.001,0.044,0.0,3.0
2024-01-01 03:30:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.22133333333333335,0.0,0.0
2024-01-01 04:30:00,0.001,0.001,0.17066666666666666,0.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.044,0.0,2.6
2024-01-01 05:45:00,0.001,0.001,0.234,0.0,0.2
2024-01-01 06:00:00,0.001,0.001,0.158,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.056666666666666664,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.234,0.0,2.8
2024-01-01 07:30:00,0.001,0.001,0.14533333333333334,0.0,0.4
2024-01-01 07:45:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.044,0.0,1.8
2024-01-01 08:15:00,0.001,0.001,0.044,0.0,0.8
2024-01-01 08:30:00,0.001,0.001,0.07193333333333334,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.247,0.0,0.0
2024-01-01 09:00:00,0.001,0.001,0.14566666666666667,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.057,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.057,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.046599999999999996,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,0.082,0.0,0.0
2024-01-01 10:15:00,0.001,0.001,0.234,0.0,0.0
2024-01-01 10:30:00,0.001,0.001,0.12000000000000001,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 11:00:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 11:15:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 11:30:00,0.001,0.001,0.09466666666666666,0.0,0.0
2024-01-01 11:45:00,0.001,0.001,0.234,0.0,1.4
2024-01-01 12:00:00,0.001,0.001,0.10733333333333334,0.7333333333333333,1.0
2024-01-01 12:15:00,0.001,0.001,0.044,11.0,0.0
2024-01-01 12:30:00,0.001,0.001,0.044,11.0,0.0
2024-01-01 12:45:00,0.001,0.001,0.044,11.0,0.0
2024-01-01 13:00:00,0.001,0.001,0.10733333333333334,10.266666666666667,0.0
2024-01-01 13:15:00,0.001,0.001,0.234,0.0,0.0
2024-01-01 13:30:00,0.001,0.001,0.09466666666666666,0.0,0.0
2024-01-01 13:45:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 14:00:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 14:30:00,0.001,0.001,0.12000000000000001,0.0,0.0
2024-01-01 14:45:00,0.001,0.001,0.234,0.0,0.0
2024-01-01 15:00:00,0.001,0.001,0.082,0.0,0.0
2024-01-01 15:15:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 15:30:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 15:45:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 16:00:00,0.001,0.001,0.13266666666666665,0.0,0.0
2024-01-01 16:15:00,0.001,0.001,0.234,0.0,0.0
2024-01-01 16:30:00,0.001,0.001,0.06933333333333333,0.0,2.6
2024-01-01 16:45:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 17:00:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 17:15:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 17:30:00,0.001,0.001,0.14533333333333334,5.133333333333334,0.0
2024-01-01 17:45:00,0.001,0.001,0.234,7.333333333333333,0.0
2024-01-01 18:00:00,0.001,0.001,0.056666666666666664,0.0,0.0
2024-01-01 18:15:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 18:30:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 18:45:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 19:00:00,0.001,0.001,0.158,0.0,0.0
2024-01-01 19:15:00,0.001,0.001,0.234,0.0,0.0
2024-01-01 19:30:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 19:45:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 20:00:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 20:15:00,0.001,0.001,0.044,0.0,0.0
2024-01-01 20:30:00,0.001,0.001,0.17066666666666666,0.0,0.0
2024-01-01 20:45:00,0.001,0.001,0.22133333333333335,0.0,0.0
