,DishWasher,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.0,0.001,0.07949040903934017,0.0
2024-01-01 00:15:00,0.0,0.001,0.0588237423726735,0.0
2024-01-01 00:30:00,0.0,0.001,0.0808237423726735,0.0
2024-01-01 00:45:00,0.0,0.001,0.16488249491511567,0.0
2024-01-01 01:00:00,0.0,0.001,0.14,0.0
2024-01-01 01:15:00,0.0,0.001,0.15033333333333335,0.0
2024-01-01 01:30:00,0.0,0.001,0.047,0.0
2024-01-01 01:45:00,0.0,0.001,0.047,0.0
2024-01-01 02:00:00,0.0,0.001,0.10566666666666666,0.0
2024-01-01 02:15:00,0.0,0.001,0.15170146490194286,0.0
2024-01-01 02:30:00,0.0,0.001,0.2335521973529143,0.9333333333333333
2024-01-01 02:45:00,0.0,0.001,0.1095521973529143,2.0
2024-01-01 03:00:00,0.0,0.001,0.07855219735291431,0.26666666666666666
2024-01-01 03:15:00,0.0,0.001,0.07855219735291431,0.0
2024-01-01 03:30:00,0.0,0.001,0.15495421227449904,0.0
2024-01-01 03:45:00,0.0,0.001,0.16633333333333333,0.0
2024-01-01 04:00:00,0.0,0.001,0.16066666666666668,0.0
2024-01-01 04:15:00,0.0,0.001,0.047,0.0
2024-01-01 04:30:00,0.0,0.001,0.047,0.0
2024-01-01 04:45:00,0.0,0.001,0.6020666666666666,0.0
2024-01-01 05:00:00,0.0,0.001,0.157,0.0
2024-01-01 05:15:00,0.0,0.001,0.202,0.0
2024-01-01 05:30:00,0.0,0.001,0.08833333333333333,0.0
2024-01-01 05:45:00,0.0,0.001,0.047,1.2
2024-01-01 06:00:00,0.0,0.001,0.047,2.0
2024-01-01 06:15:00,0.0,0.001,0.10566666666666666,0.13333333333333333
2024-01-01 06:30:00,0.0,0.001,0.19266666666666668,0.0
2024-01-01 06:45:00,0.0,0.001,0.17099999999999999,0.0
2024-01-01 07:00:00,0.0,0.001,0.4467999999999999,0.0
2024-01-01 07:15:00,0.0,0.001,0.5800666666666666,0.0
2024-01-01 07:30:00,0.0,0.001,0.047,0.0
2024-01-01 07:45:00,0.0,0.001,0.1423333333333333,0.0
2024-01-01 08:00:00,0.0,0.001,0.22833333333333336,0.0
2024-01-01 08:15:00,0.0,0.001,0.10646666666666667,0.0
2024-01-01 08:30:00,0.0,0.001,0.05999999999999999,0.0
2024-01-01 08:45:00,0.0,0.001,0.05999999999999999,0.0
2024-01-01 09:00:00,0.0,0.001,0.0768,0.0
2024-01-01 09:15:00,0.0,0.001,0.219,0.0
2024-01-01 09:30:00,0.0,0.001,0.18133333333333335,0.0
2024-01-01 09:45:00,0.0,0.001,0.049364748474534696,0.0
2024-01-01 10:00:00,0.0,0.001,0.0588237423726735,0.0
2024-01-01 10:15:00,0.0,0.001,0.0588237423726735,0.0
2024-01-01 10:30:00,0.0,0.001,0.11749040903934017,0.0
2024-01-01 10:45:00,0.0,0.001,0.2664904090393402,0.0
2024-01-01 11:00:00,0.0,0.001,0.11845899389813881,0.0
2024-01-01 11:15:00,0.0,0.001,0.0588237423726735,0.5333333333333333
2024-01-01 11:30:00,0.0,0.001,0.0588237423726735,2.0
2024-01-01 11:45:00,0.0,0.001,0.07182374237267351,0.5333333333333333
2024-01-01 12:00:00,0.0,0.001,0.7518904090393402,0.0
2024-01-01 12:15:00,0.0,0.001,0.2444863312993796,0.0
2024-01-01 12:30:00,0.0,0.001,0.05566666666666666,0.0
2024-01-01 12:45:00,0.0,0.001,0.047,0.0
2024-01-01 13:00:00,0.0,0.001,0.047,0.0
2024-01-01 13:15:00,0.0,0.001,0.06899999999999999,0.0
2024-01-01 13:30:00,0.0,0.001,0.286517746440581,0.0
2024-01-01 13:45:00,0.0,0.001,0.13115707570600685,0.0
2024-01-01 14:00:00,0.0,0.001,0.0588237423726735,0.0
2024-01-01 14:15:00,0.0,0.001,0.06835707570600684,0.0
2024-01-01 14:30:00,0.0,0.001,0.47162374237267357,0.0
2024-01-01 14:45:00,0.0,0.001,0.2790707444066272,0.0
2024-01-01 15:00:00,0.0,0.001,0.28833333333333333,0.0
2024-01-01 15:15:00,0.0,0.001,0.0522,0.0
2024-01-01 15:30:00,0.0,0.001,0.10128000000000001,0.0
2024-01-01 15:45:00,0.0,0.001,0.1827,0.0
