,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.001,0.22963131841174858,0.0,2.6666666666666665
2024-01-01 00:15:00,0.001,0.001,0.18869999999999998,0.0,0.3333333333333333
2024-01-01 00:30:00,0.001,0.001,0.18869999999999998,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.18869999999999998,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.26936666666666664,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.24736666666666665,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.18869999999999998,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.18869999999999998,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.18869999999999998,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.23269999999999996,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.2840333333333333,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.18869999999999998,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.053,0.0,1.6666666666666667
2024-01-01 03:15:00,0.001,0.001,0.053,0.0,1.0
2024-01-01 03:30:00,0.001,0.001,0.060333333333333336,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.163,0.0,5.0
2024-01-01 04:00:00,0.001,0.001,0.075,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.053,0.0,0.0
2024-01-01 04:30:00,0.001,0.001,0.053,0.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.053,0.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.13366666666666666,0.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.11166666666666666,0.0,2.0
2024-01-01 05:30:00,0.001,0.001,0.053,2.0,1.6666666666666667
2024-01-01 05:45:00,0.001,0.001,0.45280000000000004,7.0,3.3333333333333335
2024-01-01 06:00:00,0.001,0.001,0.053,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.097,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.14833333333333334,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.053,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.053,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.053,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.060333333333333336,0.0,2.0
2024-01-01 07:45:00,0.001,0.001,0.163,0.0,1.3333333333333333
2024-01-01 08:00:00,0.001,0.001,0.075,0.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.053,0.0,0.0
2024-01-01 08:30:00,0.001,0.001,0.5860666666666667,0.0,0.3333333333333333
2024-01-01 08:45:00,0.001,0.001,0.053,0.0,3.3333333333333335
2024-01-01 09:00:00,0.001,0.001,0.13366666666666666,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.11166666666666666,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.053,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.053,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,0.053,0.0,3.3333333333333335
2024-01-01 10:15:00,0.001,0.001,0.097,0.0,5.0
