,TumbleDryer,DishWasher,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.0578237423726735,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.0958237423726735,0.0,0.2
2024-01-01 00:30:00,0.001,0.0,0.24388249491511568,0.0,3.0
2024-01-01 00:45:00,0.001,0.0,0.2647472526274438,0.0,1.2
2024-01-01 01:00:00,0.001,0.0,0.5703521973529143,0.0,2.2
2024-01-01 01:15:00,0.001,0.0,0.21081886401958097,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.07755219735291431,0.0,0.4
2024-01-01 01:45:00,0.001,0.0,0.07755219735291431,0.0,3.0
2024-01-01 02:00:00,0.001,0.0,0.3295521973529143,0.0,0.8
2024-01-01 02:15:00,0.001,0.0,0.3255173991176381,0.0,1.2
2024-01-01 02:30:00,0.001,0.0,0.6216666666666666,0.0,3.0
2024-01-01 02:45:00,0.001,0.0,0.1764589938981388,0.0,1.4
2024-01-01 03:00:00,0.001,0.0,0.1788237423726735,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.1788237423726735,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.47549040903934015,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.39735707570600687,0.0,0.6
2024-01-01 04:00:00,0.001,0.0,0.046,0.0,3.0
2024-01-01 04:15:00,0.001,0.0,0.046,0.4,0.0
2024-01-01 04:30:00,0.001,0.0,0.046,3.0,2.8
2024-01-01 04:45:00,0.001,0.0,0.5181333333333333,0.4,0.4
2024-01-01 05:00:00,0.001,0.0,0.31500000000000006,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.23600000000000002,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.046,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.046,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.046,1.4,0.2
2024-01-01 06:15:00,0.001,0.0,0.201,3.0,2.0
2024-01-01 06:30:00,0.001,0.0,0.19433333333333333,3.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.23600000000000002,3.0,2.0
2024-01-01 07:00:00,0.001,0.0,0.084,3.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.046,3.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.12866666666666668,3.0,0.4
2024-01-01 07:45:00,0.001,0.0,0.19066666666666668,1.6,3.0
2024-01-01 08:00:00,0.001,0.0,0.084,0.0,0.6
2024-01-01 08:15:00,0.001,0.0,0.23600000000000002,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.12199999999999998,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.45613333333333334,0.0,0.2
2024-01-01 09:00:00,0.001,0.0,0.201,0.0,1.8
2024-01-01 09:15:00,0.001,0.0,0.6481609120902708,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.0578237423726735,0.0,0.0
