,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.0,0.001,0.2172521973529143,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.6170521973529143,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.25391886401958097,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.32725219735291433,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.1857,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.1857,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.1857,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.1857,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.20769999999999997,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.29569999999999996,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.16418,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.5830666666666667,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.171,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.17833333333333334,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.281,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.20033333333333336,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.11453333333333335,4.4,1.3333333333333333
2024-01-01 04:30:00,0.001,0.0,0.001,0.05,0.0,2.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.05,0.0,1.0666666666666667
2024-01-01 05:00:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.15266666666666667,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.09400000000000001,0.0,1.3333333333333333
2024-01-01 05:45:00,0.001,0.0,0.001,0.05,0.0,2.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.05,0.0,0.26666666666666666
2024-01-01 06:15:00,0.001,0.0,0.001,0.05,3.6666666666666665,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.05,0.0,1.3333333333333333
2024-01-01 06:45:00,0.001,0.0,0.001,0.13799999999999998,0.0,1.0666666666666667
2024-01-01 07:00:00,0.001,0.0,0.001,0.11040000000000001,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.063,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.063,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.063,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.06126666666666667,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.13805769209802668,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.15488553068624764,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.0815521973529143,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.48135219735291435,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.0919521973529143,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.06720695964705524,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.12166666666666666,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.15099999999999997,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.0578,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.09400000000000001,0.7333333333333333,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,0.5524666666666666,11.0,0.26666666666666666
2024-01-01 11:45:00,0.001,0.0,0.001,0.05,11.0,2.0
2024-01-01 12:00:00,0.001,0.0,0.001,0.05,2.2,0.13333333333333333
2024-01-01 12:15:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.05,3.6666666666666665,0.0
2024-01-01 12:45:00,0.001,0.0,0.001,0.4791333333333333,0.0,0.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.16,0.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.05733333333333334,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 14:15:00,0.001,0.0,0.001,0.06466666666666668,0.0,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.16,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.07200000000000001,0.0,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.05,4.4,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 16:00:00,0.001,0.0,0.001,0.2406666666666667,0.0,0.0
2024-01-01 16:15:00,0.001,0.0,0.001,0.23501190437252573,0.0,0.0
2024-01-01 16:30:00,0.001,0.0,0.001,0.2025521973529143,0.0,0.0
2024-01-01 16:45:00,0.001,0.0,0.001,0.2025521973529143,0.0,0.0
2024-01-01 17:00:00,0.001,0.0,0.001,0.16221886401958097,0.0,0.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.0710347982352762,0.0,0.0
2024-01-01 17:30:00,0.001,0.0,0.001,0.14533333333333334,0.0,0.0
2024-01-01 17:45:00,0.001,0.0,0.001,0.10133333333333333,0.0,0.0
2024-01-01 18:00:00,0.001,0.0,0.001,0.05630599593209253,0.0,1.4666666666666666
2024-01-01 18:15:00,0.001,0.0,0.001,0.0618237423726735,0.0,0.9333333333333333
2024-01-01 18:30:00,0.001,0.0,0.001,0.0618237423726735,0.0,0.0
2024-01-01 18:45:00,0.001,0.0,0.001,0.0618237423726735,0.0,0.0
2024-01-01 19:00:00,0.001,0.0,0.001,0.14249040903934018,0.0,0.0
2024-01-01 19:15:00,0.001,0.0,0.001,0.24094124745755785,0.0,0.0
2024-01-01 19:30:00,0.001,0.0,0.001,0.1753333333333333,0.0,0.0
2024-01-01 19:45:00,0.001,0.0,0.001,1.8858069596470552,0.0,0.0
2024-01-01 20:00:00,0.001,0.0,0.001,2.3375521973529145,0.0,0.0
2024-01-01 20:15:00,0.001,0.0,0.001,0.9228855306862477,0.0,0.0
2024-01-01 20:30:00,0.001,0.0,0.001,0.22508553068624765,0.0,0.0
2024-01-01 20:45:00,0.001,0.0,0.001,0.2918896084262082,0.0,0.0
2024-01-01 21:00:00,0.001,0.0,0.001,0.2143759397255878,0.0,0.0
2024-01-01 21:15:00,0.001,0.0,0.001,0.2143759397255878,0.0,0.0
2024-01-01 21:30:00,0.001,0.0,0.001,0.2143759397255878,0.0,0.0
2024-01-01 21:45:00,0.001,0.0,0.001,0.2143759397255878,0.0,0.0
2024-01-01 22:00:00,0.001,0.0,0.001,1.0637327740758982,0.0,0.0
2024-01-01 22:15:00,0.001,0.0,0.001,0.3097092730589211,0.0,0.0
2024-01-01 22:30:00,0.001,0.0,0.001,0.2143759397255878,0.0,0.0
2024-01-01 22:45:00,0.001,0.0,0.001,0.2143759397255878,0.0,0.0
2024-01-01 23:00:00,0.001,0.0,0.001,0.2143759397255878,0.0,0.0
2024-01-01 23:15:00,0.001,0.0,0.001,0.2143759397255878,0.0,0.0
2024-01-01 23:30:00,0.001,0.0,0.001,0.7841092730589213,0.0,0.0
2024-01-01 23:45:00,0.001,0.0,0.001,0.3082426063922544,0.0,0.0
2024-01-02 00:00:00,0.001,0.0,0.001,0.0933759397255878,0.0,0.0
2024-01-02 00:15:00,0.001,0.0,0.001,0.0933759397255878,0.0,0.0
2024-01-02 00:30:00,0.001,0.0,0.001,0.07654810113736683,0.0,0.0
2024-01-02 00:45:00,0.001,0.0,0.001,0.050788249491511575,0.0,0.0
2024-01-02 01:00:00,0.001,0.0,0.001,0.07200000000000001,0.0,0.0
2024-01-02 01:15:00,0.001,0.0,0.001,0.16,0.0,0.0
2024-01-02 01:30:00,0.001,0.0,0.001,0.06466666666666668,0.0,0.0
2024-01-02 01:45:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-02 02:00:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-02 02:15:00,0.001,0.0,0.001,0.5830666666666667,0.0,0.0
2024-01-02 02:30:00,0.001,0.0,0.001,0.4571333333333333,0.0,0.0
2024-01-02 02:45:00,0.001,0.0,0.001,0.2932666666666667,0.0,0.0
2024-01-02 03:00:00,0.001,0.0,0.001,0.07933333333333333,0.0,0.0
2024-01-02 03:15:00,0.001,0.0,0.001,0.05,0.0,0.4
2024-01-02 03:30:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-02 03:45:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-02 04:00:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-02 04:15:00,0.001,0.0,0.001,0.5524666666666666,0.0,1.7333333333333334
2024-01-02 04:30:00,0.001,0.0,0.001,0.09400000000000001,0.0,1.2
2024-01-02 04:45:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-02 05:00:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-02 05:15:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-02 05:30:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-02 05:45:00,0.001,0.0,0.001,0.13799999999999998,9.533333333333333,0.0
2024-01-02 06:00:00,0.001,0.0,0.001,0.10866666666666668,4.4,0.0
2024-01-02 06:15:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-02 06:30:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-02 06:45:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-02 07:00:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-02 07:15:00,0.001,0.0,0.001,0.12333333333333334,0.0,0.0
2024-01-02 07:30:00,0.001,0.0,0.001,0.12333333333333334,0.0,0.0
2024-01-02 07:45:00,0.001,0.0,0.001,0.05,0.0,0.0
