,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.001,0.001,0.001,0.34290695964705525,0.0
2024-01-01 00:15:00,0.001,0.001,0.001,0.001,0.3077,0.0
2024-01-01 00:30:00,0.001,0.001,1.6502666666666668,0.001,0.3077,0.0
2024-01-01 00:45:00,0.001,0.001,0.7506666666666667,0.001,0.2309,0.0
2024-01-01 01:00:00,0.001,0.001,0.001,0.001,0.4170333333333333,0.0
2024-01-01 01:15:00,0.001,0.001,0.00046666666666666666,0.001,0.4293666666666667,0.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.001,0.1960333333333333,0.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.001,0.1495133333333333,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.001,0.05,1.4
2024-01-01 02:15:00,0.001,0.001,0.0,0.001,0.05,1.5
2024-01-01 02:30:00,0.001,0.001,0.0,0.001,0.27666666666666667,0.6
2024-01-01 02:45:00,0.001,0.001,0.0,0.001,0.32133333333333336,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.001,0.0570942454236041,0.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.001,0.0618237423726735,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.001,0.0618237423726735,0.4
2024-01-01 03:45:00,0.001,0.001,0.0,0.001,0.0618237423726735,1.5
2024-01-01 04:00:00,0.001,0.001,0.0,0.001,0.27115707570600683,1.5
2024-01-01 04:15:00,0.001,0.001,0.0,0.001,0.34654916158178234,0.2
2024-01-01 04:30:00,0.001,0.001,0.0,0.001,0.05,0.0
2024-01-01 04:45:00,0.001,0.001,0.0,0.001,0.4498,0.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.001,0.18326666666666666,0.0
2024-01-01 05:15:00,0.001,0.001,0.0,0.001,0.05,0.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.001,0.242,0.2
2024-01-01 05:45:00,0.001,0.001,0.0,0.001,0.3433333333333334,1.5
2024-01-01 06:00:00,0.001,0.001,0.0,0.001,0.06266666666666668,1.2
2024-01-01 06:15:00,0.001,0.001,0.0,0.001,0.05,0.0
2024-01-01 06:30:00,0.001,0.001,0.0,0.001,0.4498,0.0
2024-01-01 06:45:00,0.001,0.001,0.0,0.001,0.05,0.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.001,0.23246666666666665,1.2
2024-01-01 07:15:00,0.001,0.001,0.0,0.001,0.33566666666666667,1.5
2024-01-01 07:30:00,0.001,0.001,0.0,0.001,0.11366666666666667,1.5
2024-01-01 07:45:00,0.001,0.001,0.0,0.001,0.10333333333333333,1.5
2024-01-01 08:00:00,0.001,0.001,0.0,0.001,0.3172666666666667,1.5
2024-01-01 08:15:00,0.1064713048076884,0.001,0.0,0.001,0.45053333333333334,0.7
2024-01-01 08:30:00,0.7920347860576631,0.001,0.0,0.001,0.3413333333333333,0.0
2024-01-01 08:45:00,0.7920347860576631,0.001,0.0,0.001,0.4351333333333333,0.9
2024-01-01 09:00:00,0.7920347860576631,0.001,0.0,0.001,0.4713866666666667,1.2
2024-01-01 09:15:00,0.7920347860576631,0.001,0.0,0.001,0.063,0.0
2024-01-01 09:30:00,0.7920347860576631,0.001,0.0,0.001,0.063,1.5
2024-01-01 09:45:00,0.7920347860576631,0.001,0.0,0.001,0.06466666666666666,1.5
2024-01-01 10:00:00,0.7920347860576631,0.001,0.0,0.001,0.2782,1.5
2024-01-01 10:15:00,0.7920347860576631,0.001,0.0,0.001,0.7777999999999999,1.1
2024-01-01 10:30:00,0.7920347860576631,0.001,0.0,0.001,0.29866666666666664,0.0
2024-01-01 10:45:00,0.7920347860576631,0.001,0.0,0.001,0.172,0.0
2024-01-01 11:00:00,0.7920347860576631,0.001,0.0,0.001,0.14553333333333332,0.0
2024-01-01 11:15:00,0.7920347860576631,0.001,0.0,0.001,0.172,0.0
2024-01-01 11:30:00,0.1064713048076884,0.001,0.0,0.001,0.296,0.8
2024-01-01 11:45:00,0.001,0.001,0.0,0.001,0.37665333333333334,1.5
2024-01-01 12:00:00,0.001,0.001,0.0,0.001,0.30566666666666664,1.5
2024-01-01 12:15:00,0.001,0.001,0.0,0.001,0.0682,1.5
2024-01-01 12:30:00,0.001,0.001,0.0,0.001,0.16776871752938666,1.5
2024-01-01 12:45:00,0.001,0.001,0.0,0.001,0.13321886401958097,1.5
2024-01-01 13:00:00,0.001,0.001,0.0,0.001,0.3248721973529143,1.5
2024-01-01 13:15:00,0.001,0.001,0.0,0.001,0.2971655306862476,1.5
2024-01-01 13:30:00,0.001,0.001,0.0,0.001,0.3925521973529143,1.5
2024-01-01 13:45:00,0.001,0.001,0.0,0.001,0.18997710613724952,0.8
2024-01-01 14:00:00,0.001,0.001,0.0,0.001,0.171,0.0
2024-01-01 14:15:00,0.001,0.001,0.0,0.001,0.21913333333333332,0.0
2024-01-01 14:30:00,0.001,0.001,0.0,0.001,0.18433333333333332,0.0
2024-01-01 14:45:00,0.001,0.001,0.0,0.001,0.10066666666666667,0.0
2024-01-01 15:00:00,0.001,0.001,0.0,0.001,0.23999999999999996,0.0
2024-01-01 15:15:00,0.001,0.001,0.0,0.001,0.10066666666666667,0.0
2024-01-01 15:30:00,0.001,0.001,0.0,0.001,0.05,0.0
2024-01-01 15:45:00,0.001,0.001,0.0,0.001,0.143,0.0
2024-01-01 16:00:00,0.001,0.001,0.0,0.001,0.16366666666666668,0.0
2024-01-01 16:15:00,0.001,0.001,0.0,0.001,0.06266666666666668,0.0
2024-01-01 16:30:00,0.001,0.001,0.0,0.001,0.23999999999999996,0.0
2024-01-01 16:45:00,0.001,0.001,0.0,0.001,0.13866666666666666,0.0
2024-01-01 17:00:00,0.001,0.001,0.0,0.001,0.05,0.0
2024-01-01 17:15:00,0.001,0.001,0.0,0.001,0.16366666666666668,0.0
2024-01-01 17:30:00,0.001,0.001,0.0,0.001,0.143,0.0
2024-01-01 17:45:00,0.001,0.001,0.0,0.001,0.05,0.0
2024-01-01 18:00:00,0.001,0.001,0.0,0.001,0.21466666666666664,0.0
2024-01-01 18:15:00,0.001,0.001,0.0,0.001,0.17666666666666667,0.0
2024-01-01 18:30:00,0.001,0.001,0.0,0.001,0.05693333333333333,0.0
2024-01-01 18:45:00,0.001,0.001,0.0,0.001,1.93224316564969,0.1
2024-01-01 19:00:00,0.001,0.001,0.0,0.001,1.2138237423726737,1.5
2024-01-01 19:15:00,0.001,0.001,0.0,0.001,0.0748237423726735,0.7
2024-01-01 19:30:00,0.001,0.001,0.0,0.001,0.33672520727461636,0.0
2024-01-01 19:45:00,0.001,0.001,0.0,0.001,1.0219359397255878,0.0
2024-01-01 20:00:00,0.001,0.001,0.0,0.001,2.464009273058921,0.0
2024-01-01 20:15:00,0.001,0.001,0.0,0.001,1.0147426063922544,0.0
2024-01-01 20:30:00,0.001,0.001,0.0,0.001,0.6447426063922544,0.0
2024-01-01 20:45:00,0.001,0.001,0.0003333333333333333,0.001,0.8596092730589212,0.0
2024-01-01 21:00:00,0.001,0.001,0.6007333333333332,0.001,0.9482759397255879,0.0
2024-01-01 21:15:00,0.001,0.001,0.6007333333333332,0.001,0.9206759397255877,0.6
2024-01-01 21:30:00,0.001,0.001,0.001,0.001,1.5706994407425647,1.5
2024-01-01 21:45:00,0.001,0.001,0.001,0.001,0.7563464427765184,1.5
2024-01-01 22:00:00,0.001,0.001,0.001,0.001,0.6370759397255877,1.5
2024-01-01 22:15:00,0.001,0.001,0.001,0.001,0.5891217274510887,1.5
2024-01-01 22:30:00,0.001,0.001,0.001,0.001,0.6437426063922544,1.5
2024-01-01 22:45:00,0.001,0.001,0.001,0.001,1.1828759397255877,1.5
2024-01-01 23:00:00,0.001,0.001,1.5003333333333333,0.001,0.6819229417595416,1.5
2024-01-01 23:15:00,0.001,0.001,0.9006000000000001,0.001,0.7362521973529144,1.5
2024-01-01 23:30:00,0.001,0.001,0.00046666666666666666,0.001,0.5915855306862476,1.5
2024-01-01 23:45:00,0.001,0.001,0.0,0.001,0.4827334779595772,1.5
2024-01-02 00:00:00,0.001,0.001,0.0,0.001,0.45319040903934016,0.9
2024-01-02 00:15:00,0.001,0.001,0.0,0.001,0.6305237423726735,0.4
2024-01-02 00:30:00,0.001,0.001,0.0,0.001,0.5911904090393402,1.5
2024-01-02 00:45:00,0.001,0.001,0.0,0.001,0.468315828248449,1.5
2024-01-02 01:00:00,0.001,0.001,0.0,0.001,0.25076666666666664,1.5
2024-01-02 01:15:00,0.001,0.001,0.0,0.001,0.21009999999999998,1.5
2024-01-02 01:30:00,0.001,0.001,0.0,0.001,0.3077,1.5
2024-01-02 01:45:00,0.001,0.001,0.0,0.001,0.8721666666666665,0.0
2024-01-02 02:00:00,0.001,0.001,0.0,0.001,1.0501,0.0
2024-01-02 02:15:00,0.001,0.001,0.0,0.001,0.43170000000000003,0.0
2024-01-02 02:30:00,0.001,0.001,0.0,0.001,0.09431999999999999,0.0
2024-01-02 02:45:00,0.001,0.001,0.0,0.001,0.1604,0.0
2024-01-02 03:00:00,0.001,0.001,0.0,0.001,0.05,0.0
2024-01-02 03:15:00,0.001,0.001,0.0,0.001,0.17666666666666667,0.0
2024-01-02 03:30:00,0.001,0.001,0.0,0.001,0.318,0.0
2024-01-02 03:45:00,0.001,0.001,0.0,0.001,0.15333333333333332,0.1
2024-01-02 04:00:00,0.001,0.001,0.0,0.001,0.05,1.5
2024-01-02 04:15:00,0.001,0.001,0.0,0.001,0.05,1.5
2024-01-02 04:30:00,0.001,0.001,0.0,0.001,0.05,0.0
2024-01-02 04:45:00,0.001,0.001,0.0,0.001,0.13866666666666666,0.0
2024-01-02 05:00:00,0.001,0.001,0.0,0.001,0.364,0.0
2024-01-02 05:15:00,0.001,0.001,0.0,0.001,0.14533333333333334,0.0
2024-01-02 05:30:00,0.001,0.001,0.0,0.001,0.05,0.0
2024-01-02 05:45:00,0.001,0.001,0.0,0.001,0.05,0.0
2024-01-02 06:00:00,0.001,0.001,0.0,0.001,0.05,0.0
2024-01-02 06:15:00,0.001,0.001,0.0,0.001,0.10066666666666667,0.0
2024-01-02 06:30:00,0.001,0.001,0.0,0.001,1.3175333333333334,0.0
2024-01-02 06:45:00,0.001,0.001,0.0,0.001,0.16266666666666665,0.0
2024-01-02 07:00:00,0.001,0.001,0.0,0.001,0.05,0.0
2024-01-02 07:15:00,0.001,0.001,0.0,0.001,0.05,1.3
2024-01-02 07:30:00,0.001,0.001,0.0,0.001,0.05,1.5
2024-01-02 07:45:00,0.001,0.001,0.0,0.001,0.5516666666666666,1.5
2024-01-02 08:00:00,0.001,0.001,0.0,0.001,0.486,1.5
2024-01-02 08:15:00,0.001,0.001,0.0,0.001,0.9231333333333333,1.5
2024-01-02 08:30:00,0.001,0.001,0.0,0.001,0.5477333333333333,1.5
2024-01-02 08:45:00,0.001,0.001,0.0,0.020933333333333335,0.063,1.5
2024-01-02 09:00:00,0.001,0.001,0.0,0.31359415481395836,0.063,1.5
