,TumbleDryer,DishWasher,BaseLoad
2024-01-01 00:00:00,0.001,0.0,0.052
2024-01-01 00:15:00,0.001,0.0,0.052
2024-01-01 00:30:00,0.001,0.0,0.052
2024-01-01 00:45:00,0.001,0.0,0.052
2024-01-01 01:00:00,0.001,0.0,0.10333333333333333
2024-01-01 01:15:00,0.001,0.0,0.11066666666666666
2024-01-01 01:30:00,0.001,0.0,0.052
2024-01-01 01:45:00,0.001,0.0,0.11653333333333332
2024-01-01 02:00:00,0.001,0.0,0.173
2024-01-01 02:15:00,0.001,0.0,0.18204666666666663
2024-01-01 02:30:00,0.001,0.0,0.41136666666666666
2024-01-01 02:45:00,0.001,0.0,0.25149999999999995
2024-01-01 03:00:00,0.001,0.0,0.18769999999999998
2024-01-01 03:15:00,0.001,0.0,0.18769999999999998
2024-01-01 03:30:00,0.001,0.0,0.18769999999999998
2024-01-01 03:45:00,0.001,0.0,0.23169999999999996
2024-01-01 04:00:00,0.001,0.0,0.2537
2024-01-01 04:15:00,0.001,0.0,0.18769999999999998
2024-01-01 04:30:00,0.001,0.0,0.18769999999999998
2024-01-01 04:45:00,0.001,0.0,0.18769999999999998
2024-01-01 05:00:00,0.001,0.0,0.18769999999999998
2024-01-01 05:15:00,0.001,0.0,0.2830333333333333
2024-01-01 05:30:00,0.001,0.0,0.20236666666666667
2024-01-01 05:45:00,0.001,0.0,0.18769999999999998
2024-01-01 06:00:00,0.001,0.0,0.18769999999999998
2024-01-01 06:15:00,0.001,0.0,0.18769999999999998
2024-01-01 06:30:00,0.001,0.0,0.22436666666666663
2024-01-01 06:45:00,0.001,0.0,0.26103333333333334
2024-01-01 07:00:00,0.001,0.0,0.1786533333333333
2024-01-01 07:15:00,0.001,0.0,0.052
2024-01-01 07:30:00,0.001,0.0,0.052
2024-01-01 07:45:00,1.5960292412518486,0.0,0.10039999999999999
2024-01-01 08:00:00,1.9486174013484907,0.0,0.26099999999999995
2024-01-01 08:15:00,1.5492703100199001,0.0,0.19499999999999998
2024-01-01 08:30:00,0.3060760621231199,0.0,0.173
2024-01-01 08:45:00,1.1220097045281472,0.0,0.173
2024-01-01 09:00:00,1.047406645034263,0.0,0.052
2024-01-01 09:15:00,1.2930860674777291,0.0,0.08133333333333333
2024-01-01 09:30:00,0.7492946325573089,0.0,0.24306666666666665
2024-01-01 09:45:00,0.001,0.0,0.052
2024-01-01 10:00:00,0.001,0.0,0.05357649898302313
2024-01-01 10:15:00,0.001,0.0,0.0638237423726735
2024-01-01 10:30:00,0.001,0.0,0.0638237423726735
2024-01-01 10:45:00,0.001,0.0,0.14449040903934016
2024-01-01 11:00:00,0.001,0.0,0.09315707570600683
2024-01-01 11:15:00,0.001,0.0,0.062247243389650375
2024-01-01 11:30:00,0.001,0.0,0.052
2024-01-01 11:45:00,0.001,0.0,0.052
2024-01-01 12:00:00,0.001,0.0,0.074
2024-01-01 12:15:00,0.001,0.0,0.14
2024-01-01 12:30:00,0.001,0.0,0.052
2024-01-01 12:45:00,0.001,0.0,0.45180000000000003
2024-01-01 13:00:00,0.001,0.0,0.058305995932092534
2024-01-01 13:15:00,0.001,0.0,0.0638237423726735
2024-01-01 13:30:00,0.001,0.0,0.13715707570600685
2024-01-01 13:45:00,0.001,0.0,0.10049040903934017
2024-01-01 14:00:00,0.001,0.0,0.0638237423726735
2024-01-01 14:15:00,0.001,0.0,0.055152997966046266
2024-01-01 14:30:00,0.001,0.0,0.052
2024-01-01 14:45:00,0.001,0.0,0.06666666666666667
2024-01-01 15:00:00,0.001,0.0,0.14733333333333334
2024-01-01 15:15:00,0.001,0.0,0.052
2024-01-01 15:30:00,0.001,0.0,0.14032
2024-01-01 15:45:00,0.001,0.0,0.052
2024-01-01 16:00:00,0.001,0.0,0.11653333333333332
2024-01-01 16:15:00,0.001,0.0,0.23899999999999996
2024-01-01 16:30:00,0.001,0.0,0.217
2024-01-01 16:45:00,0.001,0.0,0.173
2024-01-01 17:00:00,0.001,0.0,0.173
2024-01-01 17:15:00,0.001,0.0,0.14073333333333332
2024-01-01 17:30:00,0.001,0.0,0.05933333333333333
2024-01-01 17:45:00,0.001,0.0,0.15466666666666667
2024-01-01 18:00:00,0.001,0.0,0.052
2024-01-01 18:15:00,0.001,0.0,0.052
2024-01-01 18:30:00,0.001,0.0,0.052
2024-01-01 18:45:00,0.001,0.0,0.052
2024-01-01 19:00:00,0.001,0.0,0.11066666666666668
2024-01-01 19:15:00,0.001,0.0,0.10333333333333333
2024-01-01 19:30:00,0.001,0.0,0.052
2024-01-01 19:45:00,0.001,0.0,1.336196163615736
2024-01-01 20:00:00,0.001,0.0,1.784157075706007
2024-01-01 20:15:00,0.001,0.0,0.193237661666784
2024-01-01 20:30:00,0.001,0.0,0.4151092730589211
2024-01-01 20:45:00,0.001,0.0,0.33737593972558777
2024-01-01 21:00:00,0.001,0.0,0.8704426063922545
2024-01-01 21:15:00,0.001,0.0,0.43030927305892114
2024-01-01 21:30:00,0.001,0.0,0.692229273058921
2024-01-01 21:45:00,0.001,0.0,0.3233379546471725
2024-01-01 22:00:00,0.001,0.0,0.3849783112079089
2024-01-01 22:15:00,0.001,0.0,0.3520759397255878
2024-01-01 22:30:00,0.001,0.0,0.39240927305892115
2024-01-01 22:45:00,0.001,0.0,0.4730759397255878
2024-01-01 23:00:00,0.001,0.0,0.4730759397255878
2024-01-01 23:15:00,0.001,0.0,1.108809273058921
2024-01-01 23:30:00,0.001,0.0,0.4804092730589211
2024-01-01 23:45:00,0.001,0.0,0.46519344481047215
2024-01-02 00:00:00,0.001,0.0,0.46125219735291434
2024-01-02 00:15:00,0.001,0.0,0.4730759397255878
2024-01-02 00:30:00,0.001,0.0,0.4444759397255878
2024-01-02 00:45:00,0.001,0.0,0.29707593972558777
2024-01-02 01:00:00,0.001,0.0,0.2310759397255878
2024-01-02 01:15:00,0.001,0.0,0.2310759397255878
2024-01-02 01:30:00,0.001,0.0,0.20951860418829743
2024-01-02 01:45:00,0.001,0.0,0.18769999999999998
2024-01-02 02:00:00,0.001,0.0,0.2830333333333333
2024-01-02 02:15:00,0.001,0.0,0.20236666666666667
2024-01-02 02:30:00,0.001,0.0,0.18769999999999998
2024-01-02 02:45:00,0.001,0.0,0.15151333333333333
2024-01-02 03:00:00,0.001,0.0,0.052
2024-01-02 03:15:00,0.001,0.0,0.08866666666666667
