,DishWasher,WashingMachine,BaseLoad
2024-01-01 00:00:00,0.0,0.001,0.1857
2024-01-01 00:15:00,0.0,0.001,0.1857
2024-01-01 00:30:00,0.0,0.001,0.3377
2024-01-01 00:45:00,0.0,0.001,0.46036666666666665
2024-01-01 01:00:00,0.0,0.001,0.34036666666666665
2024-01-01 01:15:00,0.0,0.001,0.15855999999999998
2024-01-01 01:30:00,0.0,0.001,0.05
2024-01-01 01:45:00,0.0,0.001,0.13866666666666666
2024-01-01 02:00:00,0.0,0.001,0.282
2024-01-01 02:15:00,0.0,0.001,0.30033333333333334
2024-01-01 02:30:00,0.0,0.001,0.060333333333333336
2024-01-01 02:45:00,0.0,0.001,0.05
2024-01-01 03:00:00,0.0,0.001,0.07533333333333332
2024-01-01 03:15:00,0.0,0.001,0.24733333333333332
2024-01-01 03:30:00,0.0,0.001,0.30700000000000005
2024-01-01 03:45:00,0.0,0.001,0.15166666666666667
2024-01-01 04:00:00,0.0,0.001,0.05
2024-01-01 04:15:00,0.0,0.001,0.05
2024-01-01 04:30:00,0.0,0.001,0.20199999999999999
2024-01-01 04:45:00,0.0,0.001,0.27166666666666667
2024-01-01 05:00:00,0.0,0.001,0.25766666666666665
2024-01-01 05:15:00,0.0,0.001,0.05
2024-01-01 05:30:00,0.0,0.001,0.05
2024-01-01 05:45:00,0.0,0.001,0.13866666666666666
2024-01-01 06:00:00,0.0,0.001,0.229
2024-01-01 06:15:00,0.0,0.001,0.315
2024-01-01 06:30:00,0.0,0.001,0.09866666666666667
2024-01-01 06:45:00,0.0,0.001,0.05
2024-01-01 07:00:00,0.0,0.001,0.07533333333333332
2024-01-01 07:15:00,0.0,0.001,0.23999999999999996
2024-01-01 07:30:00,0.0,0.001,0.2613333333333333
2024-01-01 07:45:00,0.0,0.001,0.20466666666666666
2024-01-01 08:00:00,0.0,0.001,0.05
2024-01-01 08:15:00,0.0,0.001,0.05
2024-01-01 08:30:00,0.0,0.001,0.20199999999999999
2024-01-01 08:45:00,0.0,0.001,0.21866666666666665
2024-01-01 09:00:00,0.0,0.001,0.30033333333333334
2024-01-01 09:15:00,0.0,0.001,0.060333333333333336
2024-01-01 09:30:00,0.0,0.001,0.05
2024-01-01 09:45:00,0.0,0.001,0.13866666666666666
2024-01-01 10:00:00,0.0,0.001,0.19666666666666666
2024-01-01 10:15:00,0.0,0.001,0.29433333333333334
2024-01-01 10:30:00,0.0,0.001,0.15166666666666667
2024-01-01 10:45:00,0.0,0.001,0.05
2024-01-01 11:00:00,0.0,0.001,0.07533333333333332
2024-01-01 11:15:00,0.0,0.001,0.23999999999999996
2024-01-01 11:30:00,0.0,0.001,0.20833333333333334
2024-01-01 11:45:00,0.0,0.001,0.25766666666666665
2024-01-01 12:00:00,0.0,0.001,0.05
2024-01-01 12:15:00,0.0,0.001,0.05
2024-01-01 12:30:00,0.0,0.001,0.20199999999999999
2024-01-01 12:45:00,0.0,0.001,0.16566666666666666
2024-01-01 13:00:00,0.0,0.001,0.4482666666666667
2024-01-01 13:15:00,0.0,0.001,0.49846666666666667
2024-01-01 13:30:00,0.0,0.001,0.05
2024-01-01 13:45:00,0.0,0.001,0.5384666666666666
2024-01-01 14:00:00,0.0,0.001,0.18933333333333333
2024-01-01 14:15:00,0.0,0.001,0.24866666666666667
2024-01-01 14:30:00,0.0,0.001,0.20466666666666666
2024-01-01 14:45:00,0.0,0.001,0.05
2024-01-01 15:00:00,0.0,0.001,0.07533333333333332
2024-01-01 15:15:00,0.0,0.001,0.23999999999999996
2024-01-01 15:30:00,0.0,0.001,0.15533333333333335
2024-01-01 15:45:00,0.0,0.001,0.30033333333333334
2024-01-01 16:00:00,0.0,0.001,0.060333333333333336
2024-01-01 16:15:00,0.0,0.001,0.05
2024-01-01 16:30:00,0.0,0.001,0.20199999999999999
2024-01-01 16:45:00,0.0,0.001,0.13333333333333333
2024-01-01 17:00:00,0.0,0.001,0.29433333333333334
2024-01-01 17:15:00,0.0,0.001,0.15166666666666667
2024-01-01 17:30:00,0.0,0.001,0.05
2024-01-01 17:45:00,0.0,0.001,0.13866666666666666
2024-01-01 18:00:00,0.0,0.001,0.18933333333333333
2024-01-01 18:15:00,0.0,0.001,0.19566666666666668
2024-01-01 18:30:00,0.0,0.001,0.25766666666666665
2024-01-01 18:45:00,0.0,0.001,0.05
2024-01-01 19:00:00,0.0,0.001,0.07533333333333332
2024-01-01 19:15:00,0.0,0.001,0.2504
2024-01-01 19:30:00,0.0,0.001,0.11533333333333333
2024-01-01 19:45:00,0.0,0.001,0.328
2024-01-01 20:00:00,0.0,0.001,0.11166666666666666
2024-01-01 20:15:00,0.0,0.001,0.05173333333333333
2024-01-01 20:30:00,0.0,0.001,0.20199999999999999
2024-01-01 20:45:00,0.0,0.001,0.126
2024-01-01 21:00:00,0.0,0.001,0.24866666666666667
2024-01-01 21:15:00,0.0,0.001,0.20466666666666666
2024-01-01 21:30:00,0.0,0.001,0.05
2024-01-01 21:45:00,0.0,0.001,0.13866666666666666
2024-01-01 22:00:00,0.0,0.001,0.18933333333333333
2024-01-01 22:15:00,0.0,0.001,0.14266666666666666
2024-01-01 22:30:00,0.0,0.001,0.30033333333333334
2024-01-01 22:45:00,0.0,0.001,0.060333333333333336
2024-01-01 23:00:00,0.0,0.001,0.07533333333333332
2024-01-01 23:15:00,0.0,0.001,0.23999999999999996
2024-01-01 23:30:00,0.0,0.001,0.07
2024-01-01 23:45:00,0.0,0.001,0.29433333333333334
2024-01-02 00:00:00,0.0,0.001,0.15166666666666667
2024-01-02 00:15:00,0.0,0.001,0.05
2024-01-02 00:30:00,0.0,0.001,0.20199999999999999
2024-01-02 00:45:00,0.0,0.001,0.126
2024-01-02 01:00:00,0.0,0.001,0.19566666666666668
2024-01-02 01:15:00,0.0,0.001,0.25766666666666665
2024-01-02 01:30:00,0.0,0.001,0.05
2024-01-02 01:45:00,0.0,0.001,0.13866666666666666
2024-01-02 02:00:00,0.0,0.001,0.18933333333333333
2024-01-02 02:15:00,0.0,0.001,0.48946666666666666
2024-01-02 02:30:00,0.0,0.001,0.315
2024-01-02 02:45:00,0.0,0.001,0.09866666666666667
2024-01-02 03:00:00,0.0,0.001,0.07533333333333332
2024-01-02 03:15:00,0.0,0.001,0.23999999999999996
2024-01-02 03:30:00,0.0,0.001,0.06266666666666668
2024-01-02 03:45:00,0.0,0.001,0.24866666666666667
2024-01-02 04:00:00,0.0,0.001,0.20466666666666666
2024-01-02 04:15:00,0.0,0.001,0.05
2024-01-02 04:30:00,0.0,0.001,0.20199999999999999
2024-01-02 04:45:00,0.0,0.001,0.126
2024-01-02 05:00:00,0.0,0.001,0.14266666666666666
2024-01-02 05:15:00,0.0,0.001,0.30033333333333334
2024-01-02 05:30:00,0.0,0.001,0.060333333333333336
2024-01-02 05:45:00,0.0,0.001,0.40519999999999995
2024-01-02 06:00:00,0.0,0.001,0.4558666666666667
2024-01-02 06:15:00,0.0,0.001,0.45713333333333334
2024-01-02 06:30:00,0.0,0.001,0.29433333333333334
2024-01-02 06:45:00,0.0,0.001,0.15166666666666667
2024-01-02 07:00:00,0.0,0.001,0.07533333333333332
2024-01-02 07:15:00,0.0,0.001,0.23999999999999996
2024-01-02 07:30:00,0.0,0.001,0.06266666666666668
2024-01-02 07:45:00,0.0,0.001,0.19566666666666668
2024-01-02 08:00:00,0.0,0.001,0.25766666666666665
2024-01-02 08:15:00,0.0,0.001,0.0578
2024-01-02 08:30:00,0.0,0.001,0.215
2024-01-02 08:45:00,0.0,0.001,1.8366
2024-01-02 09:00:00,0.0,0.001,2.2246666666666663
2024-01-02 09:15:00,0.0,0.001,0.8610666666666666
2024-01-02 09:30:00,0.0,0.001,0.09866666666666667
2024-01-02 09:45:00,0.0,0.001,0.13866666666666666
2024-01-02 10:00:00,0.0,0.001,0.18933333333333333
2024-01-02 10:15:00,0.0,0.001,0.05
2024-01-02 10:30:00,0.0,0.001,0.24866666666666667
2024-01-02 10:45:00,0.0,0.001,0.20466666666666666
2024-01-02 11:00:00,0.0,0.001,0.07533333333333332
2024-01-02 11:15:00,0.0,0.001,0.7730666666666667
2024-01-02 11:30:00,0.0,0.001,0.06266666666666668
2024-01-02 11:45:00,0.0,0.001,0.14266666666666666
2024-01-02 12:00:00,0.0,0.001,0.30033333333333334
2024-01-02 12:15:00,0.0,0.001,0.060333333333333336
2024-01-02 12:30:00,0.0,0.001,1.0016
2024-01-02 12:45:00,0.0,0.001,0.126
2024-01-02 13:00:00,0.0,0.001,0.05733333333333334
2024-01-02 13:15:00,0.0,0.001,0.29433333333333334
2024-01-02 13:30:00,0.0,0.001,0.15166666666666667
2024-01-02 13:45:00,0.0,0.001,0.13866666666666666
2024-01-02 14:00:00,0.0,0.001,0.18933333333333333
2024-01-02 14:15:00,0.0,0.001,0.05
2024-01-02 14:30:00,0.0,0.001,0.19566666666666668
2024-01-02 14:45:00,0.0,0.001,0.25766666666666665
2024-01-02 15:00:00,0.0,0.001,0.07533333333333332
2024-01-02 15:15:00,0.0,0.001,0.6397999999999999
2024-01-02 15:30:00,0.0,0.001,0.06266666666666668
2024-01-02 15:45:00,0.0,0.001,0.08966666666666666
2024-01-02 16:00:00,0.0,0.001,0.315
2024-01-02 16:15:00,0.0,0.001,0.09866666666666667
2024-01-02 16:30:00,0.0,0.001,0.20199999999999999
2024-01-02 16:45:00,0.0,0.001,0.126
2024-01-02 17:00:00,0.0,0.001,0.05
2024-01-02 17:15:00,0.0,0.001,0.24866666666666667
2024-01-02 17:30:00,0.0,0.001,0.20466666666666666
2024-01-02 17:45:00,0.0,0.001,0.5384666666666666
2024-01-02 18:00:00,0.0,0.001,0.32259999999999994
2024-01-02 18:15:00,0.0,0.001,0.05
2024-01-02 18:30:00,0.0,0.001,0.23098666666666665
2024-01-02 18:45:00,0.0,0.001,0.30033333333333334
2024-01-02 19:00:00,0.0,0.001,0.08566666666666665
2024-01-02 19:15:00,0.0,0.001,0.24433333333333335
2024-01-02 19:30:00,0.0,0.001,0.08749040903934018
2024-01-02 19:45:00,0.0,0.014266666666666669,0.4819570757060069
2024-01-02 20:00:00,0.0,0.10510630079405671,0.3174237423726735
2024-01-02 20:15:00,0.0,0.19214710767787047,0.33975040903934023
2024-01-02 20:30:00,0.0,1.2027958555259315,0.49786898007853253
2024-01-02 20:45:00,0.0,0.10547570046788418,0.4260759397255878
2024-01-02 21:00:00,0.0,0.19810219016477396,0.3500759397255878
2024-01-02 21:15:00,0.0,0.4055025913590631,0.4886483609686504
2024-01-02 21:30:00,0.0,0.45188089508402235,0.993417399117638
2024-01-02 21:45:00,0.0,0.11496419182045223,0.6741666666666666
2024-01-02 22:00:00,0.0,0.30229283432497456,0.32503333333333334
2024-01-02 22:15:00,0.0,1.9337103493254595,0.2583
2024-01-02 22:30:00,0.0,0.1364252346954003,0.35819040903934013
2024-01-02 22:45:00,0.0,0.021157345814316632,0.5835237423726735
2024-01-02 23:00:00,0.0,0.001,0.7923237423726734
2024-01-02 23:15:00,0.0,0.001,0.6586182476275612
2024-01-02 23:30:00,0.0,0.001,0.34187977610985176
2024-01-02 23:45:00,0.0,0.001,0.34061694582744906
2024-01-03 00:00:00,0.0,0.001,0.5487426063922545
2024-01-03 00:15:00,0.0,0.001,0.5047426063922544
2024-01-03 00:30:00,0.0,0.001,0.4768341818432564
2024-01-03 00:45:00,0.0,0.001,0.34612374237267346
2024-01-03 01:00:00,0.0,0.001,0.3271564989830231
2024-01-03 01:15:00,0.0,0.001,0.36639999999999995
2024-01-03 01:30:00,0.0,0.001,0.43603333333333333
2024-01-03 01:45:00,0.0,0.001,0.28469999999999995
2024-01-03 02:00:00,0.0,0.001,0.32503333333333334
2024-01-03 02:15:00,0.0,0.001,0.1857
2024-01-03 02:30:00,0.0,0.001,0.2898333333333333
2024-01-03 02:45:00,0.0,0.001,0.5510333333333334
2024-01-03 03:00:00,0.0,0.001,0.43370000000000003
2024-01-03 03:15:00,0.0,0.001,0.4967
2024-01-03 03:30:00,0.0,0.001,0.2548333333333333
2024-01-03 03:45:00,0.0,0.001,0.1857
2024-01-03 04:00:00,0.0,0.001,0.33136666666666664
2024-01-03 04:15:00,0.0,0.001,0.3933666666666667
2024-01-03 04:30:00,0.0,0.001,0.7375
2024-01-03 04:45:00,0.0,0.001,0.2617
2024-01-03 05:00:00,0.0,0.001,0.1857
2024-01-03 05:15:00,0.0,0.001,0.22536666666666663
2024-01-03 05:30:00,0.0,0.001,0.4507
2024-01-03 05:45:00,0.0,0.001,0.3230333333333333
2024-01-03 06:00:00,0.0,0.001,0.32503333333333334
2024-01-03 06:15:00,0.0,0.001,0.1495133333333333
2024-01-03 06:30:00,0.0,0.001,0.05
2024-01-03 06:45:00,0.0,0.001,0.24866666666666667
2024-01-03 07:00:00,0.0,0.001,0.23
2024-01-03 07:15:00,0.0,0.001,0.23999999999999996
2024-01-03 07:30:00,0.0,0.001,0.06266666666666668
2024-01-03 07:45:00,0.0,0.001,0.05
2024-01-03 08:00:00,0.0,0.001,0.14266666666666666
2024-01-03 08:15:00,0.0,0.001,0.30033333333333334
2024-01-03 08:30:00,0.0,0.001,0.21233333333333335
2024-01-03 08:45:00,0.0,0.001,0.126
2024-01-03 09:00:00,0.0,0.001,0.05
2024-01-03 09:15:00,0.0,0.001,0.05733333333333334
2024-01-03 09:30:00,0.0,0.001,0.29433333333333334
2024-01-03 09:45:00,0.0,0.001,0.24033333333333334
2024-01-03 10:00:00,0.0,0.001,0.18933333333333333
2024-01-03 10:15:00,0.0,0.001,0.05
2024-01-03 10:30:00,0.0,0.001,0.05
2024-01-03 10:45:00,0.0,0.001,0.19566666666666668
2024-01-03 11:00:00,0.0,0.001,0.28300000000000003
2024-01-03 11:15:00,0.0,0.001,0.23999999999999996
2024-01-03 11:30:00,0.0,0.001,0.06266666666666668
2024-01-03 11:45:00,0.0,0.001,0.05
2024-01-03 12:00:00,0.0,0.001,0.08966666666666666
2024-01-03 12:15:00,0.0,0.001,0.315
2024-01-03 12:30:00,0.0,0.001,0.25066666666666665
2024-01-03 12:45:00,0.0,0.001,0.126
2024-01-03 13:00:00,0.0,0.001,0.05
2024-01-03 13:15:00,0.0,0.001,0.05
2024-01-03 13:30:00,0.0,0.001,0.24866666666666667
2024-01-03 13:45:00,0.0,0.001,0.29333333333333333
2024-01-03 14:00:00,0.0,0.001,0.18933333333333333
2024-01-03 14:15:00,0.0,0.001,0.05
2024-01-03 14:30:00,0.0,0.001,0.05
2024-01-03 14:45:00,0.0,0.001,0.14266666666666666
2024-01-03 15:00:00,0.0,0.001,0.32566666666666666
2024-01-03 15:15:00,0.0,0.001,0.25033333333333335
2024-01-03 15:30:00,0.0,0.001,0.06266666666666668
2024-01-03 15:45:00,0.0,0.001,0.06893131841174858
2024-01-03 16:00:00,0.0,0.001,0.08888553068624765
2024-01-03 16:15:00,0.0,0.001,0.3258855306862476
2024-01-03 16:30:00,0.0,0.001,0.3352188640195809
2024-01-03 16:45:00,0.0,0.001,0.1575521973529143
2024-01-03 17:00:00,0.0,0.001,0.0815521973529143
2024-01-03 17:15:00,0.0,0.001,0.05210347982352762
2024-01-03 17:30:00,0.0,0.001,0.19566666666666668
2024-01-03 17:45:00,0.0,0.001,0.3463333333333333
2024-01-03 18:00:00,0.0,0.001,0.18933333333333333
2024-01-03 18:15:00,0.0,0.001,0.05
2024-01-03 18:30:00,0.0,0.001,0.05
2024-01-03 18:45:00,0.0,0.001,0.08966666666666666
2024-01-03 19:00:00,0.0,0.001,0.3676785710391924
2024-01-03 19:15:00,0.0,0.001,0.32021886401958094
2024-01-03 19:30:00,0.0,0.001,0.09421886401958096
2024-01-03 19:45:00,0.0,0.001,0.0815521973529143
2024-01-03 20:00:00,0.0,0.001,0.0815521973529143
2024-01-03 20:15:00,0.0,0.001,0.2815252072746164
2024-01-03 20:30:00,0.0,0.001,0.3684904090393402
2024-01-03 20:45:00,0.0,0.001,0.1378237423726735
2024-01-03 21:00:00,0.0,0.001,0.18282374237267351
2024-01-03 21:15:00,0.0,0.001,0.18282374237267351
2024-01-03 21:30:00,0.0,0.001,0.26366666666666666
2024-01-03 21:45:00,0.0,0.001,0.51
2024-01-03 22:00:00,0.0,0.001,0.2642
2024-01-03 22:15:00,0.0,0.001,0.05
2024-01-03 22:30:00,0.0,0.001,0.05
2024-01-03 22:45:00,0.0,0.001,0.05733333333333334
2024-01-03 23:00:00,0.0,0.001,0.31966666666666665
2024-01-03 23:15:00,0.0,0.001,0.3416666666666667
2024-01-03 23:30:00,0.0,0.001,0.06266666666666668
2024-01-03 23:45:00,0.0,0.001,0.05
2024-01-04 00:00:00,0.0,0.001,0.05
2024-01-04 00:15:00,0.0,0.001,0.19566666666666668
2024-01-04 00:30:00,0.0,0.001,0.4096666666666666
2024-01-04 00:45:00,0.0,0.001,0.126
2024-01-04 01:00:00,0.0,0.001,0.05
2024-01-04 01:15:00,0.0,0.001,0.18326666666666666
2024-01-04 01:30:00,0.0,0.001,0.48946666666666666
2024-01-04 01:45:00,0.0,0.001,0.4036666666666667
2024-01-04 02:00:00,0.0,0.001,0.238
2024-01-04 02:15:00,0.0,0.001,0.05
2024-01-04 02:30:00,0.0,0.001,0.05
2024-01-04 02:45:00,0.0,0.001,0.05
2024-01-04 03:00:00,0.0,0.001,0.274
2024-01-04 03:15:00,0.0,0.001,0.39466666666666667
2024-01-04 03:30:00,0.0,0.001,0.06266666666666668
2024-01-04 03:45:00,0.0,0.001,0.05
2024-01-04 04:00:00,0.0,0.001,0.5830666666666667
2024-01-04 04:15:00,0.0,0.001,0.5424666666666667
2024-01-04 04:30:00,0.0,0.001,0.5856
2024-01-04 04:45:00,0.0,0.001,0.13633333333333333
2024-01-04 05:00:00,0.0,0.001,0.05
2024-01-04 05:15:00,0.0,0.001,0.05
2024-01-04 05:30:00,0.0,0.001,0.05733333333333334
2024-01-04 05:45:00,0.0,0.001,0.9160666666666667
2024-01-04 06:00:00,0.0,0.001,0.29100000000000004
2024-01-04 06:15:00,0.0,0.001,0.05
2024-01-04 06:30:00,0.0,0.001,0.05
2024-01-04 06:45:00,0.0,0.001,0.05
2024-01-04 07:00:00,0.0,0.001,0.221
2024-01-04 07:15:00,0.0,0.001,0.462717746440581
2024-01-04 07:30:00,0.0,0.001,0.08749040903934018
2024-01-04 07:45:00,0.0,0.001,0.0748237423726735
2024-01-04 08:00:00,0.0,0.001,0.6026904090393401
2024-01-04 08:15:00,0.0,0.001,0.10149040903934017
2024-01-04 08:30:00,0.0,0.001,0.4788237423726735
2024-01-04 08:45:00,0.0,0.001,0.1762431656496898
2024-01-04 09:00:00,0.0,0.001,0.05693333333333333
2024-01-04 09:15:00,0.0,0.001,0.063
2024-01-04 09:30:00,0.0,0.001,0.063
2024-01-04 09:45:00,0.0,0.001,0.35033333333333333
2024-01-04 10:00:00,0.0,0.001,0.3535333333333333
2024-01-04 10:15:00,0.0,0.001,0.05
2024-01-04 10:30:00,0.0,0.001,0.05
2024-01-04 10:45:00,0.0,0.001,0.05
2024-01-04 11:00:00,0.0,0.001,0.168
2024-01-04 11:15:00,0.0,0.001,0.49033333333333334
2024-01-04 11:30:00,0.0,0.001,0.073
2024-01-04 11:45:00,0.0,0.001,0.05
2024-01-04 12:00:00,0.0,0.001,0.05
2024-01-04 12:15:00,0.0,0.001,0.05733333333333334
2024-01-04 12:30:00,0.0,0.001,0.44633333333333336
2024-01-04 12:45:00,0.0,0.001,0.22766666666666666
2024-01-04 13:00:00,0.0,0.001,0.05
2024-01-04 13:15:00,0.0,0.001,0.05
2024-01-04 13:30:00,0.0,0.001,0.05
2024-01-04 13:45:00,0.0,0.001,0.2843333333333334
2024-01-04 14:00:00,0.0,0.001,0.4150933333333333
2024-01-04 14:15:00,0.0,0.001,0.1857
2024-01-04 14:30:00,0.0,0.001,0.1857
2024-01-04 14:45:00,0.0,0.001,0.1857
2024-01-04 15:00:00,0.0,0.001,0.2507
2024-01-04 15:15:00,0.0,0.001,0.6407
2024-01-04 15:30:00,0.0,0.001,0.24703333333333333
2024-01-04 15:45:00,0.0,0.001,0.1857
2024-01-04 16:00:00,0.0,0.001,0.1857
2024-01-04 16:15:00,0.0,0.001,0.1857
2024-01-04 16:30:00,0.0,0.001,0.5363666666666667
2024-01-04 16:45:00,0.0,0.001,0.41636666666666666
2024-01-04 17:00:00,0.0,0.001,0.1857
2024-01-04 17:15:00,0.0,0.001,0.7187666666666667
2024-01-04 17:30:00,0.0,0.001,0.1857
2024-01-04 17:45:00,0.0,0.001,0.4216333333333333
2024-01-04 18:00:00,0.0,0.001,0.6663666666666667
2024-01-04 18:15:00,0.0002,0.001,0.28703333333333336
2024-01-04 18:30:00,0.30086666666666667,0.001,0.2767
2024-01-04 18:45:00,0.9006000000000001,0.001,0.25243333333333334
2024-01-04 19:00:00,0.001,0.001,0.21836666666666665
2024-01-04 19:15:00,0.001,0.001,0.7304333333333334
2024-01-04 19:30:00,0.0002666666666666667,0.001,0.20956666666666665
2024-01-04 19:45:00,0.0,0.001,0.05
2024-01-04 20:00:00,0.0,0.001,0.05551774644058097
2024-01-04 20:15:00,0.0,0.001,0.0618237423726735
2024-01-04 20:30:00,0.0,0.001,0.8925570757060068
2024-01-04 20:45:00,0.0,0.001,0.34549040903934014
2024-01-04 21:00:00,0.0,0.001,0.05867074440662723
2024-01-04 21:15:00,0.0,0.001,0.14679999999999999
2024-01-04 21:30:00,0.0,0.001,0.171
2024-01-04 21:45:00,0.0,0.001,0.29933333333333334
2024-01-04 22:00:00,0.0,0.001,0.5753333333333334
2024-01-04 22:15:00,0.0,0.001,0.22045491615817825
2024-01-04 22:30:00,0.0,0.001,0.19862172745108875
2024-01-04 22:45:00,0.0,0.001,0.2273759397255878
2024-01-04 23:00:00,0.0,0.001,0.25270927305892116
2024-01-04 23:15:00,0.0,0.001,0.6099759397255878
2024-01-04 23:30:00,0.0,0.001,0.3817092730589211
2024-01-04 23:45:00,0.0,0.001,0.14793105858046507
2024-01-05 00:00:00,0.0,0.001,0.0618237423726735
2024-01-05 00:15:00,0.0,0.001,0.07023766166678398
2024-01-05 00:30:00,0.0,0.001,0.4713092730589211
2024-01-05 00:45:00,0.0,0.001,1.2193092730589215
2024-01-05 01:00:00,0.0,0.001,0.10370927305892114
2024-01-05 01:15:00,0.0,0.001,0.0815521973529143
2024-01-05 01:30:00,0.0,0.001,0.0605173991176381
2024-01-05 01:45:00,0.0,0.001,0.5458
2024-01-05 02:00:00,0.0,0.001,0.5693666666666667
2024-01-05 02:15:00,0.0,0.001,0.2873666666666666
2024-01-05 02:30:00,0.0,0.001,0.1857
2024-01-05 02:45:00,0.0,0.001,0.7187666666666667
2024-01-05 03:00:00,0.0,0.001,0.8773666666666666
2024-01-05 03:15:00,0.0,0.001,0.7879
2024-01-05 03:30:00,0.0,0.001,0.4060333333333333
2024-01-05 03:45:00,0.0,0.001,0.1857
2024-01-05 04:00:00,0.0,0.001,0.7187666666666667
2024-01-05 04:15:00,0.0,0.001,0.1857
2024-01-05 04:30:00,0.0,0.001,0.3773666666666667
2024-01-05 04:45:00,0.0,0.001,0.5267000000000001
2024-01-05 05:00:00,0.0,0.001,0.23436666666666667
2024-01-05 05:15:00,0.0,0.001,0.1857
2024-01-05 05:30:00,0.0,0.001,0.5854999999999999
2024-01-05 05:45:00,0.0,0.001,0.4076333333333333
2024-01-05 06:00:00,0.0,0.001,0.5237
2024-01-05 06:15:00,0.0,0.001,0.34036666666666665
2024-01-05 06:30:00,0.0,0.001,0.1857
2024-01-05 06:45:00,0.0,0.001,0.1857
2024-01-05 07:00:00,0.0,0.001,0.12056666666666667
2024-01-05 07:15:00,0.0,0.001,0.33266666666666667
2024-01-05 07:30:00,0.0,0.001,0.313
2024-01-05 07:45:00,0.0,0.001,0.060333333333333336
2024-01-05 08:00:00,0.0,0.001,0.05
2024-01-05 08:15:00,0.0,0.06337075933274473,0.05
2024-01-05 08:30:00,0.0,0.3414159952733573,0.20933333333333332
2024-01-05 08:45:00,0.0,0.7703547907991353,0.3703333333333333
2024-01-05 09:00:00,0.0,0.14195283548275117,0.15166666666666667
2024-01-05 09:15:00,0.0,0.1586556859711958,0.05
2024-01-05 09:30:00,0.0,1.0589097406909311,0.05
2024-01-05 09:45:00,0.0,0.7245716183784601,0.13866666666666666
2024-01-05 10:00:00,0.0,0.12587528452921137,0.335
2024-01-05 10:15:00,0.0,0.2671050864688897,0.25766666666666665
2024-01-05 10:30:00,0.0,0.8015628867911536,0.05
2024-01-05 10:45:00,0.0,0.16532933341856276,0.05
2024-01-05 11:00:00,0.0,0.001,0.07533333333333332
2024-01-05 11:15:00,0.0,0.001,0.2796666666666667
2024-01-05 11:30:00,0.0,0.001,0.32766666666666666
2024-01-05 11:45:00,0.0,0.001,0.09866666666666667
2024-01-05 12:00:00,0.0,0.001,0.05
