,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref_EV,SoC_arr_EV,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP
2024-01-01 00:00:00,2.0,0,0,0,0.0,0.0,15.0,15.0,13.5,12.0,1.5186694877874873
2024-01-01 00:01:00,2.0,0,0,0,0.0,0.0,15.0,14.997932844865593,13.500946626902389,12.0,1.5186694877874873
2024-01-01 00:02:00,2.0,0,0,0,0.0,0.0,15.0,14.995869693212192,13.501888573197697,12.0,1.5186694877874873
2024-01-01 00:03:00,2.0,0,0,0,0.0,0.0,15.0,14.993810533577815,13.502825853743099,12.0,1.5186694877874873
2024-01-01 00:04:00,2.0,0,0,0,0.0,0.0,15.0,14.991755354535188,13.503758483350271,12.0,1.5186694877874873
2024-01-01 00:05:00,2.0,0,0,0,0.0,0.0,15.0,14.989704144691649,13.50468647678553,12.0,1.5186694877874873
2024-01-01 00:06:00,2.0,0,0,0,0.0,0.0,15.0,14.98765689268903,13.505609848769966,12.0,1.5186694877874873
2024-01-01 00:07:00,2.0,0,0,0,0.0,0.0,15.0,14.985613587203567,13.50652861397959,12.0,1.5186694877874873
2024-01-01 00:08:00,2.0,0,0,0,0.0,0.0,15.0,14.983574216945783,13.507442787045463,12.0,1.5186694877874873
2024-01-01 00:09:00,2.0,0,0,0,0.0,0.0,15.0,14.981538770660391,13.50835238255384,12.0,1.5186694877874873
2024-01-01 00:10:00,2.0,0,0,0,0.0,0.0,15.0,14.979507237126185,13.5092574150463,12.0,1.5186694877874873
2024-01-01 00:11:00,2.0,0,0,0,0.0,0.0,15.0,14.97747960515594,13.510157899019887,12.0,1.5186694877874873
2024-01-01 00:12:00,2.0,0,0,0,0.0,0.0,15.0,14.975455863596304,13.511053848927245,12.0,1.5186694877874873
2024-01-01 00:13:00,2.0,0,0,0,0.0,0.0,15.0,14.973436001327698,13.511945279176754,12.0,1.5186694877874873
2024-01-01 00:14:00,2.0,0,0,0,0.0,0.0,15.0,14.971420007264214,13.512832204132659,12.0,1.5186694877874873
2024-01-01 00:15:00,2.0,0,0,0,0.0,0.0,15.0,14.96940787035351,13.513714638115216,12.0,1.5186694877874873
2024-01-01 00:16:00,2.0,0,0,0,0.0,0.0,15.0,14.967399579576707,13.514592595400817,12.0,1.5186694877874873
2024-01-01 00:17:00,2.0,0,0,0,0.0,0.0,15.0,14.96539512394829,13.515466090222125,12.0,1.5186694877874873
