,TumbleDryer,DishWasher,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.0,0.2527,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.1687,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.1687,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.1687,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.2227,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.5137,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.08909333333333333,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.033,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.033,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.033,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.133,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.35733333333333334,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.5787333333333334,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.033,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.033,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.033,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.179,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.324,0.0,2.4
2024-01-01 04:30:00,0.001,0.0,0.033,0.0,3.0
2024-01-01 04:45:00,0.001,0.0,0.033,0.0,3.0
2024-01-01 05:00:00,0.001,0.0,0.033,0.0,3.0
2024-01-01 05:15:00,0.001,0.0,0.033,0.0,2.4
2024-01-01 05:30:00,0.001,0.0,0.225,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.27799999999999997,0.0,1.8
2024-01-01 06:00:00,0.001,0.0,0.033,0.0,2.6
2024-01-01 06:15:00,0.001,0.0,0.4328,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.033,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.033,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.271,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.232,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.033,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.03473333333333333,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.046,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.046,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.33,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.19293333333333335,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.033,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.033,0.0,0.6
2024-01-01 09:30:00,0.001,0.0,0.033,0.0,2.8
2024-01-01 09:45:00,0.001,0.0,0.043333333333333335,7.333333333333333,0.0
2024-01-01 10:00:00,0.001,0.0,0.3526666666666667,8.8,0.0
2024-01-01 10:15:00,0.001,0.0,0.14,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.033,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.033,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.033,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.064,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.378,0.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.09400000000000001,0.0,0.0
2024-01-01 12:00:00,0.001,0.0,0.033,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.033,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.033,0.0,0.0
2024-01-01 12:45:00,0.001,0.0,0.11,0.0,0.0
2024-01-01 13:00:00,0.001,0.0,0.36766666666666664,0.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.058333333333333334,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.033,0.0,0.0
