,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.001,0.205,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.001,0.14766666666666667,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.001,0.24630599593209254,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.001,0.09982374237267351,0.0,0.0,2.2
2024-01-01 01:00:00,0.001,0.001,0.001,0.0618237423726735,0.0,0.0,3.0
2024-01-01 01:15:00,0.001,0.001,0.001,0.0618237423726735,0.0,0.0,0.4
2024-01-01 01:30:00,0.001,0.001,0.001,0.20649040903934018,0.0,0.0,1.2
2024-01-01 01:45:00,0.001,0.001,0.001,0.15400407773996058,0.0,0.0,3.0
2024-01-01 02:00:00,0.001,0.001,0.001,0.23999999999999996,0.0,0.0,0.2
2024-01-01 02:15:00,0.001,0.001,0.001,0.10066666666666667,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.001,0.18433333333333332,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.001,0.143,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.001,0.23999999999999996,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.001,0.11333333333333333,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.001,0.05,0.0,3.3333333333333335,0.0
2024-01-01 04:30:00,0.001,0.001,0.001,0.174,4.2,5.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.001,0.15333333333333332,3.2666666666666666,5.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.001,0.2273333333333333,0.0,1.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.001,0.126,0.0,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.001,0.16366666666666668,0.0,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.001,0.16366666666666668,0.0,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.001,0.21466666666666664,0.0,0.0,0.6
2024-01-01 06:45:00,0.001,0.001,0.001,0.13866666666666666,0.0,0.0,2.4
2024-01-01 07:00:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.001,0.15333333333333332,0.0,0.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.001,0.174,0.0,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.001,0.20199999999999999,0.0,0.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.001,0.15133333333333335,0.0,0.0,1.2
2024-01-01 08:30:00,0.001,0.001,0.001,0.05,0.0,2.6666666666666665,3.0
2024-01-01 08:45:00,0.001,0.001,0.001,0.058666666666666666,0.0,0.0,3.0
2024-01-01 09:00:00,0.001,0.001,0.001,0.156,0.0,0.0,3.0
2024-01-01 09:15:00,0.001,0.001,0.001,0.19733333333333333,0.0,0.0,2.0
2024-01-01 09:30:00,0.001,0.001,0.001,0.19886666666666666,0.0,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.001,0.164,0.0,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,0.001,0.0604,0.0,0.0,0.0
2024-01-01 10:15:00,0.5810921764422863,0.001,0.001,0.6078904090393402,0.0,0.0,0.0
2024-01-01 10:30:00,0.7920347860576631,0.001,0.001,0.24581040903934018,0.0,0.0,0.0
2024-01-01 10:45:00,0.7920347860576631,0.001,0.001,0.21949040903934017,0.0,0.0,0.0
2024-01-01 11:00:00,0.7920347860576631,0.001,0.001,0.28461040903934015,0.0,0.0,0.0
2024-01-01 11:15:00,0.7920347860576631,0.001,0.001,0.18139616361573607,0.0,0.0,0.0
2024-01-01 11:30:00,0.7920347860576631,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-01 11:45:00,0.7920347860576631,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-01 12:00:00,0.7920347860576631,0.001,0.001,0.12233333333333334,0.0,0.0,0.0
2024-01-01 12:15:00,0.7920347860576631,0.001,0.001,0.205,0.0,0.0,0.0
2024-01-01 12:30:00,0.7920347860576631,0.001,0.001,0.164,0.0,0.0,0.0
2024-01-01 12:45:00,0.7920347860576631,0.001,0.001,0.18933333333333333,0.0,0.0,0.0
2024-01-01 13:00:00,0.7920347860576631,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-01 13:15:00,0.05373565240384421,0.001,0.001,0.05,4.2,1.6666666666666667,0.0
2024-01-01 13:30:00,0.001,0.001,0.001,0.112,7.0,1.0,0.0
2024-01-01 13:45:00,0.001,0.001,0.001,0.205,5.6,0.0,0.0
2024-01-01 14:00:00,0.001,0.001,0.001,0.16166666666666665,0.0,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.001,0.20199999999999999,0.0,0.0,0.0
2024-01-01 14:30:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-01 14:45:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-01 15:00:00,0.001,0.001,0.001,0.10166666666666666,0.0,0.0,0.0
2024-01-01 15:15:00,0.001,0.001,0.001,0.205,0.0,0.0,0.0
2024-01-01 15:30:00,0.001,0.001,0.001,0.2697333333333333,0.0,0.0,0.0
2024-01-01 15:45:00,0.001,0.001,0.001,0.3029866666666667,0.0,0.0,0.0
2024-01-01 16:00:00,0.001,0.001,0.0836337114293139,0.5365316657346914,0.0,0.0,0.0
2024-01-01 16:15:00,0.6865634812499747,0.001,0.35241852509254945,0.1843759397255878,0.0,0.0,0.0
2024-01-01 16:30:00,0.7920347860576631,0.001,0.759159940451665,0.2257092730589211,0.0,0.0,2.0
2024-01-01 16:45:00,0.7920347860576631,0.001,0.1313832674071484,0.3029759397255878,0.0,0.0,0.0
2024-01-01 17:00:00,0.7920347860576631,0.001,0.16556550051723923,0.2003759397255878,0.0,0.0,0.8
2024-01-01 17:15:00,0.7920347860576631,0.001,1.1133278462578373,0.47790927305892106,0.0,0.0,3.0
2024-01-01 17:30:00,0.7920347860576631,0.001,0.6646948238997311,0.20570519531896056,0.0,0.0,0.0
2024-01-01 17:45:00,0.7920347860576631,0.001,0.12497312234815415,0.2025521973529143,0.0,0.0,0.0
2024-01-01 18:00:00,0.7920347860576631,0.001,0.2759831373647351,0.2335521973529143,0.0,0.0,0.0
2024-01-01 18:15:00,0.7920347860576631,0.001,0.8756974757013526,0.8583521973529142,0.0,0.0,0.0
2024-01-01 18:30:00,0.7920347860576631,0.001,0.07226666666666669,0.19331310944318505,0.0,2.6666666666666665,0.0
2024-01-01 18:45:00,0.7920347860576631,0.001,0.001,0.33142868709814394,0.0,0.0,0.0
2024-01-01 19:00:00,0.7920347860576631,0.001,0.001,0.2064585406079497,0.0,0.0,0.0
2024-01-01 19:15:00,0.7920347860576631,0.001,0.001,0.2273759397255878,0.0,0.0,2.4
2024-01-01 19:30:00,0.7920347860576631,0.001,0.001,0.24410135893469664,0.0,0.0,2.8
2024-01-01 19:45:00,0.001,0.001,0.001,0.3823759397255878,0.0,0.0,0.0
2024-01-01 20:00:00,0.001,0.001,0.001,0.2571092730589212,0.0,0.0,0.0
2024-01-01 20:15:00,0.001,0.001,0.001,0.35486810113736683,0.0,0.0,0.0
2024-01-01 20:30:00,0.001,0.001,0.001,0.10604260639225446,0.0,0.0,0.0
2024-01-01 20:45:00,0.001,0.001,0.001,0.12485435690074291,0.0,0.0,0.0
2024-01-01 21:00:00,0.001,0.001,0.001,0.21288553068624763,0.0,0.0,2.6
2024-01-01 21:15:00,0.001,0.001,0.001,0.759716945827449,0.0,0.0,1.2
2024-01-01 21:30:00,0.001,0.001,0.001,0.3017550607844221,0.0,0.0,0.0
2024-01-01 21:45:00,0.001,0.001,0.001,0.3728237423726735,0.0,0.0,0.0
2024-01-01 22:00:00,0.001,0.001,0.001,0.18395707570600683,0.0,0.0,0.0
2024-01-01 22:15:00,0.001,0.001,0.001,0.0618237423726735,0.0,0.0,0.0
2024-01-01 22:30:00,0.001,0.001,0.001,0.0618237423726735,0.0,0.0,0.0
2024-01-01 22:45:00,0.001,0.001,0.001,0.2065764989830231,0.0,0.0,0.0
2024-01-01 23:00:00,0.001,0.001,0.001,0.14766666666666667,0.0,0.0,0.0
2024-01-01 23:15:00,0.001,0.001,0.001,0.23999999999999996,0.0,0.0,0.0
2024-01-01 23:30:00,0.001,0.001,0.001,0.08800000000000001,0.0,0.0,0.0
2024-01-01 23:45:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-02 00:00:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-02 00:15:00,0.001,0.001,0.001,0.19466666666666665,1.8666666666666667,0.0,0.0
2024-01-02 00:30:00,0.001,0.001,0.001,0.14533333333333331,2.3333333333333335,0.0,0.0
2024-01-02 00:45:00,0.001,0.001,0.001,0.23999999999999996,0.0,0.0,0.0
2024-01-02 01:00:00,0.001,0.001,0.001,0.10066666666666667,0.0,0.0,0.0
2024-01-02 01:15:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-02 01:30:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-02 01:45:00,0.001,0.001,0.001,0.18433333333333332,0.0,0.0,0.0
2024-01-02 02:00:00,0.001,0.001,0.001,0.143,0.0,0.0,0.0
2024-01-02 02:15:00,0.001,0.001,0.001,0.23999999999999996,0.0,0.0,0.0
2024-01-02 02:30:00,0.001,0.001,0.001,0.11333333333333333,0.0,0.0,0.0
2024-01-02 02:45:00,0.001,0.001,0.001,0.05,0.0,1.0,0.0
2024-01-02 03:00:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-02 03:15:00,0.001,0.001,0.001,0.174,0.0,0.0,0.0
2024-01-02 03:30:00,0.001,0.001,0.001,0.15333333333333332,0.0,0.0,0.0
2024-01-02 03:45:00,0.001,0.001,0.001,0.2273333333333333,0.0,0.0,0.0
2024-01-02 04:00:00,0.001,0.001,0.001,0.126,0.0,0.0,0.0
2024-01-02 04:15:00,0.001,0.001,0.001,0.05,0.0,1.3333333333333333,0.0
2024-01-02 04:30:00,0.001,0.001,0.001,0.05,0.0,2.0,0.0
2024-01-02 04:45:00,0.001,0.001,0.001,0.16366666666666668,0.0,0.0,0.0
2024-01-02 05:00:00,0.001,0.001,0.001,0.16366666666666668,0.0,0.0,0.0
2024-01-02 05:15:00,0.001,0.001,0.001,0.21466666666666664,0.0,0.0,0.0
2024-01-02 05:30:00,0.001,0.001,0.001,0.13866666666666666,0.0,0.0,0.0
2024-01-02 05:45:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-02 06:00:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-02 06:15:00,0.001,0.001,0.001,0.15333333333333332,0.0,0.0,0.0
2024-01-02 06:30:00,0.001,0.001,0.001,0.174,1.8666666666666667,0.0,0.0
2024-01-02 06:45:00,0.001,0.001,0.001,0.20199999999999999,0.4666666666666667,0.0,0.0
2024-01-02 07:00:00,0.001,0.001,0.001,0.15826666666666667,0.0,0.0,0.0
2024-01-02 07:15:00,0.001,0.001,0.001,0.063,0.0,0.0,3.0
2024-01-02 07:30:00,0.001,0.001,0.001,0.063,0.0,0.0,0.6
2024-01-02 07:45:00,0.001,0.001,0.001,0.156,0.0,0.0,0.6
2024-01-02 08:00:00,0.001,0.001,0.001,0.19560000000000002,1.8666666666666667,0.0,3.0
2024-01-02 08:15:00,0.001,0.001,0.001,0.18933333333333333,0.4666666666666667,0.0,0.8
2024-01-02 08:30:00,0.001,0.001,0.001,0.164,0.0,0.0,0.0
2024-01-02 08:45:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-02 09:00:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-02 09:15:00,0.001,0.001,0.001,0.13818441310724766,0.0,0.0,0.0
2024-01-02 09:30:00,0.001,0.001,0.001,0.20649040903934018,0.0,0.0,0.0
2024-01-02 09:45:00,0.001,0.001,0.001,0.18849040903934017,0.0,0.0,2.0
2024-01-02 10:00:00,0.001,0.001,0.001,0.5882904090393402,0.0,2.6666666666666665,0.0
2024-01-02 10:15:00,0.001,0.001,0.001,0.06989040903934017,0.0,0.0,0.0
2024-01-02 10:30:00,0.001,0.001,0.001,0.17257649898302316,0.0,0.0,0.0
2024-01-02 10:45:00,0.001,0.001,0.001,0.24333333333333335,0.0,0.0,0.0
2024-01-02 11:00:00,0.001,0.001,0.001,0.34913827805880376,0.0,0.0,0.2
2024-01-02 11:15:00,0.001,0.001,0.001,0.3165521973529143,0.0,0.0,2.0
2024-01-02 11:30:00,0.001,0.001,0.001,0.3257521973529143,0.0,0.0,0.0
2024-01-02 11:45:00,0.001,0.001,0.001,0.0815521973529143,0.0,0.0,0.0
2024-01-02 12:00:00,0.001,0.001,0.001,0.614618864019581,0.0,0.0,0.0
2024-01-02 12:15:00,0.001,0.001,0.001,0.13093131841174857,0.0,0.0,2.2
2024-01-02 12:30:00,0.001,0.001,0.001,0.8263866666666667,0.0,0.0,3.0
2024-01-02 12:45:00,0.001,0.001,0.001,0.18374666666666664,0.0,0.0,2.6
2024-01-02 13:00:00,0.001,0.001,0.001,0.2063333333333333,0.0,0.0,0.0
2024-01-02 13:15:00,0.001,0.001,0.001,0.14997266259875922,0.0,0.0,2.0
2024-01-02 13:30:00,0.001,0.001,0.001,0.1958237423726735,0.0,0.0,3.0
2024-01-02 13:45:00,0.001,0.001,0.001,0.35789040903934016,3.2666666666666666,0.0,1.8
2024-01-02 14:00:00,0.001,0.001,0.001,0.34562374237267346,5.6,0.0,0.6
2024-01-02 14:15:00,0.001,0.001,0.001,0.2840904090393402,0.0,0.0,3.0
2024-01-02 14:30:00,0.001,0.001,0.001,0.22570215954782863,0.0,0.0,2.0
2024-01-02 14:45:00,0.001,0.001,0.001,0.05,0.0,0.0,1.2
2024-01-02 15:00:00,0.001,0.001,0.001,0.15855999999999998,0.0,0.0,1.8
2024-01-02 15:15:00,0.6338278288461304,0.001,0.001,0.22703333333333334,0.0,0.0,0.0
2024-01-02 15:30:00,0.7920347860576631,0.001,0.001,0.3407,0.0,0.0,0.0
2024-01-02 15:45:00,0.7920347860576631,0.001,0.001,0.29269999999999996,0.0,0.0,0.0
2024-01-02 16:00:00,0.7920347860576631,0.001,0.001,0.3630333333333333,0.0,0.0,0.0
2024-01-02 16:15:00,0.7920347860576631,0.001,0.001,0.1857,0.4666666666666667,0.0,0.0
2024-01-02 16:30:00,0.7920347860576631,0.001,0.001,0.1857,3.2666666666666666,0.0,0.0
2024-01-02 16:45:00,0.7920347860576631,0.001,0.001,0.21669999999999998,0.0,0.0,0.0
2024-01-02 17:00:00,0.7920347860576631,0.001,0.001,0.3407,0.0,1.3333333333333333,0.0
2024-01-02 17:15:00,0.7920347860576631,0.001,0.001,0.29036666666666666,0.0,1.3333333333333333,0.0
2024-01-02 17:30:00,0.7920347860576631,0.001,0.001,0.3757,0.0,0.0,0.0
2024-01-02 17:45:00,0.7920347860576631,0.001,0.001,0.1857,0.0,0.0,0.0
2024-01-02 18:00:00,0.7920347860576631,0.001,0.001,0.1857,0.0,0.0,0.0
2024-01-02 18:15:00,0.4228852192307536,0.001,0.001,0.20636666666666664,0.0,0.0,0.0
2024-01-02 18:30:00,0.001,0.001,0.001,0.3407,0.0,0.0,0.0
2024-01-02 18:45:00,0.001,0.001,0.001,0.2880333333333333,0.0,0.0,0.0
2024-01-02 19:00:00,0.001,0.001,0.001,0.33951333333333333,0.0,0.0,0.0
2024-01-02 19:15:00,0.001,0.001,0.001,0.06266666666666668,0.0,0.0,0.0
2024-01-02 19:30:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-02 19:45:00,0.001,0.001,0.001,0.060333333333333336,0.0,0.0,0.0
2024-01-02 20:00:00,0.001,0.001,0.001,0.205,0.0,0.0,0.0
2024-01-02 20:15:00,0.001,0.001,0.001,0.15,0.0,0.0,0.0
2024-01-02 20:30:00,0.001,0.001,0.001,0.23999999999999996,0.0,0.0,0.0
2024-01-02 20:45:00,0.001,0.001,0.001,0.07533333333333334,0.0,0.0,0.0
2024-01-02 21:00:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-02 21:15:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-02 21:30:00,0.001,0.001,0.001,0.205,0.0,0.0,0.0
2024-01-02 21:45:00,0.001,0.001,0.001,0.14766666666666667,0.0,0.0,0.0
2024-01-02 22:00:00,0.001,0.001,0.001,0.23999999999999996,0.0,0.0,0.0
2024-01-02 22:15:00,0.001,0.001,0.001,0.08800000000000001,0.0,0.0,0.0
2024-01-02 22:30:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-02 22:45:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-02 23:00:00,0.001,0.001,0.001,0.2880357527124454,0.0,0.0,0.0
2024-01-02 23:15:00,0.001,0.001,0.001,0.30970927305892115,0.0,0.0,0.6
2024-01-02 23:30:00,0.001,0.001,0.001,0.4043759397255878,0.0,0.0,3.0
2024-01-02 23:45:00,0.001,0.001,0.001,0.26504260639225447,0.0,0.0,3.0
2024-01-03 00:00:00,0.001,0.001,0.001,0.2143759397255878,0.0,0.0,3.0
2024-01-03 00:15:00,0.001,0.001,0.001,0.19824260639225447,0.0,0.0,3.0
2024-01-03 00:30:00,0.001,0.001,0.001,0.22770927305892114,0.0,0.0,0.4
2024-01-03 00:45:00,0.001,0.001,0.001,0.17612869633593745,0.0,0.0,0.4
2024-01-03 01:00:00,0.001,0.001,0.001,0.2715521973529143,0.0,0.0,3.0
2024-01-03 01:15:00,0.001,0.001,0.001,0.11333333333333333,0.0,0.0,0.2
2024-01-03 01:30:00,0.001,0.001,0.001,0.05,0.0,0.0,0.4
2024-01-03 01:45:00,0.001,0.001,0.001,0.05,0.0,0.0,2.6
2024-01-03 02:00:00,0.001,0.001,0.001,0.174,0.0,0.0,1.6
2024-01-03 02:15:00,0.001,0.001,0.001,0.15333333333333332,0.0,0.0,3.0
2024-01-03 02:30:00,0.001,0.001,0.001,0.6271333333333333,0.0,0.0,2.8
2024-01-03 02:45:00,0.001,0.001,0.001,0.126,0.0,0.0,0.0
2024-01-03 03:00:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-03 03:15:00,0.001,0.001,0.001,0.5830666666666667,0.0,0.0,0.0
2024-01-03 03:30:00,0.001,0.001,0.001,0.16366666666666668,0.0,0.0,0.0
2024-01-03 03:45:00,0.001,0.001,0.001,0.16366666666666668,0.0,0.0,0.0
2024-01-03 04:00:00,0.001,0.001,0.001,0.21466666666666664,0.0,0.0,0.0
2024-01-03 04:15:00,0.001,0.001,0.001,0.13866666666666666,0.0,4.0,0.0
2024-01-03 04:30:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-03 04:45:00,0.001,0.001,0.001,0.05,0.0,0.0,0.0
2024-01-03 05:00:00,0.001,0.001,0.001,0.15333333333333332,0.0,0.0,1.8
