,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.058035492881161936,0.0,1.6
2024-01-01 00:15:00,0.001,0.0,0.001,0.0588237423726735,0.0,2.8
2024-01-01 00:30:00,0.001,0.0,0.001,0.08196202043147732,0.2,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.17204260639225447,2.8,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.4235521973529143,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.16821886401958094,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.06803479823527621,0.0,2.4
2024-01-01 01:45:00,0.001,0.0,0.001,0.047,0.0,2.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.109,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.37933333333333336,0.0,0.8
2024-01-01 02:45:00,0.001,0.0,0.001,0.169,0.0,3.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.047,0.0,1.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.3135333333333333,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.3135333333333333,1.2,2.4
2024-01-01 03:45:00,0.001,0.0,0.001,0.14,0.0,0.2
2024-01-01 04:00:00,0.001,0.0,0.001,0.43893333333333334,0.0,0.6
2024-01-01 04:15:00,0.001,0.0,0.001,0.4782,1.2,3.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.047,3.0,3.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.047,1.6,1.8
2024-01-01 05:00:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.171,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.21133333333333332,0.8,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.237,2.8,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.08499999999999999,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.202,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.12966666666666668,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.22433333333333333,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.14833333333333334,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.078,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.6136237423726736,0.0,1.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.11049040903934017,1.8,2.6
2024-01-01 08:45:00,0.001,0.0,0.001,0.17282374237267353,1.2,2.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.6232904090393402,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.05488249491511567,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.12200000000000001,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.215,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.08066666666666666,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.11066666666666666,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.23959999999999998,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.001,0.08499999999999999,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.14,0.0,2.6
2024-01-01 11:15:00,0.001,0.0,0.001,0.19166666666666668,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,0.061724358764693336,0.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.001,0.08461886401958098,0.0,0.0
2024-01-01 12:00:00,0.001,0.0,0.001,0.8019521973529143,0.0,0.2
2024-01-01 12:15:00,0.001,0.0,0.001,0.1928855306862476,0.0,3.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.21791694582744903,1.8,2.2
2024-01-01 12:45:00,0.001,0.9003333333333333,0.001,0.2212147678040335,1.2,0.0
2024-01-01 13:00:00,0.001,2.1000666666666667,0.001,0.19974810113736685,0.0,0.0
2024-01-01 13:15:00,0.001,1.0505333333333333,0.001,0.2243759397255878,0.0,0.0
2024-01-01 13:30:00,0.001,0.6007333333333332,0.001,0.3383759397255878,0.0,1.8
2024-01-01 13:45:00,0.001,0.0002666666666666667,0.001,0.3827366104601619,0.0,3.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.3793759397255878,0.0,3.0
2024-01-01 14:15:00,0.001,0.0,0.001,0.18128143447070016,0.0,1.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.0588237423726735,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.001,0.6588237423726734,0.0,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,1.2151609120902707,0.0,0.8
2024-01-01 15:15:00,0.001,0.0,0.001,0.7346666666666668,0.0,3.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.24000000000000002,0.0,1.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.09866666666666667,0.0,3.0
2024-01-01 16:00:00,0.001,0.0,0.001,0.047,0.0,1.4
2024-01-01 16:15:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 16:30:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 16:45:00,0.001,0.0,0.001,0.28633333333333333,0.0,0.0
2024-01-01 17:00:00,0.001,0.0,0.001,0.30333333333333334,1.8,0.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.06766666666666668,1.2,0.0
2024-01-01 17:30:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 17:45:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 18:00:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 18:15:00,0.001,0.0,0.001,0.254,0.0,0.0
2024-01-01 18:30:00,0.001,0.0,0.001,0.3563333333333334,0.0,0.0
2024-01-01 18:45:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 19:00:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 19:15:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 19:30:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 19:45:00,0.001,0.0,0.001,0.22166666666666668,0.0,0.0
2024-01-01 20:00:00,0.001,0.0,0.001,0.3506666666666666,0.0,0.0
2024-01-01 20:15:00,0.001,0.0,0.001,0.08499999999999999,0.0,0.0
2024-01-01 20:30:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 20:45:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 21:00:00,0.001,0.0,0.001,0.047,0.0,0.0
2024-01-01 21:15:00,0.001,0.0,0.001,0.202,0.0,0.4
2024-01-01 21:30:00,0.001,0.0,0.001,0.35512652755031543,0.4,3.0
2024-01-01 21:45:00,0.001,0.0,0.001,0.31270927305892116,2.6,1.0
2024-01-01 22:00:00,0.001,0.0,0.001,0.21137593972558782,0.0,0.0
2024-01-01 22:15:00,0.001,0.0,0.001,0.21137593972558782,0.0,0.0
2024-01-01 22:30:00,0.001,0.0,0.001,0.6421759397255878,0.0,0.0
2024-01-01 22:45:00,0.001,0.0,0.001,0.34323766166678393,0.0,0.0
2024-01-01 23:00:00,0.001,0.0,0.001,0.28271774644058095,0.0,0.0
2024-01-01 23:15:00,0.001,0.0,0.001,0.21639616361573608,0.0,2.8
2024-01-01 23:30:00,0.001,0.0,0.001,0.1556237423726735,0.0,3.0
2024-01-01 23:45:00,0.001,0.0,0.001,0.5796237423726736,0.0,3.0
2024-01-02 00:00:00,0.001,0.0,0.001,0.2418237423726735,0.0,3.0
