,TumbleDryer,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.029,0.0,0.0
2024-01-01 00:15:00,0.001,0.029,0.0,0.0
2024-01-01 00:30:00,0.001,0.029,0.0,0.0
2024-01-01 00:45:00,0.001,0.20633333333333334,0.0,0.0
2024-01-01 01:00:00,0.001,0.143,0.0,0.0
2024-01-01 01:15:00,0.001,0.029,0.0,0.0
2024-01-01 01:30:00,0.001,0.029,0.0,0.0
2024-01-01 01:45:00,0.001,0.029,0.0,0.0
2024-01-01 02:00:00,0.001,0.029,0.0,0.0
2024-01-01 02:15:00,0.001,0.219,0.0,1.0666666666666667
2024-01-01 02:30:00,0.001,0.13033333333333333,0.0,0.5333333333333333
2024-01-01 02:45:00,0.001,0.029,0.0,0.0
2024-01-01 03:00:00,0.001,0.029,0.0,0.0
2024-01-01 03:15:00,0.001,0.029,0.0,0.0
2024-01-01 03:30:00,0.001,0.041666666666666664,0.0,0.0
2024-01-01 03:45:00,0.001,0.219,0.0,0.0
2024-01-01 04:00:00,0.001,0.11766666666666667,0.0,0.0
2024-01-01 04:15:00,0.001,0.029,0.0,1.6
2024-01-01 04:30:00,0.001,0.029,0.0,0.8
2024-01-01 04:45:00,0.001,0.029,0.0,1.6
2024-01-01 05:00:00,0.001,0.05433333333333334,0.0,0.0
2024-01-01 05:15:00,0.001,0.219,0.0,0.0
2024-01-01 05:30:00,0.001,0.105,0.0,0.0
2024-01-01 05:45:00,0.001,0.029,0.0,0.0
2024-01-01 06:00:00,0.001,0.029,0.0,0.8
2024-01-01 06:15:00,0.001,0.029,3.2666666666666666,0.0
2024-01-01 06:30:00,0.001,0.06699999999999999,7.0,1.6
2024-01-01 06:45:00,0.001,0.219,3.2666666666666666,0.0
2024-01-01 07:00:00,0.001,0.09233333333333334,0.0,0.0
2024-01-01 07:15:00,0.001,0.5620666666666667,0.0,0.0
2024-01-01 07:30:00,0.001,0.029,6.066666666666666,1.6
2024-01-01 07:45:00,0.001,0.029,1.4,0.0
2024-01-01 08:00:00,0.001,0.07966666666666668,0.0,0.0
2024-01-01 08:15:00,0.001,0.232,0.0,0.0
2024-01-01 08:30:00,0.001,0.09266666666666667,0.0,0.0
2024-01-01 08:45:00,0.001,0.042,0.0,0.0
2024-01-01 09:00:00,0.001,0.042,0.0,0.0
2024-01-01 09:15:00,0.001,0.03506666666666667,0.0,0.0
2024-01-01 09:30:00,0.001,0.09233333333333334,0.0,0.0
2024-01-01 09:45:00,0.001,0.219,0.0,1.6
2024-01-01 10:00:00,0.001,0.067,0.0,0.0
2024-01-01 10:15:00,0.001,0.029866666666666666,3.2666666666666666,0.0
2024-01-01 10:30:00,0.001,0.042,7.0,0.0
2024-01-01 10:45:00,0.001,0.042,1.4,0.0
2024-01-01 11:00:00,0.001,0.11800000000000001,0.0,0.0
2024-01-01 11:15:00,0.001,0.3652666666666667,0.0,0.0
2024-01-01 11:30:00,0.001,0.3234666666666666,0.0,0.0
2024-01-01 11:45:00,0.001,0.029,0.0,0.0
2024-01-01 12:00:00,0.001,0.029,0.0,0.0
2024-01-01 12:15:00,0.001,0.029,0.0,0.0
2024-01-01 12:30:00,0.001,0.14206666666666667,0.0,0.0
2024-01-01 12:45:00,0.001,0.341,0.0,0.8
2024-01-01 13:00:00,0.001,0.16366666666666668,0.0,0.8
2024-01-01 13:15:00,0.001,0.151,3.2666666666666666,0.0
2024-01-01 13:30:00,0.001,0.151,3.7333333333333334,0.0
2024-01-01 13:45:00,0.001,0.0534,0.0,0.0
2024-01-01 14:00:00,0.001,0.1312,0.0,0.0
2024-01-01 14:15:00,0.001,0.232,0.0,0.0
2024-01-01 14:30:00,0.001,0.042,0.0,0.0
2024-01-01 14:45:00,0.001,0.842,0.0,0.0
2024-01-01 15:00:00,0.001,2.5715999999999997,0.0,0.0
2024-01-01 15:15:00,0.001,0.429,0.0,0.0
2024-01-01 15:30:00,0.001,0.143,0.0,0.0
2024-01-01 15:45:00,0.001,0.20633333333333334,0.0,0.0
2024-01-01 16:00:00,0.001,0.029,0.0,0.0
2024-01-01 16:15:00,0.001,0.029,0.0,0.0
2024-01-01 16:30:00,0.001,0.2955333333333333,0.0,0.0
2024-01-01 16:45:00,0.001,0.5620666666666667,0.0,0.5333333333333333
2024-01-01 17:00:00,0.001,0.4222,0.0,1.0666666666666667
2024-01-01 17:15:00,0.001,0.19366666666666665,0.0,0.0
2024-01-01 17:30:00,0.001,0.029,0.0,0.0
2024-01-01 17:45:00,0.001,0.029,0.0,0.0
2024-01-01 18:00:00,0.001,0.029,0.0,0.0
2024-01-01 18:15:00,0.001,0.029,0.0,0.0
2024-01-01 18:30:00,0.001,0.16833333333333333,0.0,0.0
2024-01-01 18:45:00,0.001,0.181,0.0,0.0
2024-01-01 19:00:00,0.001,0.029,0.0,0.0
2024-01-01 19:15:00,0.001,0.029,0.0,0.0
2024-01-01 19:30:00,0.001,0.029,0.0,0.0
2024-01-01 19:45:00,0.001,0.029,0.0,0.0
2024-01-01 20:00:00,0.001,0.18273333333333333,0.0,0.0
2024-01-01 20:15:00,0.001,0.30811538419605333,0.0,0.0
2024-01-01 20:30:00,0.001,0.3165521973529143,0.0,0.0
2024-01-01 20:45:00,0.001,0.3165521973529143,0.0,0.0
2024-01-01 21:00:00,0.001,0.31568553068624766,0.0,0.0
2024-01-01 21:15:00,0.001,0.2972417578823314,0.0,0.0
2024-01-01 21:30:00,0.001,0.3232,0.0,1.6
2024-01-01 21:45:00,0.001,0.16,0.0,0.0
2024-01-01 22:00:00,0.001,0.1801750912156648,0.0,0.0
2024-01-01 22:15:00,0.001,0.19455219735291432,0.0,0.0
2024-01-01 22:30:00,0.001,0.19455219735291432,0.0,0.0
2024-01-01 22:45:00,0.001,0.19281886401958098,0.0,0.0
2024-01-01 23:00:00,0.001,0.3588855306862476,0.0,0.0
2024-01-01 23:15:00,0.001,0.1798208789411657,0.0,0.0
2024-01-01 23:30:00,0.001,0.029,0.0,0.0
2024-01-01 23:45:00,0.001,0.029,0.0,0.0
2024-01-02 00:00:00,0.001,0.029,0.0,0.0
2024-01-02 00:15:00,0.001,0.5620666666666666,0.0,0.0
2024-01-02 00:30:00,0.001,0.219,0.0,0.0
2024-01-02 00:45:00,0.001,0.13033333333333333,0.0,0.0
2024-01-02 01:00:00,0.001,0.029,0.0,0.0
2024-01-02 01:15:00,0.001,0.029,0.0,0.0
2024-01-02 01:30:00,0.001,0.029,0.0,0.0
2024-01-02 01:45:00,0.001,0.041666666666666664,0.0,0.0
2024-01-02 02:00:00,0.001,0.7520666666666667,0.0,0.0
2024-01-02 02:15:00,0.001,0.11766666666666667,0.0,0.0
2024-01-02 02:30:00,0.001,0.029,0.0,0.0
2024-01-02 02:45:00,0.001,0.029,0.0,0.0
2024-01-02 03:00:00,0.001,0.4288,0.0,0.0
2024-01-02 03:15:00,0.001,0.05433333333333334,0.0,0.0
2024-01-02 03:30:00,0.001,0.219,0.0,0.0
2024-01-02 03:45:00,0.001,0.105,0.0,0.0
2024-01-02 04:00:00,0.001,0.029,0.0,0.0
2024-01-02 04:15:00,0.001,0.029,0.0,1.3333333333333333
2024-01-02 04:30:00,0.001,0.029,0.0,1.0666666666666667
2024-01-02 04:45:00,0.001,0.06699999999999999,0.0,0.0
2024-01-02 05:00:00,0.001,0.6188,0.0,0.0
2024-01-02 05:15:00,0.001,0.09233333333333334,0.0,0.0
2024-01-02 05:30:00,0.001,0.029,0.0,0.0
2024-01-02 05:45:00,0.001,0.029,0.0,0.0
2024-01-02 06:00:00,0.001,0.029,0.0,0.0
2024-01-02 06:15:00,0.001,0.07966666666666668,0.0,0.0
2024-01-02 06:30:00,0.001,0.219,0.0,0.0
2024-01-02 06:45:00,0.001,0.07966666666666668,0.0,0.0
2024-01-02 07:00:00,0.001,0.029,0.0,0.0
2024-01-02 07:15:00,0.001,0.029,0.0,0.0
2024-01-02 07:30:00,0.001,0.029,0.0,0.0
