,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0,0.001,0.6289472433896504,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.001,0.4920333333333333,0.0,0.4
2024-01-01 00:30:00,0.001,0.001,0.0,0.001,0.41709999999999997,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.001,0.3077,0.0,0.2
2024-01-01 01:00:00,0.001,0.001,0.0,0.001,0.2670333333333333,0.0,0.2
2024-01-01 01:15:00,0.001,0.001,0.0,0.001,0.24542,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.001,1.0111999999999999,0.0,0.2
2024-01-01 01:45:00,0.001,0.001,0.0,0.001,0.6848,0.0,0.4
2024-01-01 02:00:00,0.001,0.001,0.0,0.001,0.22166666666666668,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.001,0.6718,0.0,1.8
2024-01-01 02:30:00,0.001,0.001,0.0,0.001,0.05,1.2,0.2
2024-01-01 02:45:00,0.001,0.001,0.0,0.001,0.164,1.4,2.6
2024-01-01 03:00:00,0.001,0.001,0.0,0.001,0.34573333333333334,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.001,0.33666666666666667,0.0,0.2
2024-01-01 03:30:00,0.001,0.001,0.0,0.001,0.172,0.0,0.2
2024-01-01 03:45:00,0.001,0.001,0.0,0.001,0.172,0.0,0.4
2024-01-01 04:00:00,0.001,0.001,0.0,0.001,0.10693333333333332,0.0,1.6
2024-01-01 04:15:00,0.001,0.001,0.0,0.001,0.164,2.8,0.2
2024-01-01 04:30:00,0.001,0.001,0.0,0.001,0.2653333333333333,1.6,0.0
2024-01-01 04:45:00,0.001,0.001,0.0,0.001,0.18933333333333333,1.6,0.2
2024-01-01 05:00:00,0.001,0.001,0.0,0.001,0.05,3.0,0.8
2024-01-01 05:15:00,0.001,0.001,0.0,0.001,0.18326666666666666,3.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.001,0.4498,2.6,0.4
2024-01-01 05:45:00,0.001,0.001,0.0,0.001,0.164,0.0,0.2
2024-01-01 06:00:00,0.001,0.001,0.0,0.001,0.316,0.0,0.4
2024-01-01 06:15:00,0.001,0.001,0.0,0.001,0.13866666666666666,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.0,0.001,0.05,2.0,0.4
2024-01-01 07:00:00,0.001,0.001,0.0,0.001,0.05,0.4,2.6
2024-01-01 07:15:00,0.001,0.001,0.0,0.001,0.164,0.0,3.0
2024-01-01 07:30:00,0.001,0.001,0.0,0.001,0.36666666666666664,0.0,3.0
2024-01-01 07:45:00,0.001,0.001,0.0,0.001,0.08800000000000001,0.0,3.0
2024-01-01 08:00:00,0.001,0.001,0.0,0.001,0.05,1.2,3.0
2024-01-01 08:15:00,0.001,0.001,0.0,0.001,0.05,1.6,3.0
2024-01-01 08:30:00,0.001,0.001,0.0,0.001,0.05,0.0,3.0
2024-01-01 08:45:00,0.001,0.001,0.0,0.001,0.164,0.0,1.0
2024-01-01 09:00:00,0.001,0.001,0.0,0.001,0.6712,0.0,0.0
2024-01-01 09:15:00,0.001,0.001,0.0,0.001,0.1995333333333333,0.0,0.2
2024-01-01 09:30:00,0.001,0.001,0.0,0.001,0.172,0.0,0.2
2024-01-01 09:45:00,0.31741391442306527,0.001,0.0,0.001,0.172,1.6,0.0
