,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.3058237423726735,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.3058237423726735,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.3018824949151157,0.0,0.2
2024-01-01 00:45:00,0.001,0.0,0.001,0.4642666666666667,0.0,0.1
2024-01-01 01:00:00,0.001,0.0,0.001,0.2234,0.0,0.1
2024-01-01 01:15:00,0.001,0.0,0.001,0.052,0.0,0.1
2024-01-01 01:30:00,0.001,0.0,0.001,0.052,0.0,0.2
2024-01-01 01:45:00,0.001,0.0,0.001,0.052,0.0,0.3
2024-01-01 02:00:00,0.001,0.0,0.001,0.052,0.0,0.2
2024-01-01 02:15:00,0.001,0.0,0.001,0.22133333333333333,0.0,1.4
2024-01-01 02:30:00,0.001,0.0,0.001,0.22433333333333336,0.0,0.4
2024-01-01 02:45:00,0.001,0.0,0.001,0.052,0.0,0.2
2024-01-01 03:00:00,0.001,0.0,0.001,0.052,0.0,0.3
2024-01-01 03:15:00,0.001,0.0,0.001,0.052,0.0,0.1
2024-01-01 03:30:00,0.001,0.0,0.001,0.052,0.0,0.1
2024-01-01 03:45:00,0.001,0.0,0.001,0.21233333333333335,0.0,0.3
2024-01-01 04:00:00,0.001,0.0,0.001,0.23333333333333334,0.0,0.1
2024-01-01 04:15:00,0.001,0.0,0.001,0.052,2.1333333333333333,0.1
2024-01-01 04:30:00,0.001,0.0,0.001,0.052,4.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.052,4.0,0.1
2024-01-01 05:00:00,0.001,0.0,0.001,0.052,1.8666666666666667,0.9
2024-01-01 05:15:00,0.001,0.0,0.001,0.20333333333333334,0.0,1.1
2024-01-01 05:30:00,0.001,0.0,0.001,0.22166666666666665,0.0,0.3
2024-01-01 05:45:00,0.001,0.0,0.001,0.07266666666666666,0.0,0.1
2024-01-01 06:00:00,0.001,0.0,0.001,0.07919999999999999,0.0,0.8
2024-01-01 06:15:00,0.001,0.0,0.001,0.086,0.0,0.9
2024-01-01 06:30:00,0.001,0.0,0.001,0.08533333333333333,0.0,0.4
2024-01-01 06:45:00,0.001,0.0,0.001,0.165,0.0,0.5
2024-01-01 07:00:00,0.001,0.0,0.001,0.207,0.0,0.1
2024-01-01 07:15:00,0.001,0.0,0.001,0.10366666666666666,0.0,0.2
2024-01-01 07:30:00,0.001,0.0,0.001,0.052,0.0,0.3
2024-01-01 07:45:00,0.001,0.0,0.001,0.45180000000000003,0.0,0.2
2024-01-01 08:00:00,0.001,0.0,0.001,0.10379999999999999,0.0,0.4
2024-01-01 08:15:00,0.001,0.0,0.001,0.14566666666666667,0.0,0.1
2024-01-01 08:30:00,0.001,0.0,0.001,0.19933333333333333,0.0,0.1
2024-01-01 08:45:00,0.001,0.0,0.001,0.14766666666666667,0.0,0.9
2024-01-01 09:00:00,0.001,0.0,0.001,0.065,0.0,0.3
2024-01-01 09:15:00,0.001,0.0,0.001,0.057073626313721905,0.0,0.4
2024-01-01 09:30:00,0.001,0.0,0.001,1.616218864019581,0.0,0.4
2024-01-01 09:45:00,0.001,0.0,0.001,1.2088855306862478,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.18688553068624764,0.0,0.1
2024-01-01 10:15:00,0.001,0.0,0.001,0.19721886401958097,0.0,0.1
