,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.17,1.1
2024-01-01 00:15:00,0.001,0.0,0.001,0.2733333333333334,1.5
2024-01-01 00:30:00,0.001,0.0,0.001,0.18006666666666668,1.2
2024-01-01 00:45:00,0.001,0.0,0.001,0.049,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.10766666666666666,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.14433333333333334,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.049,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.13166666666666665,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.15233333333333332,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.049,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.071,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.159,0.3
2024-01-01 03:00:00,0.001,0.0,0.001,0.071,1.5
2024-01-01 03:15:00,0.001,0.0,0.001,0.111,1.5
2024-01-01 03:30:00,0.001,0.0,0.001,0.173,0.2
2024-01-01 03:45:00,0.001,0.0,0.001,0.049,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.049,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.14433333333333334,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.10766666666666666,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.09033333333333333,1.3
2024-01-01 05:00:00,0.001,0.0,0.001,0.7267333333333333,1.5
2024-01-01 05:15:00,0.001,0.0,0.001,0.055066666666666673,1.5
2024-01-01 05:30:00,0.001,0.0,0.001,0.06199999999999999,0.8
2024-01-01 05:45:00,0.001,0.0,0.001,0.12066666666666666,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.15733333333333333,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.08266666666666667,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.20746666666666663,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.059333333333333335,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.049,0.0
2024-01-01 07:15:00,0.001,0.0,0.001,0.071,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.159,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.071,0.0
2024-01-01 08:00:00,0.001,0.0,0.001,0.204,0.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.08,0.0
2024-01-01 08:30:00,0.001,0.0,0.001,0.049,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.049,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,0.14433333333333334,0.0
2024-01-01 09:15:00,0.001,0.0,0.001,0.10766666666666666,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.18333333333333332,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.10066666666666667,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.12786666666666668,0.8
2024-01-01 10:15:00,0.001,0.0,0.001,0.14,1.5
2024-01-01 10:30:00,0.001,0.0,0.001,0.19866666666666666,1.5
2024-01-01 10:45:00,0.001,0.0,0.001,0.19893333333333332,0.3
2024-01-01 11:00:00,0.001,0.0,0.001,0.2509866666666667,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.12133333333333332,0.0
2024-01-01 11:30:00,0.001,0.0,0.001,1.1156666666666666,0.5
2024-01-01 11:45:00,0.001,0.0,0.001,1.9284666666666666,1.5
2024-01-01 12:00:00,0.001,0.0,0.001,0.084,0.5
2024-01-01 12:15:00,0.001,0.0,0.001,0.17278824949151156,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.18795707570600684,0.0
2024-01-01 12:45:00,0.001,0.0,0.001,0.15382374237267352,0.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.32735707570600686,0.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.3044904090393402,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.0962221595478286,0.0
2024-01-01 13:45:00,0.001,0.0,0.001,0.29028057672298374,0.0
