,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.089,0.0
2024-01-01 00:15:00,0.001,0.18966666666666668,0.0
2024-01-01 00:30:00,0.001,0.107,0.0
2024-01-01 00:45:00,0.001,0.045,0.0
2024-01-01 01:00:00,0.001,0.045,0.0
2024-01-01 01:15:00,0.001,0.089,2.6
2024-01-01 01:30:00,0.001,0.23633333333333334,0.6
2024-01-01 01:45:00,0.001,0.14833333333333334,0.0
2024-01-01 02:00:00,0.001,0.045,0.0
2024-01-01 02:15:00,0.001,0.045,0.0
2024-01-01 02:30:00,0.001,0.045,0.0
2024-01-01 02:45:00,0.001,0.107,0.0
2024-01-01 03:00:00,0.001,0.2996666666666667,0.0
2024-01-01 03:15:00,0.001,0.06699999999999999,0.4
2024-01-01 03:30:00,0.001,0.045,1.8
2024-01-01 03:45:00,0.001,0.045,0.0
2024-01-01 04:00:00,0.001,0.06566666666666666,0.0
2024-01-01 04:15:00,0.001,0.2,0.0
2024-01-01 04:30:00,0.001,0.142,0.0
2024-01-01 04:45:00,0.001,0.111,0.0
2024-01-01 05:00:00,0.001,0.045,0.0
2024-01-01 05:15:00,0.001,0.045,0.0
2024-01-01 05:30:00,0.001,0.17933333333333332,0.0
2024-01-01 05:45:00,0.001,0.11733333333333333,0.0
2024-01-01 06:00:00,0.001,0.06699999999999999,0.0
2024-01-01 06:15:00,0.001,0.155,0.0
2024-01-01 06:30:00,0.001,0.045,0.0
2024-01-01 06:45:00,0.001,0.138,0.0
2024-01-01 07:00:00,0.001,0.15866666666666665,0.0
2024-01-01 07:15:00,0.001,0.045,0.0
2024-01-01 07:30:00,0.001,0.045,0.0
2024-01-01 07:45:00,0.001,0.13299999999999998,0.0
2024-01-01 08:00:00,0.001,0.14066666666666666,0.0
2024-01-01 08:15:00,0.001,0.2,0.0
2024-01-01 08:30:00,0.001,0.045,0.0
2024-01-01 08:45:00,0.001,0.045,0.0
2024-01-01 09:00:00,0.001,0.045,0.0
2024-01-01 09:15:00,0.001,0.09933333333333333,0.6
2024-01-01 09:30:00,0.001,0.28800000000000003,1.4
2024-01-01 09:45:00,0.001,0.08633333333333333,0.0
2024-01-01 10:00:00,0.001,0.045,0.0
2024-01-01 10:15:00,0.001,0.045,0.0
2024-01-01 10:30:00,0.001,0.045,0.0
2024-01-01 10:45:00,0.001,0.169,0.0
2024-01-01 11:00:00,0.001,0.23766666666666666,0.0
2024-01-01 11:15:00,0.001,0.06699999999999999,0.0
2024-01-01 11:30:00,0.001,0.045,1.0
2024-01-01 11:45:00,0.001,0.045,1.8
2024-01-01 12:00:00,0.001,0.12766666666666668,0.0
2024-01-01 12:15:00,0.001,0.169,0.0
2024-01-01 12:30:00,0.001,0.111,2.4
2024-01-01 12:45:00,0.001,0.12782783858822097,2.2
2024-01-01 13:00:00,0.001,0.07655219735291431,0.0
2024-01-01 13:15:00,0.001,0.11788553068624764,0.0
2024-01-01 13:30:00,0.001,0.32835219735291427,0.0
2024-01-01 13:45:00,0.001,0.20788553068624763,0.0
2024-01-01 14:00:00,0.001,0.19431043947058288,0.0
2024-01-01 14:15:00,0.001,0.276,0.0
2024-01-01 14:30:00,0.001,0.166,0.0
2024-01-01 14:45:00,0.001,0.24033333333333334,0.0
2024-01-01 15:00:00,0.001,0.09666666666666666,0.0
2024-01-01 15:15:00,0.001,0.045,0.0
2024-01-01 15:30:00,0.001,0.045,0.0
2024-01-01 15:45:00,0.001,0.13299999999999998,0.0
2024-01-01 16:00:00,0.001,0.20266666666666666,0.0
2024-01-01 16:15:00,0.001,0.138,0.0
2024-01-01 16:30:00,0.001,0.045,0.0
2024-01-01 16:45:00,0.001,0.045,0.0
2024-01-01 17:00:00,0.001,0.045,0.0
2024-01-01 17:15:00,0.001,0.16133333333333333,0.0
2024-01-01 17:30:00,0.001,0.2673333333333333,0.0
2024-01-01 17:45:00,0.001,0.045,0.0
2024-01-01 18:00:00,0.001,0.045,0.0
2024-01-01 18:15:00,0.001,0.045,0.0
