,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.001,0.0,0.001,0.3330013589346966,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.001,0.3331855306862476,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.0,0.001,0.39201043947058284,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.0,0.001,0.4997,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.001,0.3350333333333333,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.0,0.001,0.3097,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.001,0.22096666666666664,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.0,0.001,0.5884999999999999,0.0,0.6666666666666666
2024-01-01 02:00:00,0.001,0.001,0.0,0.001,0.34251333333333334,0.0,1.6
2024-01-01 02:15:00,0.001,0.001,0.0,0.001,0.15433333333333332,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.0,0.001,0.5860666666666667,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.001,0.16699999999999998,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.001,0.23033333333333333,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.001,0.053,0.0,1.4666666666666666
2024-01-01 04:00:00,0.001,0.001,0.0,0.001,0.053,0.0,0.5333333333333333
2024-01-01 04:15:00,0.001,0.001,0.0,0.001,0.053,0.0,0.8
2024-01-01 04:30:00,0.001,0.001,0.0,0.001,0.091,0.0,1.4666666666666666
2024-01-01 04:45:00,0.001,0.001,0.0,0.001,0.243,0.0,1.8666666666666667
2024-01-01 05:00:00,0.001,0.001,0.0,0.001,0.5161333333333333,0.0,2.0
2024-01-01 05:15:00,0.001,0.001,0.0,0.001,0.053,0.0,2.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.001,0.4528,0.0,2.0
2024-01-01 05:45:00,0.001,0.001,0.0,0.001,0.053,0.0,2.0
2024-01-01 06:00:00,0.001,0.001,0.0,0.001,0.205,0.0,2.0
2024-01-01 06:15:00,0.001,0.001,0.0,0.001,0.19233333333333333,0.0,1.0666666666666667
2024-01-01 06:30:00,0.001,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.0,0.001,0.129,1.0,1.4666666666666666
2024-01-01 07:30:00,0.001,0.001,0.0,0.001,0.243,2.0,1.3333333333333333
2024-01-01 07:45:00,0.001,0.001,0.0,0.001,0.07833333333333334,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.0,0.001,1.2933999999999999,0.0,0.0
2024-01-01 08:30:00,0.001,0.001,0.0,0.001,1.9463466666666664,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.0,0.001,0.38130000000000003,0.0,2.0
2024-01-01 09:00:00,0.001,0.001,0.0,0.001,0.4134333333333334,0.0,0.6666666666666666
2024-01-01 09:15:00,0.001,0.001,0.0,0.001,0.20170000000000002,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.0,0.001,0.20170000000000002,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.0,0.001,0.6014999999999999,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,0.0,0.001,0.3087666666666667,0.0,0.0
2024-01-01 10:15:00,0.001,0.001,0.0,0.001,0.3958611719215543,0.0,0.9333333333333333
2024-01-01 10:30:00,0.001,0.001,0.0,0.001,0.2332521973529143,0.0,1.6
2024-01-01 10:45:00,0.001,0.001,0.0,0.001,0.2332521973529143,0.0,0.0
2024-01-01 11:00:00,0.001,0.001,0.0,0.001,0.23238960842620818,0.0,0.0
2024-01-01 11:15:00,0.001,0.001,0.0,0.001,1.1359426063922546,0.0,0.0
2024-01-01 11:30:00,0.001,0.001,0.0,0.001,1.6490411414903117,0.0,0.0
2024-01-01 11:45:00,0.001,0.001,0.0,0.001,1.0958570757060069,0.0,0.0
2024-01-01 12:00:00,0.001,0.001,0.0,0.001,0.2973237423726735,0.0,0.0
2024-01-01 12:15:00,0.001,0.001,0.0,0.001,0.32088824949151157,0.0,1.6
2024-01-01 12:30:00,0.001,0.001,0.0,0.001,0.3321589938981388,0.0,0.9333333333333333
2024-01-01 12:45:00,0.001,0.001,0.0,0.001,0.4991446213138392,0.0,0.0
2024-01-01 13:00:00,0.001,0.001,0.0,0.001,0.5660759397255878,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.0,0.001,1.1699426063922544,0.0,0.0
2024-01-01 13:30:00,0.001,0.001,0.0,0.001,0.32307593972558785,0.0,0.0
2024-01-01 13:45:00,0.001,0.001,0.0,0.001,0.3144051953189606,0.0,0.0
2024-01-01 14:00:00,0.001,0.001,0.0,0.001,0.36298553068624767,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.0,0.001,0.38080347982352764,0.0,0.0
2024-01-01 14:30:00,0.001,0.001,0.0,0.001,0.22506882621449528,0.0,1.6
2024-01-01 14:45:00,0.001,0.001,0.0,0.001,0.2005237423726735,0.0,0.8
2024-01-01 15:00:00,0.001,0.001,0.0,0.001,0.26739040903934014,0.0,0.0
2024-01-01 15:15:00,0.001,0.001,0.0,0.001,0.3345237423726735,0.0,0.0
2024-01-01 15:30:00,0.001,0.001,0.0,0.001,0.4702437423726735,0.0,0.0
2024-01-01 15:45:00,0.001,0.001,0.0,0.001,0.30015707570600686,0.0,0.0
2024-01-01 16:00:00,0.001,0.001,0.0,0.001,0.19015707570600685,3.0,0.0
2024-01-01 16:15:00,0.001,0.001,0.0,0.001,0.18188249491511568,0.0,0.0
2024-01-01 16:30:00,0.001,1.4491974914579884,0.0,0.001,0.11734916158178234,0.0,0.0
2024-01-01 16:45:00,0.001,1.9244796209905488,0.0,0.001,0.2998237423726735,0.0,1.7333333333333334
2024-01-01 17:00:00,0.001,1.97843492348752,0.0,0.001,0.7629570757060069,0.0,0.6666666666666666
2024-01-01 17:15:00,0.001,1.653646877195888,0.0,0.001,0.220228687098144,0.0,0.0
2024-01-01 17:30:00,0.001,0.03426666666666667,0.0,0.001,0.2303759397255878,0.0,0.0
2024-01-01 17:45:00,0.001,0.001,0.0,0.001,0.3513759397255878,0.0,0.0
2024-01-01 18:00:00,0.001,0.001,0.0,0.001,1.1506426063922541,0.0,0.0
2024-01-01 18:15:00,0.001,0.001,0.0,0.001,2.5197252072746164,0.0,0.0
2024-01-01 18:30:00,0.001,0.001,0.0,0.001,1.6142356467451993,0.0,0.0
2024-01-01 18:45:00,0.001,0.001,0.0,0.001,0.4487759397255877,0.0,0.0
2024-01-01 19:00:00,0.001,0.001,0.0,0.001,0.29804260639225444,0.0,1.6
2024-01-01 19:15:00,0.001,0.001,0.0,0.001,0.33837593972558777,0.0,0.8
2024-01-01 19:30:00,0.001,0.001,0.0,0.001,0.47985854060794964,0.0,0.0
2024-01-01 19:45:00,0.001,0.001,0.0,0.001,0.43002374237267355,0.0,0.0
2024-01-01 20:00:00,0.001,0.001,0.0,0.001,0.3295321669216716,0.0,0.0
2024-01-01 20:15:00,0.001,0.001,0.0,0.001,0.3564692730589211,0.0,0.0
2024-01-01 20:30:00,0.001,0.001,0.0,0.001,0.4581267781438055,0.0,0.0
2024-01-01 20:45:00,0.001,0.001,0.0,0.001,0.4180404468444259,0.0,0.0
2024-01-01 21:00:00,0.001,0.001,0.0,0.001,0.5430759397255878,0.0,0.0
2024-01-01 21:15:00,0.001,0.001,0.0,0.001,0.44294260639225447,0.0,1.0666666666666667
2024-01-01 21:30:00,0.001,0.001,0.0,0.001,0.5623959397255879,0.0,1.0666666666666667
2024-01-01 21:45:00,0.001,0.001,0.0,0.001,0.41760927305892115,0.0,0.0
2024-01-01 22:00:00,0.001,0.001,0.0,0.001,0.4740759397255878,0.0,0.0
2024-01-01 22:15:00,0.001,0.001,0.0,0.001,0.66013469226803,0.0,0.0
2024-01-01 22:30:00,0.001,0.001,0.0,0.001,0.5691032771268286,0.0,0.0
2024-01-01 22:45:00,0.001,0.001,0.0,0.001,0.38289187394128305,0.0,0.0
2024-01-01 23:00:00,0.001,0.001,0.0,0.001,0.36185707570600684,0.0,0.0
2024-01-01 23:15:00,0.001,0.001,0.0,0.001,0.424220848509923,0.0,0.0
2024-01-01 23:30:00,0.001,0.001,0.0,0.001,0.5880759397255878,0.0,0.0
2024-01-01 23:45:00,0.001,0.001,0.0,0.001,0.644315027635317,0.0,0.0
2024-01-02 00:00:00,0.001,0.001,0.0,0.001,0.4622521973529144,0.0,0.0
2024-01-02 00:15:00,0.001,0.001,0.0,0.001,0.4709229417595415,0.0,0.0
2024-01-02 00:30:00,0.001,0.001,0.0,0.001,0.49792172745108876,0.0,0.0
2024-01-02 00:45:00,0.001,0.001,0.0,0.001,0.6383237423726735,0.0,0.0
2024-01-02 01:00:00,0.001,0.001,0.0,0.001,0.3905237423726735,0.0,0.0
2024-01-02 01:15:00,0.001,0.001,0.0,0.001,0.7882529979660462,0.0,0.0
2024-01-02 01:30:00,0.001,0.001,0.0,0.001,0.18869999999999998,0.0,0.0
2024-01-02 01:45:00,0.001,0.001,0.0,0.001,0.18869999999999998,0.0,0.0
2024-01-02 02:00:00,0.001,0.001,0.0,0.001,0.18869999999999998,0.0,0.0
2024-01-02 02:15:00,0.001,0.001,0.0,0.001,0.2773733333333333,0.0,0.0
2024-01-02 02:30:00,0.001,0.001,0.0,0.001,0.19233333333333333,0.0,0.0
2024-01-02 02:45:00,0.001,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-02 03:00:00,0.001,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-02 03:15:00,0.001,0.001,0.0,0.001,0.053,0.0,0.0
2024-01-02 03:30:00,0.001,0.001,0.0,0.001,0.129,0.0,0.0
2024-01-02 03:45:00,0.001,0.001,0.0,0.001,0.5095333333333333,0.0,0.0
2024-01-02 04:00:00,0.001,0.001,0.0,0.001,0.21159999999999998,0.0,0.0
2024-01-02 04:15:00,0.001,0.001,0.0,0.001,0.053,0.0,1.7333333333333334
2024-01-02 04:30:00,0.001,0.001,0.0,0.001,0.053,0.0,2.0
2024-01-02 04:45:00,0.001,0.001,0.0,0.001,0.053,0.0,1.0666666666666667
2024-01-02 05:00:00,0.001,0.001,0.0,0.001,0.243,0.0,0.0
2024-01-02 05:15:00,0.001,0.001,0.0,0.001,0.15433333333333332,0.0,0.0
2024-01-02 05:30:00,0.001,0.001,0.0,0.001,0.053,0.0,1.3333333333333333
2024-01-02 05:45:00,0.001,0.001,0.0,0.001,1.1191333333333333,0.0,0.0
2024-01-02 06:00:00,0.001,0.001,0.0,0.001,0.4528,0.0,0.0
2024-01-02 06:15:00,0.001,0.001,0.0,0.001,0.16699999999999998,0.0,0.0
2024-01-02 06:30:00,0.001,0.001,0.0,0.001,0.23033333333333333,0.0,0.0
2024-01-02 06:45:00,0.001,0.001,0.0,0.001,0.053,0.0,0.13333333333333333
2024-01-02 07:00:00,0.001,0.001,0.0,0.001,0.05906666666666667,0.0,2.0
