,WasherDryer,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.3420759397255878,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.5274640353530621,0.0,0.0,1.1
2024-01-01 00:30:00,0.001,0.0,0.6581904090393402,0.0,0.0,1.5
2024-01-01 00:45:00,0.001,0.0,0.5808519375216308,0.0,0.0,1.5
2024-01-01 01:00:00,0.001,0.0,0.33521593972558783,0.0,0.0,0.3
2024-01-01 01:15:00,0.001,0.0,0.7394426063922546,0.0,0.0,1.2
2024-01-01 01:30:00,0.001,0.0,0.15770927305892116,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.3629210235674096,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.28378813156860955,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.1777,0.0,0.0,1.4
2024-01-01 02:30:00,0.001,0.0,0.1777,0.0,0.0,0.8
2024-01-01 02:45:00,0.001,0.0,0.19836666666666666,0.0,0.0,1.0
2024-01-01 03:00:00,0.001,0.0,0.4973666666666667,0.0,0.0,1.1
2024-01-01 03:15:00,0.001,0.0,0.33288441310724765,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.1895237423726735,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.5893237423726736,0.0,0.0,1.0
2024-01-01 04:00:00,0.001,0.0,0.1895237423726735,0.0,0.8,1.2
2024-01-01 04:15:00,0.001,0.0,0.4781904090393402,0.0,3.0,1.5
2024-01-01 04:30:00,0.001,0.0,0.37903333333333333,0.0,3.0,1.5
2024-01-01 04:45:00,0.001,0.0,0.1777,0.0,1.0,1.5
2024-01-01 05:00:00,0.001,0.0,0.1777,0.0,2.0,1.5
2024-01-01 05:15:00,0.001,0.0,0.1777,0.0,1.8,0.7
2024-01-01 05:30:00,0.001,0.0,0.4147,0.0,3.0,0.8
