,TumbleDryer,DishWasher,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.0,0.4204092730589212,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.6757426063922545,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.35390579323539345,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.1885237423726735,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.17906474847453469,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.2654333333333333,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.46203333333333335,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.5684472526274438,0.0,2.3333333333333335
2024-01-01 02:00:00,0.001,0.0,0.37991886401958097,0.0,0.6666666666666666
2024-01-01 02:15:00,0.001,0.0,0.3292521973529143,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.2808521973529143,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.2392521973529143,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.4223785710391924,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.36669999999999997,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.18755999999999998,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.057827838588220964,0.0,3.0
2024-01-01 04:00:00,0.001,0.0,0.07255219735291431,0.0,0.3333333333333333
2024-01-01 04:15:00,0.001,0.0,0.17588553068624763,2.933333333333333,1.0
2024-01-01 04:30:00,0.001,0.0,0.23121886401958094,11.0,0.3333333333333333
2024-01-01 04:45:00,0.001,0.0,0.2625521973529143,0.0,1.6666666666666667
2024-01-01 05:00:00,0.001,0.0,0.35179798507841525,0.0,1.0
2024-01-01 05:15:00,0.001,0.0,0.3075333333333334,0.0,4.0
2024-01-01 05:30:00,0.001,0.0,0.06166666666666667,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.196,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.14,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.231,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.05366666666666667,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.6670666666666667,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.14353333333333335,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.15533333333333335,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.24400000000000002,0.0,2.3333333333333335
2024-01-01 08:00:00,0.001,0.0,0.054,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.05653333333333334,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.5958,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.06166666666666667,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.155,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.21833333333333335,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.054,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.13666666666666666,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.15733333333333333,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.054,0.0,0.3333333333333333
2024-01-01 10:30:00,0.001,0.0,0.5787333333333333,0.0,2.0
2024-01-01 10:45:00,0.001,0.0,0.21866666666666665,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.054,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.209,0.7333333333333333,0.0
2024-01-01 11:30:00,0.001,0.0,0.11233333333333334,11.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.162,2.933333333333333,0.0
2024-01-01 12:00:00,0.001,0.0,0.3074,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.327,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.24733333333333332,0.0,0.0
2024-01-01 12:45:00,0.001,0.0,0.7609570757060069,0.0,0.0
2024-01-01 13:00:00,0.001,0.0,0.05629040903934017,0.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.0528237423726735,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.2048237423726735,0.0,2.3333333333333335
2024-01-01 13:45:00,0.001,0.0,0.1905805767229837,0.0,0.0
2024-01-01 14:00:00,0.001,0.0,0.2607173991176381,0.0,0.0
2024-01-01 14:15:00,0.001,0.0,0.23488553068624762,0.0,0.0
2024-01-01 14:30:00,0.001,0.0,0.19355219735291432,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.19355219735291432,2.933333333333333,0.0
2024-01-01 15:00:00,0.001,0.0,1.0673521973529143,0.0,0.0
2024-01-01 15:15:00,0.001,0.0,1.2593766528470605,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.5101570757060068,0.0,0.0
2024-01-01 15:45:00,0.001,0.0,0.5858904090393402,0.0,0.0
2024-01-01 16:00:00,0.001,0.0,0.0528237423726735,0.0,0.0
2024-01-01 16:15:00,0.001,0.0,0.05124724338965037,0.0,0.0
2024-01-01 16:30:00,0.001,0.0,0.4006104090393402,0.0,0.0
2024-01-01 16:45:00,0.001,0.0,0.5708570757060069,0.0,0.0
2024-01-01 17:00:00,0.001,0.0,0.37419040903934014,0.0,2.3333333333333335
2024-01-01 17:15:00,0.001,0.0,0.3225237423726735,0.0,0.0
2024-01-01 17:30:00,0.001,0.0,0.3200021595478286,0.0,0.0
2024-01-01 17:45:00,0.001,0.0,0.20089999999999997,0.0,0.0
2024-01-01 18:00:00,0.001,0.0002666666666666667,0.41836666666666666,0.0,0.0
2024-01-01 18:15:00,0.001,2.1000666666666667,0.41657362631372197,0.0,0.0
2024-01-01 18:30:00,0.001,1.2004666666666668,0.20825219735291428,0.0,0.0
2024-01-01 18:45:00,0.001,1.3504,0.21613469226802995,0.0,0.0
2024-01-01 19:00:00,0.001,0.0007333333333333333,0.2926759397255878,0.0,0.0
2024-01-01 19:15:00,0.001,0.0,0.35807593972558777,0.0,0.0
2024-01-01 19:30:00,0.001,0.0,0.6617655002550049,0.0,0.0
2024-01-01 19:45:00,0.001,0.0,0.5047426063922544,0.0,0.0
2024-01-01 20:00:00,0.001,0.0,0.3430404468444259,0.0,0.0
2024-01-01 20:15:00,0.001,0.0,0.3082521973529143,0.0,0.0
2024-01-01 20:30:00,0.001,0.0,0.22069219735291432,0.0,0.0
