,TumbleDryer,DishWasher,WashingMachine,BaseLoad
2024-01-01 00:00:00,0.001,0.0,0.001,0.4009417578823315
2024-01-01 00:15:00,0.001,0.0,0.001,0.2552521973529143
2024-01-01 00:30:00,0.001,0.0,0.001,0.2172521973529143
2024-01-01 00:45:00,0.001,0.0,0.001,0.48378553068624763
2024-01-01 01:00:00,0.001,0.0,0.001,0.3758521973529143
2024-01-01 01:15:00,0.001,0.0,0.001,0.4009417578823315
2024-01-01 01:30:00,0.001,0.0,0.001,0.126
2024-01-01 01:45:00,0.001,0.0,0.001,0.4498
2024-01-01 02:00:00,0.001,0.0,0.001,0.05
2024-01-01 02:15:00,0.001,0.0,0.001,0.05
2024-01-01 02:30:00,0.001,0.0,0.001,0.2273333333333333
2024-01-01 02:45:00,0.001,0.0,0.001,0.164
2024-01-01 03:00:00,0.001,0.0,0.001,0.05
2024-01-01 03:15:00,0.001,0.0,0.001,0.05
2024-01-01 03:30:00,0.001,0.0,0.001,0.05
2024-01-01 03:45:00,0.001,0.0,0.001,0.18933333333333333
2024-01-01 04:00:00,0.001,0.0,0.001,0.20199999999999999
2024-01-01 04:15:00,0.001,0.0,0.001,0.18326666666666666
2024-01-01 04:30:00,0.001,0.0,0.001,0.4498
2024-01-01 04:45:00,0.001,0.0,0.001,0.4498
2024-01-01 05:00:00,0.001,0.0,0.001,0.15133333333333335
2024-01-01 05:15:00,0.001,0.0,0.001,0.23999999999999996
2024-01-01 05:30:00,0.001,0.0,0.001,0.05
2024-01-01 05:45:00,0.001,0.0,0.001,0.05
2024-01-01 06:00:00,0.001,0.0,0.001,0.05
2024-01-01 06:15:00,0.001,0.0,0.001,0.11333333333333333
2024-01-01 06:30:00,0.001,0.0,0.001,0.23999999999999996
2024-01-01 06:45:00,0.001,0.0,0.001,0.08800000000000001
2024-01-01 07:00:00,0.001,0.0,0.001,0.05
2024-01-01 07:15:00,0.001,0.0,0.001,0.05
2024-01-01 07:30:00,0.001,0.0,0.001,0.07533333333333332
2024-01-01 07:45:00,0.001,0.0,0.001,0.23999999999999996
2024-01-01 08:00:00,0.001,0.0,0.001,0.126
2024-01-01 08:15:00,0.001,0.0,0.001,0.4498
2024-01-01 08:30:00,0.001,0.0,0.001,0.05
2024-01-01 08:45:00,0.001,1.0503333333333333,0.001,0.05
2024-01-01 09:00:00,0.001,1.9501333333333333,0.001,0.2273333333333333
2024-01-01 09:15:00,0.001,1.2004666666666666,0.001,0.164
2024-01-01 09:30:00,0.001,0.4508,0.001,0.05
2024-01-01 09:45:00,0.001,6.666666666666667e-05,0.001,0.05
2024-01-01 10:00:00,0.001,1.5003333333333333,0.001,0.06213333333333334
2024-01-01 10:15:00,0.001,1.5003333333333333,0.001,0.2151294969490694
2024-01-01 10:30:00,0.001,1.6502666666666665,0.001,0.34782374237267355
2024-01-01 10:45:00,0.001,0.001,0.001,0.21054810113736683
2024-01-01 11:00:00,0.11525299393937072,0.0,0.001,0.6141759397255878
2024-01-01 11:15:00,1.6984739823927635,0.0,0.001,0.2143759397255878
2024-01-01 11:30:00,1.9571921555028464,0.0,0.001,0.29326994379349525
2024-01-01 11:45:00,1.9777871676156922,0.0,0.001,1.2048855306862476
2024-01-01 12:00:00,1.2913192803479392,0.0,0.001,1.9166666666666665
2024-01-01 12:15:00,0.001,0.0,0.001,0.05
2024-01-01 12:30:00,0.001,0.0,0.001,0.07524175788233144
2024-01-01 12:45:00,0.001,0.0,0.001,0.14488553068624765
2024-01-01 13:00:00,0.001,0.0,0.001,0.2715521973529143
2024-01-01 13:15:00,0.001,0.0,0.001,0.11955219735291431
2024-01-01 13:30:00,0.001,0.0,0.001,0.0815521973529143
2024-01-01 13:45:00,0.001,0.0,0.001,0.6083084245489981
2024-01-01 14:00:00,0.001,0.0,0.21009531541237417,0.18389333333333333
2024-01-01 14:15:00,0.001,0.0,0.6512177418389324,0.4990647484745347
2024-01-01 14:30:00,0.001,0.0003333333333333333,0.4137072442888054,0.39452374237267346
2024-01-01 14:45:00,0.001,2.25,0.16964365321084549,0.585057075706007
2024-01-01 15:00:00,0.001,1.2004666666666668,0.6030308412973945,0.45179040903934015
2024-01-01 15:15:00,0.001,1.2004666666666668,1.1911661941981222,0.3500759397255878
2024-01-01 15:30:00,0.001,0.0006666666666666666,0.09525598664950095,0.40974644277651845
2024-01-01 15:45:00,0.001,0.0,0.1389822423506404,0.33125219735291433
2024-01-01 16:00:00,0.001,0.0,0.4027552660211879,0.6366521973529143
2024-01-01 16:15:00,0.001,0.0,0.1592050431402715,0.42905479823527615
2024-01-01 16:30:00,0.001,0.0,0.001,0.74158
2024-01-01 16:45:00,0.001,0.0,0.001,0.45903333333333335
2024-01-01 17:00:00,0.001,0.0,0.001,2.588343772803916
2024-01-01 17:15:00,0.001,0.0,0.001,2.263118864019581
2024-01-01 17:30:00,0.001,0.0,0.001,0.2834921973529143
2024-01-01 17:45:00,0.001,0.0,0.001,0.2172521973529143
2024-01-01 18:00:00,0.001,0.0,0.001,0.3627455306862476
2024-01-01 18:15:00,0.001,0.0,0.001,0.4671817578823314
2024-01-01 18:30:00,0.001,0.0,0.001,0.7187666666666667
