,TumbleDryer,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.11033333333333334,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.047,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.047,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.17366666666666666,0.0,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.313,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.08499999999999999,0.0,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.047,0.0,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.047,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.08499999999999999,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.4016666666666666,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.08499999999999999,0.0,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.047,0.0,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.047,0.0,0.0,2.8
2024-01-01 03:15:00,0.001,0.0,0.11033333333333334,0.0,0.0,1.2
2024-01-01 03:30:00,0.001,0.0,0.24966666666666665,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.21166666666666664,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.047,0.0,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.047,0.0,2.4,0.0
2024-01-01 04:30:00,0.001,0.0,0.13566666666666669,0.0,4.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.19899999999999998,0.0,4.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.123,0.0,4.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.161,0.0,4.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.047,0.0,0.8,0.0
2024-01-01 05:45:00,0.001,0.0,0.161,0.0,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.17366666666666666,0.0,4.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.047,0.0,4.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.17366666666666666,0.0,2.4,0.0
2024-01-01 06:45:00,0.001,0.0,0.11033333333333334,0.0,3.2,0.0
2024-01-01 07:00:00,0.001,0.0,0.18633333333333332,0.0,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.14833333333333334,0.0,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.047,0.0,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.047,0.0,2.4,0.0
2024-01-01 08:00:00,0.001,0.0,0.22433333333333333,0.0,1.3333333333333333,0.0
2024-01-01 08:15:00,0.001,0.0,0.22433333333333333,0.0,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.123,0.0,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.047,0.0,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.047,0.0,1.8666666666666667,0.0
2024-01-01 09:15:00,0.001,0.0,0.08499999999999999,0.0,1.6,0.0
2024-01-01 09:30:00,0.001,0.0,0.389,0.0,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.09766666666666665,0.0,0.0,1.6
2024-01-01 10:00:00,0.001,0.0,0.047,0.0,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.053933333333333326,0.0,0.0,1.8
2024-01-01 10:30:00,0.001,0.0,0.08533333333333333,0.0,2.6666666666666665,0.0
2024-01-01 10:45:00,0.001,0.0,0.33866666666666667,0.0,0.8,0.0
2024-01-01 11:00:00,0.001,0.0,0.18666666666666665,0.0,0.0,0.0
