,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.2295237423726735,0.0
2024-01-01 00:15:00,0.001,0.3815237423726735,0.0
2024-01-01 00:30:00,0.001,0.2675237423726735,0.0
2024-01-01 00:45:00,0.001,0.27419040903934017,0.0
2024-01-01 01:00:00,0.001,0.29494316564968975,0.6666666666666666
2024-01-01 01:15:00,0.001,0.21769999999999998,0.0
2024-01-01 01:30:00,0.001,0.3697,0.0
2024-01-01 01:45:00,0.001,0.7887666666666667,1.6666666666666667
2024-01-01 02:00:00,0.001,0.1797,0.6666666666666666
2024-01-01 02:15:00,0.001,0.29336666666666666,0.3333333333333333
2024-01-01 02:30:00,0.001,0.19180666666666665,0.3333333333333333
2024-01-01 02:45:00,0.001,0.234,0.3333333333333333
2024-01-01 03:00:00,0.001,0.12000000000000001,0.0
2024-01-01 03:15:00,0.001,0.044,0.0
2024-01-01 03:30:00,0.001,0.044,0.3333333333333333
2024-01-01 03:45:00,0.001,0.22666666666666668,0.3333333333333333
2024-01-01 04:00:00,0.001,0.2856666666666667,0.3333333333333333
2024-01-01 04:15:00,0.001,0.12000000000000001,1.0
2024-01-01 04:30:00,0.001,0.044,0.0
2024-01-01 04:45:00,0.001,0.44380000000000003,0.3333333333333333
2024-01-01 05:00:00,0.001,0.10266666666666667,0.3333333333333333
2024-01-01 05:15:00,0.001,0.389,0.3333333333333333
2024-01-01 05:30:00,0.001,0.14066666666666666,0.0
2024-01-01 05:45:00,0.001,0.044,0.0
2024-01-01 06:00:00,0.001,0.044,0.6666666666666666
2024-01-01 06:15:00,0.001,0.4818,0.0
2024-01-01 06:30:00,0.001,0.2856666666666667,0.0
2024-01-01 06:45:00,0.001,0.26466666666666666,0.3333333333333333
2024-01-01 07:00:00,0.001,0.044,1.0
2024-01-01 07:15:00,0.001,0.044,0.0
2024-01-01 07:30:00,0.001,0.082,0.3333333333333333
2024-01-01 07:45:00,0.001,0.234,0.0
2024-01-01 08:00:00,0.001,0.20266666666666666,0.3333333333333333
2024-01-01 08:15:00,0.001,0.15766666666666668,0.3333333333333333
2024-01-01 08:30:00,0.001,0.044,0.0
2024-01-01 08:45:00,0.001,0.08893333333333334,0.0
2024-01-01 09:00:00,0.001,0.7436278385882209,0.3333333333333333
2024-01-01 09:15:00,0.001,2.0837521973529145,0.0
2024-01-01 09:30:00,0.001,0.20135219735291432,1.0
2024-01-01 09:45:00,0.001,0.17121886401958097,0.3333333333333333
2024-01-01 10:00:00,0.001,0.21528553068624762,0.0
2024-01-01 10:15:00,0.001,0.39955219735291425,0.3333333333333333
2024-01-01 10:30:00,0.001,0.26241391929411045,0.3333333333333333
2024-01-01 10:45:00,0.001,0.17539999999999997,0.0
2024-01-01 11:00:00,0.001,0.314,0.0
2024-01-01 11:15:00,0.001,0.17893333333333333,0.3333333333333333
2024-01-01 11:30:00,0.001,0.247,0.0
2024-01-01 11:45:00,0.001,0.133,0.0
2024-01-01 12:00:00,0.001,0.053533333333333336,0.0
2024-01-01 12:15:00,0.001,0.06466666666666666,0.3333333333333333
2024-01-01 12:30:00,0.001,0.23700000000000002,0.0
2024-01-01 12:45:00,0.001,0.2546666666666667,0.0
2024-01-01 13:00:00,0.001,0.12000000000000001,0.0
2024-01-01 13:15:00,0.001,0.044,0.6666666666666666
2024-01-01 13:30:00,0.001,0.044,0.3333333333333333
2024-01-01 13:45:00,0.001,0.13366666666666666,0.3333333333333333
2024-01-01 14:00:00,0.001,0.3786666666666667,0.0
2024-01-01 14:15:00,0.001,0.12000000000000001,1.0
2024-01-01 14:30:00,0.001,0.044,0.3333333333333333
2024-01-01 14:45:00,0.001,0.044,0.3333333333333333
2024-01-01 15:00:00,0.001,0.6874399999999999,0.0
2024-01-01 15:15:00,0.001,0.45236666666666664,0.3333333333333333
2024-01-01 15:30:00,0.001,0.4083487175293867,0.0
2024-01-01 15:45:00,0.001,0.2887855306862477,0.0
2024-01-01 16:00:00,0.001,0.8783188640195809,0.3333333333333333
2024-01-01 16:15:00,0.001,0.3832521973529143,0.3333333333333333
2024-01-01 16:30:00,0.001,0.5268382780588038,0.3333333333333333
2024-01-01 16:45:00,0.001,0.5033666666666667,0.0
2024-01-01 17:00:00,0.001,0.27303333333333335,0.0
2024-01-01 17:15:00,0.001,0.1797,1.0
2024-01-01 17:30:00,0.001,0.21769999999999998,0.0
2024-01-01 17:45:00,0.001,0.3697,0.3333333333333333
2024-01-01 18:00:00,0.001,0.2683208789411657,0.3333333333333333
2024-01-01 18:15:00,0.001,0.3576521973529143,0.3333333333333333
2024-01-01 18:30:00,0.001,0.275918864019581,0.6666666666666666
2024-01-01 18:45:00,0.0687316897825012,0.26225219735291433,0.3333333333333333
2024-01-01 19:00:00,0.22682445028681286,0.4644084245489981,0.0
2024-01-01 19:15:00,1.0480917842527124,0.40073549288116195,0.3333333333333333
2024-01-01 19:30:00,0.23935650167967457,0.34247099500011735,0.0
2024-01-01 19:45:00,0.13825657016981338,0.49907593972558784,0.3333333333333333
2024-01-01 20:00:00,0.23973158958077476,0.40274260639225445,0.0
2024-01-01 20:15:00,0.6691374043641064,0.5340759397255878,0.6666666666666666
2024-01-01 20:30:00,0.12481499771125158,0.3477026063922545,1.6666666666666667
2024-01-01 20:45:00,0.25295079774059637,0.15190927305892113,1.6666666666666667
2024-01-01 21:00:00,1.3412469755805598,0.3848953537648107,2.6666666666666665
2024-01-01 21:15:00,0.7702320920242269,0.7908426063922546,0.6666666666666666
2024-01-01 21:30:00,0.16249106075250772,0.39837593972558777,0.0
2024-01-01 21:45:00,0.21353011618250387,0.4110292730589211,1.0
2024-01-01 22:00:00,0.4998862558393829,0.3440759397255878,0.0
2024-01-01 22:15:00,0.263773953408373,0.3440759397255878,2.3333333333333335
2024-01-01 22:30:00,0.001,0.4647426063922545,3.3333333333333335
2024-01-01 22:45:00,0.001,0.6435356467451993,0.0
2024-01-01 23:00:00,0.001,0.3885237423726735,0.3333333333333333
2024-01-01 23:15:00,0.001,0.3125237423726735,0.6666666666666666
2024-01-01 23:30:00,0.001,0.32724810113736685,0.3333333333333333
2024-01-01 23:45:00,0.001,0.3710404468444259,0.3333333333333333
