,Occupancy,EV_plugged,EV_arrival,EV_departure,SoC_ref_EV,SoC_arr_EV,T_set_HP,T_ref_HP,T_wall_HP,T_out_HP,P_loss_HP,P_use_WB,P_loss_WB,T_set_WB,T_ref_WB,Water_use
2024-01-01 00:00:00,2.0,0,0,0,0.0,0.0,15.0,15.0,13.5,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:01:00,2.0,0,0,0,0.0,0.0,15.0,14.99811529027765,13.500755982668268,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:02:00,2.0,0,0,0,0.0,0.0,15.0,14.996233783643568,13.501508224619114,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:03:00,2.0,0,0,0,0.0,0.0,15.0,14.994355471734387,13.502256736932482,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:04:00,2.0,0,0,0,0.0,0.0,15.0,14.992480346210133,13.503001530656865,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:05:00,2.0,0,0,0,0.0,0.0,15.0,14.990608398754167,13.503742616809388,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:06:00,2.0,0,0,0,0.0,0.0,15.0,14.988739621073115,13.5044800063759,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:07:00,2.0,0,0,0,0.0,0.0,15.0,14.986874004896801,13.505213710311061,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:08:00,2.0,0,0,0,0.0,0.0,15.0,14.985011541978189,13.505943739538433,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:09:00,2.0,0,0,0,0.0,0.0,15.0,14.983152224093306,13.50667010495056,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:10:00,2.0,0,0,0,0.0,0.0,15.0,14.981296043041189,13.507392817409066,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:11:00,2.0,0,0,0,0.0,0.0,15.0,14.979442990643811,13.508111887744736,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:12:00,2.0,0,0,0,0.0,0.0,15.0,14.977593058746024,13.508827326757602,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:13:00,2.0,0,0,0,0.0,0.0,15.0,14.975746239215486,13.509539145217035,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:14:00,2.0,0,0,0,0.0,0.0,15.0,14.973902523942604,13.510247353861828,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:15:00,2.0,0,0,0,0.0,0.0,15.0,14.972061904840466,13.510951963400284,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:16:00,2.0,0,0,0,0.0,0.0,15.0,14.970224373844777,13.5116529845103,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:17:00,2.0,0,0,0,0.0,0.0,15.0,14.968389922913797,13.512350427839458,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
2024-01-01 00:18:00,2.0,0,0,0,0.0,0.0,15.0,14.966558544028278,13.513044304005103,12.0,1.4156593198950287,0.0,0.0,60.0,60.0,0.0
