,Tset,Tref,Twall,Tout,Ploss,Power,Power_limited,Flex_EV
2024-01-01 00:00:00,20.0,20.0,20.0,12.0,0.0,0.0,0.0,1.0
2024-01-01 00:01:00,20.0,19.99958469244407,19.99799445341021,12.0,320.0,0.0,0.0,1.0
2024-01-01 00:02:00,20.0,19.999229248339855,19.99599031715231,12.0,319.7749709699852,0.0,0.0,1.0
2024-01-01 00:03:00,20.0,19.998872911081488,19.993987624232126,12.0,319.5446756121544,0.0,0.0,1.0
2024-01-01 00:04:00,20.0,19.998515682007245,19.991986372954383,12.0,319.3146507487822,0.0,0.0,1.0
2024-01-01 00:05:00,20.0,19.998157562453653,19.989986561625955,12.0,319.0848960358217,0.0,0.0,1.0
2024-01-01 00:06:00,20.0,19.997798553755498,19.98798818855587,12.0,318.855411129668,0.0,0.0,1.0
2024-01-01 00:07:00,20.0,19.997438657245823,19.985991252055317,12.0,318.62619568715684,0.0,0.0,1.0
2024-01-01 00:08:00,20.0,19.99707787425593,19.98399575043762,12.0,318.39724936556524,0.0,0.0,1.0
2024-01-01 00:09:00,20.0,19.996716206115384,19.982001682018257,12.0,318.1685718226098,0.0,0.0,1.0
2024-01-01 00:10:00,20.0,19.996353654152013,19.980009045114844,12.0,317.94016271644597,0.0,0.0,1.0
2024-01-01 00:11:00,20.0,19.995990219691915,19.978017838047137,12.0,317.7120217056691,0.0,0.0,1.0
2024-01-01 00:12:00,20.0,19.99562590405945,19.97602805913703,12.0,317.484148449312,0.0,0.0,1.0
2024-01-01 00:13:00,20.0,19.99526070857726,19.974039706708552,12.0,317.25654260684536,0.0,0.0,1.0
2024-01-01 00:14:00,20.0,19.994894634566247,19.972052779087864,12.0,317.0292038381777,0.0,0.0,1.0
2024-01-01 00:15:00,20.0,19.994527683345602,19.970067274603252,12.0,316.80213180365297,0.0,0.0,1.0
2024-01-01 00:16:00,20.0,19.994159856232784,19.96808319158513,12.0,316.5753261640517,0.0,0.0,1.0
2024-01-01 00:17:00,20.0,19.993791154543537,19.966100528366034,12.0,316.34878658058983,0.0,0.0,1.0
2024-01-01 00:18:00,20.0,19.993421579591885,19.964119283280628,12.0,316.122512714918,0.0,0.0,1.0
2024-01-01 00:19:00,20.0,19.993051132690137,19.96213945466568,12.0,315.89650422912194,0.0,0.0,1.0
2024-01-01 00:20:00,20.0,19.992679815148886,19.96016104086009,12.0,315.6707607857203,3000.0,3000.0,1.0
2024-01-01 00:21:00,20.0,19.99230762827702,19.958184040204856,12.0,315.4452820476658,3000.0,3000.0,1.0
2024-01-01 00:22:00,20.0,19.99193457338171,19.95620845104309,12.0,315.22006767834307,1131.7037037037044,1131.7037037037044,1.0
2024-01-01 00:23:00,20.0,19.991560651768427,19.954234271720015,12.0,314.99511734156886,0.0,0.0,1.0
2024-01-01 00:24:00,20.0,19.991185864740938,19.952261500582953,12.0,314.77043070159215,0.0,0.0,1.0
2024-01-01 00:25:00,20.0,19.990810213601304,19.950290135981334,12.0,314.54600742309196,0.0,0.0,1.0
2024-01-01 00:26:00,20.0,19.990433699649884,19.948320176266677,12.0,314.3218471711789,0.0,0.0,1.0
2024-01-01 00:27:00,20.0,19.990056324185343,19.94635161979261,12.0,314.0979496113922,0.0,0.0,1.0
2024-01-01 00:28:00,20.0,19.989678088504647,19.94438446491484,12.0,313.8743144097019,0.0,0.0,1.0
2024-01-01 00:29:00,20.0,19.98929899390307,19.942418709991177,12.0,313.65094123250583,0.0,0.0,1.0
2024-01-01 00:30:00,20.0,19.988919041674194,19.94045435338151,12.0,313.4278297466301,0.0,0.0,1.0
2024-01-01 00:31:00,20.0,19.988538233109917,19.938491393447823,12.0,313.2049796193288,3000.0,3000.0,1.0
2024-01-01 00:32:00,20.0,19.98815656950044,19.936529828554175,12.0,312.98239051828256,565.8518518518522,565.8518518518522,1.0
2024-01-01 00:33:00,20.0,19.987774052134288,19.934569657066707,12.0,312.76006211160006,0.0,0.0,1.0
2024-01-01 00:34:00,20.0,19.987390682298297,19.93261087735364,12.0,312.5379940678143,0.0,0.0,1.0
2024-01-01 00:35:00,20.0,19.987006461277627,19.930653487785264,12.0,312.31618605588494,0.0,0.0,1.0
2024-01-01 00:36:00,20.0,19.986621390355754,19.92869748673395,12.0,312.094637745196,0.0,0.0,1.0
2024-01-01 00:37:00,20.0,19.986235470814485,19.926742872574128,12.0,311.87334880555636,0.0,0.0,1.0
2024-01-01 00:38:00,20.0,19.98584870393395,19.924789643682303,12.0,311.65231890719815,0.0,0.0,1.0
2024-01-01 00:39:00,20.0,19.985461090992604,19.92283779843704,12.0,311.4315477207771,0.0,0.0,1.0
2024-01-01 00:40:00,20.0,19.985072633267233,19.920887335218968,12.0,311.211034917372,0.0,0.0,1.0
2024-01-01 00:41:00,20.0,19.98468333203296,19.918938252410772,12.0,310.99078016848364,0.0,0.0,1.0
2024-01-01 00:42:00,20.0,19.98429318856324,19.916990548397198,12.0,310.77078314603426,0.0,0.0,1.0
2024-01-01 00:43:00,20.0,19.98390220412986,19.915044221565037,12.0,310.5510435223682,0.0,0.0,1.0
2024-01-01 00:44:00,20.0,19.98351038000295,19.91309927030314,12.0,310.3315609702488,0.0,0.0,1.0
2024-01-01 00:45:00,20.0,19.983117717450984,19.9111556930024,12.0,310.11233516286063,0.0,0.0,1.0
2024-01-01 00:46:00,20.0,19.982724217740774,19.90921348805576,12.0,309.8933657738079,0.0,0.0,1.0
2024-01-01 00:47:00,20.0,19.982329882137478,19.9072726538582,12.0,309.67465247711283,0.0,0.0,1.0
2024-01-01 00:48:00,20.0,19.981934711904604,19.905333188806747,12.0,309.456194947217,0.0,0.0,1.0
2024-01-01 00:49:00,20.0,19.981538708304004,19.903395091300464,12.0,309.23799285897906,0.0,0.0,1.0
2024-01-01 00:50:00,20.0,19.98114187259589,19.901458359740445,12.0,309.0200458876762,0.0,0.0,1.0
2024-01-01 00:51:00,20.0,19.98074420603882,19.89952299252982,12.0,308.8023537090009,0.0,0.0,1.0
2024-01-01 00:52:00,20.0,19.980345709889715,19.897588988073753,12.0,308.58491599906336,0.0,0.0,1.0
2024-01-01 00:53:00,20.0,19.979946385403842,19.89565634477943,12.0,308.36773243438864,0.0,0.0,1.0
2024-01-01 00:54:00,20.0,19.979546233834842,19.893725061056056,12.0,308.15080269191805,0.0,0.0,1.0
2024-01-01 00:55:00,20.0,19.97914525643471,19.891795135314872,12.0,307.934126449006,0.0,0.0,1.0
2024-01-01 00:56:00,20.0,19.978743454453806,19.88986656596913,12.0,307.7177033834226,0.0,0.0,1.0
2024-01-01 00:57:00,20.0,19.97834082914086,19.887939351434095,12.0,307.5015331733505,3000.0,3000.0,1.0
2024-01-01 00:58:00,20.0,19.977937381742965,19.88601349012706,12.0,307.285615497386,3000.0,3000.0,1.0
2024-01-01 00:59:00,20.0,19.97753311350559,19.884088980467315,12.0,307.06995003453795,1131.7037037037044,1131.7037037037044,1.0
2024-01-01 01:00:00,20.0,19.977128025672574,19.882165820876168,12.0,306.8545364642272,0.0,0.0,1.0
2024-01-01 01:01:00,20.0,19.97672211948613,19.88024400977693,12.0,306.639374466286,0.0,0.0,1.0
2024-01-01 01:02:00,20.0,19.976315396186852,19.87832354559492,12.0,306.42446372095753,0.0,0.0,1.0
2024-01-01 01:03:00,20.0,19.975907857013706,19.876404426757453,12.0,306.20980390889554,0.0,0.0,1.0
2024-01-01 01:04:00,20.0,19.975499503204045,19.874486651693847,12.0,305.9953947111638,0.0,0.0,1.0
2024-01-01 01:05:00,20.0,19.975090335993603,19.872570218835413,12.0,305.78123580923517,0.0,0.0,1.0
2024-01-01 01:06:00,20.0,19.9746803566165,19.87065512661546,12.0,305.5673268849918,0.0,0.0,1.0
2024-01-01 01:07:00,20.0,19.97426956630524,19.868741373469287,12.0,305.35366762072385,0.0,0.0,1.0
2024-01-01 01:08:00,20.0,19.97385796629072,19.866828957834176,12.0,305.1402576991298,0.0,0.0,1.0
2024-01-01 01:09:00,20.0,19.97344555780223,19.864917878149402,12.0,304.9270968033142,0.0,0.0,1.0
2024-01-01 01:10:00,20.0,19.973032342067444,19.86300813285622,12.0,304.7141846167896,0.0,0.0,1.0
2024-01-01 01:11:00,20.0,19.972618320312446,19.861099720397867,12.0,304.5015208234746,0.0,0.0,1.0
2024-01-01 01:12:00,20.0,19.972203493761707,19.85919263921956,12.0,304.28910510769316,0.0,0.0,1.0
2024-01-01 01:13:00,20.0,19.971787863638102,19.857286887768492,12.0,304.0769371541746,0.0,0.0,1.0
2024-01-01 01:14:00,20.0,19.971371431162904,19.85538246449382,12.0,303.865016648053,3000.0,3000.0,1.0
2024-01-01 01:15:00,20.0,19.970954197555795,19.85347936784669,12.0,303.65334327486624,3000.0,3000.0,1.0
2024-01-01 01:16:00,20.0,19.970536164034858,19.851577596280197,12.0,303.4419167205563,3000.0,3000.0,1.0
2024-01-01 01:17:00,20.0,19.97011733181659,19.849677148249416,12.0,303.2307366714685,3000.0,3000.0,1.0
2024-01-01 01:18:00,20.0,19.969697702115887,19.847778022211376,12.0,303.0198028143499,3000.0,3000.0,1.0
2024-01-01 01:19:00,20.0,19.96927727614607,19.845880216625073,12.0,302.8091148363502,3000.0,3000.0,1.0
2024-01-01 01:20:00,20.0,19.968856055118867,19.84398372995146,12.0,302.598672425021,3000.0,3000.0,1.0
2024-01-01 01:21:00,20.0,19.968434040244425,19.842088560653444,12.0,302.38847526831444,3000.0,3000.0,1.0
2024-01-01 01:22:00,20.0,19.968011232731303,19.840194707195884,12.0,302.178523054583,3000.0,3000.0,1.0
2024-01-01 01:23:00,20.0,19.96758763378649,19.838302168045594,12.0,301.9688154725801,3000.0,3000.0,1.0
2024-01-01 01:24:00,20.0,19.96716324461539,19.836410941671332,12.0,301.7593522114578,3000.0,3000.0,1.0
2024-01-01 01:25:00,20.0,19.96673806642183,19.834521026543804,12.0,301.5501329607675,3000.0,3000.0,1.0
2024-01-01 01:26:00,20.0,19.96631210040807,19.832632421135656,12.0,301.3411574104592,3000.0,3000.0,1.0
2024-01-01 01:27:00,20.0,19.965885347774798,19.83074512392148,12.0,301.13242525088015,3000.0,3000.0,1.0
2024-01-01 01:28:00,20.0,19.965457809721123,19.828859133377804,12.0,300.9239361727763,790.2222222222263,790.2222222222263,1.0
2024-01-01 01:29:00,20.0,19.965029487444596,19.82697444798309,12.0,300.7156898672896,0.0,0.0,1.0
2024-01-01 01:30:00,20.0,19.964600382141196,19.825091066217734,12.0,300.5076860259589,0.0,0.0,1.0
2024-01-01 01:31:00,20.0,19.964170495005344,19.82320898656406,12.0,300.2999243407189,0.0,0.0,1.0
2024-01-01 01:32:00,20.0,19.963739827229897,19.82132820750633,12.0,300.0924045038993,0.0,0.0,1.0
2024-01-01 01:33:00,20.0,19.96330838000615,19.81944872753072,12.0,299.8851262082251,0.0,0.0,1.0
2024-01-01 01:34:00,20.0,19.962876154523844,19.81757054512534,12.0,299.67808914681603,0.0,0.0,1.0
2024-01-01 01:35:00,20.0,19.96244315197116,19.81569365878021,12.0,299.47129301318563,0.0,0.0,1.0
2024-01-01 01:36:00,20.0,19.962009373534734,19.813818066987274,12.0,299.2647375012402,3000.0,3000.0,1.0
2024-01-01 01:37:00,20.0,19.96157482039964,19.811943768240393,12.0,299.05842230527924,565.8518518518522,565.8518518518522,1.0
2024-01-01 01:38:00,20.0,19.961139493749407,19.81007076103534,12.0,298.85234711999476,0.0,0.0,1.0
2024-01-01 01:39:00,20.0,19.960703394766018,19.808199043869802,12.0,298.6465116404708,0.0,0.0,1.0
2024-01-01 01:40:00,20.0,19.960266524629912,19.80632861524337,12.0,298.44091556218274,0.0,0.0,1.0
2024-01-01 01:41:00,20.0,19.95982888451998,19.80445947365754,12.0,298.2355585809963,0.0,0.0,1.0
2024-01-01 01:42:00,20.0,19.95939047561357,19.802591617615718,12.0,298.0304403931681,0.0,0.0,1.0
2024-01-01 01:43:00,20.0,19.958951299086497,19.800725045623206,12.0,297.8255606953443,0.0,0.0,1.0
2024-01-01 01:44:00,20.0,19.958511356113032,19.798859756187206,12.0,297.62091918456105,0.0,0.0,1.0
2024-01-01 01:45:00,20.0,19.958070647865913,19.796995747816815,12.0,297.41651555824245,0.0,0.0,1.0
2024-01-01 01:46:00,20.0,19.957629175516345,19.79513301902303,12.0,297.2123495142018,0.0,0.0,1.0
2024-01-01 01:47:00,20.0,19.957186940234003,19.793271568318733,12.0,297.0084207506399,0.0,0.0,1.0
2024-01-01 01:48:00,20.0,19.956743943187025,19.7914113942187,12.0,296.80472896614486,0.0,0.0,1.0
2024-01-01 01:49:00,20.0,19.95630018554203,19.789552495239587,12.0,296.6012738596922,0.0,0.0,1.0
2024-01-01 01:50:00,20.0,19.955855668464107,19.78769486989994,12.0,296.398055130643,0.0,0.0,1.0
2024-01-01 01:51:00,20.0,19.95541039311682,19.785838516720187,12.0,296.19507247874463,0.0,0.0,1.0
2024-01-01 01:52:00,20.0,19.954964360662213,19.783983434222627,12.0,295.9923256041299,0.0,0.0,1.0
2024-01-01 01:53:00,20.0,19.954517572260812,19.782129620931446,12.0,295.78981420731634,0.0,0.0,1.0
2024-01-01 01:54:00,20.0,19.95407002907162,19.7802770753727,12.0,295.58753798920577,0.0,0.0,1.0
2024-01-01 01:55:00,20.0,19.953621732252127,19.778425796074323,12.0,295.3854966510846,0.0,0.0,1.0
2024-01-01 01:56:00,20.0,19.95317268295831,19.77657578156611,12.0,295.1836898946221,0.0,0.0,1.0
2024-01-01 01:57:00,20.0,19.95272288234463,19.774727030379722,12.0,294.98211742187044,0.0,0.0,1.0
2024-01-01 01:58:00,20.0,19.952272331564043,19.772879541048695,12.0,294.7807789352643,0.0,0.0,1.0
2024-01-01 01:59:00,20.0,19.95182103176799,19.771033312108422,12.0,294.57967413762026,0.0,0.0,1.0
2024-01-01 02:00:00,20.0,19.95136898410642,19.769188342096157,11.0,294.3788027321365,0.0,0.0,1.0
2024-01-01 02:01:00,20.0,19.950864276283266,19.767093936227287,11.0,334.1781644223918,0.0,0.0,1.0
2024-01-01 02:02:00,20.0,19.95035871567419,19.765000962657986,11.0,333.949630283594,0.0,0.0,1.0
2024-01-01 02:03:00,20.0,19.94985230358695,19.762909419725084,11.0,333.72136151666376,0.0,0.0,1.0
2024-01-01 02:04:00,20.0,19.949345041327593,19.760819305767516,11.0,333.4933577845417,0.0,0.0,1.0
2024-01-01 02:05:00,20.0,19.948836930200454,19.758730619126332,11.0,333.26561875059997,0.0,0.0,1.0
2024-01-01 02:06:00,20.0,19.948327971508164,19.75664335814469,11.0,333.0381440786438,0.0,0.0,1.0
2024-01-01 02:07:00,20.0,19.94781816655165,19.754557521167843,11.0,332.81093343290956,0.0,0.0,1.0
2024-01-01 02:08:00,20.0,19.947307516630136,19.75247310654316,11.0,332.5839864780644,0.0,0.0,1.0
2024-01-01 02:09:00,20.0,19.946796023041156,19.750390112620096,11.0,332.3573028792064,0.0,0.0,1.0
2024-01-01 02:10:00,20.0,19.94628368708053,19.74830853775021,11.0,332.13088230186213,0.0,0.0,1.0
2024-01-01 02:11:00,20.0,19.945770510042397,19.74622838028715,11.0,331.9047244119892,0.0,0.0,1.0
2024-01-01 02:12:00,20.0,19.945256493219194,19.74414963858666,11.0,331.6788288759731,0.0,0.0,1.0
2024-01-01 02:13:00,20.0,19.94474163790167,19.742072311006567,11.0,331.4531953606278,0.0,0.0,1.0
2024-01-01 02:14:00,20.0,19.94422594537889,19.739996395906786,11.0,331.2278235331944,0.0,0.0,1.0
2024-01-01 02:15:00,20.0,19.943709416938223,19.737921891649314,11.0,331.00271306134175,0.0,0.0,1.0
2024-01-01 02:16:00,20.0,19.943192053865364,19.73584879659823,11.0,330.7778636131646,0.0,0.0,1.0
2024-01-01 02:17:00,20.0,19.942673857444316,19.73377710911969,11.0,330.553274857184,0.0,0.0,1.0
2024-01-01 02:18:00,20.0,19.94215482895741,19.73170682758192,11.0,330.32894646234706,0.0,0.0,1.0
2024-01-01 02:19:00,20.0,19.941634969685293,19.729637950355226,11.0,330.1048780980247,0.0,0.0,1.0
2024-01-01 02:20:00,20.0,19.94111428090694,19.72757047581198,11.0,329.88106943401317,0.0,0.0,1.0
2024-01-01 02:21:00,20.0,19.940592763899655,19.725504402326617,11.0,329.65752014053203,0.0,0.0,1.0
2024-01-01 02:22:00,20.0,19.940070419939065,19.723439728275643,11.0,329.4342298882239,0.0,0.0,1.0
2024-01-01 02:23:00,20.0,19.939547250299128,19.72137645203762,11.0,329.21119834815454,0.0,0.0,1.0
2024-01-01 02:24:00,20.0,19.93902325625214,19.719314571993174,11.0,328.9884251918119,0.0,0.0,1.0
2024-01-01 02:25:00,20.0,19.938498439068724,19.71725408652498,11.0,328.7659100911056,0.0,0.0,1.0
2024-01-01 02:26:00,20.0,19.93797280001785,19.715194994017775,11.0,328.5436527183661,0.0,0.0,1.0
2024-01-01 02:27:00,20.0,19.93744634036682,19.71313729285834,11.0,328.3216527463442,3000.0,3000.0,1.0
2024-01-01 02:28:00,20.0,19.93691906138128,19.71108098143551,11.0,328.0999098482117,565.8518518518522,565.8518518518522,1.0
2024-01-01 02:29:00,20.0,19.93639096432522,19.709026058140164,11.0,327.87842369755896,3000.0,3000.0,1.0
2024-01-01 02:30:00,20.0,19.935862050460976,19.70697252136522,11.0,327.65719396839546,3000.0,3000.0,1.0
2024-01-01 02:31:00,20.0,19.935332321049234,19.70492036950564,11.0,327.4362203351492,1131.7037037037044,1131.7037037037044,1.0
2024-01-01 02:32:00,20.0,19.934801777349023,19.702869600958422,11.0,327.21550247266595,0.0,0.0,1.0
2024-01-01 02:33:00,20.0,19.93427042061773,19.700820214122604,11.0,326.99504005620884,0.0,0.0,1.0
2024-01-01 02:34:00,20.0,19.933738252111095,19.69877220739925,11.0,326.77483276145813,0.0,0.0,1.0
2024-01-01 02:35:00,20.0,19.933205273083214,19.69672557919146,11.0,326.5548802645096,0.0,0.0,1.0
2024-01-01 02:36:00,20.0,19.93267148478654,19.694680327904358,11.0,326.33518224187554,0.0,0.0,1.0
2024-01-01 02:37:00,20.0,19.932136888471888,19.69263645194509,11.0,326.1157383704829,0.0,0.0,1.0
2024-01-01 02:38:00,20.0,19.93160148538844,19.690593949722835,11.0,325.89654832767354,0.0,0.0,1.0
2024-01-01 02:39:00,20.0,19.931065276783738,19.68855281964878,11.0,325.6776117912034,0.0,0.0,1.0
2024-01-01 02:40:00,20.0,19.93052826390369,19.686513060136132,11.0,325.458928439242,0.0,0.0,1.0
2024-01-01 02:41:00,20.0,19.929990447992573,19.684474669600117,11.0,325.2404979503716,0.0,0.0,1.0
2024-01-01 02:42:00,20.0,19.92945183029304,19.682437646457966,11.0,325.0223200035877,0.0,0.0,1.0
2024-01-01 02:43:00,20.0,19.92891241204611,19.680401989128928,11.0,324.8043942782969,0.0,0.0,1.0
2024-01-01 02:44:00,20.0,19.928372194491185,19.678367696034247,11.0,324.58672045431854,0.0,0.0,1.0
2024-01-01 02:45:00,20.0,19.92783117886604,19.676334765597183,11.0,324.369298211881,0.0,0.0,1.0
2024-01-01 02:46:00,20.0,19.927289366406832,19.674303196242988,11.0,324.15212723162523,0.0,0.0,1.0
2024-01-01 02:47:00,20.0,19.926746758348095,19.672272986398923,11.0,323.9352071945999,0.0,0.0,1.0
2024-01-01 02:48:00,20.0,19.926203355922752,19.670244134494236,11.0,323.7185377822653,0.0,0.0,1.0
2024-01-01 02:49:00,20.0,19.92565916036211,19.66821663896017,11.0,323.50211867648886,0.0,0.0,1.0
