,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.18933333333333333,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.20199999999999999,0.0,0.3333333333333333
2024-01-01 01:15:00,0.001,0.0,0.001,0.15133333333333335,0.0,0.3333333333333333
2024-01-01 01:30:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.05,0.0,2.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.23999999999999996,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.11333333333333333,0.0,1.6666666666666667
2024-01-01 02:45:00,0.001,0.0,0.001,0.05,0.0,1.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.08800000000000001,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.23999999999999996,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.07533333333333334,0.0,0.3333333333333333
2024-01-01 04:00:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.05,2.1333333333333333,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.126,0.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.2273333333333333,0.0,0.3333333333333333
2024-01-01 05:00:00,0.001,0.0,0.001,0.05,0.8,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.05,0.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.164,0.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.18933333333333333,0.0,0.3333333333333333
2024-01-01 06:15:00,0.001,0.0,0.001,0.063,4.0,0.3333333333333333
2024-01-01 06:30:00,0.001,0.0,0.001,0.063,4.0,2.6666666666666665
2024-01-01 06:45:00,0.001,0.0,0.001,0.19626666666666667,1.6,1.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.4711333333333333,0.0,0.3333333333333333
2024-01-01 07:15:00,0.001,0.0,0.001,0.15133333333333335,0.0,1.3333333333333333
2024-01-01 07:30:00,0.001,0.0,0.21009531541237417,0.05,0.0,5.0
2024-01-01 07:45:00,0.001,0.0,0.6512177418389324,0.6680666666666666,0.0,0.3333333333333333
2024-01-01 08:00:00,0.001,0.0,0.4137072442888054,0.184,0.0,1.6666666666666667
2024-01-01 08:15:00,0.001,0.0,0.16964365321084549,0.374,0.0,0.3333333333333333
2024-01-01 08:30:00,0.001,0.0,0.6030308412973945,0.24733333333333332,0.0,3.0
2024-01-01 08:45:00,0.001,0.0,1.1911661941981222,0.11686666666666666,2.4,2.0
2024-01-01 09:00:00,0.001,0.0,0.09525598664950095,0.05,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.1389822423506404,0.08800000000000001,0.0,1.0
2024-01-01 09:30:00,0.001,0.0,0.4027552660211879,0.23999999999999996,0.0,0.6666666666666666
2024-01-01 09:45:00,0.001,0.0,0.7422495318685893,0.07533333333333334,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.0578,0.0,0.3333333333333333
2024-01-01 10:15:00,0.001,0.0,0.001,0.063,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.13899999999999998,0.0,0.3333333333333333
2024-01-01 10:45:00,0.001,0.0,0.001,0.24033333333333334,0.0,0.3333333333333333
2024-01-01 11:00:00,0.001,0.0,0.001,0.05433333333333334,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.05,0.0,0.6666666666666666
2024-01-01 11:30:00,0.001,0.0,0.001,0.05,0.0,1.0
2024-01-01 11:45:00,0.001,0.0,0.001,0.164,0.0,2.3333333333333335
2024-01-01 12:00:00,0.001,0.0,0.001,0.18933333333333333,0.0,0.3333333333333333
2024-01-01 12:15:00,0.001,0.0,0.001,0.05,0.0,0.3333333333333333
2024-01-01 12:30:00,0.001,0.0,0.001,0.5830666666666667,0.0,0.0
2024-01-01 12:45:00,0.001,0.0,0.001,0.05,0.0,0.3333333333333333
2024-01-01 13:00:00,0.001,0.0,0.001,0.20199999999999999,0.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.001,0.15133333333333335,0.0,0.3333333333333333
2024-01-01 13:30:00,0.001,0.0,0.001,0.05,1.6,1.3333333333333333
2024-01-01 13:45:00,0.001,0.0,0.001,0.05,1.0666666666666667,0.6666666666666666
2024-01-01 14:00:00,0.001,0.0,0.001,0.05,0.0,0.3333333333333333
2024-01-01 14:15:00,0.001,0.0,0.001,0.23999999999999996,0.0,0.0
2024-01-01 14:30:00,0.001,0.0,0.001,2.1133333333333333,0.0,0.3333333333333333
2024-01-01 14:45:00,0.001,0.0,0.001,0.8822666666666665,0.0,0.3333333333333333
2024-01-01 15:00:00,0.001,0.0,0.001,0.171,0.0,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.20900000000000002,0.0,0.3333333333333333
2024-01-01 15:30:00,0.001,0.0,0.001,0.3862417578823314,0.0,1.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.22788553068624762,0.0,0.3333333333333333
2024-01-01 16:00:00,0.001,0.0,0.001,0.1665521973529143,0.0,0.6666666666666666
