,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.7836777193005633,0.48082374237267356,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.12242849310647148,0.15815707570600684,0.0,0.8
2024-01-01 00:30:00,0.001,0.0,0.2539360595937185,0.2214904090393402,0.0,0.1
2024-01-01 00:45:00,0.001,0.0,0.04361468365503597,0.046576498983023136,0.0,0.1
2024-01-01 01:00:00,0.001,0.0,0.001,0.045,0.0,1.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-01 01:30:00,0.001,0.0,0.001,0.045,0.0,1.2
2024-01-01 01:45:00,0.001,0.0,0.001,0.197,0.0,1.1
2024-01-01 02:00:00,0.001,0.0,0.001,0.15899999999999997,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.045,0.0,0.8
2024-01-01 02:30:00,0.001,0.0,0.001,0.045,0.0,0.4
2024-01-01 02:45:00,0.001,0.0,0.001,0.045,0.0,0.2
2024-01-01 03:00:00,0.001,0.0,0.001,0.057666666666666665,0.0,0.6
2024-01-01 03:15:00,0.001,0.0,0.001,0.235,0.0,1.2
2024-01-01 03:30:00,0.001,0.0,0.001,0.10833333333333334,0.0,0.1
2024-01-01 03:45:00,0.001,0.0,0.001,0.045,2.3333333333333335,0.1
2024-01-01 04:00:00,0.001,0.0,0.001,0.045,2.6666666666666665,0.3
2024-01-01 04:15:00,0.001,0.0,0.001,0.045,4.0,0.3
2024-01-01 04:30:00,0.001,0.0,0.001,0.10833333333333334,5.0,0.1
2024-01-01 04:45:00,0.001,0.0,0.001,0.7680666666666666,5.0,0.2
2024-01-01 05:00:00,0.001,0.0,0.001,0.057666666666666665,0.3333333333333333,0.1
2024-01-01 05:15:00,0.001,0.0,0.001,0.045,0.0,0.3
2024-01-01 05:30:00,0.001,0.0,0.001,0.045,0.6666666666666666,0.1
2024-01-01 05:45:00,0.001,0.0,0.001,0.17826666666666666,2.0,0.2
2024-01-01 06:00:00,0.001,0.0,0.001,0.5588,5.0,0.1
2024-01-01 06:15:00,0.001,0.0,0.001,0.19699999999999998,3.3333333333333335,0.3
2024-01-01 06:30:00,0.001,0.0,0.001,0.5780666666666667,0.0,0.8
