,TumbleDryer,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.087,0.0,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.239,0.0,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.125,0.0,0.0,1.5
2024-01-01 01:30:00,0.001,0.0,0.049,0.0,0.0,0.7
2024-01-01 01:45:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.125,0.0,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.239,0.0,1.7333333333333334,0.0
2024-01-01 02:45:00,0.001,0.0,0.087,0.0,1.2,0.0
2024-01-01 03:00:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.16299999999999998,0.0,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.239,0.0,0.0,0.6
2024-01-01 04:15:00,0.001,0.0,0.049,0.0,0.5333333333333333,1.5
2024-01-01 04:30:00,0.001,0.0,0.049,0.0,1.8666666666666667,0.1
2024-01-01 04:45:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.049,5.0,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.20099999999999998,3.0,0.4,0.0
2024-01-01 05:30:00,0.001,0.0,0.20099999999999998,0.0,0.9333333333333333,0.0
2024-01-01 05:45:00,0.001,0.0,0.049,0.0,2.0,0.0
2024-01-01 06:00:00,0.001,0.0,0.049,0.0,2.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.049,0.0,2.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.049,0.0,2.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.239,0.0,2.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.16299999999999998,0.0,0.13333333333333333,1.3
2024-01-01 07:15:00,0.001,0.0,0.049,0.0,0.0,0.9
2024-01-01 07:30:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.087,0.0,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.239,0.0,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.125,0.0,1.8666666666666667,0.0
2024-01-01 08:45:00,0.001,0.0,0.049,0.0,1.6,0.0
2024-01-01 09:00:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.125,0.0,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.239,0.0,0.0,0.4
2024-01-01 10:00:00,0.001,0.0,0.087,0.0,0.0,1.5
2024-01-01 10:15:00,0.001,0.0,0.049,0.0,0.0,0.3
2024-01-01 10:30:00,0.001,0.0,0.049,5.0,0.0,0.0
2024-01-01 10:45:00,0.001,0.0,0.049,2.0,1.3333333333333333,0.0
2024-01-01 11:00:00,0.001,0.0,0.16299999999999998,0.0,1.8666666666666667,0.0
2024-01-01 11:15:00,0.001,0.0,0.239,0.0,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 12:00:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.20099999999999998,0.0,0.0,0.0
2024-01-01 12:45:00,0.001,0.0,0.20099999999999998,3.0,0.0,1.1
2024-01-01 13:00:00,0.001,0.0,0.049,0.0,0.0,1.1
2024-01-01 13:15:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 13:45:00,0.001,0.0,0.049,0.0,1.4666666666666666,0.0
2024-01-01 14:00:00,0.001,0.0,0.239,0.0,1.7333333333333334,0.0
2024-01-01 14:15:00,0.001,0.0,0.16299999999999998,0.0,0.0,0.0
2024-01-01 14:30:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 14:45:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 15:00:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 15:15:00,0.001,0.0,0.087,0.0,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.239,0.0,0.0,0.2
2024-01-01 15:45:00,0.001,0.0,0.125,0.0,0.0,1.5
2024-01-01 16:00:00,0.001,0.0,0.049,0.0,0.0,0.5
2024-01-01 16:15:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 16:30:00,0.001,0.0,0.049,0.0,0.0,0.0
2024-01-01 16:45:00,0.001,0.0,0.125,2.0,0.5333333333333333,0.0
2024-01-01 17:00:00,0.001,0.0,0.239,0.0,2.0,0.0
2024-01-01 17:15:00,0.001,0.0,0.087,0.0,0.6666666666666666,0.0
