,TumbleDryer,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.3632229417595415,0.0,0.0
2024-01-01 00:15:00,0.001,0.34529535376481063,0.0,0.0
2024-01-01 00:30:00,0.001,0.23649040903934015,0.0,1.2
2024-01-01 00:45:00,0.001,0.1238237423726735,0.0,0.0
2024-01-01 01:00:00,0.001,0.09982374237267351,0.0,0.0
2024-01-01 01:15:00,0.001,0.24315299796604625,0.0,0.0
2024-01-01 01:30:00,0.001,0.11333333333333333,0.0,0.0
2024-01-01 01:45:00,0.001,0.12233333333333334,0.0,0.0
2024-01-01 02:00:00,0.001,0.174,0.0,1.2
2024-01-01 02:15:00,0.001,0.164,0.0,0.0
2024-01-01 02:30:00,0.001,0.7604,0.0,0.0
2024-01-01 02:45:00,0.001,0.4498,0.0,0.0
2024-01-01 03:00:00,0.001,0.060333333333333336,0.0,0.6
2024-01-01 03:15:00,0.001,0.7380666666666666,0.0,0.5
2024-01-01 03:30:00,0.001,0.27099999999999996,0.0,0.0
2024-01-01 03:45:00,0.001,0.15133333333333335,0.0,0.0
2024-01-01 04:00:00,0.001,0.05,0.26666666666666666,0.0
2024-01-01 04:15:00,0.001,0.05,4.0,1.1
2024-01-01 04:30:00,0.001,0.22933333333333333,4.0,0.1
2024-01-01 04:45:00,0.001,0.8660666666666667,4.0,0.0
2024-01-01 05:00:00,0.001,0.6083999999999999,4.0,0.0
2024-01-01 05:15:00,0.001,0.05,2.1333333333333333,0.0
2024-01-01 05:30:00,0.001,0.05,0.0,1.1
2024-01-01 05:45:00,0.001,0.24333333333333332,0.0,0.0
2024-01-01 06:00:00,0.001,0.7441333333333334,0.0,0.0
2024-01-01 06:15:00,0.001,0.05,0.0,0.0
2024-01-01 06:30:00,0.001,0.05,0.0,0.0
2024-01-01 06:45:00,0.001,0.08800000000000001,0.0,1.1
2024-01-01 07:00:00,0.001,0.23999999999999996,0.0,0.0
2024-01-01 07:15:00,0.001,0.24766666666666665,1.8666666666666667,0.0
2024-01-01 07:30:00,0.001,0.112,1.3333333333333333,0.0
2024-01-01 07:45:00,0.001,0.05,0.0,0.0
2024-01-01 08:00:00,0.001,0.164,0.0,0.3
2024-01-01 08:15:00,0.001,0.2273333333333333,0.0,0.8
2024-01-01 08:30:00,0.001,0.12233333333333334,0.0,0.0
2024-01-01 08:45:00,0.001,0.174,0.0,0.0
2024-01-01 09:00:00,0.001,0.05,0.0,0.0
2024-01-01 09:15:00,0.001,0.23999999999999996,0.0,0.0
2024-01-01 09:30:00,0.001,0.15133333333333335,0.0,0.6
2024-01-01 09:45:00,0.001,0.060333333333333336,2.4,0.5
2024-01-01 10:00:00,0.001,0.205,0.8,0.0
2024-01-01 10:15:00,0.001,0.157,0.0,0.0
2024-01-01 10:30:00,0.001,0.23999999999999996,0.0,0.0
2024-01-01 10:45:00,0.001,0.07533333333333334,0.0,0.0
2024-01-01 11:00:00,0.001,0.05,0.0,1.0
2024-01-01 11:15:00,0.001,0.15333333333333332,0.0,0.1
2024-01-01 11:30:00,0.001,0.295,0.0,0.0
2024-01-01 11:45:00,0.001,0.18933333333333333,0.0,0.0
2024-01-01 12:00:00,0.001,0.05,0.0,0.0
2024-01-01 12:15:00,0.001,0.05,0.0,0.0
2024-01-01 12:30:00,0.001,0.12933333333333333,0.0,1.1
2024-01-01 12:45:00,0.001,0.3950000000000001,0.0,0.0
2024-01-01 13:00:00,0.001,0.11333333333333333,0.5333333333333333,0.0
2024-01-01 13:15:00,0.001,0.05,2.6666666666666665,0.0
2024-01-01 13:30:00,0.001,1.757058993898139,0.0,0.0
2024-01-01 13:45:00,0.001,2.156357075706007,0.0,0.4
2024-01-01 14:00:00,0.001,0.37349040903934017,0.0,0.7
