,TumbleDryer,DishWasher,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.28361333333333333,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.052,0.0,0.7
2024-01-01 00:45:00,0.001,0.0,0.052,0.0,0.4
2024-01-01 01:00:00,0.001,0.0,0.22933333333333333,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.20400000000000001,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.22933333333333333,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.052,0.0,1.0
2024-01-01 02:15:00,0.001,0.0,0.052,0.0,0.1
2024-01-01 02:30:00,0.001,0.0,0.16599999999999998,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.242,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.25466666666666665,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.052,0.0,1.1
2024-01-01 03:45:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.10266666666666667,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,1.3081333333333334,1.4666666666666666,0.0
2024-01-01 04:30:00,0.001,0.0,0.31799999999999995,0.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.052,0.0,0.3
2024-01-01 05:00:00,0.001,0.0,0.052,0.0,0.8
2024-01-01 05:15:00,0.001,0.0,0.052,2.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.052,2.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.22933333333333333,1.2,0.0
2024-01-01 06:00:00,0.001,0.0,0.3908666666666667,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.065,1.2,0.9
2024-01-01 06:30:00,0.001,0.0,0.065,0.4,0.2
2024-01-01 06:45:00,0.001,0.0,0.061533333333333336,1.2,0.0
2024-01-01 07:00:00,0.001,0.0,0.052,2.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.16599999999999998,2.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.41933333333333334,2.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.07733333333333332,2.0,1.1
2024-01-01 08:00:00,0.001,0.0,0.052,2.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.052,2.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.052,1.7333333333333334,0.0
2024-01-01 08:45:00,0.001,0.0,0.6357333333333334,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.41933333333333334,0.0,1.1
2024-01-01 09:15:00,0.001,0.0,0.14066666666666666,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.3185333333333334,1.0666666666666667,0.0
2024-01-01 09:45:00,0.001,0.0,0.3185333333333334,1.7333333333333334,0.0
2024-01-01 10:00:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.052,0.0,0.9
2024-01-01 10:30:00,0.001,0.0,0.4066666666666666,0.0,0.2
2024-01-01 10:45:00,0.001,0.0,0.20400000000000001,0.4,0.0
2024-01-01 11:00:00,0.001,0.0,0.052,1.8666666666666667,0.0
2024-01-01 11:15:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.052,0.0,1.1
2024-01-01 11:45:00,0.001,0.0,0.052,0.0,0.1
2024-01-01 12:00:00,0.001,0.0,0.3433333333333334,0.0,0.0
2024-01-01 12:15:00,0.001,0.0,0.242,1.4666666666666666,0.0
2024-01-01 12:30:00,0.001,0.0,0.07733333333333332,0.4,0.0
2024-01-01 12:45:00,0.001,0.0,0.052,0.0,1.1
2024-01-01 13:00:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.28,0.0,0.0
2024-01-01 13:45:00,0.001,0.0,0.242,0.0,0.0
2024-01-01 14:00:00,0.001,0.0,0.14066666666666666,0.0,0.0
2024-01-01 14:15:00,0.001,0.0,0.052,2.0,1.1
2024-01-01 14:30:00,0.001,0.0,0.052,0.13333333333333333,0.0
2024-01-01 14:45:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 15:00:00,0.001,0.0,0.22933333333333333,0.0,0.0
2024-01-01 15:15:00,0.001,0.0,0.22933333333333333,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.20400000000000001,1.2,0.2
2024-01-01 15:45:00,0.001,0.0,0.052,1.4666666666666666,0.9
2024-01-01 16:00:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 16:15:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 16:30:00,0.001,0.0,0.22933333333333333,0.0,0.0
2024-01-01 16:45:00,0.001,0.0,0.16599999999999998,0.0,0.0
2024-01-01 17:00:00,0.001,0.0,0.242,0.0,0.6
2024-01-01 17:15:00,0.001,0.0,0.07733333333333332,0.0,0.5
2024-01-01 17:30:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 17:45:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 18:00:00,0.001,0.0,0.22933333333333333,2.0,0.0
2024-01-01 18:15:00,0.001,0.0,0.10266666666666667,0.5333333333333333,0.0
2024-01-01 18:30:00,0.001,0.0,0.242,0.0,0.9
2024-01-01 18:45:00,0.001,0.0,0.14066666666666666,0.0,0.2
2024-01-01 19:00:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 19:15:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 19:30:00,0.001,0.0,0.22933333333333333,0.0,0.0
2024-01-01 19:45:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 20:00:00,0.001,0.0,0.22933333333333333,0.0,1.1
2024-01-01 20:15:00,0.001,0.0,0.20400000000000001,0.6666666666666666,0.0
2024-01-01 20:30:00,0.001,0.0,0.052,1.7333333333333334,0.0
2024-01-01 20:45:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 21:00:00,0.001,0.0,0.22933333333333333,0.0,0.0
2024-01-01 21:15:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 21:30:00,0.001,0.0,0.16599999999999998,0.0,1.1
2024-01-01 21:45:00,0.001,0.0,0.242,0.0,0.0
2024-01-01 22:00:00,0.001,0.0,0.07733333333333332,0.0,0.0
2024-01-01 22:15:00,0.001,0.0,0.052,0.0,0.0
2024-01-01 22:30:00,0.001,0.0,0.22933333333333333,0.0,0.0
2024-01-01 22:45:00,0.001,0.0,0.052,0.0,0.3
