,WasherDryer,TumbleDryer,DishWasher,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 13:00:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-01 13:30:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-01 13:45:00,0.001,0.001,0.0,0.001,0.057666666666666665,0.0,0.0
2024-01-01 14:00:00,0.001,0.001,0.0,0.001,0.235,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.0,0.001,0.09566666666666665,0.0,0.0
2024-01-01 14:30:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-01 14:45:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-01 15:00:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-01 15:15:00,0.001,0.001,0.0,0.001,0.10833333333333334,0.0,0.0
2024-01-01 15:30:00,0.001,0.001,0.0,0.001,0.235,5.6,0.0
2024-01-01 15:45:00,0.001,0.001,0.0,0.001,0.045,4.666666666666667,0.0
2024-01-01 16:00:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-01 16:15:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-01 16:30:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-01 16:45:00,0.001,0.001,0.0,0.001,0.15899999999999997,0.0,0.0
2024-01-01 17:00:00,0.001,0.001,0.0,0.001,0.18433333333333332,3.2666666666666666,0.0
2024-01-01 17:15:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-01 17:30:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-01 17:45:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-01 18:00:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-01 18:15:00,0.001,0.001,0.0,0.001,0.22859798507841525,0.0,0.0
2024-01-01 18:30:00,0.001,0.001,0.0007333333333333333,0.001,0.16521886401958097,0.0,0.0
2024-01-01 18:45:00,0.001,0.001,1.2004666666666668,0.001,0.07655219735291431,0.0,1.2
2024-01-01 19:00:00,0.001,0.001,0.001,0.001,0.14108553068624766,0.0,1.5
2024-01-01 19:15:00,0.001,0.001,0.0009333333333333333,0.001,0.1975521973529143,0.0,1.5
2024-01-01 19:30:00,0.001,0.001,0.0,0.001,0.2228855306862476,0.0,1.4
2024-01-01 19:45:00,0.001,0.001,0.0,0.001,0.3875521973529143,0.0,0.0
2024-01-01 20:00:00,0.001,0.001,0.0,0.001,0.24508553068624764,0.0,0.0
2024-01-01 20:15:00,0.001,0.001,0.0,0.001,0.2105521973529143,0.0,0.5
2024-01-01 20:30:00,0.001,0.001,0.0,0.001,0.21370519531896057,0.0,1.5
2024-01-01 20:45:00,0.001,0.001,0.0,0.001,0.7554426063922546,0.0,1.5
2024-01-01 21:00:00,0.001,0.001,0.0,0.001,0.2983759397255878,0.0,1.5
2024-01-01 21:15:00,0.001,0.001,0.0,0.001,0.49846927305892114,0.0,1.5
2024-01-01 21:30:00,0.001,0.001,0.0,0.001,0.33798172745108873,0.0,0.5
2024-01-01 21:45:00,0.001,0.001,0.0,0.001,0.2358426063922545,0.0,0.5
2024-01-01 22:00:00,0.001,0.001,0.0,0.001,0.17937593972558782,0.0,1.5
2024-01-01 22:15:00,0.001,0.001,0.0,0.001,0.17517593972558781,0.0,1.5
2024-01-01 22:30:00,0.001,0.001,0.0,0.001,0.6025759397255879,0.0,1.5
2024-01-01 22:45:00,0.001,0.001,0.0,0.001,1.002375939725588,0.0,1.5
2024-01-01 23:00:00,0.001,0.001,0.0,0.001,0.20701119125105313,0.0,1.5
2024-01-01 23:15:00,0.001,0.001,0.0,0.001,0.10881886401958098,0.0,1.5
2024-01-01 23:30:00,0.001,0.001,0.0,0.001,0.06813827805880382,0.0,1.5
2024-01-01 23:45:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 00:00:00,0.001,0.001,0.0,0.001,0.22233333333333333,0.0,1.5
2024-01-02 00:15:00,0.001,0.001,0.0,0.001,0.121,0.0,1.5
2024-01-02 00:30:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 00:45:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 01:00:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 01:15:00,0.001,0.001,0.0,0.001,0.08299999999999999,0.0,1.5
2024-01-02 01:30:00,0.001,0.001,0.0,0.001,0.235,0.0,1.5
2024-01-02 01:45:00,0.001,0.001,0.0,0.001,0.07033333333333333,0.0,1.5
2024-01-02 02:00:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 02:15:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 02:30:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 02:45:00,0.001,0.001,0.0,0.001,0.13366666666666666,0.0,1.5
2024-01-02 03:00:00,0.001,0.001,0.0,0.001,0.6094666666666666,0.0,1.5
2024-01-02 03:15:00,0.001,0.001,0.0,0.001,0.17826666666666666,0.0,1.5
2024-01-02 03:30:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 03:45:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 04:00:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 04:15:00,0.001,0.001,0.0,0.001,0.18433333333333332,0.0,1.5
2024-01-02 04:30:00,0.001,0.001,0.0,0.001,0.15899999999999997,0.0,1.5
2024-01-02 04:45:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 05:00:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 05:15:00,0.001,0.001,0.0,0.001,0.045,0.0,1.4
2024-01-02 05:30:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-02 05:45:00,0.001,0.001,0.0,0.001,0.235,0.0,0.0
2024-01-02 06:00:00,0.001,0.001,0.0,0.001,0.10833333333333334,0.0,0.0
2024-01-02 06:15:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-02 06:30:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-02 06:45:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-02 07:00:00,0.001,0.001,0.0,0.001,0.09566666666666666,0.0,0.0
2024-01-02 07:15:00,0.001,0.001,0.0,0.001,0.235,0.0,0.0
2024-01-02 07:30:00,0.001,0.001,0.0,0.001,0.057666666666666665,0.0,0.0
2024-01-02 07:45:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-02 08:00:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-02 08:15:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-02 08:30:00,0.001,0.001,0.0,0.001,0.14633333333333332,0.0,0.0
2024-01-02 08:45:00,0.001,0.001,0.0,0.001,0.19699999999999998,0.0,0.0
2024-01-02 09:00:00,0.001,0.001,0.0,0.001,0.045,0.0,0.8
2024-01-02 09:15:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 09:30:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 09:45:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 10:00:00,0.001,0.001,0.0,0.001,0.197,0.0,0.9
2024-01-02 10:15:00,0.001,0.001,0.0,0.001,0.14633333333333332,0.0,1.1
2024-01-02 10:30:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 10:45:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 11:00:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 11:15:00,0.001,0.001,0.0,0.001,0.13833333333333334,7.0,1.5
2024-01-02 11:30:00,0.001,0.001,0.0,0.001,0.3602069596470552,7.0,1.1
2024-01-02 11:45:00,0.001,0.001,0.0,0.001,0.24821886401958096,7.0,0.0
2024-01-02 12:00:00,0.001,0.001,0.0,0.001,0.1975521973529143,7.0,0.0
2024-01-02 12:15:00,0.001,0.001,0.0,0.001,0.1975521973529143,7.0,0.0
2024-01-02 12:30:00,0.001,0.001,0.0,0.001,0.1975521973529143,7.0,0.0
2024-01-02 12:45:00,0.001,0.001,0.0,0.001,0.2614036244497715,7.0,0.0
2024-01-02 13:00:00,0.001,0.001,0.0,0.001,0.3678237423726735,3.7333333333333334,0.0
2024-01-02 13:15:00,0.001,0.001,0.0,0.001,0.12135707570600683,0.0,0.0
2024-01-02 13:30:00,0.001,0.001,0.0,0.001,0.13749040903934018,0.0,0.0
2024-01-02 13:45:00,0.001,0.001,0.0,0.001,0.5673764989830231,0.0,0.5
2024-01-02 14:00:00,0.001,0.001,0.0,0.001,0.166,0.0,1.5
2024-01-02 14:15:00,0.001,0.001,0.0,0.001,0.28,0.0,1.5
2024-01-02 14:30:00,0.001,0.001,0.0,0.001,0.2730666666666667,0.0,1.5
2024-01-02 14:45:00,0.001,0.001,0.0,0.001,0.13332,0.0,1.5
2024-01-02 15:00:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 15:15:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 15:30:00,0.001,0.001,0.0,0.001,0.16388,0.0,1.5
2024-01-02 15:45:00,0.001,0.001,0.0,0.001,0.39690666666666663,0.0,1.5
2024-01-02 16:00:00,0.001,0.001,0.0,0.001,0.25466666666666665,0.0,1.5
2024-01-02 16:15:00,0.001,0.001,0.0,0.001,0.166,0.0,0.4
2024-01-02 16:30:00,0.001,0.001,0.0,0.001,0.14239187394128303,0.0,0.0
2024-01-02 16:45:00,0.001,0.001,0.0,0.001,0.12870927305892113,0.0,0.4
2024-01-02 17:00:00,0.001,0.001,0.0,0.001,0.23470927305892117,4.2,1.5
2024-01-02 17:15:00,0.001,0.001,0.0,0.001,0.39937593972558777,6.066666666666666,1.4
2024-01-02 17:30:00,0.001,0.001,0.0,0.001,0.6243092730589211,0.0,0.0
2024-01-02 17:45:00,0.001,0.001,0.0,0.001,0.4462037304170178,0.0,0.0
2024-01-02 18:00:00,0.001,0.001,0.0,0.001,0.12566666666666668,0.0,0.0
2024-01-02 18:15:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-02 18:30:00,0.001,0.001,0.0,0.001,0.20932,0.0,0.3
2024-01-02 18:45:00,0.001,0.001,0.0,0.001,0.22233333333333333,0.0,1.5
2024-01-02 19:00:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 19:15:00,0.001,0.001,0.0,0.001,0.12566666666666668,0.0,1.5
2024-01-02 19:30:00,0.001,0.001,0.0,0.001,0.166,0.0,1.5
2024-01-02 19:45:00,0.001,0.001,0.0,0.001,0.16994124745755784,0.0,1.5
2024-01-02 20:00:00,0.001,0.001,0.0,0.001,0.3044904090393402,0.0,1.5
2024-01-02 20:15:00,0.001,0.001,0.0,0.001,0.3178057932353935,0.0,1.5
2024-01-02 20:30:00,0.001,0.001,0.0,0.001,0.0883759397255878,0.0,1.5
2024-01-02 20:45:00,0.001,0.001,0.0,0.001,0.6214426063922545,0.0,1.5
2024-01-02 21:00:00,0.001,0.001,0.0,0.001,0.12870927305892113,0.0,1.5
2024-01-02 21:15:00,0.001,0.001,0.0,0.001,0.20937593972558782,0.0,1.5
2024-01-02 21:30:00,0.001,0.001,0.0,0.001,0.37567378017775915,0.0,1.5
2024-01-02 21:45:00,0.001,0.001,0.0,0.001,0.2735521973529143,0.0,1.5
2024-01-02 22:00:00,0.001,0.001,0.0,0.001,0.1975521973529143,0.0,1.5
2024-01-02 22:15:00,0.001,0.001,0.0,0.001,0.1747611719215543,0.0,1.5
2024-01-02 22:30:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-02 22:45:00,0.001,0.001,0.0,0.001,0.09324724338965036,0.0,1.5
2024-01-02 23:00:00,0.001,0.001,0.0,0.001,0.24682374237267352,0.0,1.5
2024-01-02 23:15:00,0.001,0.001,0.0,0.001,0.08215707570600683,0.0,1.5
2024-01-02 23:30:00,0.001,0.001,0.0,0.001,0.0568237423726735,0.0,1.5
2024-01-02 23:45:00,0.001,0.001,0.0,0.001,0.0568237423726735,0.0,1.5
2024-01-03 00:00:00,0.001,0.001,0.0,0.001,0.046576498983023136,0.0,1.5
2024-01-03 00:15:00,0.001,0.001,0.0,0.001,0.14579999999999999,0.0,1.5
2024-01-03 00:30:00,0.001,0.001,0.0,0.001,0.22266666666666665,0.0,1.5
2024-01-03 00:45:00,0.001,0.001,0.0,0.001,0.058,0.0,1.5
2024-01-03 01:00:00,0.001,0.001,0.0,0.001,0.058,0.0,1.5
2024-01-03 01:15:00,0.001,0.001,0.0,0.001,0.0502,0.0,1.5
2024-01-03 01:30:00,0.001,0.001,0.0,0.001,0.5780666666666666,0.0,1.5
2024-01-03 01:45:00,0.001,0.001,0.0,0.001,0.5841333333333334,0.0,1.5
2024-01-03 02:00:00,0.001,0.001,0.0,0.001,0.15899999999999997,0.0,1.1
2024-01-03 02:15:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-03 02:30:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-03 02:45:00,0.001,0.001,0.0,0.001,0.5780666666666667,0.0,0.0
2024-01-03 03:00:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-03 03:15:00,0.001,0.001,0.0,0.001,0.235,0.0,0.0
2024-01-03 03:30:00,0.001,0.001,0.0,0.001,0.10833333333333334,0.0,0.3
2024-01-03 03:45:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-03 04:00:00,0.001,0.001,0.0,0.001,0.045,0.0,0.8
2024-01-03 04:15:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-03 04:30:00,0.001,0.001,0.0,0.001,0.09566666666666666,0.0,0.0
2024-01-03 04:45:00,0.001,0.001,0.0,0.001,0.235,0.0,0.0
2024-01-03 05:00:00,0.001,0.001,0.0,0.001,0.057666666666666665,0.0,0.0
2024-01-03 05:15:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-03 05:30:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-03 05:45:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-03 06:00:00,0.001,0.001,0.0,0.001,0.14633333333333332,0.0,0.0
2024-01-03 06:15:00,0.001,0.001,0.0,0.001,0.19699999999999998,0.0,0.3
2024-01-03 06:30:00,0.001,0.001,0.0,0.001,0.04933333333333333,0.0,1.5
2024-01-03 06:45:00,0.001,0.001,0.0,0.001,0.058,0.0,1.5
2024-01-03 07:00:00,0.001,0.001,0.0,0.001,0.058,0.0,1.5
2024-01-03 07:15:00,0.001,0.001,0.0,0.001,0.058,0.0,1.5
2024-01-03 07:30:00,0.001,0.001,0.0,0.001,0.21,0.0,1.5
2024-01-03 07:45:00,0.001,0.001,0.0,0.001,0.5487333333333333,0.0,1.5
2024-01-03 08:00:00,0.001,0.001,0.0,0.001,0.05193333333333334,0.0,1.5
2024-01-03 08:15:00,0.001,0.001,0.0,0.001,0.058,0.0,1.5
2024-01-03 08:30:00,0.001,0.001,0.0,0.001,0.058,0.0,1.5
2024-01-03 08:45:00,0.001,0.001,0.0,0.001,0.07066666666666667,0.0,1.5
2024-01-03 09:00:00,0.001,0.001,0.0,0.001,0.2454,0.0,1.5
2024-01-03 09:15:00,0.001,0.001,0.0,0.001,0.09566666666666665,0.0,1.5
2024-01-03 09:30:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-03 09:45:00,0.001,0.001,0.0,0.001,0.08533333333333333,0.0,1.5
2024-01-03 10:00:00,0.001,0.001,0.0,0.001,0.166,0.0,1.5
2024-01-03 10:15:00,0.001,0.001,0.0,0.001,0.2406,0.0,1.5
2024-01-03 10:30:00,0.001,0.001,0.0,0.001,0.369,0.0,1.5
2024-01-03 10:45:00,0.001,0.001,0.0,0.001,0.179,0.0,1.5
2024-01-03 11:00:00,0.001,0.001,0.0,0.001,0.179,0.0,1.5
2024-01-03 11:15:00,0.001,0.001,0.0,0.001,0.6406,0.0,1.5
2024-01-03 11:30:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-03 11:45:00,0.001,0.001,0.0,0.001,1.7151333333333334,0.0,1.5
2024-01-03 12:00:00,0.001,0.001,0.0,0.001,1.7551910254313603,0.0,1.5
2024-01-03 12:15:00,0.001,0.001,0.0,0.001,0.07655219735291431,0.0,1.5
2024-01-03 12:30:00,0.001,0.001,0.0,0.001,0.6113521973529144,0.0,1.5
2024-01-03 12:45:00,0.001,0.001,0.0,0.001,0.09822294175954153,0.0,1.5
2024-01-03 13:00:00,0.001,0.001,0.9003333333333333,0.001,0.10137593972558781,0.0,1.5
2024-01-03 13:15:00,0.001,0.001,2.1000666666666667,0.001,0.2677988335883382,0.0,1.5
2024-01-03 13:30:00,0.001,0.001,1.0505333333333333,0.001,0.2760237423726735,0.0,1.5
2024-01-03 13:45:00,0.001,0.001,0.6007333333333332,0.001,0.2882237423726735,0.0,1.5
2024-01-03 14:00:00,0.001,0.001,0.0002666666666666667,0.001,0.16765491615817826,0.0,1.5
2024-01-03 14:15:00,0.001,0.001,0.0,0.001,0.20344462131383922,0.0,1.5
2024-01-03 14:30:00,0.001,0.001,0.0,0.001,0.24770927305892115,0.0,1.5
2024-01-03 14:45:00,0.001,0.001,0.0,0.001,0.3075092730589211,0.0,1.5
2024-01-03 15:00:00,0.001,0.001,0.0,0.001,0.13937593972558782,0.0,1.5
2024-01-03 15:15:00,0.001,0.001,0.0,0.001,0.09184260639225446,0.0,1.5
2024-01-03 15:30:00,0.001,0.001,0.0,0.001,0.07313348719737063,0.0,1.5
2024-01-03 15:45:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-03 16:00:00,0.001,0.001,0.0,0.001,0.121,0.0,1.5
2024-01-03 16:15:00,0.001,0.001,0.0,0.001,0.7554,0.0,1.5
2024-01-03 16:30:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-03 16:45:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-03 17:00:00,0.001,0.001,0.0,0.001,0.045,2.3333333333333335,1.5
2024-01-03 17:15:00,0.001,0.001,0.0,0.001,0.05367074440662723,7.0,1.5
2024-01-03 17:30:00,0.001,0.001,0.0,0.001,0.18349040903934016,7.0,1.5
2024-01-03 17:45:00,0.001,0.001,0.0,0.001,0.18349040903934016,7.0,1.5
2024-01-03 18:00:00,0.001,0.001,0.0,0.001,0.0568237423726735,7.0,1.5
2024-01-03 18:15:00,0.001,0.001,0.0,0.001,0.0544589938981388,7.0,1.5
2024-01-03 18:30:00,0.001,0.001,0.0,0.001,0.045,7.0,1.5
2024-01-03 18:45:00,0.001,0.001,0.0,0.001,0.045,6.533333333333333,1.5
2024-01-03 19:00:00,0.001,0.001,0.0,0.001,0.2949333333333333,0.0,1.5
2024-01-03 19:15:00,0.001,0.001,0.0,0.001,0.24988249491511566,0.0,1.5
2024-01-03 19:30:00,0.001,0.001,0.0,0.001,0.1778237423726735,0.0,1.5
2024-01-03 19:45:00,0.001,0.001,0.0,0.001,0.1778237423726735,0.0,1.5
2024-01-03 20:00:00,0.001,0.001,0.0,0.001,0.0810237423726735,0.0,1.5
2024-01-03 20:15:00,0.001,0.001,0.0,0.001,0.09482374237267349,0.0,1.5
2024-01-03 20:30:00,0.001,0.001,0.0,0.001,0.23657649898302313,0.0,1.5
2024-01-03 20:45:00,0.001,0.001,0.0,0.001,0.07454029298038858,0.0,1.5
2024-01-03 21:00:00,0.001,0.001,0.0,0.001,0.07655219735291431,0.0,1.5
2024-01-03 21:15:00,0.001,0.001,0.0,0.001,0.07655219735291431,0.0,1.5
2024-01-03 21:30:00,0.001,0.001,0.0,0.001,0.18141886401958096,0.0,1.5
2024-01-03 21:45:00,0.001,0.001,0.0,0.001,0.2956778579177197,0.0,1.5
2024-01-03 22:00:00,0.001,0.001,0.0,0.001,0.36562868709814395,0.0,1.5
2024-01-03 22:15:00,0.001,0.001,0.0,0.001,0.20306550025500497,0.0,0.5
2024-01-03 22:30:00,0.001,0.001,0.0,0.001,0.20937593972558782,0.0,0.0
2024-01-03 22:45:00,0.001,0.001,0.0,0.001,0.10450927305892115,0.0,0.0
2024-01-03 23:00:00,0.001,0.001,0.0,0.001,0.08443469226802996,0.0,0.0
2024-01-03 23:15:00,0.001,0.001,0.0,0.001,0.3262855306862476,0.0,0.0
2024-01-03 23:30:00,0.001,0.001,0.0,0.001,0.2147521973529143,0.0,1.1
2024-01-03 23:45:00,0.001,0.001,0.0,0.001,0.1975521973529143,0.0,1.5
2024-01-04 00:00:00,0.001,0.001,0.0,0.001,0.1975521973529143,0.0,1.5
2024-01-04 00:15:00,0.001,0.001,0.0,0.001,0.1975521973529143,0.0,1.5
2024-01-04 00:30:00,0.001,0.001,0.0,0.001,0.17020695964705526,0.0,1.5
2024-01-04 00:45:00,0.001,0.001,0.0,0.001,0.356,0.0,1.5
2024-01-04 01:00:00,0.001,0.001,0.0,0.001,0.1648,0.0,1.1
2024-01-04 01:15:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-04 01:30:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-04 01:45:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-04 02:00:00,0.001,0.001,0.0,0.001,0.09566666666666666,0.0,0.0
2024-01-04 02:15:00,0.001,0.001,0.0,0.001,0.235,0.0,0.0
2024-01-04 02:30:00,0.001,0.001,0.0,0.001,0.057666666666666665,0.0,0.0
2024-01-04 02:45:00,0.001,0.001,0.0,0.001,0.045,0.0,0.0
2024-01-04 03:00:00,0.001,0.001,0.0,0.001,0.045,0.0,0.9
2024-01-04 03:15:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-04 03:30:00,0.001,0.001,0.0,0.001,0.41286666666666666,0.0,1.5
2024-01-04 03:45:00,0.001,0.001,0.0,0.001,0.4635333333333333,0.0,1.5
2024-01-04 04:00:00,0.001,0.001,0.0,0.001,0.44480000000000003,0.0,1.5
2024-01-04 04:15:00,0.001,0.001,0.0,0.001,0.045,0.0,0.3
2024-01-04 04:30:00,0.001,0.001,0.0,0.001,0.045,0.0,0.2
2024-01-04 04:45:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-04 05:00:00,0.001,0.001,0.0,0.001,0.197,0.0,1.5
2024-01-04 05:15:00,0.001,0.001,0.0,0.001,0.5461333333333334,0.0,1.5
2024-01-04 05:30:00,0.001,0.001,0.0,0.001,0.045,0.0,1.5
2024-01-04 05:45:00,0.001,0.001,0.0,0.001,0.045,0.0,0.2
2024-01-04 06:00:00,0.001,0.001,0.0,0.001,0.045,0.0,0.4
2024-01-04 06:15:00,0.001,0.001,0.0,0.001,0.057666666666666665,0.0,1.5
2024-01-04 06:30:00,0.001,0.001,0.0,0.001,0.235,0.0,1.5
2024-01-04 06:45:00,0.001,0.001,0.0,0.001,0.09566666666666665,0.0,1.0
