,TumbleDryer,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.046,0.0,0.0
2024-01-01 00:15:00,0.001,0.28300000000000003,0.0,0.0
2024-01-01 00:30:00,0.001,0.284,0.0,0.0
2024-01-01 00:45:00,0.001,0.046,0.0,0.0
2024-01-01 01:00:00,0.001,0.046,0.0,0.0
2024-01-01 01:15:00,0.001,0.046,0.0,0.0
2024-01-01 01:30:00,0.001,0.046,0.0,0.0
2024-01-01 01:45:00,0.001,0.26233333333333336,0.0,0.0
2024-01-01 02:00:00,0.001,0.3046666666666667,0.0,0.0
2024-01-01 02:15:00,0.001,0.046,0.0,0.0
2024-01-01 02:30:00,0.001,0.046,0.0,0.0
2024-01-01 02:45:00,0.001,0.046,0.0,0.0
2024-01-01 03:00:00,0.001,0.046,0.0,0.0
2024-01-01 03:15:00,0.001,0.24166666666666667,0.0,0.0
2024-01-01 03:30:00,0.001,0.31500000000000006,0.0,0.0
2024-01-01 03:45:00,0.001,0.05633333333333333,0.0,0.0
2024-01-01 04:00:00,0.001,0.046,0.0,0.0
2024-01-01 04:15:00,0.001,0.046,0.0,2.1333333333333333
2024-01-01 04:30:00,0.001,0.046,0.0,0.0
2024-01-01 04:45:00,0.001,0.221,0.0,0.0
2024-01-01 05:00:00,0.001,0.31500000000000006,0.0,2.4
2024-01-01 05:15:00,0.001,0.077,0.0,4.0
2024-01-01 05:30:00,0.001,0.046,0.0,0.8
2024-01-01 05:45:00,0.001,0.046,0.0,3.7333333333333334
2024-01-01 06:00:00,0.001,0.046,0.0,2.1333333333333333
2024-01-01 06:15:00,0.001,0.21066666666666664,0.0,0.0
2024-01-01 06:30:00,0.001,0.3046666666666667,0.0,0.0
2024-01-01 06:45:00,0.001,0.09766666666666667,0.0,0.0
2024-01-01 07:00:00,0.001,0.046,0.0,0.0
2024-01-01 07:15:00,0.001,0.046,0.0,0.0
2024-01-01 07:30:00,0.001,0.046,0.0,0.0
2024-01-01 07:45:00,0.001,0.21066666666666664,0.0,0.0
2024-01-01 08:00:00,0.001,0.284,0.0,0.0
2024-01-01 08:15:00,0.001,0.11833333333333335,0.0,2.933333333333333
2024-01-01 08:30:00,0.001,0.046,0.0,0.0
2024-01-01 08:45:00,0.001,0.046,0.0,0.0
2024-01-01 09:00:00,0.001,0.046,0.0,0.0
2024-01-01 09:15:00,0.001,0.21066666666666664,0.0,0.0
2024-01-01 09:30:00,0.001,0.26333333333333336,0.0,0.0
2024-01-01 09:45:00,0.001,0.13899999999999998,0.0,0.0
2024-01-01 10:00:00,0.001,0.046,0.0,0.0
2024-01-01 10:15:00,0.001,0.046,0.0,0.0
2024-01-01 10:30:00,0.001,0.046,9.533333333333333,0.0
2024-01-01 10:45:00,0.001,0.21066666666666664,5.866666666666666,0.0
2024-01-01 11:00:00,0.001,0.24266666666666667,0.0,0.0
2024-01-01 11:15:00,0.001,0.15966666666666668,0.0,0.0
2024-01-01 11:30:00,0.001,0.046,0.0,0.0
2024-01-01 11:45:00,0.001,0.046,0.0,0.0
2024-01-01 12:00:00,0.001,0.046,0.0,0.0
2024-01-01 12:15:00,0.001,0.21066666666666664,0.0,0.0
2024-01-01 12:30:00,0.001,0.222,0.0,0.0
2024-01-01 12:45:00,0.001,0.18033333333333335,0.0,0.0
2024-01-01 13:00:00,0.001,0.046,0.0,2.4
2024-01-01 13:15:00,0.001,0.046,0.0,0.0
2024-01-01 13:30:00,0.001,0.046,0.0,0.0
2024-01-01 13:45:00,0.001,0.21066666666666664,0.0,0.0
2024-01-01 14:00:00,0.001,0.20133333333333334,0.0,0.0
2024-01-01 14:15:00,0.001,0.201,0.0,0.0
2024-01-01 14:30:00,0.001,0.046,0.0,0.0
2024-01-01 14:45:00,0.001,0.5790666666666666,0.0,0.0
2024-01-01 15:00:00,0.001,0.046,0.0,0.0
2024-01-01 15:15:00,0.001,0.21066666666666664,0.0,0.0
2024-01-01 15:30:00,0.001,0.5804666666666666,0.0,0.0
2024-01-01 15:45:00,0.001,0.201,0.0,0.0
2024-01-01 16:00:00,0.001,0.06666666666666667,0.0,0.0
2024-01-01 16:15:00,0.001,0.046,2.933333333333333,0.0
2024-01-01 16:30:00,0.001,0.046,0.0,0.0
2024-01-01 16:45:00,0.001,0.21066666666666664,0.0,0.0
2024-01-01 17:00:00,0.001,0.2568,0.0,0.0
2024-01-01 17:15:00,0.001,0.322,0.0,2.933333333333333
2024-01-01 17:30:00,0.001,0.20833333333333334,0.0,0.0
2024-01-01 17:45:00,0.001,0.167,0.0,0.0
2024-01-01 18:00:00,0.001,0.167,0.0,0.0
2024-01-01 18:15:00,0.001,0.34191391005631705,0.0,0.0
2024-01-01 18:30:00,0.001,0.1960237423726735,0.0,0.0
2024-01-01 18:45:00,0.001,0.21635707570600685,0.0,0.0
2024-01-01 19:00:00,0.001,0.24082374237267348,0.0,0.0
2024-01-01 19:15:00,0.001,0.17803549288116194,0.0,0.0
2024-01-01 19:30:00,0.001,0.17488249491511568,0.0,0.0
2024-01-01 19:45:00,0.001,0.3434904090393402,0.0,0.0
2024-01-01 20:00:00,0.001,0.2766904090393402,0.0,0.0
2024-01-01 20:15:00,0.001,0.3219391265687268,0.0,0.0
2024-01-01 20:30:00,0.001,0.2930426063922545,0.0,0.0
2024-01-01 20:45:00,0.001,0.2032816943019837,0.0,0.0
2024-01-01 21:00:00,0.001,0.16628553068624763,0.0,0.0
2024-01-01 21:15:00,0.001,0.24169188317907647,0.0,0.0
2024-01-01 21:30:00,0.001,0.22829040903934017,0.0,0.0
2024-01-01 21:45:00,0.001,0.27182374237267354,0.0,0.0
2024-01-01 22:00:00,0.001,0.2821570757060068,0.0,0.0
2024-01-01 22:15:00,0.001,0.2082724599020602,0.0,0.0
2024-01-01 22:30:00,0.001,0.19266610740923135,0.0,0.0
2024-01-01 22:45:00,0.001,0.24221886401958098,0.0,0.0
2024-01-01 23:00:00,0.001,0.1915521973529143,0.0,0.0
2024-01-01 23:15:00,0.001,0.14988553068624763,0.0,0.0
2024-01-01 23:30:00,0.001,0.18051739911763812,0.0,0.0
2024-01-01 23:45:00,0.001,0.046,0.0,0.0
2024-01-02 00:00:00,0.001,0.046,0.0,0.0
2024-01-02 00:15:00,0.001,0.21066666666666664,0.0,0.0
2024-01-02 00:30:00,0.001,0.16,0.0,0.0
2024-01-02 00:45:00,0.001,0.09766666666666667,0.0,0.0
2024-01-02 01:00:00,0.001,0.19066666666666668,0.0,0.0
2024-01-02 01:15:00,0.001,0.046,0.0,0.0
2024-01-02 01:30:00,0.001,0.046,0.0,0.0
2024-01-02 01:45:00,0.001,0.21066666666666664,0.0,0.0
2024-01-02 02:00:00,0.001,0.16,0.0,0.0
2024-01-02 02:15:00,0.001,0.077,0.0,0.0
2024-01-02 02:30:00,0.001,0.201,0.0,0.0
2024-01-02 02:45:00,0.001,0.05633333333333333,0.0,0.0
2024-01-02 03:00:00,0.001,0.046,0.0,0.0
2024-01-02 03:15:00,0.001,0.21066666666666664,0.0,0.0
2024-01-02 03:30:00,0.001,0.16,0.0,0.0
2024-01-02 03:45:00,0.001,0.05633333333333333,0.0,0.0
2024-01-02 04:00:00,0.001,0.201,0.0,0.26666666666666666
2024-01-02 04:15:00,0.001,0.077,0.0,4.0
2024-01-02 04:30:00,0.001,0.046,0.0,1.0666666666666667
2024-01-02 04:45:00,0.001,0.21066666666666664,0.0,0.0
2024-01-02 05:00:00,0.001,0.16,0.0,0.0
2024-01-02 05:15:00,0.001,0.046,0.0,0.0
2024-01-02 05:30:00,0.001,0.19066666666666668,0.0,0.0
2024-01-02 05:45:00,0.001,0.09766666666666667,0.0,0.0
2024-01-02 06:00:00,0.001,0.046,0.0,0.0
2024-01-02 06:15:00,0.001,0.21066666666666664,0.0,0.0
2024-01-02 06:30:00,0.001,0.16,0.0,0.0
2024-01-02 06:45:00,0.001,0.046,0.0,0.0
2024-01-02 07:00:00,0.001,0.17,0.0,0.0
2024-01-02 07:15:00,0.001,0.11833333333333335,0.0,0.0
2024-01-02 07:30:00,0.001,0.046,0.0,0.0
2024-01-02 07:45:00,0.001,0.21066666666666664,0.0,0.0
2024-01-02 08:00:00,0.001,0.16,0.0,0.0
2024-01-02 08:15:00,0.001,0.046,0.0,0.0
2024-01-02 08:30:00,0.001,0.14933333333333335,0.0,0.0
2024-01-02 08:45:00,0.001,0.13899999999999998,0.0,0.0
2024-01-02 09:00:00,0.001,0.046,0.0,0.0
2024-01-02 09:15:00,0.001,0.21066666666666664,0.0,0.0
2024-01-02 09:30:00,0.001,0.16,0.0,0.0
2024-01-02 09:45:00,0.001,0.046,0.0,0.0
2024-01-02 10:00:00,0.001,0.12866666666666668,0.0,0.0
2024-01-02 10:15:00,0.001,0.15966666666666668,0.0,0.0
2024-01-02 10:30:00,0.001,0.046,0.0,0.26666666666666666
2024-01-02 10:45:00,0.001,0.21066666666666664,0.0,2.933333333333333
2024-01-02 11:00:00,0.001,0.16,3.6666666666666665,0.0
2024-01-02 11:15:00,0.001,0.046,11.0,0.0
2024-01-02 11:30:00,0.001,0.10800000000000001,2.2,0.0
2024-01-02 11:45:00,0.001,0.18033333333333335,0.0,0.0
2024-01-02 12:00:00,0.001,0.046,0.0,0.0
2024-01-02 12:15:00,0.001,0.21066666666666664,0.0,0.0
2024-01-02 12:30:00,0.001,0.16,0.0,0.0
2024-01-02 12:45:00,0.001,0.046,0.0,0.0
2024-01-02 13:00:00,0.001,0.08733333333333333,0.0,0.0
2024-01-02 13:15:00,0.001,0.7340666666666668,4.4,0.0
2024-01-02 13:30:00,0.001,0.17926666666666666,0.0,0.0
2024-01-02 13:45:00,0.001,1.1435333333333333,0.0,0.0
2024-01-02 14:00:00,0.001,0.16841391929411045,0.0,0.0
2024-01-02 14:15:00,0.001,0.07755219735291431,0.0,0.0
2024-01-02 14:30:00,0.001,0.09821886401958098,0.0,0.0
2024-01-02 14:45:00,0.001,0.2325521973529143,0.0,0.0
2024-01-02 15:00:00,0.001,0.09821886401958098,0.0,0.0
2024-01-02 15:15:00,0.001,0.24221886401958098,0.0,0.0
2024-01-02 15:30:00,0.001,0.16,0.0,0.0
2024-01-02 15:45:00,0.001,0.046,0.0,0.0
2024-01-02 16:00:00,0.001,0.046,0.0,0.0
2024-01-02 16:15:00,0.001,0.201,0.0,0.0
2024-01-02 16:30:00,0.001,0.08733333333333333,0.0,0.0
2024-01-02 16:45:00,0.001,0.21066666666666664,0.0,0.0
2024-01-02 17:00:00,0.001,0.16,0.0,0.0
2024-01-02 17:15:00,0.001,0.046,0.0,0.0
2024-01-02 17:30:00,0.001,0.046,0.0,2.933333333333333
2024-01-02 17:45:00,0.001,0.18033333333333335,0.0,0.0
2024-01-02 18:00:00,0.001,0.10800000000000001,0.0,0.0
2024-01-02 18:15:00,0.001,0.21066666666666664,0.0,0.0
2024-01-02 18:30:00,0.001,0.16,0.0,0.0
2024-01-02 18:45:00,0.001,0.046,0.0,0.0
2024-01-02 19:00:00,0.001,0.046,0.0,0.0
2024-01-02 19:15:00,0.001,0.15966666666666668,0.0,0.0
2024-01-02 19:30:00,0.001,0.12866666666666668,0.0,0.0
2024-01-02 19:45:00,0.001,0.21066666666666664,0.0,0.0
2024-01-02 20:00:00,0.001,0.16,0.0,0.0
2024-01-02 20:15:00,0.001,0.046,0.0,0.0
2024-01-02 20:30:00,0.001,0.046,0.0,0.0
2024-01-02 20:45:00,0.001,0.13899999999999998,0.0,0.0
2024-01-02 21:00:00,0.001,0.14933333333333335,0.0,0.0
2024-01-02 21:15:00,0.001,0.21066666666666664,0.0,0.0
2024-01-02 21:30:00,0.001,0.16,0.0,0.0
2024-01-02 21:45:00,0.001,0.046,0.0,0.0
2024-01-02 22:00:00,0.001,0.046,0.0,0.0
2024-01-02 22:15:00,0.001,0.11833333333333335,0.0,0.0
2024-01-02 22:30:00,0.001,0.17,0.0,0.0
2024-01-02 22:45:00,0.001,0.21066666666666664,0.0,0.0
2024-01-02 23:00:00,0.001,0.16,0.0,0.0
2024-01-02 23:15:00,0.001,0.046,0.0,0.0
2024-01-02 23:30:00,0.001,0.06282783858822097,0.0,0.0
2024-01-02 23:45:00,0.001,0.12921886401958096,0.0,0.0
2024-01-03 00:00:00,0.001,0.24859944074256468,0.0,0.0
2024-01-03 00:15:00,0.001,0.37504260639225445,0.0,0.0
2024-01-03 00:30:00,0.001,0.3243759397255878,0.0,0.0
2024-01-03 00:45:00,0.001,0.20196202043147735,0.0,0.0
2024-01-03 01:00:00,0.001,0.5786237423726736,0.0,0.0
2024-01-03 01:15:00,0.001,0.20115299796604627,0.0,0.0
2024-01-03 01:30:00,0.001,0.201,0.0,0.0
2024-01-03 01:45:00,0.001,0.221,0.0,0.0
2024-01-03 02:00:00,0.001,0.16,0.0,0.0
2024-01-03 02:15:00,0.001,0.046,0.0,0.0
2024-01-03 02:30:00,0.001,0.046,0.0,0.0
2024-01-03 02:45:00,0.001,0.05633333333333333,0.0,0.0
2024-01-03 03:00:00,0.001,0.201,0.0,0.0
2024-01-03 03:15:00,0.001,0.24166666666666667,0.0,0.0
2024-01-03 03:30:00,0.001,0.16,0.0,0.0
2024-01-03 03:45:00,0.001,0.046,0.0,0.26666666666666666
2024-01-03 04:00:00,0.001,0.046,9.533333333333333,0.8
2024-01-03 04:15:00,0.001,0.046,5.866666666666666,0.5333333333333333
2024-01-03 04:30:00,0.001,0.19066666666666668,0.0,1.0666666666666667
2024-01-03 04:45:00,0.001,0.26233333333333336,0.0,0.0
2024-01-03 05:00:00,0.001,0.16,0.0,0.0
2024-01-03 05:15:00,0.001,0.046,0.0,0.0
2024-01-03 05:30:00,0.001,0.046,0.0,0.0
2024-01-03 05:45:00,0.001,0.046,0.0,0.0
2024-01-03 06:00:00,0.001,0.17,0.0,0.0
2024-01-03 06:15:00,0.001,0.28300000000000003,0.0,0.0
2024-01-03 06:30:00,0.001,0.16,0.0,0.0
2024-01-03 06:45:00,0.001,0.046,0.0,0.0
2024-01-03 07:00:00,0.001,0.046,0.0,0.0
2024-01-03 07:15:00,0.001,0.046,0.0,0.0
2024-01-03 07:30:00,0.001,0.14933333333333335,0.0,0.0
