,TumbleDryer,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.1423333333333333,0.0
2024-01-01 00:15:00,0.001,0.047,0.0
2024-01-01 00:30:00,0.001,0.047,0.0
2024-01-01 00:45:00,0.001,0.047,0.0
2024-01-01 01:00:00,0.001,0.047,0.0
2024-01-01 01:15:00,0.001,0.6754,1.2
2024-01-01 01:30:00,0.001,0.09833333333333334,1.3
2024-01-01 01:45:00,0.001,0.07193333333333334,0.0
2024-01-01 02:00:00,0.001,0.081,1.2
2024-01-01 02:15:00,0.001,0.051533333333333334,1.3
2024-01-01 02:30:00,0.001,0.07633333333333334,1.5
2024-01-01 02:45:00,0.001,0.157,1.5
2024-01-01 03:00:00,0.001,0.05433333333333333,0.4
2024-01-01 03:15:00,0.001,0.047,0.5
2024-01-01 03:30:00,0.001,0.047,1.5
2024-01-01 03:45:00,0.001,0.047,1.5
2024-01-01 04:00:00,0.001,0.12033333333333333,1.5
2024-01-01 04:15:00,0.001,0.12033333333333333,1.5
2024-01-01 04:30:00,0.001,0.047,1.5
2024-01-01 04:45:00,0.001,0.047,1.3
2024-01-01 05:00:00,0.001,0.047,0.0
2024-01-01 05:15:00,0.001,0.32086666666666663,0.0
2024-01-01 05:30:00,0.001,0.2902666666666667,0.0
2024-01-01 05:45:00,0.001,0.07633333333333334,1.5
2024-01-01 06:00:00,0.001,0.047,1.5
2024-01-01 06:15:00,0.001,0.047,0.0
2024-01-01 06:30:00,0.001,0.047,0.0
2024-01-01 06:45:00,0.001,0.09833333333333334,0.0
2024-01-01 07:00:00,0.001,0.1423333333333333,0.0
2024-01-01 07:15:00,0.001,0.047,0.0
2024-01-01 07:30:00,0.001,0.047,0.0
2024-01-01 07:45:00,0.001,0.047,0.0
2024-01-01 08:00:00,0.001,0.047,0.0
2024-01-01 08:15:00,0.001,0.1423333333333333,0.0
2024-01-01 08:30:00,0.001,0.09833333333333334,0.0
2024-01-01 08:45:00,0.001,0.047,0.0
2024-01-01 09:00:00,0.001,0.047,0.0
2024-01-01 09:15:00,0.001,0.047,0.0
2024-01-01 09:30:00,0.001,0.07633333333333334,0.0
2024-01-01 09:45:00,0.001,0.157,0.0
2024-01-01 10:00:00,0.001,0.05433333333333333,0.0
2024-01-01 10:15:00,0.001,0.047,0.0
2024-01-01 10:30:00,0.001,0.047,0.0
2024-01-01 10:45:00,0.001,0.047,0.0
2024-01-01 11:00:00,0.001,0.12033333333333333,0.0
2024-01-01 11:15:00,0.001,0.12033333333333333,0.0
2024-01-01 11:30:00,0.001,0.047,0.0
2024-01-01 11:45:00,0.001,0.047,0.0
2024-01-01 12:00:00,0.001,0.047,0.0
2024-01-01 12:15:00,0.001,0.05433333333333333,0.0
2024-01-01 12:30:00,0.001,0.157,0.0
2024-01-01 12:45:00,0.001,0.07633333333333334,0.0
2024-01-01 13:00:00,0.001,0.047,0.0
2024-01-01 13:15:00,0.001,0.05724724338965037,0.0
2024-01-01 13:30:00,0.001,0.12335707570600683,0.0
2024-01-01 13:45:00,0.001,0.23115707570600683,0.0
2024-01-01 14:00:00,0.001,0.27515707570600684,0.0
2024-01-01 14:15:00,0.001,0.1798237423726735,1.0
2024-01-01 14:30:00,0.001,0.19592824949151158,1.5
2024-01-01 14:45:00,0.001,0.30369999999999997,1.5
2024-01-01 15:00:00,0.001,0.3175431656496898,1.5
2024-01-01 15:15:00,0.001,0.5563904090393401,1.5
2024-01-01 15:30:00,0.001,0.2562570757060068,1.5
2024-01-01 15:45:00,0.001,0.2075237423726735,1.5
2024-01-01 16:00:00,0.001,0.2075237423726735,1.5
2024-01-01 16:15:00,0.001,0.2075237423726735,0.4
2024-01-01 16:30:00,0.001,0.22235491615817823,1.2
2024-01-01 16:45:00,0.001,0.2927,1.5
2024-01-01 17:00:00,0.001,0.20028057672298372,1.4
2024-01-01 17:15:00,0.001,0.1945237423726735,0.0
2024-01-01 17:30:00,0.001,0.1945237423726735,0.0
2024-01-01 17:45:00,0.001,0.1945237423726735,0.5
2024-01-01 18:00:00,0.001,0.26076283028240277,1.5
2024-01-01 18:15:00,0.001,0.25603333333333333,1.5
2024-01-01 18:30:00,0.001,0.7157666666666667,1.5
2024-01-01 18:45:00,0.001,0.24723333333333333,1.5
2024-01-01 19:00:00,0.001,0.30369999999999997,1.5
2024-01-01 19:15:00,0.001,0.31103333333333333,1.2
2024-01-01 19:30:00,0.001,0.4046533333333333,0.0
2024-01-01 19:45:00,0.001,0.19733333333333336,0.0
2024-01-01 20:00:00,0.001,0.15186666666666668,0.0
2024-01-01 20:15:00,0.001,0.047,0.0
2024-01-01 20:30:00,0.001,0.047,0.0
2024-01-01 20:45:00,0.001,0.10640000000000001,0.0
2024-01-01 21:00:00,0.001,0.26806283028240274,0.0
2024-01-01 21:15:00,0.001,0.1798237423726735,0.0
2024-01-01 21:30:00,0.001,0.21155707570600685,0.0
2024-01-01 21:45:00,0.001,0.21382374237267351,0.0
2024-01-01 22:00:00,0.001,0.11402374237267351,0.0
2024-01-01 22:15:00,0.001,0.15179232723147212,0.0
2024-01-01 22:30:00,0.001,0.11420000000000001,0.0
2024-01-01 22:45:00,0.001,0.20496882621449528,1.4
2024-01-01 23:00:00,0.001,0.2070237423726735,1.5
2024-01-01 23:15:00,0.001,0.1798237423726735,1.5
2024-01-01 23:30:00,0.001,0.20915707570600686,1.5
2024-01-01 23:45:00,0.001,0.24142374237267347,0.3
2024-01-02 00:00:00,0.001,0.06615707570600683,0.0
2024-01-02 00:15:00,0.001,0.0588237423726735,0.6
2024-01-02 00:30:00,0.001,0.0588237423726735,1.5
2024-01-02 00:45:00,0.001,0.44995299796604626,1.5
2024-01-02 01:00:00,0.001,0.12033333333333333,1.5
2024-01-02 01:15:00,0.001,0.12033333333333333,0.8
2024-01-02 01:30:00,0.001,0.047,0.0
2024-01-02 01:45:00,0.001,0.047,0.0
2024-01-02 02:00:00,0.001,0.047,0.0
2024-01-02 02:15:00,0.001,0.05433333333333333,0.0
2024-01-02 02:30:00,0.001,0.157,0.7
2024-01-02 02:45:00,0.001,0.4761333333333333,1.5
2024-01-02 03:00:00,0.001,0.047,1.5
2024-01-02 03:15:00,0.001,0.047,1.5
2024-01-02 03:30:00,0.001,0.047,1.5
2024-01-02 03:45:00,0.001,0.09833333333333334,1.5
2024-01-02 04:00:00,0.001,0.1423333333333333,1.0
2024-01-02 04:15:00,0.001,0.047,0.0
2024-01-02 04:30:00,0.001,0.047,0.0
2024-01-02 04:45:00,0.001,0.047,0.0
2024-01-02 05:00:00,0.001,0.5800666666666666,0.0
2024-01-02 05:15:00,0.001,0.1423333333333333,0.0
2024-01-02 05:30:00,0.001,0.09833333333333334,0.0
2024-01-02 05:45:00,0.001,0.047,0.0
2024-01-02 06:00:00,0.001,0.047,0.7
2024-01-02 06:15:00,0.001,0.047,1.5
2024-01-02 06:30:00,0.001,0.07633333333333334,1.5
2024-01-02 06:45:00,0.001,0.157,0.2
2024-01-02 07:00:00,0.001,0.05433333333333333,0.0
2024-01-02 07:15:00,0.001,0.047,0.0
2024-01-02 07:30:00,0.001,0.047,0.0
2024-01-02 07:45:00,0.001,0.047,1.1
2024-01-02 08:00:00,0.001,0.129,1.5
2024-01-02 08:15:00,0.001,0.13333333333333333,1.5
2024-01-02 08:30:00,0.001,0.05999999999999999,1.5
2024-01-02 08:45:00,0.001,0.059133333333333336,1.5
2024-01-02 09:00:00,0.001,0.047,1.5
2024-01-02 09:15:00,0.001,0.12146666666666667,1.5
2024-01-02 09:30:00,0.001,0.7202666666666667,1.5
2024-01-02 09:45:00,0.001,0.24433333333333335,1.5
2024-01-02 10:00:00,0.001,0.5853333333333333,1.5
2024-01-02 10:15:00,0.001,0.5808,1.5
2024-01-02 10:30:00,0.001,0.15265333333333334,1.5
2024-01-02 10:45:00,0.11520820983748822,0.24616666666666667,1.0
2024-01-02 11:00:00,1.7347724020109978,0.2910333333333333,1.5
2024-01-02 11:15:00,1.9241623818578888,0.7287666666666666,1.5
2024-01-02 11:30:00,1.3724456512705567,0.7932999999999999,1.5
2024-01-02 11:45:00,0.49477567460616234,0.3158333333333333,1.5
2024-01-02 12:00:00,0.5809933771434852,0.8861000000000001,1.5
2024-01-02 12:15:00,0.001,1.6576726625987592,1.5
2024-01-02 12:30:00,0.001,2.028923742372674,1.5
2024-01-02 12:45:00,0.001,1.9731237423726737,1.5
2024-01-02 13:00:00,0.001,0.29625707570600684,1.5
2024-01-02 13:15:00,0.001,0.7274570757060068,1.5
2024-01-02 13:30:00,0.001,0.740915828248449,1.5
2024-01-02 13:45:00,0.001,1.4171666666666667,1.5
