,TumbleDryer,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.07066666666666667,0.0
2024-01-01 00:15:00,0.001,0.24799999999999997,0.0
2024-01-01 00:30:00,0.001,0.14666666666666667,0.0
2024-01-01 00:45:00,0.001,0.058,0.0
2024-01-01 01:00:00,0.001,0.058,0.0
2024-01-01 01:15:00,0.001,0.058,0.0
2024-01-01 01:30:00,0.001,0.058,0.0
2024-01-01 01:45:00,0.001,0.24799999999999997,0.0
2024-01-01 02:00:00,0.001,0.15933333333333335,0.0
2024-01-01 02:15:00,0.001,0.058,0.6
2024-01-01 02:30:00,0.001,0.058,1.5
2024-01-01 02:45:00,0.001,0.058,1.5
2024-01-01 03:00:00,0.001,0.058,0.5
2024-01-01 03:15:00,0.001,0.2353333333333333,1.5
2024-01-01 03:30:00,0.001,0.17200000000000001,1.5
2024-01-01 03:45:00,0.001,0.058,1.5
2024-01-01 04:00:00,0.001,0.058,1.5
2024-01-01 04:15:00,0.001,0.058,1.5
2024-01-01 04:30:00,0.001,0.058,1.5
2024-01-01 04:45:00,0.001,0.22266666666666665,0.5
2024-01-01 05:00:00,0.001,0.18466666666666667,0.0
2024-01-01 05:15:00,0.001,0.058,1.3
2024-01-01 05:30:00,0.001,0.058,1.5
2024-01-01 05:45:00,0.001,0.058,1.5
2024-01-01 06:00:00,0.001,0.0650942454236041,1.5
2024-01-01 06:15:00,0.001,0.22182374237267352,1.5
2024-01-01 06:30:00,0.001,0.20915707570600686,0.1
2024-01-01 06:45:00,0.001,0.06982374237267351,0.0
2024-01-01 07:00:00,0.001,0.06982374237267351,0.0
2024-01-01 07:15:00,0.001,0.058,0.0
2024-01-01 07:30:00,0.001,0.08220000000000001,0.0
2024-01-01 07:45:00,0.001,0.7427333333333334,0.0
2024-01-01 08:00:00,0.001,2.4530000000000003,0.0
2024-01-01 08:15:00,0.001,0.7611333333333333,0.9
2024-01-01 08:30:00,0.001,0.301,1.5
2024-01-01 08:45:00,0.001,0.2284,1.5
2024-01-01 09:00:00,0.001,0.18,1.5
2024-01-01 09:15:00,0.001,0.31706666666666666,1.5
2024-01-01 09:30:00,0.001,0.3699844131072476,1.5
2024-01-01 09:45:00,0.001,0.19815707570600685,1.5
2024-01-01 10:00:00,0.001,0.11682374237267351,1.5
2024-01-01 10:15:00,0.001,0.1106585406079497,1.5
2024-01-01 10:30:00,0.001,0.21359944074256465,1.5
2024-01-01 10:45:00,0.001,0.32455219735291424,1.5
2024-01-01 11:00:00,0.001,0.3878855306862476,0.8
2024-01-01 11:15:00,0.001,0.19372435876469335,0.0
2024-01-01 11:30:00,0.001,0.17093333333333333,0.0
2024-01-01 11:45:00,0.001,0.058,0.0
2024-01-01 12:00:00,0.001,0.058,0.0
2024-01-01 12:15:00,0.001,0.15933333333333335,0.0
2024-01-01 12:30:00,0.001,0.24799999999999997,0.0
2024-01-01 12:45:00,0.001,0.058,0.0
