,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB,SoC_ref_EV,EV_arrival,EV_departure,EV_plugged,SoC_arr_EV
2024-01-01 00:00:00,2.0,11.0,0.3234736329992554,11.003348618620949,11.498077012769174,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:15:00,2.0,11.0,0.3234736329992554,11.010425832296134,11.494068117336992,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:30:00,2.0,11.0,0.3234736329992554,11.017353565780496,11.490228813430145,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:45:00,2.0,11.0,0.3234736329992554,11.024136088927126,11.486553936589322,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:00:00,2.0,11.0,0.3234736329992554,11.030777545427659,11.483038475842015,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:15:00,2.0,11.0,0.3234736329992554,11.037281956551654,11.479677569150802,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:30:00,2.0,11.0,0.3234736329992554,11.043653224775118,11.476466498996606,12.0,59.50319999999999,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 01:45:00,2.0,11.0,0.3234736329992554,11.049895137301444,11.47340068809289,12.0,59.44799999999999,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:00:00,2.0,11.0,0.3234736329992554,11.055737814937276,11.468028477204978,11.0,59.44799999999999,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:15:00,2.0,11.0,0.3234736329992554,11.06110652414863,11.460054011731446,11.0,59.3225016722408,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 02:30:00,2.0,11.0,0.3234736329992554,11.066297200368599,11.452300130320003,11.0,58.43221672240804,60.0,3.594378666666667,0.0,0.0,0,0,0,0.0
2024-01-01 02:45:00,2.0,11.0,0.3234736329992554,11.071315172732346,11.444760335448693,11.0,58.14953463927382,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:00:00,2.0,11.0,0.3234736329992554,11.076165612235691,11.437428322126062,11.0,59.762052556139594,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:15:00,2.0,11.0,0.3234736329992554,11.08085353642411,11.430297972183151,11.0,60.84386927854765,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 03:30:00,2.0,11.0,0.3234736329992554,11.085383813942743,11.423363348734695,11.0,60.7983728619208,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 03:45:00,2.0,11.0,0.3234736329992554,11.08976116895152,11.41661869080457,11.0,60.66957286192079,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 04:00:00,2.0,11.0,0.3234736329992554,11.093990185409353,11.410058408110563,11.0,60.448772861920794,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 04:15:00,2.0,12.8,0.3234736329992554,11.304225351878484,11.404326330536119,11.0,59.73117286192078,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 04:30:00,2.0,11.0,0.3234736329992554,11.53952749216186,11.403010168390013,11.0,59.234372861920775,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 04:45:00,2.0,11.0,0.3234736329992554,11.537416642137135,11.402733575234818,11.0,59.68958241758252,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 05:00:00,2.0,12.8,0.3234736329992554,11.60380124200082,11.40017657187185,10.0,60.556396751075134,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 05:15:00,2.0,11.0,0.3234736329992554,11.678206035099256,11.396326289493542,10.0,60.25909794553285,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 05:30:00,1.0,14.6,0.3234736329992554,11.722691062726215,11.392865108098562,10.0,58.80376684185392,60.0,3.0808960000000005,0.0,0.0,0,0,0,0.0
2024-01-01 05:45:00,1.0,20.0,0.3234736329992554,12.305021854398982,11.393151902404188,10.0,58.55961586239862,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 06:00:00,1.0,20.0,0.3234736329992554,13.02556832485697,11.402742460767051,10.0,59.160133779264406,60.0,5.134826666666667,0.0,0.0,0,0,0,0.0
2024-01-01 06:15:00,2.0,16.4,0.3234736329992554,13.687188978062327,11.421755298908513,10.0,56.154251696130174,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 06:30:00,1.0,17.0,0.3234736329992554,13.948854198870713,11.446553385621364,10.0,57.36196961299595,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 06:45:00,3.0,19.866666666666667,0.3234736329992554,14.598910479158329,11.476629110516333,10.0,58.66168752986172,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 07:00:00,3.0,19.5,0.3234736329992554,15.289134764455358,11.51541865420286,10.0,60.2742054467275,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 07:15:00,3.0,19.5,0.3234736329992554,15.970421965927567,11.56273939345713,10.0,60.32751380793152,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 07:30:00,3.0,19.5,0.3234736329992554,16.642995904950354,11.618312439859674,10.0,57.70931906354547,60.0,3.337637333333334,0.0,0.0,0,0,0,0.0
2024-01-01 07:45:00,3.0,19.5,0.3234736329992554,17.3070840735258,11.681867190750726,10.0,56.61083650262817,60.0,1.7971893333333335,0.0,0.0,0,0,0,0.0
2024-01-01 08:00:00,3.0,19.5,0.3234736329992554,17.963880913796057,11.7531449554485,10.0,56.05215441949394,60.0,3.594378666666667,0.0,0.0,0,0,0,0.0
2024-01-01 08:15:00,3.0,19.5,0.3234736329992554,18.61372148448673,11.831909602441417,10.0,55.76947233635971,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 08:30:00,3.0,19.5,0.3234736329992554,19.255691585152636,11.917918986273966,10.0,55.70759025322548,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 08:45:00,3.0,19.5,0.3234736329992554,19.857196955705835,12.01090281952049,10.0,56.87850817009126,60.0,1.7971893333333335,0.0,0.0,0,0,0,0.0
2024-01-01 09:00:00,3.0,19.5,0.3234736329992554,19.930454720188678,12.10738612648389,10.0,56.63262608695704,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 09:15:00,1.0,19.6,0.3234736329992554,19.826512837629828,12.20128252336378,10.0,58.11634400382281,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 09:30:00,3.0,19.8,0.3234736329992554,19.725225170756076,12.292035586147774,10.0,59.72886192068859,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 09:45:00,1.0,19.833333333333332,0.3234736329992554,19.626514173041667,12.379739476663898,10.0,60.9472087912094,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 10:00:00,3.0,19.666666666666668,0.3234736329992554,19.53485390155392,12.466949553133226,11.0,61.01887625418121,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 10:15:00,3.0,19.6,0.3234736329992554,19.66677488241812,12.554779609410408,11.0,61.01887625418121,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 10:30:00,3.0,19.5,0.3234736329992554,19.99882932115961,12.645424522069673,11.0,61.01887625418121,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 10:45:00,3.0,19.5,0.3234736329992554,19.913978046513456,12.73553816785609,11.0,61.01887625418121,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 11:00:00,3.0,19.5,0.3234736329992554,19.832509039273024,12.82525673353599,12.0,61.01887625418121,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 11:15:00,3.0,19.5,0.3234736329992554,19.758212813750127,12.91503034420476,12.0,61.01887625418121,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 11:30:00,3.0,19.5,0.3234736329992554,19.686110655659412,13.002134913622983,12.0,61.01887625418121,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 11:45:00,3.0,19.5,0.3234736329992554,19.616137536630664,13.086649595843978,12.0,61.01887625418121,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 12:00:00,3.0,19.5,0.3234736329992554,19.546622647734676,13.168644891372825,12.0,61.01887625418121,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 12:15:00,3.0,19.5,0.3234736329992554,19.47730546025847,13.2481647387108,12.0,61.01887625418121,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 12:30:00,1.0,19.533333333333335,0.3234736329992554,19.4099797812816,13.325273379388799,12.0,61.01887625418121,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 12:45:00,1.0,19.9,0.3234736329992554,19.73682452375705,13.401699065880345,12.0,61.01887625418121,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 13:00:00,1.0,20.0,0.3234736329992554,20.369443772400817,13.484046111838351,12.0,61.01887625418121,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 13:15:00,1.0,20.0,0.3234736329992554,20.47260505954011,13.570507608245252,12.0,61.01887625418121,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 13:30:00,1.0,20.0,0.3234736329992554,20.39675506245707,13.654959132146113,12.0,61.01887625418121,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 13:45:00,1.0,20.0,0.3234736329992554,20.323050686645463,13.736819960672012,12.0,61.01887625418121,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 14:00:00,1.0,20.0,0.3234736329992554,20.246850931499377,13.816149181284358,12.0,61.01887625418121,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 14:15:00,1.0,20.0,0.3234736329992554,20.167526867472024,13.89293445019444,12.0,61.01887625418121,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 14:30:00,1.0,20.0,0.3234736329992554,20.09029557140557,13.967225307659577,12.0,59.57147673196429,60.0,2.310672,0.0,0.0,0,0,0,0.0
2024-01-01 14:45:00,1.0,20.0,0.3234736329992554,20.015095690745813,14.039096295352088,12.0,59.551789393216104,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 15:00:00,1.0,20.0,0.3234736329992554,19.937409046804916,14.108602253089657,12.0,60.70623984711006,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 15:15:00,1.0,20.0,0.3234736329992554,19.856625153122437,14.175728526083356,12.0,61.10041089345503,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 15:30:00,1.0,20.0,0.3234736329992554,19.777827470443977,14.240520811686137,12.0,60.99001089345503,60.0,3.0808960000000005,0.0,0.0,0,0,0,0.0
2024-01-01 15:45:00,2.0,11.0,0.3234736329992554,19.700958207926977,14.303049233426737,12.0,58.540919254659066,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 16:00:00,1.0,17.0,0.3234736329992554,19.625534883066905,14.360934015657248,11.0,60.153437171524835,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 16:15:00,1.0,20.0,0.3234736329992554,19.551405827245173,14.413946726689991,11.0,61.01344672718658,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 16:30:00,1.0,20.0,0.3234736329992554,19.694982099127266,14.465629914165055,11.0,61.01344672718658,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 16:45:00,1.0,20.0,0.3234736329992554,20.316003400906983,14.522023887371933,11.0,61.01344672718658,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 17:00:00,1.0,20.0,0.3234736329992554,20.449068786233866,14.583365792450556,11.0,60.92144672718658,60.0,2.310672,0.0,0.0,0,0,0,0.0
2024-01-01 17:15:00,1.0,20.0,0.3234736329992554,20.36657213460127,14.643274726750588,11.0,58.65635508839059,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 17:30:00,1.0,20.0,0.3234736329992554,20.28599059352685,14.700961206164042,11.0,59.882473005256365,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 17:45:00,1.0,20.0,0.3234736329992554,20.207268807548317,14.756492322545869,11.0,60.74348972766442,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 18:00:00,1.0,20.0,0.3234736329992554,20.130353058607273,14.809933175328315,11.0,61.06599331103757,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 18:15:00,1.0,20.0,0.3234736329992554,20.055191217512153,14.861346930602837,11.0,60.881993311037576,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 18:30:00,1.0,20.0,0.3234736329992554,19.98173269684021,14.910794878450293,11.0,60.697993311037564,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 18:45:00,3.0,19.7,0.3234736329992554,19.909928405235895,14.95833648857133,11.0,60.23799331103756,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 19:00:00,3.0,19.5,0.3234736329992554,19.839730703064184,15.00402946426735,11.0,60.23799331103756,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 19:15:00,3.0,19.5,0.3234736329992554,19.771093359378767,15.047929794820968,11.0,58.31376435738253,60.0,3.0808960000000005,0.0,0.0,0,0,0,0.0
2024-01-01 19:30:00,3.0,19.5,0.3234736329992554,19.703971510165978,15.090091806323436,11.0,58.8242148112765,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 19:45:00,1.0,19.7,0.3234736329992554,19.638321617826804,15.130568210995069,11.0,59.921532728142274,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 20:00:00,1.0,20.0,0.3234736329992554,19.57410143186012,15.169410155043336,11.0,60.65954706163488,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 20:15:00,1.0,20.0,0.3234736329992554,19.54406695541677,15.206697025490433,11.0,59.47035183946575,60.0,2.053930666666667,0.0,0.0,0,0,0,0.0
2024-01-01 20:30:00,1.0,20.0,0.3234736329992554,20.037275047892663,15.245723005151515,11.0,59.7977685618738,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 20:45:00,1.0,20.0,0.3234736329992554,20.48697345640043,15.291763878961397,11.0,60.91308361204105,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 21:00:00,1.0,20.0,0.3234736329992554,20.432421883118476,15.336767876344549,10.0,61.06358528428186,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 21:15:00,2.0,11.0,0.3234736329992554,20.35942755480381,15.377185990697598,10.0,61.06358528428186,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 21:30:00,2.0,11.0,0.3234736329992554,20.287962784035326,15.41587226257128,10.0,61.06358528428186,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 21:45:00,2.0,11.0,0.3234736329992554,20.217983925415815,15.452879472040445,10.0,61.06358528428186,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 22:00:00,2.0,11.0,0.3234736329992554,20.14944862301177,15.488258830457346,10.0,61.06358528428186,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 22:15:00,2.0,11.0,0.3234736329992554,20.08231577213447,15.522060026972984,10.0,61.06358528428186,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 22:30:00,2.0,11.0,0.3234736329992554,20.016545482254084,15.554331273679118,10.0,61.06358528428186,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 22:45:00,2.0,11.0,0.3234736329992554,19.952099041013334,15.585119349411821,10.0,61.06358528428186,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 23:00:00,1.0,18.8,0.3234736329992554,19.888938879308117,15.614469642256292,10.0,61.06358528428186,60.0,0.0,0.0,0.0,0,0,0,0.0
