,WasherDryer,DishWasher,BaseLoad,P_EV,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.18582374237267352,0.0,0.0,0.8
2024-01-01 00:15:00,0.001,0.0,0.18582374237267352,0.0,2.3333333333333335,1.5
2024-01-01 00:30:00,0.001,0.0,0.31638824949151156,0.0,3.6666666666666665,1.5
2024-01-01 00:45:00,0.001,0.0,0.21766666666666665,0.0,0.0,1.5
2024-01-01 01:00:00,0.001,0.0,0.06566666666666666,0.0,2.3333333333333335,1.5
2024-01-01 01:15:00,0.001,0.0,0.053,0.0,4.333333333333333,1.5
2024-01-01 01:30:00,0.001,0.0,0.053,0.0,0.0,1.5
2024-01-01 01:45:00,0.001,0.0,0.6367333333333334,0.0,0.0,1.5
2024-01-01 02:00:00,0.001,0.0,0.23033333333333333,0.0,0.0,1.5
2024-01-01 02:15:00,0.001,0.0,0.5921333333333333,0.0,0.0,1.5
2024-01-01 02:30:00,0.001,0.0,0.053,0.0,0.0,1.5
2024-01-01 02:45:00,0.001,0.0,0.053,0.0,0.0,0.3
2024-01-01 03:00:00,0.001,0.0,0.053,0.0,0.0,1.1
2024-01-01 03:15:00,0.001,0.0,0.15433333333333332,0.0,0.0,1.5
2024-01-01 03:30:00,0.001,0.0,0.7254,0.0,0.0,1.5
2024-01-01 03:45:00,0.001,0.0,0.17966666666666667,0.0,0.0,1.1
2024-01-01 04:00:00,0.001,0.0,0.053,0.0,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.053,0.0,4.333333333333333,0.8
2024-01-01 04:30:00,0.001,0.0,0.053,0.0,0.6666666666666666,1.5
2024-01-01 04:45:00,0.001,0.0,0.205,0.0,0.0,1.5
2024-01-01 05:00:00,0.001,0.0,0.17966666666666667,0.0,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.14166666666666666,0.0,0.0,1.5
2024-01-01 05:30:00,0.001,0.0,0.5860666666666667,0.0,0.0,1.5
2024-01-01 05:45:00,0.001,0.0,0.053,0.0,0.0,0.4
2024-01-01 06:00:00,0.001,0.0,0.06566666666666666,0.0,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.243,0.0,0.6666666666666666,0.0
2024-01-01 06:30:00,0.001,0.0,0.16699999999999998,0.0,2.3333333333333335,0.0
2024-01-01 06:45:00,0.001,0.0,0.10366666666666666,0.0,0.0,1.0
2024-01-01 07:00:00,0.001,0.0,0.053,0.0,0.0,1.5
2024-01-01 07:15:00,0.001,0.0,0.053,0.0,0.0,1.5
2024-01-01 07:30:00,0.001,0.0,0.11633333333333333,0.0,0.0,1.5
2024-01-01 07:45:00,0.001,0.0,0.21766666666666667,0.0,0.0,1.5
2024-01-01 08:00:00,0.001,0.0,0.17966666666666667,0.0,0.0,1.5
2024-01-01 08:15:00,0.001,0.0,0.06566666666666666,0.0,0.0,1.5
2024-01-01 08:30:00,0.001,0.0,0.053,0.0,0.6666666666666666,1.5
2024-01-01 08:45:00,0.001,0.0,0.053,0.0,2.3333333333333335,1.5
2024-01-01 09:00:00,0.001,0.0,0.16699999999999998,0.0,0.0,1.5
2024-01-01 09:15:00,0.001,0.0,0.5668000000000001,3.7333333333333334,0.0,1.5
2024-01-01 09:30:00,0.001,0.0,0.19233333333333333,7.0,0.0,1.5
2024-01-01 09:45:00,0.001,0.0,0.053,7.0,0.0,1.5
2024-01-01 10:00:00,0.001,0.0,0.5860666666666667,6.533333333333333,0.0,1.5
2024-01-01 10:15:00,0.001,0.0002666666666666667,0.053,0.0,0.0,1.5
2024-01-01 10:30:00,0.001,2.1000666666666667,0.21766666666666665,0.0,0.0,1.5
2024-01-01 10:45:00,0.001,1.2004666666666668,0.129,0.0,0.0,1.5
2024-01-01 11:00:00,0.001,1.3504,0.33464,0.0,0.0,1.5
2024-01-01 11:15:00,0.001,0.0005333333333333334,0.21816,0.0,3.0,1.5
2024-01-01 11:30:00,0.001,0.0,0.174,0.0,0.0,1.5
2024-01-01 11:45:00,0.001,0.0,0.4879466666666667,0.0,0.0,1.5
2024-01-01 12:00:00,0.001,0.0,0.6521304090393403,0.0,0.0,1.5
2024-01-01 12:15:00,0.001,0.0,0.12815707570600685,0.0,0.0,1.5
2024-01-01 12:30:00,0.001,0.0,0.5532904090393402,0.0,0.0,1.5
2024-01-01 12:45:00,0.001,0.0,0.0648237423726735,6.533333333333333,0.0,1.5
2024-01-01 13:00:00,0.001,0.0,0.0648237423726735,7.0,0.0,1.5
2024-01-01 13:15:00,0.001,0.0,0.6313529979660463,4.666666666666667,0.0,1.5
2024-01-01 13:30:00,0.001,0.0,1.453,0.0,0.0,1.5
2024-01-01 13:45:00,0.001,0.0,1.1059611719215543,0.0,0.0,1.5
2024-01-01 14:00:00,0.001,0.0,0.256218864019581,0.0,0.0,1.5
2024-01-01 14:15:00,0.001,0.0,0.2055521973529143,3.2666666666666666,2.6666666666666665,1.5
2024-01-01 14:30:00,0.001,0.0,0.3507111912510531,0.0,0.3333333333333333,1.5
