,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.043,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.043,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.043,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.001,0.195,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.22033333333333335,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.001,0.043,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.043,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.043,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.043,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.233,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.18233333333333335,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.043,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.043,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.043,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.081,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.001,0.233,1.7333333333333334,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.14433333333333334,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.043,0.0,0.0
2024-01-01 04:30:00,0.001,0.0,0.001,0.043,0.4,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.043,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.11900000000000001,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.001,0.233,0.13333333333333333,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.10633333333333334,0.26666666666666666,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.043,0.13333333333333333,0.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.043,0.26666666666666666,0.0
2024-01-01 06:15:00,0.001,0.0,0.001,0.043,0.0,0.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.157,0.9333333333333333,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.233,2.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.06833333333333333,2.0,0.0
