,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB,SoC_ref_EV,EV_arrival,EV_departure,EV_plugged,SoC_arr_EV
2024-01-01 00:00:00,2.0,11.0,0.5135482531047432,11.003237983377291,11.49774809263013,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:15:00,2.0,11.0,0.5135482531047432,11.010081676172394,11.493025410510556,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:30:00,2.0,11.0,0.5135482531047432,11.016780986688863,11.48845918049553,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:45:00,2.0,11.0,0.5135482531047432,11.023339638199044,11.484045239487104,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:00:00,2.0,11.0,0.5135482531047432,11.02976125642852,11.479779533695204,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:15:00,2.0,11.0,0.5135482531047432,11.036049372114585,11.475658115770242,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:30:00,2.0,11.0,0.5135482531047432,11.042207423497633,11.471677142010943,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:45:00,2.0,11.0,0.5135482531047432,11.048238758747171,11.467832869645402,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:00:00,2.0,11.0,0.5135482531047432,11.053703883771876,11.462815982148953,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:15:00,2.0,11.0,0.5135482531047432,11.058529064680156,11.456456243395968,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:30:00,2.0,11.0,0.5135482531047432,11.063216332738286,11.450252803187135,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:45:00,2.0,11.0,0.5135482531047432,11.067769326114618,11.444201580887654,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:00:00,2.0,11.0,0.5135482531047432,11.0721915875091,11.438298602864798,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:15:00,2.0,11.0,0.5135482531047432,11.076486566657513,11.432539999681275,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:30:00,2.0,11.0,0.5135482531047432,11.080657622770028,11.426922003362186,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:45:00,2.0,11.0,0.5135482531047432,11.084708026905814,11.421440944733684,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 04:00:00,2.0,11.0,0.5135482531047432,11.088640964285338,11.41609325083144,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 04:15:00,1.0,17.0,0.5135482531047432,11.642419265454134,11.412101361418713,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 04:30:00,1.0,20.0,0.5135482531047432,14.19685063029401,11.427889394311531,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 04:45:00,2.0,11.6,0.5135482531047432,15.789472378272414,11.473292040736364,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 05:00:00,2.0,12.8,0.5135482531047432,16.074708532028648,11.525380243104614,10.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 05:15:00,2.0,11.0,0.5135482531047432,16.233018751615262,11.579560360961018,10.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 05:30:00,2.0,11.0,0.5135482531047432,16.17161541651903,11.632788806409856,10.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 05:45:00,1.0,11.6,0.5135482531047432,16.11163690396836,11.68444875436157,10.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 06:00:00,2.0,12.2,0.5135482531047432,16.5646351617808,11.73736879907251,10.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 06:15:00,2.0,11.0,0.5135482531047432,16.53716163034189,11.792724661227133,10.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 06:30:00,1.0,15.8,0.5135482531047432,16.816778772462836,11.84705739883811,10.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 06:45:00,1.0,20.0,0.5135482531047432,19.151132513555133,11.916060573102534,10.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 07:00:00,1.0,20.0,0.5135482531047432,20.514327183812632,12.011700637929,10.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 07:15:00,1.0,20.0,0.5135482531047432,20.402989345331335,12.111399496208328,10.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 07:30:00,1.0,20.0,0.5135482531047432,20.294272975481515,12.20820599389513,10.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 07:45:00,1.0,20.0,0.5135482531047432,20.188109856093387,12.30219650348912,10.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 08:00:00,1.0,20.0,0.5135482531047432,20.08523782911502,12.393448303916061,10.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 08:15:00,1.0,20.0,0.5135482531047432,19.98569282261251,12.482047958270844,10.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 08:30:00,1.0,20.0,0.5135482531047432,19.888485193995187,12.568069792811245,10.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 08:45:00,1.0,20.0,0.5135482531047432,19.793554130984067,12.65158188689138,10.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 09:00:00,1.0,20.0,0.5135482531047432,19.701665170755703,12.732653518031041,10.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 09:15:00,1.0,20.0,0.5135482531047432,19.61286382654473,12.811363745979415,10.0,59.79237397037745,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 09:30:00,1.0,20.0,0.5135482531047432,19.562881863625332,12.887789586596373,10.0,60.58893087434301,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 09:45:00,1.0,20.0,0.5135482531047432,20.464134999749536,12.968010089355403,10.0,59.85682866698515,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 10:00:00,1.0,20.0,0.5135482531047432,20.4442668722268,13.054718519979344,11.0,59.429948666985155,60.0,3.594378666666667,0.0,0.0,0,0,0,0.0
2024-01-01 10:15:00,1.0,20.0,0.5135482531047432,20.356778555233,13.14056622436501,11.0,57.14538748208308,60.0,4.6213440000000015,0.0,0.0,0,0,0,0.0
2024-01-01 10:30:00,1.0,20.0,0.5135482531047432,20.2714396226037,13.22402721771424,11.0,59.04607526039169,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 10:45:00,1.0,20.0,0.5135482531047432,20.188193959774424,13.305164350058826,11.0,61.000874075489605,60.0,3.0808960000000005,0.0,0.0,0,0,0,0.0
2024-01-01 11:00:00,1.0,20.0,0.5135482531047432,20.110070323560333,13.385354050832804,12.0,60.15961318681304,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 11:15:00,1.0,20.0,0.5135482531047432,20.037422763733097,13.464869049223442,12.0,59.82730274247476,60.0,2.053930666666667,0.0,0.0,0,0,0,0.0
2024-01-01 11:30:00,1.0,20.0,0.5135482531047432,19.966658078422757,13.542277280784175,12.0,59.083572594362,60.0,3.594378666666667,0.0,0.0,0,0,0,0.0
2024-01-01 11:45:00,1.0,20.0,0.5135482531047432,19.89772692028904,13.617634045293523,12.0,59.77406287625399,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 12:00:00,1.0,20.0,0.5135482531047432,19.82932963338467,13.690988662416082,12.0,61.03541022455785,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 12:15:00,1.0,20.0,0.5135482531047432,19.761262846519273,13.762371554171567,12.0,60.799890224557856,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 12:30:00,1.0,20.0,0.5135482531047432,19.694923041893674,13.831827852518552,12.0,59.544857869087224,60.0,3.337637333333334,0.0,0.0,0,0,0,0.0
2024-01-01 12:45:00,1.0,20.0,0.5135482531047432,19.63026502633708,13.899408191513192,12.0,61.04878050644983,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 13:00:00,1.0,20.0,0.5135482531047432,19.567516928367283,13.965162861729471,12.0,61.08984844720473,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 13:15:00,1.0,20.0,0.5135482531047432,19.690201552383705,14.029349368476517,12.0,60.221368447204746,60.0,1.0269653333333333,0.0,0.0,0,0,0,0.0
2024-01-01 13:30:00,1.0,20.0,0.5135482531047432,20.540821512555535,14.100076556193908,12.0,59.33507638795964,60.0,3.0808960000000005,0.0,0.0,0,0,0,0.0
2024-01-01 13:45:00,1.0,20.0,0.5135482531047432,20.469054350989364,14.174066193521174,12.0,60.151303583372886,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 14:00:00,3.0,19.633333333333333,0.5135482531047432,20.395951831940057,14.246032469223126,12.0,61.2024263736261,60.0,0.0,0.0,0.0,0,0,0,0.0
