,WasherDryer,TumbleDryer,WashingMachine,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.001,0.08566666666666668,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.001,0.15166666666666667,0.0,0.0
2024-01-01 01:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 01:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 01:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 01:45:00,0.001,0.001,0.001,0.07833333333333334,0.0,0.0
2024-01-01 02:00:00,0.001,0.001,0.001,0.159,0.0,0.0
2024-01-01 02:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 02:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 02:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 03:00:00,0.001,0.001,0.001,0.071,0.0,0.0
2024-01-01 03:15:00,0.001,0.001,0.001,0.159,0.0,0.0
2024-01-01 03:30:00,0.001,0.001,0.001,0.05633333333333333,0.0,0.0
2024-01-01 03:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 04:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 04:15:00,0.001,0.001,0.001,0.06366666666666668,0.0,0.0
2024-01-01 04:30:00,0.001,0.001,0.001,0.159,0.0,0.0
2024-01-01 04:45:00,0.001,0.001,0.001,0.06366666666666668,0.0,0.0
2024-01-01 05:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 05:30:00,0.001,0.001,0.001,0.05633333333333333,0.0,0.0
2024-01-01 05:45:00,0.001,0.001,0.001,0.159,0.0,0.0
2024-01-01 06:00:00,0.001,0.001,0.001,0.071,0.0,0.0
2024-01-01 06:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 06:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 06:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.001,0.159,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.001,0.07833333333333334,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.001,0.15166666666666667,0.0,0.0
2024-01-01 08:30:00,0.001,0.001,0.001,0.15537333333333334,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.001,0.08408,0.0,2.0
2024-01-01 09:00:00,0.001,0.001,0.001,0.06199999999999999,0.0,3.0
2024-01-01 09:15:00,0.001,0.001,0.001,0.06199999999999999,0.0,3.0
2024-01-01 09:30:00,0.001,0.001,0.001,0.1556,0.0,3.0
2024-01-01 09:45:00,0.001,0.001,0.001,0.10253333333333334,0.0,3.0
2024-01-01 10:00:00,0.001,0.001,0.001,0.06199999999999999,0.0,3.0
2024-01-01 10:15:00,0.001,0.001,0.001,0.06199999999999999,0.0,2.0
2024-01-01 10:30:00,0.001,0.001,0.001,0.06199999999999999,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.001,0.14046666666666668,1.8666666666666667,0.0
2024-01-01 11:00:00,0.001,0.001,0.001,0.10033333333333334,7.0,2.2
2024-01-01 11:15:00,0.001,0.001,0.001,0.049,7.0,0.4
2024-01-01 11:30:00,0.001,0.001,0.001,0.049,7.0,0.0
2024-01-01 11:45:00,0.001,0.001,0.001,0.049,7.0,2.0
2024-01-01 12:00:00,0.001,0.001,0.001,0.12966666666666668,1.4,0.0
2024-01-01 12:15:00,0.001,0.001,0.001,0.10766666666666666,0.0,0.0
2024-01-01 12:30:00,0.001,0.001,0.001,0.04986666666666666,0.0,0.4
2024-01-01 12:45:00,0.001,0.001,0.001,0.06199999999999999,0.0,2.2
2024-01-01 13:00:00,0.001,0.001,0.001,0.06199999999999999,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.001,0.13533333333333333,0.0,0.0
2024-01-01 13:30:00,0.001,0.001,0.001,0.12106666666666666,0.0,0.0
2024-01-01 13:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 14:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.001,0.049,0.0,2.0
2024-01-01 14:30:00,0.001,0.001,0.001,0.115,0.0,0.0
2024-01-01 14:45:00,0.001,0.001,0.001,0.12233333333333334,0.0,0.0
2024-01-01 15:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 15:15:00,0.001,0.001,0.001,0.049,4.666666666666667,0.0
2024-01-01 15:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 15:45:00,0.001,0.001,0.001,0.10766666666666666,0.0,0.0
2024-01-01 16:00:00,0.001,0.001,0.001,0.12966666666666668,0.0,0.0
2024-01-01 16:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 16:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 16:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 17:00:00,0.001,0.001,0.001,0.10033333333333334,0.0,0.0
2024-01-01 17:15:00,0.001,0.001,0.001,0.137,0.0,0.0
2024-01-01 17:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 17:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 18:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 18:15:00,0.001,0.001,0.001,0.093,0.0,0.0
2024-01-01 18:30:00,0.001,0.001,0.001,0.14433333333333334,0.0,0.0
2024-01-01 18:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 19:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 19:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 19:30:00,0.001,0.001,0.001,0.08566666666666668,0.0,0.0
2024-01-01 19:45:00,0.001,0.001,0.001,0.15166666666666667,0.0,0.0
2024-01-01 20:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 20:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 20:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 20:45:00,0.001,0.001,0.001,0.07833333333333334,0.0,0.0
2024-01-01 21:00:00,0.001,0.001,0.001,0.159,0.0,0.0
2024-01-01 21:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 21:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 21:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 22:00:00,0.001,0.001,0.001,0.071,0.0,0.0
2024-01-01 22:15:00,0.001,0.001,0.001,0.159,0.0,0.0
2024-01-01 22:30:00,0.001,0.001,0.001,0.05633333333333333,0.0,0.0
2024-01-01 22:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 23:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-01 23:15:00,0.001,0.001,0.001,0.06366666666666668,0.0,0.0
2024-01-01 23:30:00,0.001,0.001,0.001,0.159,0.0,0.0
2024-01-01 23:45:00,0.001,0.001,0.001,0.06366666666666668,0.0,0.0
2024-01-02 00:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 00:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 00:30:00,0.001,0.001,0.001,0.05633333333333333,0.0,0.0
2024-01-02 00:45:00,0.001,0.001,0.001,0.159,0.0,0.0
2024-01-02 01:00:00,0.001,0.001,0.001,0.071,0.0,0.0
2024-01-02 01:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 01:30:00,0.001,0.001,0.001,0.049,0.0,2.4
2024-01-02 01:45:00,0.001,0.001,0.001,0.049,0.0,2.6
2024-01-02 02:00:00,0.001,0.001,0.001,0.159,0.0,0.0
2024-01-02 02:15:00,0.001,0.001,0.001,0.07833333333333334,0.0,2.2
2024-01-02 02:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 02:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 03:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 03:15:00,0.001,0.001,0.001,0.15166666666666667,0.0,0.0
2024-01-02 03:30:00,0.001,0.001,0.001,0.08566666666666668,0.0,0.0
2024-01-02 03:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 04:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 04:15:00,0.001,0.001,0.001,0.049,0.0,1.8
2024-01-02 04:30:00,0.001,0.001,0.001,0.14433333333333334,0.0,1.6
2024-01-02 04:45:00,0.001,0.001,0.001,0.093,0.0,0.0
2024-01-02 05:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 05:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 05:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 05:45:00,0.001,0.001,0.001,0.137,0.0,0.0
2024-01-02 06:00:00,0.001,0.001,0.001,0.10033333333333334,0.0,0.0
2024-01-02 06:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 06:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 06:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 07:00:00,0.001,0.001,0.001,0.12966666666666668,0.0,0.0
2024-01-02 07:15:00,0.001,0.001,0.001,0.10766666666666666,0.0,0.0
2024-01-02 07:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 07:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 08:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 08:15:00,0.001,0.001,0.001,0.12233333333333334,0.0,0.0
2024-01-02 08:30:00,0.001,0.001,0.001,0.115,0.0,0.0
2024-01-02 08:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 09:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 09:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 09:30:00,0.001,0.001,0.001,0.115,0.0,0.0
2024-01-02 09:45:00,0.001,0.001,0.001,0.12233333333333334,0.0,0.0
2024-01-02 10:00:00,0.001,0.001,0.001,0.049,5.133333333333334,0.0
2024-01-02 10:15:00,0.001,0.001,0.001,0.049,7.0,0.0
2024-01-02 10:30:00,0.001,0.001,0.001,0.049,1.8666666666666667,0.0
2024-01-02 10:45:00,0.001,0.001,0.001,0.10766666666666666,0.0,0.0
2024-01-02 11:00:00,0.001,0.001,0.001,0.12966666666666668,0.0,0.0
2024-01-02 11:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 11:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 11:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 12:00:00,0.001,0.001,0.001,0.10033333333333334,0.0,0.0
2024-01-02 12:15:00,0.001,0.001,0.001,0.137,0.0,0.0
2024-01-02 12:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 12:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 13:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 13:15:00,0.001,0.001,0.001,0.093,0.0,0.0
2024-01-02 13:30:00,0.001,0.001,0.001,0.14433333333333334,0.0,3.0
2024-01-02 13:45:00,0.001,0.001,0.001,0.049,0.0,3.0
2024-01-02 14:00:00,0.001,0.001,0.001,0.049,0.0,1.6
2024-01-02 14:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 14:30:00,0.001,0.001,0.001,0.08566666666666668,0.0,0.0
2024-01-02 14:45:00,0.001,0.001,0.001,0.15166666666666667,0.0,0.0
2024-01-02 15:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 15:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 15:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 15:45:00,0.001,0.001,0.001,0.07833333333333334,0.0,0.0
2024-01-02 16:00:00,0.001,0.001,0.001,0.159,0.0,0.0
2024-01-02 16:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 16:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 16:45:00,0.001,0.001,0.001,0.44880000000000003,0.0,0.0
2024-01-02 17:00:00,0.001,0.001,0.001,0.071,0.0,0.0
2024-01-02 17:15:00,0.001,0.001,0.001,0.159,0.0,0.0
2024-01-02 17:30:00,0.001,0.001,0.001,0.05633333333333333,0.0,1.8
2024-01-02 17:45:00,0.001,0.001,0.001,0.05530599593209253,0.0,3.0
2024-01-02 18:00:00,0.001,0.001,0.001,0.07295707570600683,0.0,2.0
2024-01-02 18:15:00,0.001,0.001,0.001,0.30321040903934016,0.0,0.0
2024-01-02 18:30:00,0.001,0.001,0.001,1.37309040903934,0.0,0.0
2024-01-02 18:45:00,0.001,0.001,0.001,2.4094904090393405,0.0,0.0
2024-01-02 19:00:00,0.001,0.001,0.001,1.2156549161581782,0.0,0.0
2024-01-02 19:15:00,0.001,0.001,0.001,0.17,0.0,0.0
2024-01-02 19:30:00,0.001,0.001,0.001,0.11280000000000001,0.0,0.0
2024-01-02 19:45:00,0.001,0.001,0.001,0.159,0.0,0.0
2024-01-02 20:00:00,0.001,0.001,0.001,0.071,0.0,0.0
2024-01-02 20:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 20:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 20:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 21:00:00,0.001,0.001,0.001,0.159,0.0,0.0
2024-01-02 21:15:00,0.001,0.001,0.001,0.07833333333333334,0.0,0.0
2024-01-02 21:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 21:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 22:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 22:15:00,0.001,0.001,0.001,0.15166666666666667,0.0,0.0
2024-01-02 22:30:00,0.001,0.001,0.001,0.08566666666666668,0.0,0.0
2024-01-02 22:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 23:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 23:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-02 23:30:00,0.001,0.001,0.001,0.14433333333333334,0.0,0.0
2024-01-02 23:45:00,0.001,0.001,0.001,0.093,0.0,0.0
2024-01-03 00:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 00:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 00:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 00:45:00,0.001,0.001,0.001,0.137,0.0,0.0
2024-01-03 01:00:00,0.001,0.001,0.001,0.10033333333333334,0.0,0.0
2024-01-03 01:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 01:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 01:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 02:00:00,0.001,0.001,0.001,0.12966666666666668,0.0,0.0
2024-01-03 02:15:00,0.001,0.001,0.001,0.10766666666666666,0.0,0.0
2024-01-03 02:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 02:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 03:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 03:15:00,0.001,0.001,0.001,0.12233333333333334,0.0,0.0
2024-01-03 03:30:00,0.001,0.001,0.001,0.115,0.0,0.0
2024-01-03 03:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 04:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 04:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 04:30:00,0.001,0.001,0.001,0.115,0.0,0.0
2024-01-03 04:45:00,0.001,0.001,0.001,0.12233333333333334,0.0,0.0
2024-01-03 05:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 05:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 05:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 05:45:00,0.001,0.001,0.001,0.10766666666666666,0.0,0.0
2024-01-03 06:00:00,0.001,0.001,0.001,0.12966666666666668,0.0,0.8
2024-01-03 06:15:00,0.001,0.001,0.001,0.049,0.0,3.0
2024-01-03 06:30:00,0.001,0.001,0.001,0.049,0.0,2.0
2024-01-03 06:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 07:00:00,0.001,0.001,0.001,0.10033333333333334,0.0,2.6
2024-01-03 07:15:00,0.001,0.001,0.001,0.137,0.0,0.0
2024-01-03 07:30:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 07:45:00,0.001,0.001,0.001,0.049,0.0,0.8
2024-01-03 08:00:00,0.001,0.001,0.001,0.049,0.0,1.6
2024-01-03 08:15:00,0.001,0.001,0.001,0.093,0.0,0.0
2024-01-03 08:30:00,0.001,0.001,0.001,0.14433333333333334,0.0,0.0
2024-01-03 08:45:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 09:00:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 09:15:00,0.001,0.001,0.001,0.049,0.0,0.0
2024-01-03 09:30:00,0.001,0.001,0.001,0.08566666666666668,0.0,0.0
2024-01-03 09:45:00,0.001,0.001,0.001,0.15166666666666667,0.0,0.0
2024-01-03 10:00:00,0.001,0.001,0.001,0.049,0.0,2.0
