,WashingMachine,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.37337593972558775,0.0
2024-01-01 00:15:00,0.001,0.2547092730589211,0.3
2024-01-01 00:30:00,0.001,0.10037593972558781,1.5
2024-01-01 00:45:00,0.001,0.1487759397255878,1.5
2024-01-01 01:00:00,0.001,0.20875506078442208,0.0
2024-01-01 01:15:00,0.001,0.18982374237267352,0.0
2024-01-01 01:30:00,0.001,0.23418441310724764,0.0
2024-01-01 01:45:00,0.001,0.368,0.0
2024-01-01 02:00:00,0.001,0.1791333333333333,0.0
2024-01-01 02:15:00,0.001,0.057,0.3
2024-01-01 02:30:00,0.001,0.057,1.5
2024-01-01 02:45:00,0.001,0.057,1.5
2024-01-01 03:00:00,0.001,0.057,1.5
2024-01-01 03:15:00,0.001,0.19633333333333333,0.8
2024-01-01 03:30:00,0.001,0.18366666666666667,0.0
2024-01-01 03:45:00,0.001,0.057,0.0
2024-01-01 04:00:00,0.001,0.5900666666666667,1.3
2024-01-01 04:15:00,0.001,0.057,1.5
2024-01-01 04:30:00,0.001,0.45680000000000004,1.5
2024-01-01 04:45:00,0.001,0.4948,1.4
2024-01-01 05:00:00,0.001,0.247,0.0
2024-01-01 05:15:00,0.001,0.095,0.0
2024-01-01 05:30:00,0.001,0.057,1.0
2024-01-01 05:45:00,0.001,0.057,1.5
2024-01-01 06:00:00,0.001,0.057,1.5
2024-01-01 06:15:00,0.001,0.057,1.5
2024-01-01 06:30:00,0.001,0.18366666666666667,1.5
2024-01-01 06:45:00,0.001,0.19633333333333333,0.4
2024-01-01 07:00:00,0.001,0.057,1.0
2024-01-01 07:15:00,0.001,0.057,1.5
2024-01-01 07:30:00,0.001,0.057,1.5
2024-01-01 07:45:00,0.001,0.13586666666666666,1.5
2024-01-01 08:00:00,0.001,0.17333333333333334,1.0
2024-01-01 08:15:00,0.001,0.338,0.0
2024-01-01 08:30:00,0.001,0.19866666666666666,0.0
2024-01-01 08:45:00,0.001,0.12026666666666667,0.0
2024-01-01 09:00:00,0.001,0.07,0.9
2024-01-01 09:15:00,0.001,0.07,1.5
2024-01-01 09:30:00,0.001,0.07,1.5
2024-01-01 09:45:00,0.001,0.1796666666666667,1.5
2024-01-01 10:00:00,0.001,0.209,1.5
2024-01-01 10:15:00,0.001,0.07313333333333333,0.5
2024-01-01 10:30:00,0.001,0.178,0.0
2024-01-01 10:45:00,0.001,0.178,0.0
2024-01-01 11:00:00,0.001,0.178,0.0
2024-01-01 11:15:00,0.001,0.19381966463271294,0.0
2024-01-01 11:30:00,0.001,0.3798237423726735,0.4
2024-01-01 11:45:00,0.001,0.13215707570600685,1.5
2024-01-01 12:00:00,0.001,0.46862374237267357,1.5
2024-01-01 12:15:00,0.001,0.10633912656872685,1.0
2024-01-01 12:30:00,0.001,0.21822294175954152,1.4
2024-01-01 12:45:00,0.001,0.26601886401958097,1.5
2024-01-01 13:00:00,0.001,0.4318855306862476,0.9
2024-01-01 13:15:00,0.001,0.5007366104601618,0.7
2024-01-01 13:30:00,0.001,0.2953849142942278,1.5
2024-01-01 13:45:00,0.001,0.18982374237267352,1.5
2024-01-01 14:00:00,0.001,0.5976904090393401,1.5
2024-01-01 14:15:00,0.001,0.3108237423726735,1.5
2024-01-01 14:30:00,0.001,0.3092472433896504,1.5
2024-01-01 14:45:00,0.001,0.489,1.5
2024-01-01 15:00:00,0.001,0.6754510797739143,1.5
2024-01-01 15:15:00,0.001,0.07689040903934018,0.6
2024-01-01 15:30:00,0.001,0.13335707570600686,0.0
2024-01-01 15:45:00,0.001,0.18982374237267352,0.0
2024-01-01 16:00:00,0.001,0.1874589938981388,0.0
2024-01-01 16:15:00,0.001,0.26666666666666666,0.0
2024-01-01 16:30:00,0.001,0.33113333333333334,0.2
2024-01-01 16:45:00,0.001,0.057,1.5
2024-01-01 17:00:00,0.001,0.057,1.5
2024-01-01 17:15:00,0.001,0.057,1.5
2024-01-01 17:30:00,0.001,0.11346666666666666,1.5
2024-01-01 17:45:00,0.001,0.27961681315686093,1.3
