,TumbleDryer,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.3787,0.0,0.0
2024-01-01 00:15:00,0.001,0.27736666666666665,0.0,0.0
2024-01-01 00:30:00,0.001,0.18869999999999998,0.0,0.0
2024-01-01 00:45:00,0.001,0.18869999999999998,0.0,0.0
2024-01-01 01:00:00,0.001,0.18869999999999998,0.0,0.0
2024-01-01 01:15:00,0.001,0.18869999999999998,0.0,0.0
2024-01-01 01:30:00,0.001,0.3280333333333333,0.0,0.0
2024-01-01 01:45:00,0.001,0.35336666666666666,0.0,0.0
2024-01-01 02:00:00,0.001,0.18869999999999998,0.0,0.0
2024-01-01 02:15:00,0.001,0.17965333333333333,0.0,0.0
2024-01-01 02:30:00,0.001,0.053,0.0,0.0
2024-01-01 02:45:00,0.001,0.053,0.0,0.0
2024-01-01 03:00:00,0.001,0.11633333333333333,0.0,0.0
2024-01-01 03:15:00,0.001,0.243,0.0,0.0
2024-01-01 03:30:00,0.001,0.10366666666666666,0.0,0.0
2024-01-01 03:45:00,0.001,0.053,0.0,0.0
2024-01-01 04:00:00,0.001,0.053,0.0,0.0
2024-01-01 04:15:00,0.001,0.053,0.0,0.0
2024-01-01 04:30:00,0.001,0.053,0.0,0.0
2024-01-01 04:45:00,0.001,0.23033333333333333,0.0,0.0
2024-01-01 05:00:00,0.001,0.7127333333333333,0.0,0.0
2024-01-01 05:15:00,0.001,0.053,0.0,1.2
2024-01-01 05:30:00,0.001,0.053,0.0,0.8
2024-01-01 05:45:00,0.001,0.053,0.0,0.0
2024-01-01 06:00:00,0.001,0.053,0.0,0.0
2024-01-01 06:15:00,0.001,0.15433333333333332,0.0,1.2
2024-01-01 06:30:00,0.001,0.243,0.0,3.0
2024-01-01 06:45:00,0.001,0.06566666666666666,0.0,2.0
2024-01-01 07:00:00,0.001,0.053,0.0,2.0
2024-01-01 07:15:00,0.001,0.053,0.0,2.0
2024-01-01 07:30:00,0.001,0.053,0.0,3.0
2024-01-01 07:45:00,0.001,0.07833333333333334,0.0,3.0
2024-01-01 08:00:00,0.001,0.7760666666666667,0.0,3.0
2024-01-01 08:15:00,0.001,1.7414666666666667,0.0,1.4
2024-01-01 08:30:00,0.001,1.5196666666666665,0.0,0.0
2024-01-01 08:45:00,0.001,0.16340000000000002,0.0,0.0
2024-01-01 09:00:00,0.001,0.19146666666666665,0.0,0.0
2024-01-01 09:15:00,0.001,0.4658,0.0,0.0
2024-01-01 09:30:00,0.001,0.20533333333333334,0.0,0.0
2024-01-01 09:45:00,0.001,0.23066666666666666,0.0,0.0
2024-01-01 10:00:00,0.001,0.0608,0.0,2.0
2024-01-01 10:15:00,0.001,0.053,8.066666666666666,2.4
2024-01-01 10:30:00,0.001,0.053,11.0,1.8
2024-01-01 10:45:00,0.001,0.053,11.0,1.2
2024-01-01 11:00:00,0.001,0.17966,0.7333333333333333,0.0
2024-01-01 11:15:00,0.001,0.3787,0.0,0.0
2024-01-01 11:30:00,0.001,0.270918864019581,0.0,0.4
2024-01-01 11:45:00,0.001,0.2202521973529143,0.0,1.6
2024-01-01 12:00:00,0.001,0.2202521973529143,0.0,0.0
2024-01-01 12:15:00,0.001,0.2202521973529143,0.0,0.0
2024-01-01 12:30:00,0.001,0.2202521973529143,0.0,0.8
2024-01-01 12:45:00,0.001,0.3957388759752368,0.0,1.4
2024-01-01 13:00:00,0.001,0.32719040903934016,0.0,0.0
2024-01-01 13:15:00,0.001,0.2569904090393402,1.4666666666666666,1.0
2024-01-01 13:30:00,0.001,0.3215237423726735,9.533333333333333,2.2
2024-01-01 13:45:00,0.001,0.31600599593209255,0.0,0.0
2024-01-01 14:00:00,0.001,0.33463333333333334,0.0,0.0
2024-01-01 14:15:00,0.001,0.44503333333333334,0.0,0.0
2024-01-01 14:30:00,0.001,0.4545666666666667,0.0,2.2
2024-01-01 14:45:00,0.001,0.33820599593209255,0.0,0.0
2024-01-01 15:00:00,0.001,0.3786837423726735,0.0,0.0
2024-01-01 15:15:00,0.001,0.4007637423726735,0.0,0.0
2024-01-01 15:30:00,0.001,0.27805707570600685,0.0,0.0
2024-01-01 15:45:00,0.001,0.25147795464717254,0.0,2.2
2024-01-01 16:00:00,0.001,0.5197426063922544,0.0,0.0
2024-01-01 16:15:00,0.001,0.4385896084262082,0.0,1.6
2024-01-01 16:30:00,0.001,0.3467699437934953,0.0,0.6
2024-01-01 16:45:00,0.001,0.36087593972558785,0.0,0.0
2024-01-01 17:00:00,0.001,0.30960927305892116,0.0,2.4
2024-01-01 17:15:00,0.001,0.21562722219620112,0.0,1.4
2024-01-01 17:30:00,0.001,0.4577237423726735,0.0,3.0
2024-01-01 17:45:00,0.001,1.0113237423726735,0.0,2.6
2024-01-01 18:00:00,0.001,0.5598570757060067,0.0,2.0
2024-01-01 18:15:00,0.001,0.3560104090393402,0.0,0.0
2024-01-01 18:30:00,0.001,0.2869529979660463,0.0,0.0
2024-01-01 18:45:00,0.001,0.15473333333333333,0.0,0.0
2024-01-01 19:00:00,0.001,0.12673333333333334,0.0,0.0
2024-01-01 19:15:00,0.001,0.3075333333333333,0.0,0.6
2024-01-01 19:30:00,0.001,0.24990842454899811,0.0,1.6
2024-01-01 19:45:00,0.001,0.2055521973529143,0.0,0.0
2024-01-01 20:00:00,0.001,0.2055521973529143,0.0,0.0
2024-01-01 20:15:00,0.001,0.28603469226802997,0.0,0.0
2024-01-01 20:30:00,0.001,0.24964260639225444,0.0,0.0
2024-01-01 20:45:00,0.001,0.4592426063922544,0.0,0.0
2024-01-01 21:00:00,0.001,0.48313593972558777,0.0,2.2
2024-01-01 21:15:00,0.001,0.4740759397255878,0.0,0.0
2024-01-01 21:30:00,0.001,0.4740759397255878,0.0,0.0
2024-01-01 21:45:00,0.001,0.48360927305892115,0.0,0.0
2024-01-01 22:00:00,0.001,0.4870759397255878,0.0,0.0
2024-01-01 22:15:00,0.001,1.521275939725588,0.0,2.0
2024-01-01 22:30:00,0.001,0.6690092730589211,0.0,3.0
2024-01-01 22:45:00,0.001,0.3761426063922545,0.0,3.0
2024-01-01 23:00:00,0.001,0.33624810113736686,0.0,0.6
2024-01-01 23:15:00,0.001,0.7335904090393403,0.0,3.0
2024-01-01 23:30:00,0.001,0.20945707570600683,0.0,0.4
2024-01-01 23:45:00,0.001,0.35985707570600683,0.0,0.0
2024-01-02 00:00:00,0.001,1.0596938888628677,0.0,0.0
2024-01-02 00:15:00,0.001,0.45474260639225444,0.0,0.0
2024-01-02 00:30:00,0.001,0.36434260639225446,0.0,0.2
2024-01-02 00:45:00,0.001,0.3530759397255878,0.0,3.0
2024-01-02 01:00:00,0.001,0.35228769023407625,0.0,3.0
2024-01-02 01:15:00,0.001,0.3202173991176381,0.0,3.0
2024-01-02 01:30:00,0.001,0.44903333333333334,0.0,0.2
2024-01-02 01:45:00,0.001,0.4098333333333333,0.0,0.0
2024-01-02 02:00:00,0.001,0.20909999999999998,0.0,0.0
2024-01-02 02:15:00,0.001,0.6224999999999999,0.0,0.0
2024-01-02 02:30:00,0.001,0.3446333333333333,0.0,0.0
2024-01-02 02:45:00,0.001,0.1525133333333333,0.0,2.8
2024-01-02 03:00:00,0.001,0.11633333333333333,0.0,1.4
2024-01-02 03:15:00,0.001,0.243,0.0,0.0
2024-01-02 03:30:00,0.001,0.10366666666666666,0.0,0.0
2024-01-02 03:45:00,0.001,0.053,0.0,0.0
2024-01-02 04:00:00,0.001,0.053,0.0,0.0
2024-01-02 04:15:00,0.001,0.053,0.0,0.0
2024-01-02 04:30:00,0.001,0.053,0.0,0.0
2024-01-02 04:45:00,0.001,0.23033333333333333,0.0,0.0
2024-01-02 05:00:00,0.001,0.17966666666666667,0.0,2.0
2024-01-02 05:15:00,0.001,0.053,0.0,0.2
2024-01-02 05:30:00,0.001,0.053,0.0,0.0
2024-01-02 05:45:00,0.001,0.053,0.0,1.6
2024-01-02 06:00:00,0.001,0.053,0.0,2.0
2024-01-02 06:15:00,0.001,0.15433333333333332,0.0,0.6
2024-01-02 06:30:00,0.001,0.243,0.0,1.6
2024-01-02 06:45:00,0.001,0.06566666666666666,0.0,0.0
2024-01-02 07:00:00,0.001,0.053,0.0,0.0
2024-01-02 07:15:00,0.001,0.05993333333333333,0.0,0.0
2024-01-02 07:30:00,0.001,0.066,0.0,0.0
2024-01-02 07:45:00,0.001,0.09133333333333334,0.0,1.0
2024-01-02 08:00:00,0.001,0.256,0.0,3.0
2024-01-02 08:15:00,0.001,0.15206666666666668,0.0,1.4
2024-01-02 08:30:00,0.001,0.053,0.0,2.8
2024-01-02 08:45:00,0.001,0.053,0.0,0.8
2024-01-02 09:00:00,0.001,0.053,0.0,0.0
2024-01-02 09:15:00,0.001,0.053,0.0,0.4
