,WasherDryer,TumbleDryer,DishWasher,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.001,0.0,0.4265333333333333,0.0
2024-01-01 00:15:00,0.001,0.001,0.0,0.33185107977391426,1.8
2024-01-01 00:30:00,0.001,0.001,0.0,0.3608904090393402,2.6
2024-01-01 00:45:00,0.001,0.001,0.0,0.43049040903934016,0.0
2024-01-01 01:00:00,0.001,0.001,0.0,0.3418237423726735,0.0
2024-01-01 01:15:00,0.001,0.001,0.0,0.3713640353530621,0.0
2024-01-01 01:30:00,0.001,0.001,0.0,0.45611310944318506,2.2
2024-01-01 01:45:00,0.001,0.001,0.0,0.18288553068624763,0.0
2024-01-01 02:00:00,0.001,0.001,0.0,0.0815521973529143,0.0
2024-01-01 02:15:00,0.001,0.001,0.0,0.24621886401958099,0.0
2024-01-01 02:30:00,0.001,0.001,0.0,0.0815521973529143,0.0
2024-01-01 02:45:00,0.001,0.001,0.0,0.13231043947058285,0.0
2024-01-01 03:00:00,0.001,0.001,0.0,0.23999999999999996,0.0
2024-01-01 03:15:00,0.001,0.001,0.0,0.13866666666666666,0.0
2024-01-01 03:30:00,0.001,0.001,0.0,0.08800000000000001,0.0
2024-01-01 03:45:00,0.001,0.001,0.0,0.17666666666666667,0.0
2024-01-01 04:00:00,0.001,0.001,0.0,0.05,0.0
2024-01-01 04:15:00,0.001,0.001,0.0,0.13866666666666666,0.0
2024-01-01 04:30:00,0.001,0.001,0.0,0.23999999999999996,0.0
2024-01-01 04:45:00,0.001,0.001,0.0,0.126,0.0
2024-01-01 05:00:00,0.001,0.001,0.0,0.13866666666666666,0.0
2024-01-01 05:15:00,0.001,0.001,0.0,0.126,0.0
2024-01-01 05:30:00,0.001,0.001,0.0,0.05,0.0
2024-01-01 05:45:00,0.001,0.001,0.0,0.15133333333333335,0.0
2024-01-01 06:00:00,0.001,0.001,0.0,0.23999999999999996,0.0
2024-01-01 06:15:00,0.001,0.001,0.0,0.11333333333333333,0.0
2024-01-01 06:30:00,0.001,0.001,0.0,0.18933333333333333,0.0
2024-01-01 06:45:00,0.001,0.001,0.0,0.07533333333333334,0.0
2024-01-01 07:00:00,0.001,0.001,0.0,0.05,0.0
2024-01-01 07:15:00,0.001,0.001,0.0,0.164,0.0
2024-01-01 07:30:00,0.001,0.001,0.0,0.23999999999999996,0.0
2024-01-01 07:45:00,0.001,0.001,0.0,0.10066666666666667,0.0
2024-01-01 08:00:00,0.001,0.001,0.0,0.21466666666666664,0.0
2024-01-01 08:15:00,0.001,0.001,0.0,0.05,0.0
2024-01-01 08:30:00,0.001,0.001,0.0,0.05,0.0
2024-01-01 08:45:00,0.001,0.001,0.0,0.17666666666666667,0.0
2024-01-01 09:00:00,0.001,0.001,0.0,0.23999999999999996,0.0
2024-01-01 09:15:00,0.001,0.001,0.0,0.13866666666666666,0.0
2024-01-01 09:30:00,0.001,0.001,0.0,0.164,0.0
2024-01-01 09:45:00,0.001,0.001,0.0,0.05,0.0
2024-01-01 10:00:00,0.001,0.001,0.0,0.05,0.0
2024-01-01 10:15:00,0.001,0.001,0.0,0.18933333333333333,0.0
2024-01-01 10:30:00,0.001,0.001,0.0,0.23999999999999996,0.0
2024-01-01 10:45:00,0.001,0.001,0.0,0.17666666666666667,0.0
2024-01-01 11:00:00,0.001,0.001,0.0,0.11333333333333333,0.4
2024-01-01 11:15:00,0.001,0.001,0.0,0.05,3.0
