,WasherDryer,DishWasher,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.0,0.316380730587021,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.17768553068624765,0.0,1.6666666666666667
2024-01-01 00:30:00,0.001,0.0,0.1255521973529143,0.0,3.6666666666666665
2024-01-01 00:45:00,0.001,0.0,0.1057521973529143,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.1993947558483777,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.34749040903934014,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.21015707570600686,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.2928237423726735,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.19015707570600685,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.06989040903934017,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.05551774644058097,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.6271333333333333,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.10133333333333333,0.0,2.6666666666666665
2024-01-01 03:15:00,0.001,0.0,0.13066666666666665,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.05,0.0,1.0
2024-01-01 03:45:00,0.001,0.0,0.05,0.0,2.3333333333333335
2024-01-01 04:00:00,0.001,0.0,0.05,0.0,1.3333333333333333
2024-01-01 04:15:00,0.001,0.0,0.2273333333333333,0.0,1.0
2024-01-01 04:30:00,0.001,0.0,0.13799999999999998,0.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.09400000000000001,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.4498,0.0,3.0
2024-01-01 05:15:00,0.001,0.0,0.05,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.06266666666666668,0.0,0.3333333333333333
2024-01-01 05:45:00,0.001,0.0,0.22933333333333333,0.0,2.0
2024-01-01 06:00:00,0.001,0.0,0.1704,0.0,5.0
2024-01-01 06:15:00,0.001,0.0,0.07033333333333333,0.0,1.6666666666666667
2024-01-01 06:30:00,0.001,0.0,0.46279999999999993,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.063,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.08132158282484489,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.26515707570600683,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.14249040903934018,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.0618237423726735,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.0618237423726735,0.0,0.3333333333333333
2024-01-01 08:15:00,0.001,0.0,0.0618237423726735,0.0,1.6666666666666667
2024-01-01 08:30:00,0.001,0.0,0.09115299796604627,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.5446549161581782,0.0,2.3333333333333335
2024-01-01 09:00:00,0.001,0.0,0.23909040903934017,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.0618237423726735,0.0,3.0
2024-01-01 09:30:00,0.001,0.0,0.1975237423726735,0.0,3.6666666666666665
2024-01-01 09:45:00,0.001,0.0,0.1975237423726735,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.26285707570600686,1.0,1.3333333333333333
2024-01-01 10:15:00,0.001,0.0,0.9231431656496898,15.0,1.0
2024-01-01 10:30:00,0.001,0.0,1.4526333333333334,2.0,0.0
2024-01-01 10:45:00,0.001,0.0,1.4265,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.4417,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.4711487175293867,0.0,0.0
2024-01-01 11:30:00,0.001,0.0,0.5861855306862477,0.0,0.0
2024-01-01 11:45:00,0.001,0.0,0.654918864019581,0.0,0.3333333333333333
2024-01-01 12:00:00,0.001,0.0,0.2982521973529143,0.0,2.0
2024-01-01 12:15:00,0.001,0.0,0.2172521973529143,0.0,1.3333333333333333
2024-01-01 12:30:00,0.001,0.0,0.3199875456078323,0.0,1.6666666666666667
2024-01-01 12:45:00,0.001,0.0,0.43649999999999994,0.0,0.0
2024-01-01 13:00:00,0.001,0.0,0.6057,0.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.5954472526274439,0.0,0.0
2024-01-01 13:30:00,0.001,0.0007333333333333333,0.45673469226803004,0.0,0.0
2024-01-01 13:45:00,0.001,1.2004666666666668,0.2944759397255878,0.0,2.3333333333333335
2024-01-01 14:00:00,0.001,0.001,0.3500759397255878,0.0,2.6666666666666665
2024-01-01 14:15:00,0.001,0.001,0.3647426063922545,0.0,0.0
2024-01-01 14:30:00,0.001,0.001,0.5032655002550049,0.0,2.3333333333333335
2024-01-01 14:45:00,0.4228852192307536,0.001,0.3778805859607771,0.0,0.0
2024-01-01 15:00:00,0.7920347860576631,0.001,0.7899521973529142,0.0,0.0
2024-01-01 15:15:00,0.7920347860576631,0.001,0.297218864019581,0.0,0.0
2024-01-01 15:30:00,0.7920347860576631,0.1509333333333333,0.33321886401958095,0.0,0.0
2024-01-01 15:45:00,0.7920347860576631,2.25,0.380218864019581,0.0,0.0
2024-01-01 16:00:00,0.7920347860576631,0.001,0.40540494472547045,0.0,0.0
2024-01-01 16:15:00,0.7920347860576631,0.001,0.21966666666666665,0.0,4.0
2024-01-01 16:30:00,0.7920347860576631,0.0,0.16873333333333335,0.0,0.6666666666666666
2024-01-01 16:45:00,0.7920347860576631,0.0,0.7491333333333333,1.0,0.0
2024-01-01 17:00:00,0.7920347860576631,0.0,2.3430040777399608,0.0,0.0
2024-01-01 17:15:00,0.7920347860576631,0.0,1.7828904090393403,0.0,0.0
2024-01-01 17:30:00,0.7920347860576631,0.0,0.4880655002550049,0.0,4.333333333333333
2024-01-01 17:45:00,0.7920347860576631,0.0,1.7493092730589208,0.0,5.0
2024-01-01 18:00:00,0.7920347860576631,0.0,2.3277051953189605,0.0,2.3333333333333335
2024-01-01 18:15:00,0.7920347860576631,0.0,0.809218864019581,0.0,3.0
2024-01-01 18:30:00,0.001,0.0,2.4237034798235277,0.0,0.3333333333333333
2024-01-01 18:45:00,0.6338278288461304,0.0,2.5362666666666667,0.0,0.0
2024-01-01 19:00:00,0.7920347860576631,0.0,0.44,0.0,0.0
2024-01-01 19:15:00,0.7920347860576631,0.0,0.3684904090393402,0.0,0.0
2024-01-01 19:30:00,0.7920347860576631,0.0,0.2934904090393402,0.0,0.0
2024-01-01 19:45:00,0.7920347860576631,0.0,0.1932237423726735,0.0,0.3333333333333333
2024-01-01 20:00:00,0.7920347860576631,0.0,0.26398491429422777,0.0,1.6666666666666667
2024-01-01 20:15:00,0.7920347860576631,0.0,0.30804260639225445,0.0,0.0
2024-01-01 20:30:00,0.7920347860576631,0.0,0.4720778579177197,0.0,0.3333333333333333
2024-01-01 20:45:00,0.7920347860576631,0.0,0.7086426063922545,0.0,2.3333333333333335
2024-01-01 21:00:00,0.7920347860576631,0.0,0.28336898007853256,0.0,3.6666666666666665
2024-01-01 21:15:00,0.7920347860576631,0.0,0.3048237423726735,0.0,0.0
2024-01-01 21:30:00,0.7920347860576631,0.0,0.46577099500011726,0.0,0.0
2024-01-01 21:45:00,0.7920347860576631,0.0,0.40457593972558775,0.0,0.0
2024-01-01 22:00:00,0.7920347860576631,0.0,0.4374620296692707,0.0,0.0
2024-01-01 22:15:00,0.4756208716345978,0.0,0.22788553068624762,0.0,0.0
2024-01-01 22:30:00,0.001,0.0,0.21279944074256466,0.0,0.0
2024-01-01 22:45:00,0.001,0.0,0.180068687098144,0.0,0.3333333333333333
2024-01-01 23:00:00,0.001,0.0,0.40512374237267346,0.0,2.6666666666666665
2024-01-01 23:15:00,0.001,0.0,0.37525707570600686,0.0,1.6666666666666667
2024-01-01 23:30:00,0.001,0.0,0.6067628302824027,0.0,3.6666666666666665
2024-01-01 23:45:00,0.001,0.0,0.4543666666666667,0.0,0.0
2024-01-02 00:00:00,0.001,0.0,0.4417,0.0,0.0
2024-01-02 00:15:00,0.001,0.0,0.4191,0.0,0.0
2024-01-02 00:30:00,0.001,0.0,0.3873666666666667,0.0,2.3333333333333335
2024-01-02 00:45:00,0.001,0.0,0.3067,0.0,0.0
