,WasherDryer,TumbleDryer,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.001,0.9450759397255877,0.0,0.0
2024-01-01 00:15:00,0.001,0.001,0.3628849142942278,0.0,0.0
2024-01-01 00:30:00,0.001,0.001,0.7465904090393402,0.0,0.0
2024-01-01 00:45:00,0.001,0.001,0.6697237423726735,0.0,0.0
2024-01-01 01:00:00,0.528356524038442,0.001,0.8663237423726735,0.0,0.0
2024-01-01 01:15:00,0.7920347860576631,0.001,0.2725314151412013,0.0,0.0
2024-01-01 01:30:00,0.7920347860576631,0.001,0.22949999999999998,0.0,0.0
2024-01-01 01:45:00,0.7920347860576631,0.001,0.30269999999999997,0.0,0.0
2024-01-01 02:00:00,0.7920347860576631,0.001,0.8357666666666667,0.0,0.0
2024-01-01 02:15:00,0.7920347860576631,0.001,0.44203333333333333,0.0,0.0
2024-01-01 02:30:00,0.7920347860576631,0.001,0.4040333333333333,0.0,0.0
2024-01-01 02:45:00,0.7920347860576631,0.001,0.27829999999999994,0.0,0.0
2024-01-01 03:00:00,0.7920347860576631,0.001,0.1807,0.0,0.0
2024-01-01 03:15:00,0.7920347860576631,0.001,0.1807,0.0,0.0
2024-01-01 03:30:00,0.7920347860576631,0.001,0.1807,0.0,0.0
2024-01-01 03:45:00,0.7920347860576631,0.001,0.3707,0.0,0.0
2024-01-01 04:00:00,0.7920347860576631,0.001,0.23136666666666666,0.0,0.0
2024-01-01 04:15:00,0.05373565240384421,0.001,0.1807,0.0,2.0
2024-01-01 04:30:00,0.001,0.001,0.1807,0.0,3.0
2024-01-01 04:45:00,0.001,0.001,0.1807,0.0,0.4
2024-01-01 05:00:00,0.001,0.001,0.15899333333333335,0.0,0.0
2024-01-01 05:15:00,0.001,0.001,0.235,0.0,0.2
2024-01-01 05:30:00,0.001,0.001,0.045,0.0,3.0
2024-01-01 05:45:00,0.001,0.001,0.1426,0.0,2.2
2024-01-01 06:00:00,0.001,0.001,0.167,0.0,2.0
2024-01-01 06:15:00,0.001,0.001,0.167,0.0,3.0
2024-01-01 06:30:00,0.001,0.001,0.7932666666666666,0.0,2.0
2024-01-01 06:45:00,0.001,0.001,0.1869333333333333,0.0,0.0
2024-01-01 07:00:00,0.001,0.001,0.058,0.0,0.0
2024-01-01 07:15:00,0.001,0.001,0.058,0.0,0.0
2024-01-01 07:30:00,0.001,0.001,0.058,0.0,0.0
2024-01-01 07:45:00,0.001,0.001,0.058,0.0,0.0
2024-01-01 08:00:00,0.001,0.001,0.19959999999999997,0.0,0.0
2024-01-01 08:15:00,0.001,0.001,0.13366666666666666,0.0,0.0
2024-01-01 08:30:00,0.001,0.001,0.058,0.0,0.0
2024-01-01 08:45:00,0.001,0.001,0.058,0.0,0.4
2024-01-01 09:00:00,0.001,0.001,0.058,0.0,2.8
2024-01-01 09:15:00,0.001,0.001,0.07066666666666667,0.0,0.0
2024-01-01 09:30:00,0.001,0.001,0.8871333333333332,0.0,0.0
2024-01-01 09:45:00,0.001,0.001,0.48379999999999995,0.0,0.0
2024-01-01 10:00:00,0.001,0.001,2.18,0.0,0.0
2024-01-01 10:15:00,0.001,0.001,0.8466666666666668,0.0,0.0
2024-01-01 10:30:00,0.001,0.001,0.12306666666666666,0.0,0.0
2024-01-01 10:45:00,0.001,0.001,0.12133333333333333,0.0,0.0
2024-01-01 11:00:00,0.001,0.001,0.36679232723147215,0.0,0.0
2024-01-01 11:15:00,0.001,0.001,0.18229040903934018,0.0,0.0
2024-01-01 11:30:00,0.001,0.001,0.1788237423726735,8.0,0.0
2024-01-01 11:45:00,0.001,0.001,0.1788237423726735,15.0,0.0
2024-01-01 12:00:00,0.001,0.001,0.17155707570600684,15.0,1.8
2024-01-01 12:15:00,0.001,0.001,0.18382374237267352,15.0,1.2
2024-01-01 12:30:00,0.001,0.001,0.18466666666666667,15.0,0.0
2024-01-01 12:45:00,0.001,0.001,0.058,4.0,0.0
2024-01-01 13:00:00,0.001,0.001,0.054533333333333336,0.0,0.0
2024-01-01 13:15:00,0.001,0.001,0.045,0.0,0.0
2024-01-01 13:30:00,0.001,0.001,0.045,0.0,0.0
2024-01-01 13:45:00,0.001,0.001,0.20966666666666667,0.0,0.0
2024-01-01 14:00:00,0.001,0.001,0.121,0.0,0.0
2024-01-01 14:15:00,0.001,0.001,0.045,0.0,0.0
2024-01-01 14:30:00,0.001,0.001,0.045,0.0,0.0
2024-01-01 14:45:00,0.001,0.001,0.045,0.0,0.0
2024-01-01 15:00:00,0.001,0.001,0.07033333333333333,0.0,0.0
2024-01-01 15:15:00,0.001,0.001,0.24306666666666665,0.0,0.2
2024-01-01 15:30:00,0.001,0.001,0.19133333333333333,0.0,2.8
2024-01-01 15:45:00,0.001,0.001,0.166,0.0,0.0
2024-01-01 16:00:00,0.001,0.001,0.166,0.0,0.0
2024-01-01 16:15:00,0.001,0.001,0.1744139192941105,0.0,0.0
2024-01-01 16:30:00,0.001,0.001,0.2735521973529143,0.0,0.0
2024-01-01 16:45:00,0.001,0.001,0.32995219735291426,0.0,0.0
2024-01-01 17:00:00,0.001,0.001,0.07655219735291431,0.0,0.0
2024-01-01 17:15:00,0.001,0.001,0.07655219735291431,0.0,0.0
2024-01-01 17:30:00,0.001,0.001,0.07655219735291431,0.0,0.0
2024-01-01 17:45:00,0.001,0.001,0.04920695964705524,0.0,0.0
2024-01-01 18:00:00,0.001,0.001,0.7942,0.0,0.0
2024-01-01 18:15:00,0.001,0.001,0.28099999999999997,0.0,0.0
2024-01-01 18:30:00,0.001,0.001,0.17133333333333337,0.0,0.0
2024-01-01 18:45:00,0.001,0.001,0.18,0.0,0.0
2024-01-01 19:00:00,0.001,0.001,0.18236474847453468,0.0,2.2
2024-01-01 19:15:00,0.001,0.001,0.12675707570600683,0.0,0.8
2024-01-01 19:30:00,0.001,0.001,0.24455707570600685,0.0,0.0
2024-01-01 19:45:00,0.001,0.001,0.22589040903934018,0.0,0.0
2024-01-01 20:00:00,0.001,0.001,0.1788237423726735,0.0,0.0
2024-01-01 20:15:00,0.001,0.001,0.17409424542360413,0.0,0.0
2024-01-01 20:30:00,0.001,0.001,0.2653764989830231,0.0,0.0
2024-01-01 20:45:00,0.001,0.001,0.33782374237267354,0.0,0.0
2024-01-01 21:00:00,0.001,0.001,0.4572904090393402,0.0,0.0
2024-01-01 21:15:00,0.001,0.001,0.3124904090393402,0.0,0.0
2024-01-01 21:30:00,0.001,0.001,0.30887040903934015,0.0,0.0
2024-01-01 21:45:00,0.001,0.001,0.3137354928811619,0.0,0.0
2024-01-01 22:00:00,0.001,0.001,0.39974462131383925,0.0,0.0
2024-01-01 22:15:00,0.001,0.001,0.49067593972558776,0.0,0.0
2024-01-01 22:30:00,0.001,0.001,0.4970759397255878,0.0,0.0
2024-01-01 22:45:00,0.001,0.001,0.3450759397255878,0.0,0.0
2024-01-01 23:00:00,0.001,0.001,0.33561694582744905,0.0,0.0
