,WasherDryer,DishWasher,WashingMachine,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.001,0.04633333333333333,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.001,0.13343681315686096,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.001,0.6299521973529142,0.0,1.3333333333333333
2024-01-01 00:45:00,0.001,0.0,0.001,0.6331521973529142,0.0,5.0
2024-01-01 01:00:00,0.001,0.0,0.001,0.33421886401958095,0.0,1.3333333333333333
2024-01-01 01:15:00,0.001,0.0,0.001,0.2618855306862476,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.001,0.1685173991176381,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.001,0.12066666666666667,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.001,0.11666666666666667,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.001,0.11866666666666667,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.001,0.17033333333333334,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.001,0.036,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.001,0.036,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.001,0.036,0.0,4.0
2024-01-01 03:30:00,0.001,0.0,0.001,0.1593333333333333,0.0,0.3333333333333333
2024-01-01 03:45:00,0.001,0.0,0.001,0.213,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.001,0.07733333333333332,0.26666666666666666,0.0
2024-01-01 04:15:00,0.001,0.0,0.001,0.036,2.933333333333333,2.3333333333333335
2024-01-01 04:30:00,0.001,0.0,0.001,0.036,4.0,0.0
2024-01-01 04:45:00,0.001,0.0,0.001,0.036,1.3333333333333333,0.0
2024-01-01 05:00:00,0.001,0.0,0.001,0.20099999999999998,3.2,3.3333333333333335
2024-01-01 05:15:00,0.001,0.0,0.001,0.21266666666666667,0.0,0.0
2024-01-01 05:30:00,0.001,0.0,0.001,0.036,3.466666666666667,0.0
2024-01-01 05:45:00,0.001,0.0,0.001,0.036,1.8666666666666667,1.0
2024-01-01 06:00:00,0.001,0.0,0.001,0.036,0.0,2.3333333333333335
2024-01-01 06:15:00,0.001,0.0,0.001,0.6207333333333334,0.0,4.0
2024-01-01 06:30:00,0.001,0.0,0.001,0.5908,0.0,0.0
2024-01-01 06:45:00,0.001,0.0,0.001,0.3017333333333333,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.001,0.06366666666666668,0.0,2.3333333333333335
2024-01-01 07:15:00,0.001,0.0,0.001,0.049,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.001,0.04033333333333333,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.001,0.18846666666666667,0.0,0.6666666666666666
2024-01-01 08:00:00,0.001,0.0,0.001,0.12133333333333332,0.0,4.0
2024-01-01 08:15:00,0.001,0.0,0.001,0.10766666666666666,0.0,1.3333333333333333
2024-01-01 08:30:00,0.001,0.0,0.001,0.115,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.001,0.9642,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.001,1.3796666666666666,1.8666666666666667,2.3333333333333335
2024-01-01 09:15:00,0.001,0.0,0.001,0.5993333333333334,0.8,0.0
2024-01-01 09:30:00,0.001,0.0,0.001,0.049,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.001,0.05026666666666667,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.001,0.5458,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.001,0.8636,0.0,0.0
2024-01-01 10:30:00,0.001,0.0,0.001,0.191,0.0,3.6666666666666665
2024-01-01 10:45:00,0.001,0.0,0.001,0.8769333333333333,0.0,0.0
2024-01-01 11:00:00,0.001,0.0,0.001,0.17446666666666666,0.0,0.0
2024-01-01 11:15:00,0.001,0.0,0.001,0.049,0.0,0.3333333333333333
2024-01-01 11:30:00,0.001,0.0,0.001,0.115,0.0,2.3333333333333335
2024-01-01 11:45:00,0.001,0.0,0.001,0.22046666666666667,0.0,0.0
2024-01-01 12:00:00,0.001,0.0,0.001,0.6724,0.0,3.6666666666666665
2024-01-01 12:15:00,0.001,0.0,0.001,0.036,0.0,0.0
2024-01-01 12:30:00,0.001,0.0,0.001,0.045533333333333335,0.0,2.3333333333333335
2024-01-01 12:45:00,0.001,0.0,0.001,0.06526666666666667,0.0,5.0
2024-01-01 13:00:00,0.001,0.0,0.001,0.6623750912156647,0.0,1.6666666666666667
2024-01-01 13:15:00,0.001,0.0,0.001,0.46755219735291426,0.0,0.0
2024-01-01 13:30:00,0.001,0.0,0.001,0.19988553068624762,2.1333333333333333,1.3333333333333333
2024-01-01 13:45:00,0.001,0.0,0.001,0.20168553068624764,0.5333333333333333,2.0
2024-01-01 14:00:00,0.001,0.0,0.001,0.15978205086272002,0.0,0.3333333333333333
2024-01-01 14:15:00,0.001,0.0,0.001,0.049,0.0,5.0
2024-01-01 14:30:00,0.001,0.0,0.001,0.20665769209802667,0.0,2.3333333333333335
2024-01-01 14:45:00,0.001,0.0,0.001,0.21321886401958098,0.0,0.0
2024-01-01 15:00:00,0.001,0.0,0.001,0.11888553068624765,0.0,0.0
2024-01-01 15:15:00,0.001,0.0,0.001,0.16800553068624763,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.001,0.08055219735291429,0.0,0.0
2024-01-01 15:45:00,0.001,0.0,0.001,0.15270146490194286,0.0,3.3333333333333335
2024-01-01 16:00:00,0.001,0.0,0.001,0.19848,0.0,1.0
2024-01-01 16:15:00,0.001,0.0,0.001,0.14631999999999998,0.0,0.0
2024-01-01 16:30:00,0.001,0.0,0.001,0.14213333333333333,0.0,0.0
2024-01-01 16:45:00,0.001,0.0,0.001,0.07424175788233144,0.0,0.0
2024-01-01 17:00:00,0.001,0.0,0.001,0.10121886401958097,0.0,1.0
2024-01-01 17:15:00,0.001,0.0,0.001,0.23712869633593744,0.0,1.6666666666666667
2024-01-01 17:30:00,0.001,0.0,0.001,0.23130927305892113,0.0,0.0
2024-01-01 17:45:00,0.001,0.0,0.001,0.2091759397255878,0.0,4.666666666666667
