,TumbleDryer,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.7090139192941104,0.0
2024-01-01 00:15:00,0.001,0.0795521973529143,0.0
2024-01-01 00:30:00,0.001,0.18088553068624763,2.0
2024-01-01 00:45:00,0.001,0.18088553068624763,1.0
2024-01-01 01:00:00,0.001,0.1455521973529143,3.3333333333333335
2024-01-01 01:15:00,0.001,0.119132774075898,3.0
2024-01-01 01:30:00,0.001,0.06403070201972874,4.333333333333333
2024-01-01 01:45:00,0.001,0.0598237423726735,1.6666666666666667
2024-01-01 02:00:00,0.001,0.2063059959320925,0.0
2024-01-01 02:15:00,0.001,0.15,0.0
2024-01-01 02:30:00,0.001,0.09200000000000001,0.0
2024-01-01 02:45:00,0.001,0.048,0.0
2024-01-01 03:00:00,0.001,0.048,0.0
2024-01-01 03:15:00,0.001,0.06066666666666667,0.0
2024-01-01 03:30:00,0.001,0.27466666666666667,0.0
2024-01-01 03:45:00,0.001,0.10666666666666667,0.0
2024-01-01 04:00:00,0.001,0.048,4.333333333333333
2024-01-01 04:15:00,0.001,0.048,0.0
2024-01-01 04:30:00,0.001,0.44780000000000003,0.0
2024-01-01 04:45:00,0.001,0.13333333333333333,0.0
2024-01-01 05:00:00,0.001,0.26066666666666666,0.0
2024-01-01 05:15:00,0.001,0.048,0.0
2024-01-01 05:30:00,0.001,0.048,0.0
2024-01-01 05:45:00,0.001,0.048,0.0
2024-01-01 06:00:00,0.001,0.05533333333333334,4.0
2024-01-01 06:15:00,0.001,0.25,0.6666666666666666
2024-01-01 06:30:00,0.001,0.13666666666666666,0.0
2024-01-01 06:45:00,0.001,0.048,0.0
2024-01-01 07:00:00,0.001,0.44780000000000003,0.0
2024-01-01 07:15:00,0.001,0.048,0.0
2024-01-01 07:30:00,0.001,0.14333333333333334,0.0
2024-01-01 07:45:00,0.001,0.21266666666666667,3.3333333333333335
2024-01-01 08:00:00,0.001,0.09466666666666666,0.0
2024-01-01 08:15:00,0.001,0.061000000000000006,4.333333333333333
2024-01-01 08:30:00,0.001,0.061000000000000006,0.0
2024-01-01 08:45:00,0.001,0.14900000000000002,0.0
2024-01-01 09:00:00,0.001,0.08673333333333333,0.0
2024-01-01 09:15:00,0.001,0.22533333333333333,0.0
2024-01-01 09:30:00,0.001,0.048,0.0
2024-01-01 09:45:00,0.001,0.048,2.6666666666666665
