,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB,SoC_ref_EV,EV_arrival,EV_departure,EV_plugged,SoC_arr_EV
2024-01-01 00:00:00,2.0,15.0,0.6832770755106349,14.988048365477578,13.507964367945167,12.0,60.0,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 00:15:00,2.0,15.0,0.6832770755106349,14.962876455339794,13.524540736554638,12.0,57.88500716674629,60.0,1.5404480000000003,0.0,0.0,0,0,0,0.0
2024-01-01 00:30:00,2.0,15.0,0.6832770755106349,14.938368604839797,13.540375990885453,12.0,59.73990711896795,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 00:45:00,2.0,15.0,0.6832770755106349,14.914502605311805,13.555495923265044,12.0,60.52905494505489,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:00:00,2.0,15.0,0.6832770755106349,14.891257006372182,13.569925442748746,12.0,59.90345494505489,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 01:15:00,2.0,15.0,0.6832770755106349,14.868611089988397,13.583688605331897,12.0,59.38825494505489,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 01:30:00,2.0,15.0,0.6832770755106349,14.846544845434844,13.596808643128577,12.0,59.48907405637833,60.0,1.2837066666666668,0.0,0.0,0,0,0,0.0
2024-01-01 01:45:00,2.0,15.0,0.6832770755106349,14.82503894510521,13.609307992552433,12.0,60.65677209746764,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:00:00,2.0,15.0,0.6832770755106349,14.803716879881442,13.619041744833162,11.0,61.02130989010978,60.0,0.5134826666666666,0.0,0.0,0,0,0,0.0
2024-01-01 02:15:00,2.0,15.0,0.6832770755106349,14.782471192701344,13.625775066186241,11.0,59.95410989010978,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:30:00,2.0,15.0,0.6832770755106349,14.761673949447514,13.632031955363518,11.0,59.55591323459138,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 02:45:00,2.0,15.0,0.6832770755106349,14.74131052368888,13.637829336112066,11.0,56.19294333492579,60.0,3.594378666666667,0.0,0.0,0,0,0,0.0
2024-01-01 03:00:00,2.0,15.0,0.6832770755106349,14.721366787422017,13.643183551754891,11.0,56.65797916865725,60.0,0.2567413333333333,0.0,0.0,0,0,0,0.0
2024-01-01 03:15:00,2.0,15.0,0.6832770755106349,14.70182909402885,13.648110385046362,11.0,56.5342150023887,60.0,3.594378666666667,0.0,0.0,0,0,0,0.0
2024-01-01 03:30:00,2.0,15.0,0.6832770755106349,14.682684261817224,13.652625077348562,11.0,51.66325083612015,60.0,3.0808960000000005,0.0,0.0,0,0,0,0.0
2024-01-01 03:45:00,2.0,15.0,0.6832770755106349,14.663919558124396,13.656742347151761,11.0,51.5762866698516,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 04:00:00,2.0,15.0,0.6832770755106349,14.645522683964208,13.66047640796146,11.0,54.801322503583044,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 04:15:00,1.0,16.666666666666668,0.6832770755106349,14.692332966022857,13.663910987319088,11.0,57.51115833731449,60.0,0.770224,0.0,0.0,0,0,0,0.0
2024-01-01 04:30:00,2.0,15.333333333333334,0.6832770755106349,15.47911247799246,13.673848193407471,11.0,59.595394171045946,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 04:45:00,2.0,15.0,0.6832770755106349,15.543808326144493,13.691516581601613,11.0,61.10041089345395,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 05:00:00,2.0,16.0,0.6832770755106349,15.627856637730035,13.70669400181878,10.0,58.57522331581419,60.0,2.053930666666667,0.0,0.0,0,0,0,0.0
