,TumbleDryer,BaseLoad,P_EV,P_WB
2024-01-01 00:00:00,0.001,0.32133333333333336,0.0,1.4
2024-01-01 00:15:00,0.001,0.2326666666666667,0.0,2.2
2024-01-01 00:30:00,0.001,0.6770666666666666,0.0,0.0
2024-01-01 00:45:00,0.001,0.07946666666666666,0.0,0.4
2024-01-01 01:00:00,0.001,0.023,0.0,1.6
2024-01-01 01:15:00,0.001,0.4288666666666667,0.0,0.6
2024-01-01 01:30:00,0.001,0.2829333333333333,0.0,1.0
2024-01-01 01:45:00,0.001,0.023,0.0,0.4
2024-01-01 02:00:00,0.001,0.023,0.0,2.2
2024-01-01 02:15:00,0.001,0.023,0.0,0.0
2024-01-01 02:30:00,0.001,0.12433333333333334,0.0,0.0
2024-01-01 02:45:00,0.001,0.18766666666666668,0.0,0.0
2024-01-01 03:00:00,0.001,0.023,0.0,0.0
2024-01-01 03:15:00,0.001,0.023,0.0,1.2
2024-01-01 03:30:00,0.001,0.023,0.0,0.4
2024-01-01 03:45:00,0.001,0.08633333333333333,0.0,0.0
2024-01-01 04:00:00,0.001,0.213,0.0,1.0
2024-01-01 04:15:00,0.001,0.035666666666666666,0.0,1.8
2024-01-01 04:30:00,0.001,0.023,0.0,0.0
2024-01-01 04:45:00,0.001,0.023,0.0,0.0
2024-01-01 05:00:00,0.001,0.04833333333333333,0.0,0.0
2024-01-01 05:15:00,0.001,0.213,0.0,0.0
2024-01-01 05:30:00,0.001,0.4734666666666667,0.0,0.0
2024-01-01 05:45:00,0.001,0.023,0.0,1.2
2024-01-01 06:00:00,0.001,0.023,0.0,1.4
2024-01-01 06:15:00,0.001,0.023,0.0,3.0
2024-01-01 06:30:00,0.001,0.21159999999999998,0.0,3.0
2024-01-01 06:45:00,0.001,0.12466666666666668,7.0,3.0
2024-01-01 07:00:00,0.001,0.9956,8.0,3.0
2024-01-01 07:15:00,0.001,3.2468,0.0,3.0
2024-01-01 07:30:00,0.001,1.676,0.0,3.0
2024-01-01 07:45:00,0.001,0.7616666666666666,0.0,1.4
2024-01-01 08:00:00,0.001,0.14966666666666667,0.0,0.0
2024-01-01 08:15:00,0.001,0.42279999999999995,0.0,0.0
2024-01-01 08:30:00,0.001,0.42279999999999995,0.0,0.4
2024-01-01 08:45:00,0.001,0.023,0.0,1.8
2024-01-01 09:00:00,0.001,0.12433333333333334,0.0,0.0
2024-01-01 09:15:00,0.001,0.19546666666666665,0.0,0.0
2024-01-01 09:30:00,0.001,0.4358,0.0,0.0
2024-01-01 09:45:00,0.001,1.0319999999999998,0.0,1.4
2024-01-01 10:00:00,0.001,2.0195333333333334,0.0,1.6
2024-01-01 10:15:00,0.001,0.4516666666666666,11.0,2.2
2024-01-01 10:30:00,0.001,0.304,0.0,0.0
2024-01-01 10:45:00,0.001,0.11453333333333333,0.0,0.0
2024-01-01 11:00:00,0.001,0.03166666666666666,0.0,0.0
2024-01-01 11:15:00,0.001,0.036,0.0,1.2
2024-01-01 11:30:00,0.001,0.06133333333333333,0.0,2.2
2024-01-01 11:45:00,0.001,0.226,0.0,0.0
2024-01-01 12:00:00,0.001,0.08666666666666667,0.0,3.0
2024-01-01 12:15:00,0.001,0.036,0.0,3.0
2024-01-01 12:30:00,0.001,0.42366666666666664,0.0,1.0
2024-01-01 12:45:00,0.001,0.4417313184117485,0.0,0.0
2024-01-01 13:00:00,0.001,0.23188553068624762,0.0,0.0
