,Occupancy,T_set_HP,P_loss_HP,T_ref_HP,T_wall_HP,T_out_HP,T_ref_WB,T_set_WB,P_use_WB,P_loss_WB,SoC_ref_EV,EV_arrival,EV_departure,EV_plugged,SoC_arr_EV
2024-01-01 00:00:00,2.0,15.5,1.6116363693782059,15.484642044054107,13.756155329199304,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:15:00,2.0,15.5,1.6116363693782059,15.45226536888374,13.76872492431021,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:30:00,2.0,15.5,1.6116363693782059,15.420692802255445,13.780362643710443,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 00:45:00,2.0,15.5,1.6116363693782059,15.389893576322036,13.791109117465156,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:00:00,2.0,15.5,1.6116363693782059,15.359838187167675,13.801003280664151,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:15:00,2.0,15.5,1.6116363693782059,15.330498342434657,13.810082443781871,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:30:00,2.0,15.5,1.6116363693782059,15.301846911122567,13.818382360118331,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 01:45:00,2.0,15.5,1.6116363693782059,15.273857875469693,13.825937290442118,12.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:00:00,2.0,15.5,1.6116363693782059,15.24621783842561,13.827907888792845,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:15:00,2.0,15.5,1.6116363693782059,15.21875116779913,13.823812985198154,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:30:00,2.0,15.5,1.6116363693782059,15.191709527061855,13.819343961262398,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 02:45:00,2.0,15.5,1.6116363693782059,15.165078716812758,13.81451895080792,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:00:00,2.0,15.5,1.6116363693782059,15.138845110206669,13.809355322833778,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:15:00,2.0,15.5,1.6116363693782059,15.112995629281597,13.803869713304044,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:30:00,2.0,15.5,1.6116363693782059,15.08751772226768,13.798078055617129,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 03:45:00,2.0,15.5,1.6116363693782059,15.062399341837105,13.791995609810815,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 04:00:00,1.0,16.3,1.6116363693782059,15.042545405152568,13.78563699055547,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 04:15:00,1.0,20.7,1.6116363693782059,15.672858543134073,13.78303352369391,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
2024-01-01 04:30:00,2.0,15.5,1.6116363693782059,16.220209579634144,13.79439910463895,11.0,60.0,60.0,0.0,0.0,0.0,0,0,0,0.0
