,DishWasher,BaseLoad
2024-01-01 00:00:00,0.0,0.15120695964705524
2024-01-01 00:15:00,0.0,0.147
2024-01-01 00:30:00,0.0,0.25633333333333336
2024-01-01 00:45:00,0.0,0.30866666666666664
2024-01-01 01:00:00,0.0,0.17400000000000002
2024-01-01 01:15:00,0.0,0.03333333333333333
2024-01-01 01:30:00,0.0,0.026
2024-01-01 01:45:00,0.0,0.026
2024-01-01 02:00:00,0.0,0.24133333333333334
2024-01-01 02:15:00,0.0,0.292
2024-01-01 02:30:00,0.0,0.07
2024-01-01 02:45:00,0.0,0.12866666666666668
2024-01-01 03:00:00,0.0,0.026
2024-01-01 03:15:00,0.0,0.12733333333333333
2024-01-01 03:30:00,0.0,0.216
2024-01-01 03:45:00,0.0,0.16533333333333333
2024-01-01 04:00:00,0.0,0.07666666666666666
2024-01-01 04:15:00,0.0,0.08466666666666667
2024-01-01 04:30:00,0.0,0.13933333333333336
2024-01-01 04:45:00,0.0,0.216
2024-01-01 05:00:00,0.0,0.10200000000000001
2024-01-01 05:15:00,0.0,0.07666666666666666
2024-01-01 05:30:00,0.0,0.16533333333333333
2024-01-01 05:45:00,0.0,0.026
2024-01-01 06:00:00,0.0,0.23866666666666667
2024-01-01 06:15:00,0.0,0.25133333333333335
2024-01-01 06:30:00,0.0,0.026
2024-01-01 06:45:00,0.0,0.026
2024-01-01 07:00:00,0.0,0.178
2024-01-01 07:15:00,0.0,0.12733333333333333
2024-01-01 07:30:00,0.0,0.216
2024-01-01 07:45:00,0.0,0.15200000000000002
2024-01-01 08:00:00,0.0,0.08466666666666667
2024-01-01 08:15:00,0.0,0.026
2024-01-01 08:30:00,0.0,0.08933333333333332
2024-01-01 08:45:00,0.0,0.33
2024-01-01 09:00:00,0.0,0.14
2024-01-01 09:15:00,0.0,0.026
2024-01-01 09:30:00,0.0,0.12866666666666668
2024-01-01 09:45:00,0.0,0.07
2024-01-01 10:00:00,0.0,0.12733333333333333
2024-01-01 10:15:00,0.0,0.38066666666666665
2024-01-01 10:30:00,0.0,0.051333333333333335
2024-01-01 10:45:00,0.0,0.026
2024-01-01 11:00:00,0.0,0.03333333333333333
2024-01-01 11:15:00,0.0,0.16133333333333333
2024-01-01 11:30:00,0.0,0.24533333333333335
2024-01-01 11:45:00,0.0,0.178
2024-01-01 12:00:00,0.0,0.14
2024-01-01 12:15:00,0.0,0.026
2024-01-01 12:30:00,0.0,0.026
2024-01-01 12:45:00,0.0,0.18733333333333332
2024-01-01 13:00:00,0.0,0.28800000000000003
2024-01-01 13:15:00,0.0,0.04066666666666666
2024-01-01 13:30:00,0.0,0.2033333333333333
2024-01-01 13:45:00,0.0,0.03866666666666666
2024-01-01 14:00:00,0.0,0.08933333333333332
2024-01-01 14:15:00,0.0,0.216
2024-01-01 14:30:00,0.0,0.10066666666666667
2024-01-01 14:45:00,0.0,0.136
2024-01-01 15:00:00,0.0,0.11466666666666667
2024-01-01 15:15:00,0.0,0.12733333333333333
2024-01-01 15:30:00,0.0,0.2033333333333333
2024-01-01 15:45:00,0.0,0.14
2024-01-01 16:00:00,0.0,0.026
2024-01-01 16:15:00,0.0,0.07733333333333334
2024-01-01 16:30:00,0.0,1.0542
2024-01-01 16:45:00,0.0,0.3173333333333333
2024-01-01 17:00:00,0.0,0.2482666666666667
2024-01-01 17:15:00,0.0,0.147
2024-01-01 17:30:00,0.0,0.147
2024-01-01 17:45:00,0.0,0.147
2024-01-01 18:00:00,0.0,0.23833333333333334
2024-01-01 18:15:00,0.0,0.519
2024-01-01 18:30:00,0.0,0.22293333333333334
2024-01-01 18:45:00,0.0,0.026
2024-01-01 19:00:00,0.0,0.026
2024-01-01 19:15:00,0.0,0.026
2024-01-01 19:30:00,0.0,0.16533333333333333
2024-01-01 19:45:00,0.0,0.27133333333333337
2024-01-01 20:00:00,0.0,0.2693333333333333
2024-01-01 20:15:00,0.0,0.026
2024-01-01 20:30:00,0.0,0.026
2024-01-01 20:45:00,0.0,0.08933333333333332
2024-01-01 21:00:00,0.0,0.216
2024-01-01 21:15:00,0.0,0.064
2024-01-01 21:30:00,0.0,0.23533333333333334
2024-01-01 21:45:00,0.0,0.15333333333333335
2024-01-01 22:00:00,0.0,0.026
2024-01-01 22:15:00,0.0,0.2033333333333333
2024-01-01 22:30:00,0.0,0.14
2024-01-01 22:45:00,0.0,0.026
2024-01-01 23:00:00,0.0,0.051333333333333335
2024-01-01 23:15:00,0.0,0.30066666666666664
2024-01-01 23:30:00,0.0,0.164
2024-01-01 23:45:00,0.0,0.216
2024-01-02 00:00:00,0.0,0.026
2024-01-02 00:15:00,0.0,0.026
2024-01-02 00:30:00,0.0,0.026
2024-01-02 00:45:00,0.0,0.19266666666666668
2024-01-02 01:00:00,0.0,0.3893333333333333
2024-01-02 01:15:00,0.0,0.12400000000000001
2024-01-02 01:30:00,0.0,0.026
2024-01-02 01:45:00,0.0,0.026
2024-01-02 02:00:00,0.0,0.026
2024-01-02 02:15:00,0.0,0.2033333333333333
2024-01-02 02:30:00,0.0,0.3593333333333334
2024-01-02 02:45:00,0.0,0.136
2024-01-02 03:00:00,0.0,0.03333333333333333
2024-01-02 03:15:00,0.0,0.026
2024-01-02 03:30:00,0.0,0.08933333333333332
2024-01-02 03:45:00,0.0,0.216
2024-01-02 04:00:00,0.0,0.2033333333333333
2024-01-02 04:15:00,0.0,0.12066666666666667
2024-01-02 04:30:00,0.0,0.12866666666666668
2024-01-02 04:45:00,0.0,0.026
2024-01-02 05:00:00,0.0,0.2033333333333333
2024-01-02 05:15:00,0.0,0.14
2024-01-02 05:30:00,0.0,0.07666666666666666
2024-01-02 05:45:00,0.0,0.16533333333333333
2024-01-02 06:00:00,0.0,0.08466666666666667
2024-01-02 06:15:00,0.0,0.21533333333333332
2024-01-02 06:30:00,0.0,0.216
2024-01-02 06:45:00,0.0,0.026
2024-01-02 07:00:00,0.0,0.026
2024-01-02 07:15:00,0.0,0.178
2024-01-02 07:30:00,0.0,0.4891333333333333
2024-01-02 07:45:00,0.0,0.28933333333333333
2024-01-02 08:00:00,0.0,0.1753333333333333
2024-01-02 08:15:00,0.0,0.026
2024-01-02 08:30:00,0.0,0.026
2024-01-02 08:45:00,0.0,0.08933333333333332
2024-01-02 09:00:00,0.0,0.292
2024-01-02 09:15:00,0.0,0.178
2024-01-02 09:30:00,0.0,0.11400000000000002
2024-01-02 09:45:00,0.0,0.08466666666666667
2024-01-02 10:00:00,0.0,0.026
2024-01-02 10:15:00,0.0,0.08933333333333332
2024-01-02 10:30:00,0.0,0.38066666666666665
2024-01-02 10:45:00,0.0,0.08933333333333333
2024-01-02 11:00:00,0.0,0.026
2024-01-02 11:15:00,0.0,0.12866666666666668
2024-01-02 11:30:00,0.0,0.07
2024-01-02 11:45:00,0.0,0.2033333333333333
2024-01-02 12:00:00,0.0,0.216
2024-01-02 12:15:00,0.0,0.14
2024-01-02 12:30:00,0.0,0.026
2024-01-02 12:45:00,0.0,0.03333333333333333
2024-01-02 13:00:00,0.0,0.23733333333333334
2024-01-02 13:15:00,0.0,0.24533333333333335
2024-01-02 13:30:00,0.0,0.026
2024-01-02 13:45:00,0.0,0.2033333333333333
2024-01-02 14:00:00,0.0,0.03866666666666666
2024-01-02 14:15:00,0.0,0.051333333333333335
2024-01-02 14:30:00,0.0,0.238
2024-01-02 14:45:00,0.0,0.21200000000000002
2024-01-02 15:00:00,0.0,0.04066666666666666
2024-01-02 15:15:00,0.0,0.11466666666666667
2024-01-02 15:30:00,0.0,0.12733333333333333
2024-01-02 15:45:00,0.0,0.16533333333333333
2024-01-02 16:00:00,0.0,0.178
2024-01-02 16:15:00,0.0,0.06266666666666668
2024-01-02 16:30:00,0.0,0.136
2024-01-02 16:45:00,0.0,0.026
2024-01-02 17:00:00,0.0,0.2793333333333334
2024-01-02 17:15:00,0.0,0.216
2024-01-02 17:30:00,0.0,0.06610347982352761
2024-01-02 17:45:00,0.0,0.0575521973529143
2024-01-02 18:00:00,0.0,0.10888553068624764
2024-01-02 18:15:00,0.0,0.15288553068624763
2024-01-02 18:30:00,0.0,0.8692855306862477
2024-01-02 18:45:00,0.0,0.24339102543136001
2024-01-02 19:00:00,0.0,0.026
2024-01-02 19:15:00,0.0,0.026
2024-01-02 19:30:00,0.0,0.026
2024-01-02 19:45:00,0.0,0.19333333333333333
2024-01-02 20:00:00,0.0,0.30933333333333335
2024-01-02 20:15:00,0.0,0.2033333333333333
2024-01-02 20:30:00,0.0,0.13086666666666666
2024-01-02 20:45:00,0.0,0.147
2024-01-02 21:00:00,0.0,0.17233333333333334
2024-01-02 21:15:00,0.0,0.337
2024-01-02 21:30:00,0.0,0.30366666666666664
2024-01-02 21:45:00,0.0,0.2624666666666667
2024-01-02 22:00:00,0.0,0.10200000000000001
2024-01-02 22:15:00,0.0,0.026
2024-01-02 22:30:00,0.0,0.16533333333333333
2024-01-02 22:45:00,0.0,0.2074487175293867
2024-01-02 23:00:00,0.0,0.0575521973529143
2024-01-02 23:15:00,0.0,0.17821886401958095
2024-01-02 23:30:00,0.0,0.27355219735291425
2024-01-02 23:45:00,0.0,0.6497452377058591
2024-01-03 00:00:00,0.0,0.216
2024-01-03 00:15:00,0.0,0.064
2024-01-03 00:30:00,0.0,0.026
2024-01-03 00:45:00,0.0,0.026
2024-01-03 01:00:00,0.0,0.2626666666666667
2024-01-03 01:15:00,0.0,0.30333333333333334
2024-01-03 01:30:00,0.0,0.14
2024-01-03 01:45:00,0.0,0.026
2024-01-03 02:00:00,0.0,0.026
2024-01-03 02:15:00,0.0,0.42579999999999996
2024-01-03 02:30:00,0.0,0.18000000000000002
2024-01-03 02:45:00,0.0,0.478
2024-01-03 03:00:00,0.0,0.048
2024-01-03 03:15:00,0.0,0.026
2024-01-03 03:30:00,0.0,0.026
2024-01-03 03:45:00,0.0,0.051333333333333335
2024-01-03 04:00:00,0.0,0.216
2024-01-03 04:15:00,0.0,0.2706666666666667
2024-01-03 04:30:00,0.0,0.18666666666666668
2024-01-03 04:45:00,0.0,0.03333333333333333
2024-01-03 05:00:00,0.0,0.026
2024-01-03 05:15:00,0.0,0.16533333333333333
2024-01-03 05:30:00,0.0,0.178
2024-01-03 05:45:00,0.0,0.07666666666666666
2024-01-03 06:00:00,0.0,0.20933333333333334
2024-01-03 06:15:00,0.0,0.12866666666666668
2024-01-03 06:30:00,0.0,0.08933333333333332
2024-01-03 06:45:00,0.0,0.216
2024-01-03 07:00:00,0.0,0.064
2024-01-03 07:15:00,0.0,0.026
2024-01-03 07:30:00,0.0,0.1858
2024-01-03 07:45:00,0.0,0.13566666666666669
2024-01-03 08:00:00,0.0,0.30433333333333334
2024-01-03 08:15:00,0.0,0.153
2024-01-03 08:30:00,0.0,0.027733333333333332
2024-01-03 08:45:00,0.0,0.026
2024-01-03 09:00:00,0.0,0.08933333333333332
2024-01-03 09:15:00,0.0,0.254
2024-01-03 09:30:00,0.0,0.28933333333333333
2024-01-03 09:45:00,0.0,0.2326
2024-01-03 10:00:00,0.0,0.2925333333333333
2024-01-03 10:15:00,0.0,0.026
2024-01-03 10:30:00,0.0,0.051333333333333335
2024-01-03 10:45:00,0.0,0.38066666666666665
2024-01-03 11:00:00,0.0,0.12733333333333335
2024-01-03 11:15:00,0.0,0.11400000000000002
2024-01-03 11:30:00,0.0,0.08466666666666667
2024-01-03 11:45:00,0.0,0.026
2024-01-03 12:00:00,0.0,0.16533333333333333
2024-01-03 12:15:00,0.0,0.254
2024-01-03 12:30:00,0.0,0.6730666666666667
2024-01-03 12:45:00,0.0,0.026
2024-01-03 13:00:00,0.0,0.12866666666666668
2024-01-03 13:15:00,0.0,0.13333333333333333
2024-01-03 13:30:00,0.0,0.6158
2024-01-03 13:45:00,0.0,0.19726666666666665
2024-01-03 14:00:00,0.0,0.2033333333333333
2024-01-03 14:15:00,0.0,0.03866666666666666
2024-01-03 14:30:00,0.0,0.03333333333333333
2024-01-03 14:45:00,0.0,0.31333333333333335
2024-01-03 15:00:00,0.0,0.16933333333333334
2024-01-03 15:15:00,0.0,0.026
2024-01-03 15:30:00,0.0,0.11466666666666667
2024-01-03 15:45:00,0.0,0.12733333333333333
2024-01-03 16:00:00,0.0,0.12733333333333333
2024-01-03 16:15:00,0.0,0.238
2024-01-03 16:30:00,0.0,0.5357999999999999
2024-01-03 16:45:00,0.0,0.04066666666666666
2024-01-03 17:00:00,0.0,0.026
2024-01-03 17:15:00,0.0,0.2581611719215543
2024-01-03 17:30:00,0.0,0.2475521973529143
2024-01-03 17:45:00,0.0,0.13355219735291432
2024-01-03 18:00:00,0.0,0.09421886401958096
2024-01-03 18:15:00,0.0,0.1675521973529143
2024-01-03 18:30:00,0.0,0.030206959647055238
2024-01-03 18:45:00,0.0,0.26666666666666666
2024-01-03 19:00:00,0.0,0.26666666666666666
2024-01-03 19:15:00,0.0,0.026
2024-01-03 19:30:00,0.0,0.026
2024-01-03 19:45:00,0.0,0.07733333333333334
2024-01-03 20:00:00,0.0,0.19097710613724952
2024-01-03 20:15:00,0.0,0.27061886401958096
2024-01-03 20:30:00,0.0,0.2858855306862476
2024-01-03 20:45:00,0.0,0.13508553068624762
2024-01-03 21:00:00,0.0,0.19068553068624763
2024-01-03 21:15:00,0.0,0.1785521973529143
2024-01-03 21:30:00,0.0,0.4071611719215543
2024-01-03 21:45:00,0.0,0.3336
2024-01-03 22:00:00,0.0,0.261
2024-01-03 22:15:00,0.0,0.223
2024-01-03 22:30:00,0.0,0.147
2024-01-03 22:45:00,0.0,0.24833333333333335
2024-01-03 23:00:00,0.0,0.25633333333333336
2024-01-03 23:15:00,0.0,0.10666666666666667
2024-01-03 23:30:00,0.0,0.5171333333333333
2024-01-03 23:45:00,0.0,0.19066666666666665
2024-01-04 00:00:00,0.0,0.051333333333333335
2024-01-04 00:15:00,0.0,0.216
2024-01-04 00:30:00,0.0,0.10200000000000001
2024-01-04 00:45:00,0.0,0.026
2024-01-04 01:00:00,0.0,0.12133333333333333
2024-01-04 01:15:00,0.0,0.20400000000000001
2024-01-04 01:30:00,0.0,0.22866666666666668
2024-01-04 01:45:00,0.0,0.178
2024-01-04 02:00:00,0.0,0.026
2024-01-04 02:15:00,0.0,0.42579999999999996
2024-01-04 02:30:00,0.0,0.026
2024-01-04 02:45:00,0.0,0.23733333333333334
2024-01-04 03:00:00,0.0,0.4046666666666667
2024-01-04 03:15:00,0.0,0.064
2024-01-04 03:30:00,0.0,0.026
2024-01-04 03:45:00,0.0,0.026
2024-01-04 04:00:00,0.0,0.026
2024-01-04 04:15:00,0.0,0.218
2024-01-04 04:30:00,0.0,0.3893333333333333
2024-01-04 04:45:00,0.0,0.09866666666666667
2024-01-04 05:00:00,0.0,0.026
2024-01-04 05:15:00,0.0,0.026
2024-01-04 05:30:00,0.0,0.5271333333333333
2024-01-04 05:45:00,0.0,0.216
2024-01-04 06:00:00,0.0,0.10600000000000001
2024-01-04 06:15:00,0.0,0.8084000000000001
2024-01-04 06:30:00,0.0,0.03333333333333333
2024-01-04 06:45:00,0.0,0.051333333333333335
2024-01-04 07:00:00,0.0,0.216
2024-01-04 07:15:00,0.0,0.10200000000000001
2024-01-04 07:30:00,0.0,0.026
2024-01-04 07:45:00,0.0,0.31880000000000003
2024-01-04 08:00:00,0.0,0.2876666666666667
2024-01-04 08:15:00,0.0,0.28633333333333333
2024-01-04 08:30:00,0.0,0.29900000000000004
2024-01-04 08:45:00,0.0,0.672
2024-01-04 09:00:00,0.0,0.42579999999999996
2024-01-04 09:15:00,0.0,0.08933333333333332
2024-01-04 09:30:00,0.0,0.27466666666666667
2024-01-04 09:45:00,0.0,0.30400000000000005
2024-01-04 10:00:00,0.0,0.064
2024-01-04 10:15:00,0.0,0.5590666666666666
2024-01-04 10:30:00,0.0,0.026
2024-01-04 10:45:00,0.0,0.026
2024-01-04 11:00:00,0.0,0.36800000000000005
2024-01-04 11:15:00,0.0,0.23866666666666667
2024-01-04 11:30:00,0.0,0.09933333333333333
2024-01-04 11:45:00,0.0,0.5590666666666666
2024-01-04 12:00:00,0.0,0.026
2024-01-04 12:15:00,0.0,0.23220000000000002
2024-01-04 12:30:00,0.0,0.41300000000000003
2024-01-04 12:45:00,0.0,0.261
2024-01-04 13:00:00,0.0,0.235
2024-01-04 13:15:00,0.0,0.1976
2024-01-04 13:30:00,0.0,0.051333333333333335
2024-01-04 13:45:00,0.0,0.216
2024-01-04 14:00:00,0.0,0.10200000000000001
2024-01-04 14:15:00,0.0,0.2033333333333333
2024-01-04 14:30:00,0.0,0.03866666666666666
2024-01-04 14:45:00,0.0,0.12866666666666668
2024-01-04 15:00:00,0.0,0.20933333333333334
2024-01-04 15:15:00,0.0,0.20324175788233145
2024-01-04 15:30:00,0.0,0.0575521973529143
2024-01-04 15:45:00,0.0,0.6792855306862476
2024-01-04 16:00:00,0.0,0.15888553068624764
2024-01-04 16:15:00,0.0,0.12821886401958096
2024-01-04 16:30:00,0.0,0.35755219735291427
2024-01-04 16:45:00,0.0,0.1206785710391924
2024-01-04 17:00:00,0.0,0.026
2024-01-04 17:15:00,0.0,0.026
2024-01-04 17:30:00,0.0,0.216
2024-01-04 17:45:00,0.0,0.2033333333333333
2024-01-04 18:00:00,0.0,0.162
2024-01-04 18:15:00,0.0,0.136
2024-01-04 18:30:00,0.0,0.04066666666666666
2024-01-04 18:45:00,0.0,0.026
2024-01-04 19:00:00,0.0,0.22866666666666668
2024-01-04 19:15:00,0.0,0.3046666666666667
2024-01-04 19:30:00,0.0,0.026
2024-01-04 19:45:00,0.0,0.06266666666666668
2024-01-04 20:00:00,0.0,0.136
2024-01-04 20:15:00,0.0,0.051333333333333335
2024-01-04 20:30:00,0.0,0.22866666666666668
2024-01-04 20:45:00,0.0,0.2793333333333334
2024-01-04 21:00:00,0.0,0.026
2024-01-04 21:15:00,0.0,0.026
2024-01-04 21:30:00,0.0,0.07733333333333334
2024-01-04 21:45:00,0.0,0.26066666666666666
2024-01-04 22:00:00,0.0,0.178
2024-01-04 22:15:00,0.0,0.5398
2024-01-04 22:30:00,0.0,0.10200000000000001
2024-01-04 22:45:00,0.0,0.147
2024-01-04 23:00:00,0.0,0.21874725262744382
2024-01-04 23:15:00,0.0,0.4345521973529143
2024-01-04 23:30:00,0.0,0.29981886401958097
2024-01-04 23:45:00,0.0,0.21688553068624766
2024-01-05 00:00:00,0.0,0.3239521973529143
2024-01-05 00:15:00,0.0,0.1810347982352762
2024-01-05 00:30:00,0.0,0.32606666666666667
2024-01-05 00:45:00,0.0,0.261
2024-01-05 01:00:00,0.0,0.22766666666666666
2024-01-05 01:15:00,0.0,0.12426666666666668
2024-01-05 01:30:00,0.0,0.15266666666666667
2024-01-05 01:45:00,0.0,0.19066666666666665
