,TumbleDryer,BaseLoad,P_WB
2024-01-01 00:00:00,0.001,0.4670759397255878,0.0
2024-01-01 00:15:00,0.001,1.1774759397255878,0.0
2024-01-01 00:30:00,0.001,0.8462092730589212,0.2
2024-01-01 00:45:00,0.001,0.5932759397255878,3.0
2024-01-01 01:00:00,0.001,0.5394092730589211,0.2
2024-01-01 01:15:00,0.001,0.8704718619856273,0.0
2024-01-01 01:30:00,0.001,1.141918864019581,0.0
2024-01-01 01:45:00,0.001,0.5639188640195809,0.8
2024-01-01 02:00:00,0.001,1.027318864019581,1.6
2024-01-01 02:15:00,0.001,0.46758553068624764,0.0
2024-01-01 02:30:00,0.001,0.33325219735291434,0.0
2024-01-01 02:45:00,0.001,0.3290452377058591,0.0
2024-01-01 03:00:00,0.001,0.21756666666666663,0.0
2024-01-01 03:15:00,0.001,0.3810333333333333,0.0
2024-01-01 03:30:00,0.001,0.4117,0.0
2024-01-01 03:45:00,0.001,0.22203333333333333,0.0
2024-01-01 04:00:00,0.001,0.1807,0.0
2024-01-01 04:15:00,0.001,0.1807,0.6
2024-01-01 04:30:00,0.001,0.20603333333333335,2.6
2024-01-01 04:45:00,0.001,0.47403333333333336,0.0
2024-01-01 05:00:00,0.001,0.28404,1.6
2024-01-01 05:15:00,0.001,0.045,3.0
2024-01-01 05:30:00,0.001,0.045,0.0
2024-01-01 05:45:00,0.001,0.045,0.0
2024-01-01 06:00:00,0.001,0.12433333333333334,1.2
2024-01-01 06:15:00,0.001,0.39,3.0
2024-01-01 06:30:00,0.001,0.106,3.0
2024-01-01 06:45:00,0.001,0.045,2.0
2024-01-01 07:00:00,0.001,0.4448,0.0
2024-01-01 07:15:00,0.001,0.15886666666666666,0.0
2024-01-01 07:30:00,0.001,0.36006666666666665,0.4
2024-01-01 07:45:00,0.001,0.5545402929803885,3.0
2024-01-01 08:00:00,0.001,0.3575521973529143,0.8
2024-01-01 08:15:00,0.001,1.252418864019581,0.0
2024-01-01 08:30:00,0.001,0.2622855306862476,0.0
2024-01-01 08:45:00,0.001,0.2586855306862476,0.0
2024-01-01 09:00:00,0.001,0.27670146490194286,0.0
2024-01-01 09:15:00,0.001,0.24799999999999997,0.0
2024-01-01 09:30:00,0.001,0.079,0.0
2024-01-01 09:45:00,0.001,0.045,0.0
2024-01-01 10:00:00,0.001,0.05533333333333333,0.0
2024-01-01 10:15:00,0.001,0.2,0.0
2024-01-01 10:30:00,0.001,0.16233333333333333,0.4
2024-01-01 10:45:00,0.001,0.235,3.0
2024-01-01 11:00:00,0.001,0.057666666666666665,3.0
2024-01-01 11:15:00,0.001,0.045,3.0
2024-01-01 11:30:00,0.001,0.14833333333333334,0.2
2024-01-01 11:45:00,0.001,0.1806,2.4
2024-01-01 12:00:00,0.001,0.2586079141242245,1.6
2024-01-01 12:15:00,0.001,0.3678237423726735,3.0
2024-01-01 12:30:00,0.001,0.5776237423726737,3.0
2024-01-01 12:45:00,0.001,0.22869040903934015,0.4
2024-01-01 13:00:00,0.001,0.3458237423726735,0.0
2024-01-01 13:15:00,0.001,0.7177759397255878,0.0
2024-01-01 13:30:00,0.001,0.42422260639225445,0.0
2024-01-01 13:45:00,0.001,0.5444759397255878,0.0
2024-01-01 14:00:00,0.001,1.0115661074092313,0.0
2024-01-01 14:15:00,0.001,0.5940404468444259,0.0
2024-01-01 14:30:00,0.001,0.6072709950001174,0.2
2024-01-01 14:45:00,0.001,0.9263237423726735,3.0
2024-01-01 15:00:00,0.001,0.6455515809608944,3.0
2024-01-01 15:15:00,0.001,0.6147426063922544,3.0
2024-01-01 15:30:00,0.001,0.4738759397255878,2.8
2024-01-01 15:45:00,0.001,0.4831620296692708,0.0
2024-01-01 16:00:00,0.001,0.3039855306862477,0.0
2024-01-01 16:15:00,0.001,0.1933208789411657,0.0
2024-01-01 16:30:00,0.001,0.3186333333333333,0.0
2024-01-01 16:45:00,0.001,0.5423000000000001,0.0
2024-01-01 17:00:00,0.001,0.5917,2.2
2024-01-01 17:15:00,0.001,0.48355107977391426,3.0
2024-01-01 17:30:00,0.001,0.4485237423726735,3.0
2024-01-01 17:45:00,0.001,1.3519217274510889,1.6
2024-01-01 18:00:00,0.001,0.49320927305892115,1.8
2024-01-01 18:15:00,0.001,0.5887426063922544,1.8
2024-01-01 18:30:00,0.001,0.9793229417595416,2.4
2024-01-01 18:45:00,0.001,0.7340521973529144,0.6
2024-01-01 19:00:00,0.001,0.83873469226803,0.0
2024-01-01 19:15:00,0.001,0.4670759397255878,0.0
2024-01-01 19:30:00,0.001,0.660409273058921,0.0
2024-01-01 19:45:00,0.001,0.7487426063922544,0.0
2024-01-01 20:00:00,0.001,0.45216751517658965,0.4
2024-01-01 20:15:00,0.001,0.3741356467451992,3.0
2024-01-01 20:30:00,0.001,0.3783426063922545,0.2
2024-01-01 20:45:00,0.001,0.4670759397255878,2.6
2024-01-01 21:00:00,0.001,0.7660759397255877,0.6
2024-01-01 21:15:00,0.001,0.6534092730589212,0.0
2024-01-01 21:30:00,0.047599999999999996,0.4670759397255878,0.0
2024-01-01 21:45:00,1.6749872683640312,1.1334092730589211,3.0
2024-01-01 22:00:00,1.938184883948303,0.4670759397255878,1.4
2024-01-01 22:15:00,1.4662601493572336,0.9392092730589211,0.0
2024-01-01 22:30:00,0.3818595141041135,1.311809273058921,0.0
2024-01-01 22:45:00,1.0926026347692794,0.5684092730589211,1.6
2024-01-01 23:00:00,1.0674127282709998,0.4428759397255878,3.0
2024-01-01 23:15:00,1.3841265979895119,0.3460759397255878,2.0
2024-01-01 23:30:00,0.559756287537335,0.35483277407589797,0.0
2024-01-01 23:45:00,0.001,1.0341426063922545,0.0
2024-01-02 00:00:00,0.001,0.5774092730589211,0.0
2024-01-02 00:15:00,0.001,0.4347426063922545,0.0
2024-01-02 00:30:00,0.001,0.3460759397255878,2.8
2024-01-02 00:45:00,0.001,0.3460759397255878,0.2
2024-01-02 01:00:00,0.001,0.527711191251053,0.0
2024-01-02 01:15:00,0.001,0.5712521973529143,0.8
2024-01-02 01:30:00,0.001,1.0575805859607772,3.0
2024-01-02 01:45:00,0.001,0.3777,3.0
2024-01-02 02:00:00,0.001,0.30169999999999997,3.0
2024-01-02 02:15:00,0.001,0.8760999999999999,2.0
2024-01-02 02:30:00,0.001,0.7354999999999999,0.0
2024-01-02 02:45:00,0.001,0.21636666666666665,0.0
2024-01-02 03:00:00,0.001,0.3707,0.0
2024-01-02 03:15:00,0.001,0.24403333333333332,1.6
2024-01-02 03:30:00,0.001,0.1807,3.0
2024-01-02 03:45:00,0.001,0.31503333333333333,0.8
2024-01-02 04:00:00,0.001,0.25303333333333333,1.6
2024-01-02 04:15:00,0.001,1.0183,3.0
2024-01-02 04:30:00,0.001,0.9037666666666666,0.0
2024-01-02 04:45:00,0.001,1.0309666666666666,0.0
2024-01-02 05:00:00,0.001,0.25303333333333333,0.0
2024-01-02 05:15:00,0.001,0.31503333333333333,0.0
2024-01-02 05:30:00,0.001,0.1807,1.4
2024-01-02 05:45:00,0.001,0.23136666666666666,3.0
2024-01-02 06:00:00,0.001,0.28928,1.4
2024-01-02 06:15:00,0.001,0.09333333333333332,0.0
2024-01-02 06:30:00,0.001,0.2,1.8
2024-01-02 06:45:00,0.001,0.6194000000000001,3.0
2024-01-02 07:00:00,0.001,0.5780666666666667,3.0
2024-01-02 07:15:00,0.001,0.10833333333333334,3.0
2024-01-02 07:30:00,0.001,0.6460666666666666,3.0
2024-01-02 07:45:00,0.001,0.18666666666666665,1.2
2024-01-02 08:00:00,0.001,0.16133333333333333,0.0
2024-01-02 08:15:00,0.001,0.058,0.0
2024-01-02 08:30:00,0.001,0.058,0.0
2024-01-02 08:45:00,0.001,0.13399999999999998,0.0
2024-01-02 09:00:00,0.001,0.28673333333333334,0.0
2024-01-02 09:15:00,0.001,0.22566666666666665,0.0
2024-01-02 09:30:00,0.001,0.07738,0.0
2024-01-02 09:45:00,0.001,0.1937,0.0
2024-01-02 10:00:00,0.001,0.1833,0.4
2024-01-02 10:15:00,0.001,0.35069999999999996,3.0
2024-01-02 10:30:00,0.001,0.6270333333333333,2.0
2024-01-02 10:45:00,0.001,0.37503333333333333,0.0
2024-01-02 11:00:00,0.001,0.30269999999999997,0.0
2024-01-02 11:15:00,0.001,0.25876666666666664,0.0
2024-01-02 11:30:00,0.001,0.1937,0.0
2024-01-02 11:45:00,0.001,0.3673666666666667,0.0
2024-01-02 12:00:00,0.001,0.5036333333333334,1.8
2024-01-02 12:15:00,0.001,0.1807,0.8
2024-01-02 12:30:00,0.001,0.1807,0.0
2024-01-02 12:45:00,0.001,0.18148824949151157,0.0
2024-01-02 13:00:00,0.001,0.2028570757060068,0.0
2024-01-02 13:15:00,0.001,0.46152374237267346,0.0
2024-01-02 13:30:00,0.001,0.46305707570600685,2.6
2024-01-02 13:45:00,0.001,0.43243912656872685,0.8
2024-01-02 14:00:00,0.001,0.46628769023407624,0.0
2024-01-02 14:15:00,0.001,0.45525219735291433,0.0
2024-01-02 14:30:00,0.001,0.5414055306862477,0.0
2024-01-02 14:45:00,0.001,0.3618855306862476,0.0
2024-01-02 15:00:00,0.001,0.2226208789411657,0.0
2024-01-02 15:15:00,0.001,0.058,0.0
2024-01-02 15:30:00,0.001,0.13866666666666666,2.0
2024-01-02 15:45:00,0.001,0.22033333333333335,0.6
2024-01-02 16:00:00,0.001,0.3426707444066272,0.0
2024-01-02 16:15:00,0.001,0.3404904090393402,0.4
2024-01-02 16:30:00,0.001,0.33015707570600683,2.6
2024-01-02 16:45:00,0.001,0.5422237423726735,0.0
2024-01-02 17:00:00,0.001,0.06430599593209255,1.6
2024-01-02 17:15:00,0.001,0.34083710613724955,2.2
2024-01-02 17:30:00,0.001,0.3842521973529143,0.0
2024-01-02 17:45:00,0.001,0.5151855306862475,0.0
