,TumbleDryer,DishWasher,BaseLoad,P_HP,P_WB
2024-01-01 00:00:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 00:15:00,0.001,0.0,0.12966666666666668,0.0,0.0
2024-01-01 00:30:00,0.001,0.0,0.3576666666666667,0.0,0.0
2024-01-01 00:45:00,0.001,0.0,0.06633333333333333,0.0,0.0
2024-01-01 01:00:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 01:15:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 01:30:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 01:45:00,0.001,0.0,0.23099999999999998,0.0,0.0
2024-01-01 02:00:00,0.001,0.0,0.2816666666666666,0.0,0.0
2024-01-01 02:15:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 02:30:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 02:45:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 03:00:00,0.001,0.0,0.06633333333333334,0.0,0.0
2024-01-01 03:15:00,0.001,0.0,0.33233333333333337,0.0,0.0
2024-01-01 03:30:00,0.001,0.0,0.155,0.0,0.0
2024-01-01 03:45:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 04:00:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 04:15:00,0.001,0.0,0.041,1.0666666666666667,0.0
2024-01-01 04:30:00,0.001,0.0,0.12966666666666668,0.8,0.0
2024-01-01 04:45:00,0.001,0.0,0.3576666666666667,0.0,0.0
2024-01-01 05:00:00,0.001,0.0,0.06633333333333333,0.0,0.0
2024-01-01 05:15:00,0.001,0.0,0.041,1.8666666666666667,0.0
2024-01-01 05:30:00,0.001,0.0,0.041,4.0,0.0
2024-01-01 05:45:00,0.001,0.0,0.041,0.5333333333333333,0.0
2024-01-01 06:00:00,0.001,0.0,0.23099999999999998,0.0,0.0
2024-01-01 06:15:00,0.001,0.0,0.2816666666666666,1.8666666666666667,0.0
2024-01-01 06:30:00,0.001,0.0,0.041,0.8,0.0
2024-01-01 06:45:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 07:00:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 07:15:00,0.001,0.0,0.06633333333333334,0.0,0.0
2024-01-01 07:30:00,0.001,0.0,0.33233333333333337,0.0,0.0
2024-01-01 07:45:00,0.001,0.0,0.155,0.0,0.0
2024-01-01 08:00:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 08:15:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 08:30:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 08:45:00,0.001,0.0,0.12966666666666668,0.0,0.0
2024-01-01 09:00:00,0.001,0.0,0.3576666666666667,0.0,0.0
2024-01-01 09:15:00,0.001,0.0,0.06633333333333333,0.0,0.0
2024-01-01 09:30:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 09:45:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 10:00:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 10:15:00,0.001,0.0,0.23966666666666664,0.0,0.8
2024-01-01 10:30:00,0.001,0.0,0.2946666666666667,0.0,1.5
2024-01-01 10:45:00,0.001,0.0,0.054,0.0,1.5
2024-01-01 11:00:00,0.001,0.0,0.4538,0.0,1.5
2024-01-01 11:15:00,0.001,0.0,0.05226666666666667,0.0,1.5
2024-01-01 11:30:00,0.001,0.0,0.06633333333333334,0.0,1.5
2024-01-01 11:45:00,0.001,0.0,1.027901464901943,0.5333333333333333,1.5
2024-01-01 12:00:00,0.001,0.0,2.312493444810472,0.8,1.5
2024-01-01 12:15:00,0.001,0.0,2.064909273058921,0.0,1.5
2024-01-01 12:30:00,0.001,0.0,0.0843759397255878,0.0,1.5
2024-01-01 12:45:00,0.001,0.0,0.48417593972558787,0.0,0.8
2024-01-01 13:00:00,0.001,0.0,0.1851759397255878,0.0,0.0
2024-01-01 13:15:00,0.001,0.0,0.399056978976554,0.0,0.4
2024-01-01 13:30:00,0.001,0.0,0.48307458079089116,0.0,1.5
2024-01-01 13:45:00,0.001,0.0,0.06582374237267351,0.0,1.4
2024-01-01 14:00:00,0.001,0.0,0.05455707570600684,0.0,0.0
2024-01-01 14:15:00,0.001,0.0,2.1748237423726735,0.0,0.8
2024-01-01 14:30:00,0.001,0.0,2.0761237423726735,0.0,1.5
2024-01-01 14:45:00,0.001,0.0,0.44708441310724756,0.0,1.5
2024-01-01 15:00:00,0.001,0.0,0.29769999999999996,0.0,0.6
2024-01-01 15:15:00,0.001,0.0,0.29769999999999996,0.0,0.0
2024-01-01 15:30:00,0.001,0.0,0.9002014649019429,0.0,0.0
2024-01-01 15:45:00,0.001,0.0,0.47558553068624765,0.0,0.0
2024-01-01 16:00:00,0.001,0.0,0.6205855306862476,0.0,0.0
2024-01-01 16:15:00,0.001,0.0,0.4432521973529143,0.0,0.8
2024-01-01 16:30:00,0.001,0.0,0.3250452377058591,0.0,1.5
2024-01-01 16:45:00,0.001,0.0,0.24929999999999997,0.0,1.5
2024-01-01 17:00:00,0.001,0.0,0.29769999999999996,0.0,1.5
2024-01-01 17:15:00,0.001,0.0,1.0519666666666667,0.0,1.5
2024-01-01 17:30:00,0.001,0.0,2.2621666666666664,0.8,1.5
2024-01-01 17:45:00,0.001,0.0,0.7390333333333333,0.8,1.5
2024-01-01 18:00:00,0.001,0.0,0.6654333333333332,0.0,1.5
2024-01-01 18:15:00,0.001,0.0,2.4187,0.0,1.3
2024-01-01 18:30:00,0.001,0.0,0.6853666666666667,0.0,0.0
2024-01-01 18:45:00,0.001,0.0,0.6087,0.0,0.5
2024-01-01 19:00:00,0.001,0.0,0.6593666666666668,0.0,1.5
2024-01-01 19:15:00,0.001,0.0,0.37029999999999996,0.0,1.5
2024-01-01 19:30:00,0.001,0.0,0.24929999999999997,0.0,0.1
2024-01-01 19:45:00,0.001,0.0,0.1767,0.0,0.0
2024-01-01 20:00:00,0.001,0.0,0.12061333333333332,0.0,0.0
2024-01-01 20:15:00,0.001,0.0,0.33233333333333337,0.0,0.0
2024-01-01 20:30:00,0.001,0.0,0.155,0.0,0.0
2024-01-01 20:45:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 21:00:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 21:15:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 21:30:00,0.001,0.0,0.12966666666666668,0.0,0.0
2024-01-01 21:45:00,0.001,0.0,0.3576666666666667,0.0,0.0
2024-01-01 22:00:00,0.001,0.0,0.06633333333333333,0.0,0.0
2024-01-01 22:15:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 22:30:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 22:45:00,0.001,0.0,0.041,0.8,0.0
2024-01-01 23:00:00,0.001,0.0,0.23099999999999998,1.0666666666666667,0.0
2024-01-01 23:15:00,0.001,0.0,0.2816666666666666,0.0,0.0
2024-01-01 23:30:00,0.001,0.0,0.041,0.0,0.0
2024-01-01 23:45:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 00:00:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 00:15:00,0.001,0.0,0.06633333333333334,0.0,0.0
2024-01-02 00:30:00,0.001,0.0,0.33233333333333337,0.0,0.0
2024-01-02 00:45:00,0.001,0.0,0.155,0.0,0.0
2024-01-02 01:00:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 01:15:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 01:30:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 01:45:00,0.001,0.0,0.12966666666666668,0.0,0.0
2024-01-02 02:00:00,0.001,0.0,0.3576666666666667,0.0,0.0
2024-01-02 02:15:00,0.001,0.0,0.06633333333333333,0.0,0.0
2024-01-02 02:30:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 02:45:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 03:00:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 03:15:00,0.001,0.0,0.23099999999999998,0.0,0.0
2024-01-02 03:30:00,0.001,0.0,0.2816666666666666,0.0,0.0
2024-01-02 03:45:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 04:00:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 04:15:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 04:30:00,0.001,0.0,0.06633333333333334,0.0,0.0
2024-01-02 04:45:00,0.001,0.0,0.33233333333333337,0.0,0.0
2024-01-02 05:00:00,0.001,0.0,0.155,0.0,0.0
2024-01-02 05:15:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 05:30:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 05:45:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 06:00:00,0.001,0.0,0.12966666666666668,1.6,0.0
2024-01-02 06:15:00,0.001,0.0,0.3576666666666667,0.26666666666666666,0.0
2024-01-02 06:30:00,0.001,0.0,0.06633333333333333,0.0,0.0
2024-01-02 06:45:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 07:00:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 07:15:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 07:30:00,0.001,0.0,0.23099999999999998,0.0,0.0
2024-01-02 07:45:00,0.001,0.0,0.2816666666666666,0.0,0.0
2024-01-02 08:00:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 08:15:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 08:30:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 08:45:00,0.001,0.0,0.06633333333333334,0.0,0.0
2024-01-02 09:00:00,0.001,0.0,0.33233333333333337,0.0,0.0
2024-01-02 09:15:00,0.001,0.0,0.155,0.0,0.0
2024-01-02 09:30:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 09:45:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 10:00:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 10:15:00,0.001,0.0,0.12966666666666668,0.0,0.0
2024-01-02 10:30:00,0.001,0.0,0.3576666666666667,0.0,0.0
2024-01-02 10:45:00,0.001,0.0,0.06633333333333333,0.0,0.0
2024-01-02 11:00:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 11:15:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 11:30:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 11:45:00,0.001,0.0,0.23099999999999998,0.0,0.0
2024-01-02 12:00:00,0.001,0.0,0.2816666666666666,0.0,0.0
2024-01-02 12:15:00,0.001,0.0,2.1201333333333334,0.0,0.0
2024-01-02 12:30:00,0.001,0.0,0.6807333333333333,0.0,0.3
2024-01-02 12:45:00,0.001,0.0,0.06203479823527621,0.0,1.5
2024-01-02 13:00:00,0.001,0.0,0.09788553068624764,0.0,1.0
2024-01-02 13:15:00,0.001,0.0,0.42841886401958096,0.0,0.0
2024-01-02 13:30:00,0.001,0.0,0.3091286963359374,0.0,1.5
2024-01-02 13:45:00,0.001,0.0,0.20537593972558782,0.0,1.5
2024-01-02 14:00:00,0.001,0.0,0.20265854060794972,1.0666666666666667,1.5
2024-01-02 14:15:00,0.001,0.0,0.18682374237267352,0.8,1.5
2024-01-02 14:30:00,0.001,0.0,0.17062374237267353,0.0,1.5
2024-01-02 14:45:00,0.001,0.0,0.38170215954782866,0.0,1.5
2024-01-02 15:00:00,0.001,0.0,0.07413333333333334,0.0,1.5
2024-01-02 15:15:00,0.001,0.0,0.041,0.0,0.3
2024-01-02 15:30:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 15:45:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 16:00:00,0.001,0.0,0.23099999999999998,0.0,0.0
2024-01-02 16:15:00,0.001,0.0,0.2816666666666666,0.0,0.0
2024-01-02 16:30:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 16:45:00,0.001,0.0,0.4408,0.0,0.0
2024-01-02 17:00:00,0.001,0.0,0.041,0.0,0.0
2024-01-02 17:15:00,0.001,0.0,0.5385066666666667,0.0,1.3
2024-01-02 17:30:00,0.001,0.0,0.46803333333333336,0.0,1.5
2024-01-02 17:45:00,0.001,0.0,0.2907,0.0,1.5
2024-01-02 18:00:00,0.001,0.0,0.1767,0.0,0.8
2024-01-02 18:15:00,0.001,0.0,0.1767,0.0,0.0
2024-01-02 18:30:00,0.001,0.0,0.1767,0.0,0.0
2024-01-02 18:45:00,0.001,0.0,0.26536666666666664,0.0,0.0
2024-01-02 19:00:00,0.001,0.0,0.49336666666666673,0.0,0.0
2024-01-02 19:15:00,0.001,0.0,0.20203333333333334,0.0,0.0
2024-01-02 19:30:00,0.001,0.0,0.1767,0.0,0.0
2024-01-02 19:45:00,0.001,0.0,0.1788034798235276,0.0,1.1
2024-01-02 20:00:00,0.001,0.0,0.2566521973529143,0.0,1.5
2024-01-02 20:15:00,0.001,0.0,0.5192521973529143,0.0,1.5
2024-01-02 20:30:00,0.001,0.0,0.5733855306862475,0.0,1.5
2024-01-02 20:45:00,0.001,0.0,0.3461934448104722,0.0,1.5
2024-01-02 21:00:00,0.001,0.0,0.3540759397255878,0.0,0.3
2024-01-02 21:15:00,0.001,0.0,0.3842391265687269,0.0,0.0
2024-01-02 21:30:00,0.001,0.0,0.45366202043147735,0.0,0.0
2024-01-02 21:45:00,0.001,0.0,0.753409273058921,0.0,0.0
2024-01-02 22:00:00,0.001,0.0,0.5689816943019838,0.0,0.1
2024-01-02 22:15:00,0.001,0.0,0.45025219735291433,0.0,1.5
