,WasherDryer,BaseLoad,P_EV,P_HP
2024-01-01 00:00:00,0.001,0.047,0.0,0.0
2024-01-01 00:15:00,0.001,0.113,0.0,0.0
2024-01-01 00:30:00,0.001,0.113,0.0,0.0
2024-01-01 00:45:00,0.001,0.3563333333333334,0.0,0.0
2024-01-01 01:00:00,0.001,0.19866666666666666,0.0,0.0
2024-01-01 01:15:00,0.001,0.047,0.0,0.0
2024-01-01 01:30:00,0.001,0.07633333333333334,0.0,0.0
2024-01-01 01:45:00,0.001,0.14966666666666667,0.0,0.0
2024-01-01 02:00:00,0.001,0.047,0.0,0.0
2024-01-01 02:15:00,0.001,0.254,0.0,0.0
2024-01-01 02:30:00,0.001,0.2906666666666667,0.0,0.0
2024-01-01 02:45:00,0.001,0.05733333333333333,0.0,0.0
2024-01-01 03:00:00,0.001,0.14966666666666667,0.0,0.0
2024-01-01 03:15:00,0.001,0.07633333333333334,0.0,0.0
2024-01-01 03:30:00,0.001,0.047,0.0,0.0
2024-01-01 03:45:00,0.001,0.15166666666666667,0.0,0.0
2024-01-01 04:00:00,0.001,0.3413333333333333,0.0,0.0
2024-01-01 04:15:00,0.001,0.175,0.0,0.13333333333333333
2024-01-01 04:30:00,0.001,0.113,0.0,2.0
2024-01-01 04:45:00,0.001,0.047,0.0,0.26666666666666666
2024-01-01 05:00:00,0.001,0.047,0.0,0.5333333333333333
2024-01-01 05:15:00,0.001,0.059666666666666666,0.0,1.0666666666666667
2024-01-01 05:30:00,0.001,0.411,11.0,0.0
2024-01-01 05:45:00,0.001,0.26333333333333336,1.0,0.0
2024-01-01 06:00:00,0.001,0.047,0.0,0.0
2024-01-01 06:15:00,0.001,0.047,0.0,0.9333333333333333
2024-01-01 06:30:00,0.001,0.047,0.0,2.0
2024-01-01 06:45:00,0.001,0.047,0.0,2.0
2024-01-01 07:00:00,0.001,0.39466666666666667,0.0,2.0
2024-01-01 07:15:00,0.001,0.28200000000000003,0.0,2.0
2024-01-01 07:30:00,0.001,0.05733333333333333,0.0,2.0
2024-01-01 07:45:00,0.001,0.047,0.0,2.0
2024-01-01 08:00:00,0.001,0.047,0.0,2.0
2024-01-01 08:15:00,0.001,0.20173333333333335,0.0,1.4666666666666666
2024-01-01 08:30:00,0.001,0.3766666666666667,0.0,0.0
2024-01-01 08:45:00,0.001,0.42433333333333334,0.0,0.0
2024-01-01 09:00:00,0.001,0.23,0.0,0.0
2024-01-01 09:15:00,0.001,0.12766666666666668,0.0,0.0
2024-01-01 09:30:00,0.001,0.07633333333333334,0.0,0.0
2024-01-01 09:45:00,0.001,0.14966666666666667,0.0,0.0
2024-01-01 10:00:00,0.001,0.09766666666666665,0.0,0.0
2024-01-01 10:15:00,0.001,0.3436666666666667,0.0,0.0
2024-01-01 10:30:00,0.001,0.16066666666666668,0.0,0.0
2024-01-01 10:45:00,0.001,0.047,0.0,0.0
2024-01-01 11:00:00,0.001,0.14966666666666667,0.0,0.0
2024-01-01 11:15:00,0.001,0.07633333333333334,0.0,0.0
2024-01-01 11:30:00,0.001,0.047,0.0,0.0
2024-01-01 11:45:00,0.001,0.33,0.0,0.0
2024-01-01 12:00:00,0.001,0.21466666666666667,0.0,0.0
2024-01-01 12:15:00,0.001,0.12333333333333334,0.0,0.0
2024-01-01 12:30:00,0.001,0.113,0.0,0.0
2024-01-01 12:45:00,0.001,0.047,0.0,0.0
2024-01-01 13:00:00,0.001,0.047,0.0,0.8
2024-01-01 13:15:00,0.001,0.22766666666666666,14.0,2.0
2024-01-01 13:30:00,0.001,0.2946666666666667,15.0,0.13333333333333333
2024-01-01 13:45:00,0.001,0.21166666666666664,2.0,0.0
2024-01-01 14:00:00,0.001,0.047,0.0,0.0
2024-01-01 14:15:00,0.001,0.047,0.0,0.0
2024-01-01 14:30:00,0.001,0.047,0.0,0.0
2024-01-01 14:45:00,0.001,0.13566666666666669,0.0,0.0
2024-01-01 15:00:00,0.001,0.4083333333333333,0.0,0.0
2024-01-01 15:15:00,0.001,0.19,0.0,0.0
2024-01-01 15:30:00,0.001,0.047,0.0,0.0
2024-01-01 15:45:00,0.001,0.047,0.0,0.0
2024-01-01 16:00:00,0.001,0.047,3.0,0.0
2024-01-01 16:15:00,0.001,0.15099999999999997,0.0,0.0
2024-01-01 16:30:00,0.001,0.37066666666666664,0.0,0.0
2024-01-01 16:45:00,0.001,0.202,0.0,0.0
2024-01-01 17:00:00,0.001,0.05733333333333333,0.0,0.0
2024-01-01 17:15:00,0.001,0.0517294969490694,0.0,0.0
2024-01-01 17:30:00,0.001,0.08815707570600684,0.0,0.0
2024-01-01 17:45:00,0.001,0.16149040903934017,0.0,1.0666666666666667
2024-01-01 18:00:00,0.001,0.6772904090393402,0.0,2.0
2024-01-01 18:15:00,0.001,0.25519666480271624,0.0,0.0
2024-01-01 18:30:00,0.001,0.1535521973529143,0.0,0.0
2024-01-01 18:45:00,0.001,0.09155219735291431,0.0,0.0
2024-01-01 19:00:00,0.001,0.674018864019581,0.0,0.0
2024-01-01 19:15:00,0.001,2.4421953630026043,0.0,0.0
2024-01-01 19:30:00,0.001,0.34064260639225447,0.0,0.0
2024-01-01 19:45:00,0.001,0.40049040903934013,0.0,0.0
2024-01-01 20:00:00,0.001,0.29349040903934015,0.0,0.0
2024-01-01 20:15:00,0.001,1.0058904090393401,0.0,0.0
2024-01-01 20:30:00,0.001,1.3858237423726734,0.0,0.0
2024-01-01 20:45:00,0.001,0.6518589938981388,0.0,0.0
2024-01-01 21:00:00,0.001,0.257,0.0,0.0
2024-01-01 21:15:00,0.001,0.7918000000000001,0.0,0.0
2024-01-01 21:30:00,0.001,0.36074725262744384,0.0,0.0
2024-01-01 21:45:00,0.001,0.3296655306862476,0.0,0.0
2024-01-01 22:00:00,0.001,0.45861694582744905,0.0,0.0
2024-01-01 22:15:00,0.001,0.39547593972558787,0.0,0.0
2024-01-01 22:30:00,0.001,0.3724092730589212,0.0,0.4
2024-01-01 22:45:00,0.001,0.5447078081569783,0.0,0.0
2024-01-01 23:00:00,0.001,0.57319040903934,0.0,0.0
2024-01-01 23:15:00,0.001,0.3261904090393401,0.0,0.0
2024-01-01 23:30:00,0.001,0.1874294969490694,0.0,0.0
2024-01-01 23:45:00,0.001,0.1827,0.0,0.0
2024-01-02 00:00:00,0.001,0.1827,0.0,0.0
2024-01-02 00:15:00,0.001,0.41336666666666666,0.0,0.0
2024-01-02 00:30:00,0.001,0.5120333333333333,0.0,0.0
2024-01-02 00:45:00,0.001,0.4173666666666666,0.0,0.0
2024-01-02 01:00:00,0.001,0.30369999999999997,0.0,0.0
2024-01-02 01:15:00,0.001,0.30369999999999997,0.0,0.0
2024-01-02 01:30:00,0.001,0.2765666666666666,0.0,0.0
2024-01-02 01:45:00,0.001,0.39936666666666665,0.0,0.0
2024-01-02 02:00:00,0.001,0.3643666666666666,0.0,0.0
2024-01-02 02:15:00,0.001,0.3377,0.0,0.0
2024-01-02 02:30:00,0.001,0.19303333333333333,0.0,0.0
2024-01-02 02:45:00,0.001,0.1827,0.0,0.0
2024-01-02 03:00:00,0.001,0.28536666666666666,0.0,0.0
2024-01-02 03:15:00,0.001,0.27536666666666665,0.0,0.0
2024-01-02 03:30:00,0.001,0.24576,0.0,0.0
2024-01-02 03:45:00,0.001,0.202,0.0,0.0
2024-01-02 04:00:00,0.001,0.109,0.0,0.0
2024-01-02 04:15:00,0.001,0.113,0.0,1.0666666666666667
2024-01-02 04:30:00,0.001,0.113,0.0,2.0
2024-01-02 04:45:00,0.001,0.059666666666666666,0.0,2.0
2024-01-02 05:00:00,0.001,0.237,0.0,0.5333333333333333
2024-01-02 05:15:00,0.001,0.19166666666666668,0.0,0.0
2024-01-02 05:30:00,0.001,0.19,0.0,0.0
2024-01-02 05:45:00,0.001,0.14966666666666667,0.0,0.0
2024-01-02 06:00:00,0.001,0.047,0.0,0.0
2024-01-02 06:15:00,0.001,0.047,0.0,0.0
2024-01-02 06:30:00,0.001,0.19899999999999998,0.0,0.0
2024-01-02 06:45:00,0.001,0.19066666666666665,0.0,0.0
2024-01-02 07:00:00,0.001,0.3046666666666667,0.0,0.0
2024-01-02 07:15:00,0.001,0.0884,0.0,0.0
2024-01-02 07:30:00,0.001,0.05999999999999999,0.0,0.0
2024-01-02 07:45:00,0.001,0.05999999999999999,0.0,0.0
2024-01-02 08:00:00,0.001,0.16133333333333333,0.0,0.0
2024-01-02 08:15:00,0.001,0.26866666666666666,0.0,0.0
2024-01-02 08:30:00,0.001,0.2706,0.0,0.0
2024-01-02 08:45:00,0.001,0.109,0.0,0.0
2024-01-02 09:00:00,0.001,0.047,0.0,0.0
2024-01-02 09:15:00,0.001,0.5896000000000001,0.0,0.0
2024-01-02 09:30:00,0.001,0.14,0.0,0.0
2024-01-02 09:45:00,0.001,0.8477333333333333,0.0,0.0
2024-01-02 10:00:00,0.001,0.20466666666666666,0.0,0.5333333333333333
2024-01-02 10:15:00,0.001,0.16933333333333334,0.0,2.0
2024-01-02 10:30:00,0.001,0.047,3.0,0.4
2024-01-02 10:45:00,0.001,0.11937333333333333,15.0,0.0
2024-01-02 11:00:00,0.001,0.28536666666666666,15.0,0.0
2024-01-02 11:15:00,0.001,0.40203333333333335,15.0,0.0
2024-01-02 11:30:00,0.001,0.28836666666666666,3.0,0.0
2024-01-02 11:45:00,0.001,0.3377,0.0,0.0
2024-01-02 12:00:00,0.001,0.19303333333333333,0.0,0.0
2024-01-02 12:15:00,0.001,0.2487,0.0,0.0
2024-01-02 12:30:00,0.001,0.2487,0.0,0.0
2024-01-02 12:45:00,0.001,0.32203333333333334,0.0,0.0
2024-01-02 13:00:00,0.001,0.28736666666666666,0.0,0.0
2024-01-02 13:15:00,0.001,0.3377,0.0,0.0
2024-01-02 13:30:00,0.001,0.6738333333333333,0.0,0.0
2024-01-02 13:45:00,0.001,0.28623333333333334,0.0,0.0
2024-01-02 14:00:00,0.001,0.19569999999999999,0.0,0.0
2024-01-02 14:15:00,0.001,0.2843666666666666,0.0,0.0
2024-01-02 14:30:00,0.001,0.30970000000000003,0.0,0.0
2024-01-02 14:45:00,0.001,0.3360333333333333,0.0,0.0
2024-01-02 15:00:00,0.001,0.39903333333333335,0.0,0.0
2024-01-02 15:15:00,0.001,0.21203333333333332,0.0,0.0
2024-01-02 15:30:00,0.001,0.1827,0.0,0.0
2024-01-02 15:45:00,0.001,0.22069999999999998,0.0,0.0
2024-01-02 16:00:00,0.001,0.34736666666666666,0.0,0.0
2024-01-02 16:15:00,0.001,0.24218666666666666,0.0,0.6666666666666666
2024-01-02 16:30:00,0.001,0.268,0.0,2.0
2024-01-02 16:45:00,0.001,0.05733333333333333,0.0,0.26666666666666666
2024-01-02 17:00:00,0.001,0.047,0.0,0.0
2024-01-02 17:15:00,0.001,0.047,0.0,0.0
2024-01-02 17:30:00,0.001,0.25366666666666665,6.0,0.0
