,DishWasher,WashingMachine,BaseLoad,P_HP
2024-01-01 00:00:00,0.0,0.001,0.20903333333333332,0.0
2024-01-01 00:15:00,0.0,0.001,0.3357,0.0
2024-01-01 00:30:00,0.0,0.001,0.23798666666666665,0.0
2024-01-01 00:45:00,0.0,0.001,0.44780000000000003,0.0
2024-01-01 01:00:00,0.0,0.001,0.2,0.0
2024-01-01 01:15:00,0.0,0.001,0.16199999999999998,0.0
2024-01-01 01:30:00,0.0,0.001,0.048,0.0
2024-01-01 01:45:00,0.0,0.001,0.048,0.0
2024-01-01 02:00:00,0.0,0.001,0.2,0.0
2024-01-01 02:15:00,0.0,0.001,0.17466666666666666,0.0
2024-01-01 02:30:00,0.0,0.001,0.238,0.0
2024-01-01 02:45:00,0.0,0.001,0.06066666666666667,0.0
2024-01-01 03:00:00,0.0,0.001,0.048,0.0
2024-01-01 03:15:00,0.0,0.001,0.8476000000000001,0.0
2024-01-01 03:30:00,0.0,0.001,0.31453333333333333,0.0
2024-01-01 03:45:00,0.0,0.001,0.36466666666666664,0.0
2024-01-01 04:00:00,0.0,0.001,0.21266666666666667,1.3333333333333333
2024-01-01 04:15:00,0.0,0.001,0.048,5.0
2024-01-01 04:30:00,0.0,0.001,0.048,5.0
2024-01-01 04:45:00,0.0,0.001,0.048,0.6666666666666666
2024-01-01 05:00:00,0.0,0.001,0.12399999999999999,0.0
2024-01-01 05:15:00,0.0,0.001,0.238,0.0
2024-01-01 05:30:00,0.0,0.001,0.2,0.0
2024-01-01 05:45:00,0.0,0.001,0.11133333333333333,0.0
2024-01-01 06:00:00,0.0,0.001,0.048,0.0
2024-01-01 06:15:00,0.0,0.001,0.048,1.3333333333333333
2024-01-01 06:30:00,0.0,0.001,0.22533333333333333,1.3333333333333333
2024-01-01 06:45:00,0.0,0.001,0.13666666666666666,0.0
2024-01-01 07:00:00,0.0,0.001,0.048,0.0
2024-01-01 07:15:00,0.0,0.001,0.2,0.0
2024-01-01 07:30:00,0.0,0.001,0.11133333333333333,0.0
2024-01-01 07:45:00,0.0,0.001,0.13666666666666666,0.0
2024-01-01 08:00:00,0.0,0.001,0.22533333333333333,0.0
2024-01-01 08:15:00,0.0,0.001,0.048,0.0
2024-01-01 08:30:00,0.0,0.001,0.048,0.0
2024-01-01 08:45:00,0.0,0.001,0.048,0.0
2024-01-01 09:00:00,0.0,0.001,0.2,0.0
2024-01-01 09:15:00,0.0,0.001,0.3013333333333333,0.0
2024-01-01 09:30:00,0.0,0.001,0.12399999999999999,0.0
2024-01-01 09:45:00,0.0,0.001,0.048,0.0
2024-01-01 10:00:00,0.0,0.001,0.048,0.0
2024-01-01 10:15:00,0.0,0.001,0.048,1.3333333333333333
2024-01-01 10:30:00,0.0,0.001,0.15774725262744382,1.3333333333333333
2024-01-01 10:45:00,0.0,0.001,0.396218864019581,0.0
2024-01-01 11:00:00,0.0,0.001,0.14288553068624762,0.0
2024-01-01 11:15:00,0.0,0.001,0.0795521973529143,0.0
2024-01-01 11:30:00,0.0,0.001,0.0795521973529143,0.0
2024-01-01 11:45:00,0.0,0.001,0.06487362631372191,0.0
2024-01-01 12:00:00,0.0,0.001,0.238,0.0
2024-01-01 12:15:00,0.0,0.001,0.11133333333333333,0.0
2024-01-01 12:30:00,0.0,0.001,0.2,0.0
2024-01-01 12:45:00,0.0,0.001,0.11133333333333333,0.0
2024-01-01 13:00:00,0.0,0.001,0.048,0.0
2024-01-01 13:15:00,0.0,0.001,0.16199999999999998,0.0
2024-01-01 13:30:00,0.0,0.001,0.2,0.0
2024-01-01 13:45:00,0.0,0.001,0.048,0.0
2024-01-01 14:00:00,0.0,0.001,0.048,0.0
2024-01-01 14:15:00,0.0,0.001,0.2,0.0
2024-01-01 14:30:00,0.0,0.001,0.13666666666666666,0.0
2024-01-01 14:45:00,0.0,0.001,0.238,0.0
2024-01-01 15:00:00,0.0,0.001,0.09866666666666667,0.0
2024-01-01 15:15:00,0.0,0.001,0.048,0.0
2024-01-01 15:30:00,0.0,0.001,0.048,0.0
2024-01-01 15:45:00,0.0,0.001,0.048,0.0
2024-01-01 16:00:00,0.0,0.001,0.3266666666666667,0.0
